Gene = Spn28Dc
Position 1001: 0.00128079720056972
Position 1797: 0.0010914766424496394
Position 825: 0.000990181996938586
Position 947: 0.0007443305289173729
Position 1231: 0.0006757214157239629
Position 2232: 0.0006711297678087614
Position 587: 0.000624228085877784
Position 973: 0.0005642166482126667
Position 1008: 0.0005589174215385385
Position 2222: 0.0005487901138252591
Position 194: 0.000526069745456557
Position 2006: 0.0004739718772824025
Position 1521: 0.0004710901083344226
Position 1749: 0.0004540940516015814
Position 464: 0.0003961459285854748
Position 1861: 0.00039411516655354776
Position 2037: 0.00031966513978356527
Position 1692: 0.0003140204588270658
Position 749: 0.00029250001148374067
Position 1244: 0.0002877394289007026
Position 1308: 0.0002724209485681862
Position 907: 0.00027021927856552247
Position 1197: 0.0002590209365519956
Position 870: 0.00022043878746476586
Position 2126: 0.0001629454741833663
Position 1784: 0.00013091275781288195
Position 642: 0.00012575381031531936
Position 154: 0.00012337315504084683
Position 2076: 0.00011103949131191988
Position 2154: 0.00011012123000233305
Position 1349: 0.00010206850130567388
Position 625: 9.022756654121439e-05
Position 2613: 8.85747338025719e-05
Position 1151: 8.69579199871862e-05
Position 673: 8.370318705232375e-05
Position 2196: 7.593489899943518e-05
Position 617: 7.486453877620036e-05
Position 2400: 7.119530084155651e-05
Position 1385: 6.71699465882643e-05
Position 409: 6.3414296923982e-05
Position 2046: 5.611263072275493e-05
Position 1805: 5.4165883971089294e-05
Position 1423: 3.422033675616528e-05
Position 1867: 3.3718877098644336e-05
Position 2188: 3.1308337594724195e-05
Position 2617: 2.8835015551742966e-05
Position 536: 2.8634213130817723e-05
Position 2097: 2.6094919025039844e-05
Position 1192: 2.314786948646644e-05
Position 1706: 2.13560967715836e-05
Position 1035: 1.6152293323992564e-05
Position 629: 1.4989521146840532e-05
Position 951: 1.4194286627394067e-05
Position 1084: 7.591284592597755e-06
Position 296: 7.407203193203356e-06
Position 440: 6.837156645483412e-06
Position 218: 4.775879087692177e-06
Position 701: 4.337010199587379e-06
Position 206: 3.7166620013338183e-06
Position 1235: 9.135540025535223e-07
Position 215: 6.805125086090845e-07
Position 923: 4.081889256919028e-07
Position 883: 3.0040241069762584e-07
Position 791: 1.4226923207558653e-07
Position 539: 1.4132909414745034e-07
Position 227: 7.982259614598832e-08
Position 112: 4.902143144703642e-08
Position 224: 1.2562299239771811e-08
Position 236: 8.989817693535396e-09
Position 670: 1.1436733462422383e-09
Position 788: 4.2927071721973844e-10
Position 719: 1.4794063331982755e-10
Position 682: 7.274748478046382e-13
Position 481: 2.6656144819347625e-16
