Gene = Papss
Position 1812: 0.00047679660238717175
Position 3720: 0.0004359096442740317
Position 1124: 0.000413968835588281
Position 13919: 0.00037242485734971867
Position 15345: 0.0003620742520537826
Position 10773: 0.0003578121692902339
Position 203: 0.0003554313022127759
Position 2047: 0.0003492784100371117
Position 15004: 0.0003093335405237349
Position 651: 0.0002802429238073075
Position 13861: 0.0002709317788903454
Position 2068: 0.0002654914395656534
Position 419: 0.0002557470755129542
Position 15370: 0.00022137008870995947
Position 1084: 0.00018124025050771935
Position 13854: 0.00017144679450466007
Position 14160: 0.00016944286536931265
Position 1535: 0.00016349655169164157
Position 37: 0.00015138189453515346
Position 13700: 0.00013869057560340664
Position 10001: 0.00012781901159825105
Position 4: 0.00012550980058385647
Position 710: 0.00012151072505478014
Position 10404: 0.00010384914492112598
Position 327: 9.678517517876502e-05
Position 507: 9.104312732747575e-05
Position 15372: 8.404344099605176e-05
Position 1768: 7.814765478951705e-05
Position 11307: 7.761804115742658e-05
Position 1211: 7.361242979673829e-05
Position 1133: 7.290798199832442e-05
Position 6: 7.010309103617112e-05
Position 756: 6.804502869645231e-05
Position 54: 6.21338545109029e-05
Position 12009: 5.987953367938957e-05
Position 14908: 5.945677211399937e-05
Position 342: 5.912107237503683e-05
Position 3263: 5.490275101954199e-05
Position 15476: 5.1715929212431963e-05
Position 10231: 4.994830459055799e-05
Position 2673: 4.797975725458958e-05
Position 14925: 4.030493679546019e-05
Position 15466: 3.4725708946263e-05
Position 10408: 3.1829766211419835e-05
Position 15312: 2.774713632125026e-05
Position 1121: 2.5597728895866352e-05
Position 1289: 2.460526577210429e-05
Position 15520: 2.4019033214129026e-05
Position 775: 2.3964508604312908e-05
Position 1062: 2.3325466189196216e-05
Position 160: 1.9658693913721253e-05
Position 446: 1.9618549868800426e-05
Position 13995: 1.8798979161224515e-05
Position 958: 1.856301465116867e-05
Position 862: 1.7015534748027874e-05
Position 590: 1.274389582097399e-05
Position 922: 9.19633060524069e-06
Position 15470: 9.09794503763009e-06
Position 13692: 8.615608761297056e-06
Position 2465: 8.196609204674234e-06
Position 14803: 7.409954225137425e-06
Position 31: 4.877919553687369e-06
Position 15507: 1.9839480990756268e-06
Position 113: 1.8895643136604798e-06
Position 1497: 1.782671445783953e-06
Position 813: 1.433205025176206e-06
Position 15534: 1.3645443068192831e-06
Position 223: 1.3075104427225705e-06
Position 300: 1.2599284222407646e-06
Position 488: 1.202895924381514e-06
Position 3038: 1.1525312709161543e-06
Position 7832: 1.1501763863501244e-06
Position 791: 1.0230171592463888e-06
Position 491: 7.686944151356449e-07
Position 1658: 7.618153239920023e-07
Position 305: 7.589339312282824e-07
Position 15568: 6.597952612877752e-07
Position 248: 5.46424031231132e-07
Position 98: 5.140172809998724e-07
Position 218: 4.1536252906874424e-07
Position 263: 3.8029026924232654e-07
Position 1177: 3.218868540707685e-07
Position 90: 2.7312619379914744e-07
Position 1139: 2.0840402745176014e-07
Position 1402: 1.4420261890894754e-07
Position 1102: 1.3518741952822212e-07
Position 1146: 1.269465482233267e-07
Position 1186: 9.856749662786591e-08
Position 555: 7.30942993261812e-08
Position 282: 4.067650823802186e-08
Position 3372: 3.147506899609226e-08
Position 538: 2.613547686267939e-08
Position 13802: 2.2759102814393606e-08
Position 880: 1.4010624952741587e-08
Position 13683: 1.0926068364473694e-08
Position 14766: 1.021041762282297e-08
Position 13836: 8.998268722249713e-09
Position 13838: 6.84253586255045e-09
Position 14370: 6.492785594396576e-09
Position 13719: 5.372705432585727e-09
Position 14260: 1.6974431271706204e-09
Position 361: 1.6286556672610484e-09
Position 369: 1.0809334153459827e-09
Position 945: 1.95896273155628e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.9981775732067383
Position 15111: 0.9950651975438825
Position 13084: 0.9237884491671907
Position 2876: 0.5822253148116434
Position 9852: 0.562867648734548
Position 2246: 0.3104572900643097
Position 2595: 0.23543661251185097
Position 413: 0.22164406437540332
Position 516: 0.14342316034777397
Position 2408: 0.11706207309565722
Position 7710: 0.09335234893570127
Position 1402: 0.08407010318662225
Position 14928: 0.08065958445608856
Position 14624: 0.0705117519480194
Position 218: 0.05289473132429959
Position 3347: 0.047697549678948604
Position 3172: 0.042188973491901184
Position 2005: 0.03985442813082823
Position 13093: 0.03950320249983881
Position 14464: 0.03678428215677581
Position 7338: 0.036331148354550466
Position 1516: 0.034354798310119956
Position 1469: 0.02854677644955044
Position 8848: 0.02543801366022472
Position 8836: 0.024728431779574782
Position 1967: 0.022285102933712164
Position 7350: 0.021929012347148797
Position 6486: 0.02115769202889158
Position 710: 0.020305491279030325
Position 7957: 0.01773931322290722
Position 1848: 0.01589571387012205
Position 1056: 0.01556222165803911
Position 7334: 0.01506317120380189
Position 1712: 0.014800911808387092
Position 1707: 0.013293226507756849
Position 74: 0.012519273847931889
Position 1236: 0.012441397767711963
Position 482: 0.01148509173912671
Position 8975: 0.011173909130672687
Position 8658: 0.011002612521417258
Position 1885: 0.010437043070534576
Position 7497: 0.009698202200618702
Position 11874: 0.00968098580069194
Position 241: 0.009372335092150734
Position 7099: 0.009356216112319609
Position 11204: 0.007703241776137555
Position 7731: 0.0076085109317894075
Position 1021: 0.00636843906156095
Position 12051: 0.006280326572872746
Position 859: 0.005111198924261147
Position 203: 0.005100427430031485
Position 8190: 0.00470703528722286
Position 524: 0.004437983251334341
Position 443: 0.00432100562899641
Position 761: 0.004116355908081011
Position 921: 0.004110305032503554
Position 1133: 0.003969301651407492
Position 862: 0.0033507674330079864
Position 7296: 0.0032339615353691713
Position 7024: 0.0029900925824775
Position 1372: 0.002967757071134181
Position 1597: 0.0026739395700895265
Position 2117: 0.002591861198436957
Position 1083: 0.0025726964539088404
Position 2273: 0.002223369591049032
Position 1318: 0.0022043799044195716
Position 14405: 0.0020264380804662233
Position 1943: 0.0020245049998567854
Position 9160: 0.0020214341373759387
Position 15444: 0.001874456383953546
Position 3372: 0.00176085317265944
Position 1717: 0.0016840620654481546
Position 2419: 0.0016805254753885616
Position 14246: 0.0014760724809518837
Position 2430: 0.001469996896977714
Position 1908: 0.0013956005862148404
Position 6351: 0.0013192779792820873
Position 2276: 0.001278241968942152
Position 1895: 0.0012715976216024934
Position 2020: 0.0012324030231612342
Position 15398: 0.0011702824096291894
Position 3584: 0.0011013025817832294
Position 3161: 0.0010925847520441801
Position 953: 0.001047616525095421
Position 90: 0.0009323704839833866
Position 3388: 0.0008967085915596217
Position 2026: 0.0008586311277842238
Position 4015: 0.0008027527000808594
Position 10135: 0.0007664034976989418
Position 10221: 0.000675159023584145
Position 13916: 0.0006697082089445849
Position 14309: 0.0006188711412485875
Position 136: 0.0006147040252333359
Position 1767: 0.0006072790370483136
Position 1812: 0.0005589361015718776
Position 803: 0.0005413391176188906
Position 1570: 0.0005195769045395448
Position 272: 0.0005041395731389643
Position 15558: 0.00046448762417828206
Position 6009: 0.00043607348634115884
Position 15618: 0.00043499382560109124
Position 419: 0.0004196036992609093
Position 82: 0.0003867116535564878
Position 6077: 0.0003832568877490015
Position 2533: 0.0003660509921865463
Position 15573: 0.00035920644905004394
Position 98: 0.00034373952972601807
Position 5691: 0.00033715514927565104
Position 1425: 0.00033663811715846067
Position 1094: 0.0002983950116499141
Position 1497: 0.0002749005702134676
Position 5667: 0.0002679583176943818
Position 917: 0.00025905209048583986
Position 10621: 0.0002567853517238275
Position 1643: 0.00023927511659415252
Position 958: 0.00023626556617966404
Position 244: 0.00023375348415791085
Position 2426: 0.00023245253870815183
Position 1264: 0.00022085708966722954
Position 3498: 0.00020894959389049561
Position 3038: 0.00017248152235343353
Position 3184: 0.0001540456353200123
Position 2356: 0.00015195459706871626
Position 14046: 0.00013665138066613685
Position 993: 0.00012067210730467858
Position 2391: 0.00011151080862162004
Position 3633: 9.77771264647699e-05
Position 690: 8.019192329617995e-05
Position 2340: 7.70562634591761e-05
Position 1121: 6.909905260435895e-05
Position 1730: 4.8375349163187394e-05
Position 1430: 4.764209714121178e-05
Position 1482: 4.580964500546451e-05
Position 15366: 4.2737428854075205e-05
Position 1362: 3.9552598841975706e-05
Position 1440: 3.270232722852714e-05
Position 15404: 3.202313421127588e-05
Position 837: 3.167639187886817e-05
Position 15534: 2.816169089054615e-05
Position 103: 2.4804981087180912e-05
Position 2834: 1.7850856226972448e-05
Position 3000: 1.609724622129062e-05
Position 282: 1.4461281860939713e-05
Position 140: 1.3992990126732745e-05
Position 15144: 1.353127109218128e-05
Position 15360: 1.1828224734239638e-05
Position 3174: 1.0770746721777258e-05
Position 3104: 8.148176521177325e-06
Position 15213: 6.59565183171535e-06
Position 381: 5.2009967529691886e-06
Position 611: 2.9146262018272967e-06
Position 318: 2.3245025372509332e-06
Position 313: 5.326434522559303e-07
Position 305: 3.504184089623972e-07
Position 113: 2.679848968737234e-07
Position 3259: 1.4273453382856283e-07
Position 488: 1.1095312689312146e-07
Position 718: 4.44587661933389e-08
Position 144: 3.916686214835015e-08
Position 300: 2.6954624184687284e-08
Position 293: 1.920247344015459e-08
Position 325: 1.0414930475609678e-08
Position 334: 2.413017173314736e-09
Position 348: 8.183203410446234e-10
Position 342: 1.417030264174822e-11
Position 386: 1.9877200316637185e-12
Position 315: 1.0020263679289558e-12
Position 277: 3.416946387914e-13
