Gene = fbp
Position 253: 2.2457192979488135e-05
Position 1898: 2.1156043814589254e-05
Position 302: 1.0766844644290543e-05
Position 42: 1.0356286067713467e-05
Position 304: 9.008848730557808e-06
Position 388: 8.773602358564113e-06
Position 64: 7.025444854710051e-06
Position 2460: 4.432849526540846e-06
Position 238: 3.2868378421393927e-06
Position 219: 1.5799548926502443e-06
Position 871: 1.4302714370451447e-06
Position 842: 1.2049762195655314e-06
Position 660: 1.0781773449915561e-06
Position 699: 6.380937385352291e-07
Position 720: 5.954149653655872e-07
Position 1201: 4.960663922843543e-07
Position 2041: 4.244065003008627e-07
Position 2104: 3.9918144531431175e-07
Position 1888: 3.8159991933396455e-07
Position 2033: 3.3812156797563863e-07
Position 1576: 3.238479392336662e-07
Position 21: 2.870682609428661e-07
Position 56: 1.8283534795331393e-07
Position 613: 1.8133318802553526e-07
Position 973: 1.5447213118611705e-07
Position 1541: 1.4180073635209548e-07
Position 1601: 1.3669157875343128e-07
Position 976: 1.202574554233262e-07
Position 4: 1.04882355075327e-07
Position 412: 7.532432985435613e-08
Position 1384: 2.5521829606166012e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1830: 0.6291811310630844
Position 1781: 0.34828677098512745
Position 1321: 0.16955208950436487
Position 1304: 0.13516432203671308
Position 391: 0.12070662588726516
Position 1060: 0.11161237796561348
Position 1090: 0.0690121615716084
Position 656: 0.06844591551119188
Position 1372: 0.04760184633788372
Position 253: 0.03734336383091751
Position 969: 0.02090476132935352
Position 767: 0.020693211118437287
Position 211: 0.019455365620820966
Position 2301: 0.017950272220196947
Position 638: 0.00890589530248789
Position 1375: 0.0063749993051385985
Position 434: 0.006354995471348799
Position 2312: 0.006144163610863074
Position 1414: 0.004299021745493636
Position 1378: 0.0039647723764253085
Position 2367: 0.0038913414818470514
Position 1104: 0.003836486654979873
Position 1945: 0.0034898070978504375
Position 898: 0.0030888743388172786
Position 1170: 0.002378718495381949
Position 1432: 0.0023006154838202805
Position 871: 0.001988947831210237
Position 1923: 0.0015733326327314835
Position 855: 0.001247501110625787
Position 1879: 0.0012399073946890349
Position 400: 0.000992416457073112
Position 564: 0.0008253703058381909
Position 471: 0.0007659612176548241
Position 2149: 0.0007599043642678969
Position 2337: 0.0005486953877687223
Position 995: 0.0005237949864629348
Position 528: 0.00046481169395652856
Position 1201: 0.0002887116948918787
Position 1205: 0.00028308865927378
Position 593: 0.00021138956743962245
Position 1760: 0.00020706243512478315
Position 509: 0.00019005785553308254
Position 294: 0.0001243631244353962
Position 1724: 0.00011987987320939301
Position 1218: 0.00010734788606793467
Position 490: 0.00010699314186424214
Position 702: 0.00010291584322924733
Position 1472: 7.352160456576829e-05
Position 1731: 7.223967106980392e-05
Position 1116: 6.92576138303677e-05
Position 159: 6.061152147606655e-05
Position 699: 5.590185234606062e-05
Position 119: 5.079358041567892e-05
Position 1712: 4.988252203385488e-05
Position 2424: 4.7830131356705116e-05
Position 1177: 3.94792310523177e-05
Position 2511: 3.8718379230484476e-05
Position 2527: 3.6776454311197266e-05
Position 2452: 2.591356049635945e-05
Position 1232: 2.4978461980533557e-05
Position 2014: 2.3199668557796254e-05
Position 906: 2.313098663274005e-05
Position 412: 2.271771270971585e-05
Position 1928: 2.0525278749778855e-05
Position 1962: 1.962487061815549e-05
Position 2139: 1.851829162339618e-05
Position 723: 1.4367040421511924e-05
Position 102: 1.3452011070298291e-05
Position 408: 1.1306609979706344e-05
Position 534: 1.1173810427596218e-05
Position 2421: 9.156618517335106e-06
Position 274: 4.965612699539356e-06
Position 316: 4.300678583693569e-06
Position 77: 3.666945332683321e-06
Position 137: 3.4730380880315076e-06
Position 328: 3.205796059281794e-06
Position 2115: 2.2314496526522277e-06
Position 187: 1.4475144743476555e-06
Position 179: 9.104048695839749e-07
Position 1974: 8.944236880559658e-07
Position 530: 8.430245054571342e-07
Position 540: 3.165222262124187e-07
Position 1950: 2.8868037361190395e-07
Position 480: 1.7212376622925427e-07
Position 151: 1.1533065719462935e-07
Position 473: 1.7381350252334666e-08
Position 658: 1.575822525234604e-09
Position 50: 5.779953501473537e-10
Position 189: 3.1676093669164575e-10
Position 71: 8.872453359565191e-11
Position 52: 3.777076274977574e-12
Position 393: 3.2198884733199066e-14
