Gene = atk
Position 9040: 4.798674335204556e-06
Position 5403: 3.290611751838784e-06
Position 1125: 2.834739067128468e-06
Position 1186: 2.472331375825543e-06
Position 886: 2.3530185490144296e-06
Position 843: 2.1526690821494683e-06
Position 1038: 2.0422501159051474e-06
Position 8768: 1.8272924593945157e-06
Position 6124: 1.750191390396018e-06
Position 8855: 1.651846197557395e-06
Position 2105: 1.4944085116285888e-06
Position 1774: 1.31570689271609e-06
Position 8478: 1.300404197253356e-06
Position 6461: 1.1540908599654838e-06
Position 5291: 1.122779283811496e-06
Position 6403: 1.0628570938422334e-06
Position 8360: 1.005127174560725e-06
Position 876: 9.339187365119863e-07
Position 1426: 9.160748746012766e-07
Position 1500: 7.843391162459942e-07
Position 960: 7.684931999908871e-07
Position 934: 7.040777133880576e-07
Position 9083: 6.61421149785617e-07
Position 71: 6.172747423347325e-07
Position 1001: 5.94097566542876e-07
Position 9222: 5.927837960015891e-07
Position 495: 5.410510414907642e-07
Position 331: 4.1676853450791846e-07
Position 355: 3.9169145469395945e-07
Position 859: 3.0379021002677674e-07
Position 9199: 2.5164077371146256e-07
Position 200: 2.0530658628318424e-07
Position 9189: 1.8765089605928903e-07
Position 523: 1.8739587125312397e-07
Position 8891: 1.586373504932409e-07
Position 8316: 1.5435358195813315e-07
Position 397: 1.404212358909753e-07
Position 8301: 1.334940990508578e-07
Position 847: 1.1726676826067409e-07
Position 515: 1.1704210623332863e-07
Position 219: 1.1499087473424119e-07
Position 8131: 9.844458635265106e-08
Position 289: 6.412664365827036e-08
Position 695: 5.092620220578579e-08
Position 662: 4.150655479425401e-08
Position 730: 4.073025499925421e-08
Position 755: 2.7998002624118993e-08
Position 892: 1.4184899027414706e-08
Position 8145: 1.1879601811409034e-08
Position 8206: 6.848004157110757e-09
Position 334: 1.6542122459740587e-09
Position 8275: 1.596598983862227e-09
Position 802: 4.561025351078773e-10
Position 6883: 9.470521967468985e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8054: 0.9900522023578379
Position 8233: 0.988125816285467
Position 5240: 0.9346637033996607
Position 5492: 0.8532075576525755
Position 6306: 0.3502422989142113
Position 6922: 0.08247433407207813
Position 209: 0.07652761349349092
Position 9106: 0.03891410291867411
Position 6220: 0.03302705717398806
Position 4836: 0.03195331196547199
Position 9269: 0.02837423958704616
Position 7587: 0.026984113147231866
Position 2847: 0.02573356029869224
Position 4873: 0.02538481800720792
Position 5903: 0.02435664859135585
Position 7298: 0.021163944074199904
Position 7752: 0.018621484943440222
Position 7301: 0.018592956776499713
Position 6625: 0.01587680636507507
Position 187: 0.015548656062478896
Position 8744: 0.013095233780098203
Position 6348: 0.012376918454462774
Position 6242: 0.011910895035481865
Position 5922: 0.011164310781357385
Position 2719: 0.009813402170901162
Position 7610: 0.00938035670084843
Position 5504: 0.009020206349703718
Position 9515: 0.00889278202809889
Position 1150: 0.008495549905730619
Position 8021: 0.008070599595628721
Position 9452: 0.007657278837623409
Position 6440: 0.006862218393677059
Position 9420: 0.006814611730536949
Position 7560: 0.0057879549888118055
Position 1052: 0.0057058179780677225
Position 2859: 0.005612450309005648
Position 5517: 0.005264754919128672
Position 5383: 0.004725737736116472
Position 3960: 0.004137176649898495
Position 9266: 0.004025656427187947
Position 93: 0.003925798132472777
Position 701: 0.00364932917593353
Position 5192: 0.003523434348545062
Position 8286: 0.0033846558873743037
Position 340: 0.0032386820529601906
Position 4398: 0.003162592967766169
Position 3126: 0.002987134494746259
Position 3298: 0.0029091290912055187
Position 515: 0.0029002662140918574
Position 2493: 0.002218879008896244
Position 9348: 0.0018812065604365985
Position 3447: 0.0018406061199130398
Position 7665: 0.001692565359459102
Position 8697: 0.0015982717500519082
Position 6556: 0.0014860616582946726
Position 1014: 0.0014237961066826646
Position 9694: 0.001415734795489641
Position 4591: 0.0013826336779075334
Position 2206: 0.0011138538610938227
Position 270: 0.0010887836319749431
Position 1203: 0.0010480292016684547
Position 7235: 0.00104174035204231
Position 4344: 0.0010329197017022508
Position 6985: 0.0010183422591760506
Position 8971: 0.0010026249158340459
Position 8804: 0.0009889907188815894
Position 2464: 0.000982988543496121
Position 4083: 0.0009745198122778978
Position 5180: 0.0008694946681234931
Position 8289: 0.0008429898151979644
Position 786: 0.000841289335837564
Position 9658: 0.0008366279615944913
Position 3158: 0.0008196204681836353
Position 1586: 0.0007908611556987232
Position 8448: 0.0007776957209728199
Position 8111: 0.0007699553443434132
Position 4521: 0.0007297585689085874
Position 2894: 0.0006499482699872389
Position 2211: 0.0006014782819940819
Position 1314: 0.0005944989464215794
Position 8676: 0.0005877621699740112
Position 9147: 0.0005626627799947025
Position 9244: 0.0005601219495310787
Position 1113: 0.0005449730844144424
Position 2641: 0.0005284977841160588
Position 5185: 0.0005092258152011947
Position 3414: 0.000503513606550151
Position 3855: 0.0004663526776425453
Position 9034: 0.0004517446170443033
Position 1128: 0.00040475058643673646
Position 799: 0.00039722485446271673
Position 6129: 0.0003817357752101976
Position 7147: 0.00035399346221137295
Position 1847: 0.0003502915983366258
Position 9759: 0.0003465879026565218
Position 984: 0.0003186504245125483
Position 9712: 0.00030790809084720586
Position 9942: 0.0003001421531050282
Position 8846: 0.00028887803843580847
Position 3802: 0.0002884836295614947
Position 9350: 0.000227431196201812
Position 1209: 0.0002242133328676016
Position 9471: 0.0002136160872038291
Position 8639: 0.0001974396105899864
Position 6053: 0.00018592686471790212
Position 917: 0.00017117636139492824
Position 8316: 0.0001546880624859612
Position 704: 0.00015073168100440058
Position 876: 0.00014741880759287258
Position 9630: 0.00013465498274674276
Position 5997: 0.00013158621818414848
Position 8750: 0.00012030671830419696
Position 4695: 0.000113116964190253
Position 9738: 0.00011096593881157047
Position 2234: 0.00011011226941734986
Position 9289: 0.00010474672564178856
Position 5938: 0.00010353351469861428
Position 676: 0.00010308781188777181
Position 1032: 0.00010180793089944148
Position 871: 9.904949117732657e-05
Position 8610: 8.379539573630815e-05
Position 8069: 8.167083565828618e-05
Position 1275: 7.610105824898063e-05
Position 2306: 7.508918838713513e-05
Position 9373: 7.333508737109658e-05
Position 3101: 6.95660852271279e-05
Position 1317: 6.831105567711997e-05
Position 1449: 6.494911788736437e-05
Position 692: 6.294071370540023e-05
Position 2135: 5.9529539302804324e-05
Position 4530: 4.9046759481045366e-05
Position 5660: 4.542544919298243e-05
Position 10152: 4.5170673127044165e-05
Position 4794: 4.5160564438299954e-05
Position 8916: 4.380492538153047e-05
Position 1245: 4.374582572322714e-05
Position 990: 4.305330994950863e-05
Position 9309: 4.2101368989539196e-05
Position 4353: 4.081657587328048e-05
Position 1414: 4.0310976312248256e-05
Position 1287: 3.834335455574733e-05
Position 8600: 3.718786497846241e-05
Position 8759: 3.2770877064963706e-05
Position 1138: 3.2766429489671046e-05
Position 1526: 3.227171088627285e-05
Position 1185: 3.134942858117235e-05
Position 6071: 3.066857104731195e-05
Position 310: 2.770255737920804e-05
Position 8412: 2.707131367762248e-05
Position 8259: 2.6856851968763707e-05
Position 9410: 2.0385227916421388e-05
Position 9283: 1.7226020390119854e-05
Position 8925: 1.0356863090663501e-05
Position 8553: 7.918766267037421e-06
Position 2329: 4.901724576557497e-06
Position 8776: 4.169031449802748e-06
Position 8896: 3.738697328341415e-06
Position 886: 3.552001169427015e-06
Position 2025: 3.300296297272514e-06
Position 960: 2.823684864814039e-06
Position 1619: 2.507815363939012e-06
Position 390: 1.366515665822297e-06
Position 470: 1.28611353350661e-06
Position 1001: 1.1909410077559831e-06
Position 538: 1.1904752335604308e-06
Position 1164: 1.1545678007420525e-06
Position 435: 1.0707144037688662e-06
Position 116: 1.0169300927319841e-06
Position 750: 1.0168716480047273e-06
Position 639: 9.02289658278346e-07
Position 1173: 8.510424718440643e-07
Position 1651: 8.278795333920478e-07
Position 599: 7.34372194425944e-07
Position 1364: 6.520114890134781e-07
Position 951: 5.652105659427479e-07
Position 6782: 4.7651337664136365e-07
Position 718: 4.4556154143148087e-07
Position 554: 3.579804348580633e-07
Position 98: 3.05940541487091e-07
Position 6909: 2.622952304254898e-07
Position 6681: 2.4663004851930674e-07
Position 722: 2.3668122760809218e-07
Position 645: 2.2944504345848845e-07
Position 662: 1.6140891153173203e-07
Position 755: 1.5580431252300322e-07
Position 509: 1.2106295948609197e-07
Position 8478: 7.308276026023943e-08
Position 315: 4.916273463786433e-08
Position 657: 3.965802422425493e-08
Position 577: 3.9401526981925405e-08
Position 355: 1.5813830250356142e-08
Position 8494: 1.5329788610314387e-08
Position 104: 1.4343955653987008e-08
Position 439: 4.797704521138333e-09
Position 8619: 4.606711479130387e-09
Position 304: 4.557027950963215e-09
Position 368: 2.1106845342919363e-09
Position 730: 1.898357925643215e-09
Position 147: 8.412490815331948e-10
Position 1180: 6.740666085614959e-10
Position 1036: 6.693185486261201e-10
Position 8322: 4.613315052223935e-10
Position 724: 1.400352263368763e-10
Position 1360: 6.478022591545009e-11
Position 395: 4.9983106006630326e-11
Position 443: 6.456374645620652e-12
Position 454: 5.062183573006317e-12
Position 384: 3.3187812766829135e-12
Position 317: 1.2739200691737577e-15
