Gene = Tet
Position 5419: 0.0008395617666886392
Position 20576: 0.0008187911734118777
Position 10025: 0.0007877055184346578
Position 561: 0.0007855589934776781
Position 7036: 0.0007390822957743742
Position 11732: 0.0006890618674357035
Position 7497: 0.0006396360104328197
Position 323: 0.0005977594554948321
Position 7425: 0.0005643805574467613
Position 7500: 0.0005578343254489618
Position 2694: 0.0005427089548725116
Position 12398: 0.0005284145324844357
Position 1367: 0.0005274631119673039
Position 7098: 0.0005221239751254508
Position 5625: 0.0005016632817312931
Position 4169: 0.0004864321200070395
Position 10490: 0.0004837387667523048
Position 6645: 0.0004771075452234781
Position 10420: 0.00047236419288512223
Position 2816: 0.0004589252087934798
Position 3442: 0.0004543591246579326
Position 11085: 0.0004170592580406941
Position 9574: 0.0004104302181959736
Position 5399: 0.00040449843750953895
Position 7113: 0.00039671954279990975
Position 3100: 0.00039133026200471004
Position 14313: 0.00034634447916324126
Position 9296: 0.0003462800207436459
Position 5872: 0.00033568318205722745
Position 11674: 0.0003174983125921487
Position 4522: 0.0002962362570611675
Position 12194: 0.00029581233032236154
Position 15177: 0.00027869153889135864
Position 1262: 0.0002780428264148539
Position 1910: 0.0002775809122257768
Position 5866: 0.0002752784268810015
Position 10021: 0.00027212877715319743
Position 5596: 0.00027140803980654765
Position 375: 0.0002607265352638843
Position 9969: 0.0002559347284703423
Position 793: 0.0002323848185544066
Position 4717: 0.00023180085646855737
Position 3011: 0.00022626804543255145
Position 1390: 0.00019008799924470838
Position 2568: 0.00018327445963116468
Position 234: 0.00017505258632271182
Position 6761: 0.00017455506568257883
Position 11963: 0.00014958341229285633
Position 12287: 0.00014843880515830313
Position 6041: 0.00014448442469322021
Position 3500: 0.00014204829524224055
Position 6823: 0.00013716276863683097
Position 4406: 0.00013444725541946517
Position 4454: 0.0001173009449830674
Position 1072: 0.00011569285592801464
Position 5750: 9.602122902675648e-05
Position 3510: 7.321748466891789e-05
Position 2674: 6.811551944926646e-05
Position 1537: 6.732118345428764e-05
Position 297: 6.663601647834992e-05
Position 4701: 5.274982330974194e-05
Position 5114: 5.209765966643266e-05
Position 4500: 5.0116635731974556e-05
Position 750: 4.726458800650807e-05
Position 1419: 4.6856480809482614e-05
Position 351: 4.057475546838462e-05
Position 2034: 3.844523346464312e-05
Position 338: 3.7395128833259894e-05
Position 1985: 3.7149121429740306e-05
Position 816: 3.7028497680359325e-05
Position 195: 3.357472096436601e-05
Position 2646: 3.1316265358953374e-05
Position 2440: 3.1298664777735705e-05
Position 6650: 2.992324598701905e-05
Position 2580: 2.9014852253241504e-05
Position 1923: 2.8849316277707736e-05
Position 3607: 2.8646545497606036e-05
Position 7305: 2.835108124678975e-05
Position 262: 2.8061066856565807e-05
Position 3675: 2.541056227819905e-05
Position 4005: 2.195009402860626e-05
Position 826: 2.0792159312475738e-05
Position 3465: 1.9787889537160157e-05
Position 4229: 1.8970900154572967e-05
Position 3672: 1.2770902808186545e-05
Position 2242: 1.1448939747852667e-05
Position 2191: 1.1188148556127693e-05
Position 4484: 9.19052966775047e-06
Position 1026: 8.956156416387536e-06
Position 808: 8.650054485217074e-06
Position 2976: 8.272927921425175e-06
Position 1330: 7.458207609447219e-06
Position 4475: 7.420683363328164e-06
Position 859: 7.231431198829502e-06
Position 1517: 7.189543698580727e-06
Position 4266: 6.608665210834336e-06
Position 4201: 6.379083136934867e-06
Position 1852: 6.089703737129545e-06
Position 3933: 5.36730317477702e-06
Position 280: 4.773583778639249e-06
Position 3873: 4.767194999034807e-06
Position 3048: 3.898218715567383e-06
Position 11909: 3.11094636865501e-06
Position 1200: 3.073914418402435e-06
Position 11658: 2.9624386591918398e-06
Position 1730: 2.7724397267430485e-06
Position 11808: 2.726029954816942e-06
Position 2965: 2.618576988675688e-06
Position 3525: 2.2384479074531e-06
Position 6783: 1.662985392951117e-06
Position 1964: 1.6386741850691079e-06
Position 883: 1.5960013368824114e-06
Position 1345: 1.5178597337076059e-06
Position 1387: 1.477501500361953e-06
Position 270: 1.4497364582506508e-06
Position 57450: 4.734777451888328e-07
Position 10010: 3.689898664629424e-07
Position 57784: 1.8708396651141368e-07
Position 57811: 1.2159791822257336e-07
Position 10442: 1.1398403963962832e-07
Position 10400: 1.0169179886591208e-07
Position 10698: 7.732510297749295e-08
Position 10282: 7.265171410991648e-08
Position 10512: 6.390340454597442e-08
Position 9897: 5.3417527625811394e-08
Position 9806: 4.6475452526664383e-08
Position 3248: 7.2822650488185234e-09
Position 3153: 4.6790856081755555e-09
Position 3195: 3.9364236280756745e-09
Position 2981: 3.883388025833004e-09
Position 2333: 3.454164769440433e-09
Position 3207: 3.4131111624398795e-09
Position 3203: 3.3479827407562996e-09
Position 3102: 2.302040042962316e-09
Position 1267: 9.887265269442598e-10
Position 1774: 9.014364094587893e-10
Position 1557: 7.821613460953186e-10
Position 1496: 7.252774369115553e-10
Position 2058: 5.406244490380468e-10
Position 1570: 4.046450474688842e-10
Position 1942: 3.416443483622428e-10
Position 53653: 2.9386309848579824e-10
Position 926: 2.2669795494253937e-10
Position 569: 2.0917734170287197e-10
Position 1933: 1.952871467231879e-10
Position 1697: 1.832002079004533e-10
Position 536: 1.5983756875474834e-10
Position 1327: 7.503128217838282e-11
Position 13486: 5.866716828473508e-11
Position 1087: 5.826992306742036e-11
Position 1542: 2.713198573466e-11
Position 1106: 1.8777840576209674e-11
Position 91: 1.3977957357151671e-11
Position 330: 1.2344133531619613e-11
Position 663: 1.2197592720426069e-11
Position 123: 1.0748062019775873e-11
Position 872: 9.479216799875053e-12
Position 14441: 8.344798821745412e-12
Position 1157: 8.173209878822214e-12
Position 1032: 5.189202982072391e-12
Position 605: 4.9441897497290915e-12
Position 587: 3.6516375802609295e-12
Position 189: 3.4080522087876573e-12
Position 47630: 3.0163376446248082e-12
Position 282: 1.9410667170459173e-12
Position 48816: 8.03417756437878e-13
Position 10876: 6.922475088513118e-13
Position 13892: 5.671162362314614e-13
Position 13941: 3.764527805945128e-13
Position 625: 2.9069668550723377e-13
Position 46552: 1.6082999920724662e-13
Position 633: 1.241900591789662e-13
Position 9770: 1.1311676421364422e-13
Position 85: 1.1238891001957957e-13
Position 47159: 9.273502446193643e-14
Position 98: 6.561057513731848e-14
Position 104: 5.423980152662071e-14
Position 636: 4.69752090363125e-14
Position 10730: 4.50259133213418e-14
Position 46331: 4.418087123182032e-14
Position 45765: 4.268395119781692e-14
Position 44147: 1.472776635457795e-14
Position 43299: 6.923739551539206e-15
Position 41155: 3.560942669220893e-15
Position 41105: 5.025178573640083e-16
Position 42725: 1.7080955270455949e-16
Position 40916: 1.6602643734850765e-16
Position 12924: 7.328076550085865e-17
Position 39713: 6.700292900178602e-17
Position 40237: 4.186517441738301e-17
Position 38172: 4.093241886794445e-17
Position 33183: 3.853513357556373e-17
Position 33346: 3.0151385108041555e-17
Position 33028: 2.0261666398717223e-17
Position 32684: 1.3713591217930072e-17
Position 28730: 1.2911857263248425e-17
Position 31790: 1.1936375989982782e-17
Position 39736: 8.998602412832482e-18
Position 27678: 4.846737710795979e-18
Position 28714: 4.752004376037273e-18
Position 28733: 4.16756880699985e-18
Position 28129: 3.698990552710445e-18
Position 30747: 3.675161405722244e-18
Position 28067: 3.155085408489277e-18
Position 27698: 3.0857918750581354e-18
Position 37473: 1.9224719159317414e-18
Position 27836: 1.4453178247834635e-18
Position 38219: 1.3506025596719617e-18
Position 30221: 1.0188311485282718e-18
Position 36555: 8.72503986696652e-19
Position 28404: 7.855567997813788e-19
Position 28107: 7.767096584165962e-19
Position 30477: 7.529817251625539e-19
Position 27750: 6.990092022892045e-19
Position 28117: 6.254740735315194e-19
Position 28021: 6.135513323198938e-19
Position 32834: 5.732533882806452e-19
Position 28366: 4.825780294181452e-19
Position 34362: 4.483959285147898e-19
Position 37260: 3.982177441672848e-19
Position 31802: 3.765909182454245e-19
Position 27914: 3.3972687443213463e-19
Position 34223: 3.2020681861625193e-19
Position 36827: 2.5093359763087096e-19
Position 27702: 2.450066275449417e-19
Position 35563: 1.7846162855469647e-19
Position 29504: 1.7503526030297362e-19
Position 36205: 1.6070986948297023e-19
Position 34765: 1.5393247611469125e-19
Position 36370: 1.4228684201155228e-19
Position 28072: 1.4221922715045935e-19
Position 28240: 1.383982882610052e-19
Position 28315: 1.375560904575699e-19
Position 28135: 1.2114600664438164e-19
Position 28213: 1.2093167719320058e-19
Position 27754: 9.949239623076734e-20
Position 28196: 9.618212173168013e-20
Position 35999: 9.21565841023381e-20
Position 31758: 8.570129887700732e-20
Position 28062: 7.238829020416824e-20
Position 28424: 4.610531342840934e-20
Position 29042: 4.2074963164441156e-20
Position 27971: 3.3809205135382953e-20
Position 34421: 3.1635782521880897e-20
Position 30654: 2.89879055357966e-20
Position 34893: 2.8423619368671616e-20
Position 33841: 2.81273713325058e-20
Position 28159: 2.732377363082331e-20
Position 27808: 2.5255749710247607e-20
Position 28174: 2.4263604450106984e-20
Position 28481: 1.931017184192243e-20
Position 28000: 1.9032558539870547e-20
Position 28177: 1.8247318337122882e-20
Position 29819: 1.572565800849328e-20
Position 28086: 1.558412974529567e-20
Position 27729: 1.3394081026661495e-20
Position 28291: 1.3188330141216259e-20
Position 31434: 1.316134705568705e-20
Position 28288: 1.2547266767006147e-20
Position 30132: 1.2225386931300871e-20
Position 33000: 9.534461971540343e-21
Position 28845: 9.49635192886713e-21
Position 33872: 7.533176714488492e-21
Position 29617: 6.482221109163735e-21
Position 29216: 5.696336778622321e-21
Position 30156: 5.662900052354899e-21
Position 33757: 5.408201516254922e-21
Position 30245: 5.100019020601947e-21
Position 29699: 4.029763739018459e-21
Position 33760: 2.903527121536376e-21
Position 26453: 2.3908645807007484e-21
Position 32890: 2.0242639062925237e-21
Position 31866: 1.8541780167640422e-21
Position 28783: 1.3595701665965793e-21
Position 30721: 4.62612350688477e-22
Position 30718: 1.4472185488791768e-22
Position 30005: 1.26017280155785e-22
Position 30046: 1.0844599369019356e-22
Position 28657: 8.040950764465933e-23
Position 27816: 4.5892519190013525e-23
Position 29039: 1.5683318913635623e-23
Position 28078: 9.59303304381388e-25
