Gene = nvd
Position 2220: 2.639926589066027e-05
Position 2492: 2.2626035885769745e-05
Position 4064: 2.0469026439158056e-05
Position 826: 1.625117759730117e-05
Position 4245: 1.5587431818825253e-05
Position 4047: 1.4959707085999097e-05
Position 12624: 1.3183534790997443e-05
Position 12990: 1.0246786639821219e-05
Position 1134: 1.0087143382948537e-05
Position 1879: 1.0016395122988287e-05
Position 2701: 9.429964044093951e-06
Position 1221: 8.842064361241533e-06
Position 1915: 8.72232501619229e-06
Position 1819: 8.302384411751076e-06
Position 1898: 7.977925748731813e-06
Position 9444: 6.816390423860268e-06
Position 11480: 6.7910393366008134e-06
Position 12414: 6.310254510778699e-06
Position 141: 5.56881136854814e-06
Position 1402: 5.532261530651377e-06
Position 11102: 4.9466781413229565e-06
Position 8611: 4.51794005046395e-06
Position 325: 4.0351076602433585e-06
Position 9849: 3.2817571289056146e-06
Position 6777: 3.1857719434685655e-06
Position 10850: 3.066943700542274e-06
Position 9611: 3.025321282419974e-06
Position 10817: 2.9334641927323164e-06
Position 9340: 2.225857559708633e-06
Position 10342: 1.9662477569716645e-06
Position 9672: 1.7854313401078852e-06
Position 12168: 1.7656964781234015e-06
Position 1478: 1.4483979088707586e-06
Position 6122: 1.1618489967206646e-06
Position 381: 1.1548738606925737e-06
Position 8847: 6.42248970964798e-07
Position 1043: 4.4132042004999503e-07
Position 1025: 4.156711110743246e-07
Position 6097: 4.1144172151256016e-07
Position 595: 3.657122464427018e-07
Position 146: 3.373027288302712e-07
Position 500: 2.9735967599124576e-07
Position 8232: 2.77012417643936e-07
Position 9623: 2.4041505289983023e-07
Position 6482: 1.9339435730730455e-07
Position 796: 1.8391068805281858e-07
Position 7819: 1.7036807555981256e-07
Position 6702: 9.30669742074834e-08
Position 1631: 8.684661625798259e-08
Position 6127: 6.987454492667978e-08
Position 1502: 5.703646967094369e-08
Position 944: 5.010396694286022e-08
Position 7781: 2.636218348194153e-08
Position 589: 2.5957563972345688e-08
Position 6022: 2.501621155734323e-08
Position 7023: 2.173119061009973e-08
Position 370: 1.7895499832177597e-08
Position 893: 1.7067051583646573e-08
Position 787: 1.33133397146488e-08
Position 7540: 8.347028171025298e-09
Position 6355: 5.251165808207353e-09
Position 6215: 2.9898368861845394e-09
Position 197: 6.177922429517704e-10
Position 630: 4.723988837723049e-10
Position 336: 3.627565835993297e-10
Position 2891: 1.0716612182716612e-10
Position 6753: 3.945779494727013e-11
Position 378: 4.0448373802324066e-12
Position 1725: 1.1337933506939056e-13
Position 1794: 9.788302563672719e-14
Position 1360: 9.541475262340927e-14
Position 1278: 6.178230570111664e-14
Position 1681: 6.129310388628229e-14
Position 367: 2.1032461730745833e-14
