Gene = trbl
Position 2669: 5.470466766001901e-05
Position 1003: 4.8346468256362986e-05
Position 1852: 4.6931924080446394e-05
Position 2088: 4.477023873856543e-05
Position 1451: 4.455929465493872e-05
Position 3369: 4.2929889189002683e-05
Position 149: 4.208286383115596e-05
Position 3424: 4.105947008541345e-05
Position 3671: 4.069903887689802e-05
Position 3133: 3.433442066665e-05
Position 1656: 3.214105357141306e-05
Position 2940: 3.1710877684954553e-05
Position 3734: 2.786557477126152e-05
Position 206: 2.576086458798582e-05
Position 2183: 2.300277202857857e-05
Position 30: 2.214280399658254e-05
Position 1061: 2.1469580850712486e-05
Position 4257: 2.140434667519062e-05
Position 3416: 1.9487987678007473e-05
Position 196: 1.8941495526272644e-05
Position 370: 1.6628413129064992e-05
Position 1720: 1.5813179720787456e-05
Position 76: 1.3017920436361677e-05
Position 2752: 1.1786627051241301e-05
Position 1575: 1.0899971288531692e-05
Position 1677: 1.0506387201259935e-05
Position 392: 9.389737219516817e-06
Position 1008: 9.229383812795845e-06
Position 780: 8.253856465889279e-06
Position 830: 6.152003802369067e-06
Position 1017: 5.919867091137353e-06
Position 1731: 5.561666613743398e-06
Position 924: 5.284899140155881e-06
Position 398: 4.780790993597092e-06
Position 1099: 3.90470872028147e-06
Position 542: 3.133269939702448e-06
Position 714: 2.9902708249254716e-06
Position 1886: 2.483415394805123e-06
Position 1344: 2.097655646932896e-06
Position 654: 1.95646662303541e-06
Position 1160: 1.8579107405093876e-06
Position 1961: 1.3341585256816047e-06
Position 1284: 1.2792574415191152e-06
Position 1825: 1.2781070667100236e-06
Position 1348: 1.2642103951348765e-06
Position 1394: 1.1846970938945407e-06
Position 4628: 1.127729071185517e-06
Position 2439: 1.109389989564005e-06
Position 604: 1.0168830240486337e-06
Position 3441: 9.742800641248063e-07
Position 2812: 9.235448884569908e-07
Position 1355: 8.649399596642741e-07
Position 1835: 7.89669669307149e-07
Position 1352: 7.732918873941431e-07
Position 1107: 7.473177694591747e-07
Position 2875: 7.308788534643112e-07
Position 1288: 6.313697399233612e-07
Position 1193: 5.882064091211415e-07
Position 1815: 5.088150209507089e-07
Position 1334: 3.933898533993395e-07
Position 432: 3.83558327842497e-07
Position 2342: 3.6669324923021497e-07
Position 1388: 3.36893457025823e-07
Position 2340: 1.6214992690553598e-07
Position 1476: 1.2732459296458305e-07
Position 1375: 1.272736615320123e-07
Position 2232: 6.665753907329823e-08
Position 1366: 2.3532111259962525e-09
Position 44: 6.192298770489191e-10
Position 39: 4.506974333829354e-10
Position 1195: 4.161454603105081e-10
Position 444: 1.308925874938288e-10
Position 425: 3.416036225516494e-12
Position 1397: 4.4339448704788345e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4133: 0.9439666046872497
Position 1805: 0.6187154967255953
Position 3230: 0.3187030893861435
Position 1778: 0.038129795988153206
Position 4528: 0.03252597514086683
Position 3849: 0.021051809490129296
Position 860: 0.020237710774641957
Position 3287: 0.016963252803759158
Position 5008: 0.0161744692926282
Position 4386: 0.013163161016017166
Position 1499: 0.0098386828879128
Position 2817: 0.006449138308070903
Position 2209: 0.0053610698199791345
Position 4469: 0.0051470189742050376
Position 432: 0.004999052638843625
Position 4146: 0.004571176601769811
Position 222: 0.004432120482446418
Position 1284: 0.0042483276055597175
Position 5029: 0.003992262693516329
Position 2423: 0.003257226359874734
Position 839: 0.003188539057778678
Position 986: 0.0027403204761877755
Position 1397: 0.0026693842392196245
Position 5139: 0.0024558485932167306
Position 3906: 0.0023464227579203683
Position 539: 0.002325689069980928
Position 1476: 0.0022371814566158606
Position 4407: 0.0021599970550362467
Position 3494: 0.001739236344033819
Position 950: 0.0014510929443425306
Position 4940: 0.0014424019055438763
Position 2547: 0.0013845110280295986
Position 481: 0.0013479390217602315
Position 4701: 0.001240051456495608
Position 2160: 0.0011739091256108055
Position 4443: 0.0010997321095418486
Position 3348: 0.0009941678595999169
Position 478: 0.0008332811651817826
Position 2719: 0.0006345529168794202
Position 2289: 0.0005063539972014011
Position 4971: 0.0004547688377301016
Position 4503: 0.00045075903015979503
Position 3061: 0.00044434987064462814
Position 3888: 0.0004240846978048437
Position 642: 0.0004187286419310086
Position 3109: 0.0003939120522870728
Position 1734: 0.00035720448760968263
Position 4842: 0.0003055757556910529
Position 1094: 0.00030352267371947585
Position 441: 0.00030027240734953824
Position 3293: 0.0002993147774632924
Position 379: 0.00027542463543242393
Position 2990: 0.0002561896680377732
Position 1726: 0.00023349125404747113
Position 671: 0.00022453023117944188
Position 869: 0.00017130156031995738
Position 866: 0.00016718863690069036
Position 803: 0.0001618957765542006
Position 2621: 0.00015944211473846738
Position 3829: 0.00014736796104090162
Position 566: 0.00014051782875172582
Position 330: 0.00013644003256992434
Position 4234: 0.00012619791411635733
Position 1947: 0.00012617276483793083
Position 1141: 0.00012266879014692062
Position 382: 0.00012198969273561028
Position 5181: 0.00011695270123155949
Position 5289: 0.00011235414175172843
Position 5272: 0.0001106851176540172
Position 302: 0.00010997961265897406
Position 396: 9.980837965459753e-05
Position 1932: 9.898227349989e-05
Position 1910: 9.510258036681828e-05
Position 1843: 8.72746078583951e-05
Position 1103: 8.642004500651242e-05
Position 1672: 8.120507001077399e-05
Position 1914: 8.076631677233606e-05
Position 4539: 7.0942135580305e-05
Position 406: 6.329889670784904e-05
Position 630: 5.670779010134226e-05
Position 101: 5.315817238509676e-05
Position 4162: 5.125073371731553e-05
Position 1055: 4.441117521314562e-05
Position 352: 4.262166393725729e-05
Position 348: 4.057053843869901e-05
Position 236: 3.6611298056773475e-05
Position 367: 3.467443890047619e-05
Position 2255: 3.443706975139469e-05
Position 414: 3.1294878690569927e-05
Position 325: 2.993383330305166e-05
Position 1740: 2.9533548199436312e-05
Position 232: 2.8989790972767674e-05
Position 3027: 2.859731407919812e-05
Position 3128: 2.8082814191621465e-05
Position 692: 2.6356785814186284e-05
Position 557: 2.597122481322906e-05
Position 484: 2.5418435202348053e-05
Position 1541: 2.4781718808175002e-05
Position 1621: 2.4360039290572603e-05
Position 685: 2.1237607338772078e-05
Position 4323: 2.0805016279144097e-05
Position 364: 2.022480634167992e-05
Position 2870: 1.9825686807214895e-05
Position 1786: 1.9543507769064458e-05
Position 1112: 1.924828840801267e-05
Position 227: 1.5868417244595338e-05
Position 574: 1.5456451111223953e-05
Position 444: 1.1995406394177819e-05
Position 133: 1.1614651072252007e-05
Position 312: 1.033677191504967e-05
Position 1326: 1.002620593321257e-05
Position 260: 7.994800418455916e-06
Position 136: 7.701265756578417e-06
Position 1595: 7.346777067852945e-06
Position 335: 7.11177307461205e-06
Position 1557: 6.320092330505952e-06
Position 1646: 6.2195699650541685e-06
Position 1562: 5.246468767051265e-06
Position 279: 3.98002788593516e-06
Position 2036: 3.956271364448902e-06
Position 270: 3.768934863092399e-06
Position 183: 3.5148447713040235e-06
Position 142: 2.910275843698315e-06
Position 578: 2.826231959624683e-06
Position 450: 1.7108425718560955e-06
Position 542: 1.3440294365706514e-06
Position 287: 1.228314698802454e-06
Position 4206: 9.202911703398016e-07
Position 1677: 8.347076989962836e-07
Position 267: 5.651433501581398e-07
Position 697: 5.263814834416983e-07
Position 650: 4.991050282862969e-07
Position 139: 3.763782370181115e-07
Position 293: 3.144867994971022e-07
Position 161: 2.369667056844813e-07
Position 159: 9.905577060357266e-08
Position 1575: 1.214399225958368e-08
Position 1183: 3.3518030021406945e-10
Position 276: 2.1225193298266595e-10
Position 243: 4.6413085757063616e-11
Position 264: 4.4263826792313834e-11
Position 281: 4.971936631294145e-14
Position 306: 2.6449466469737915e-14
