Gene = Ge-1
Position 331: 0.00031276009618838243
Position 1274: 0.00030551520249336037
Position 313: 0.0002839975203404097
Position 1433: 0.0002520781848830157
Position 444: 0.00023913670690607706
Position 3485: 0.00022552966541478767
Position 1051: 0.00021319657727009365
Position 1240: 0.00020849642427340037
Position 1851: 0.00019808596631024728
Position 1166: 0.00018736741251185375
Position 1719: 0.00018594718357794744
Position 5233: 0.00017336268889817284
Position 246: 0.00017042563910357617
Position 1307: 0.00015576324510401166
Position 4071: 0.00015370757856508256
Position 3439: 0.00014614847438548597
Position 2821: 0.00014215370642336653
Position 176: 0.00013307425931775497
Position 5438: 0.00012464925516051813
Position 216: 0.00012005813359198308
Position 4210: 0.0001191754397563615
Position 2760: 0.00011499140569272327
Position 4088: 9.756561743516568e-05
Position 46: 9.48959877501107e-05
Position 5150: 8.824902456143766e-05
Position 165: 8.707169837741644e-05
Position 792: 8.54085927677651e-05
Position 3488: 7.792450957074374e-05
Position 68: 7.194511486850191e-05
Position 3345: 6.751959467176387e-05
Position 1078: 6.49174225861914e-05
Position 804: 6.467234045576587e-05
Position 252: 6.445109917728648e-05
Position 2001: 6.142068077714517e-05
Position 1543: 5.5803358937610544e-05
Position 293: 5.3496080051691734e-05
Position 409: 5.2707562377221054e-05
Position 3718: 5.005773648458673e-05
Position 3882: 4.44586344991982e-05
Position 5420: 4.233327297090701e-05
Position 4294: 4.15985256784723e-05
Position 4677: 4.153615141821671e-05
Position 3075: 3.6105925671107204e-05
Position 5311: 3.5270310537471774e-05
Position 4611: 3.4266372923187834e-05
Position 4309: 3.363542746589441e-05
Position 2346: 2.9256173495448276e-05
Position 243: 2.830335709766132e-05
Position 325: 2.8077535009988117e-05
Position 2070: 2.560337303302772e-05
Position 2669: 2.525880547162103e-05
Position 4049: 2.4786441720106713e-05
Position 5140: 2.4735200752405513e-05
Position 2509: 2.4413578648068224e-05
Position 5314: 2.125563189762494e-05
Position 3544: 2.0733917346750133e-05
Position 5375: 1.9764646167782583e-05
Position 1076: 1.9554466338421044e-05
Position 1800: 1.8848923587930683e-05
Position 2260: 1.8806286294686193e-05
Position 4495: 1.7542521061207063e-05
Position 5335: 1.727462488645054e-05
Position 4010: 1.647690846895894e-05
Position 2199: 1.6364231079322785e-05
Position 280: 1.5754826840150057e-05
Position 2012: 1.5177593046753142e-05
Position 5226: 1.4614197384871051e-05
Position 451: 1.426672984114412e-05
Position 5103: 1.3519635133066866e-05
Position 1854: 1.0892966989572691e-05
Position 115: 1.041180738422621e-05
Position 1412: 1.0049421325032766e-05
Position 2364: 8.980473193596144e-06
Position 3429: 8.58944881565383e-06
Position 5620: 7.422166183770283e-06
Position 763: 7.048590861674272e-06
Position 3343: 6.528367629955924e-06
Position 4667: 6.0343410695177995e-06
Position 3491: 5.9560317297146405e-06
Position 1839: 5.42625641644488e-06
Position 3971: 4.680331365513203e-06
Position 4799: 4.421185310331886e-06
Position 278: 4.254185250774184e-06
Position 2521: 4.159552766480796e-06
Position 1402: 3.757779986178777e-06
Position 1661: 3.4428447846141244e-06
Position 5480: 3.304287529560535e-06
Position 5078: 3.159434031039482e-06
Position 3303: 3.1059348279746363e-06
Position 4075: 3.0136475446830558e-06
Position 1394: 2.9422605609016613e-06
Position 421: 2.5358380829734295e-06
Position 130: 2.4789127466779355e-06
Position 2410: 2.4656405525838385e-06
Position 2119: 2.4086545636356025e-06
Position 5092: 2.180215905567518e-06
Position 323: 2.142652103758375e-06
Position 4111: 2.11495929766018e-06
Position 4139: 2.052666706488425e-06
Position 5154: 2.033885263155364e-06
Position 5359: 1.9657744136757266e-06
Position 3767: 1.8591955377335997e-06
Position 120: 1.5809619875191057e-06
Position 2149: 1.3615500083185754e-06
Position 385: 1.228003284513949e-06
Position 2361: 1.2191256286515095e-06
Position 4073: 1.2093058976194948e-06
Position 4058: 1.179111720044499e-06
Position 5424: 1.1725047665310997e-06
Position 5110: 1.165713265638579e-06
Position 2882: 1.1078180573035935e-06
Position 3219: 1.0989929638191967e-06
Position 896: 1.0877522417061494e-06
Position 4214: 1.0823468070729576e-06
Position 89: 8.870818927905389e-07
Position 3906: 7.947864080831794e-07
Position 2389: 7.859990861683792e-07
Position 2996: 7.524418750348359e-07
Position 818: 7.301690763909472e-07
Position 924: 6.912455065976274e-07
Position 2338: 6.78650996017588e-07
Position 155: 6.335696688195903e-07
Position 2592: 6.324130744255911e-07
Position 5446: 6.117121929154145e-07
Position 2847: 5.926581026616248e-07
Position 5319: 5.695531733096166e-07
Position 826: 4.62448923876621e-07
Position 4216: 3.6855401584416135e-07
Position 721: 3.397216223064507e-07
Position 697: 2.7355336350214975e-07
Position 2265: 2.6671165614504143e-07
Position 1749: 2.4822109030158943e-07
Position 413: 2.305519116212046e-07
Position 752: 2.2961042187420152e-07
Position 652: 1.210871409097269e-07
Position 4167: 8.285596515519715e-08
Position 832: 7.866954670929685e-08
Position 2097: 6.024094874708125e-08
Position 4224: 5.364470804724897e-08
Position 739: 3.6650107817329135e-08
Position 781: 2.565320958826807e-08
Position 2072: 2.4002412381439786e-08
Position 1742: 2.364849174130532e-08
Position 4: 1.9496182215988852e-08
Position 432: 1.4545347975551917e-08
Position 926: 8.512778000581816e-09
Position 1692: 5.281574068378561e-09
Position 1723: 5.080526509043567e-09
Position 1775: 2.5264276086130615e-09
Position 3914: 1.5084579859345036e-09
Position 4467: 1.123407369055237e-09
Position 4804: 9.334903080784433e-10
Position 1652: 8.880336925891194e-10
Position 1298: 6.552537936119922e-10
Position 1376: 5.789461654640547e-10
Position 1920: 4.3064309199391503e-10
Position 1343: 3.9873407152520283e-10
Position 1551: 2.734124393939102e-10
Position 4992: 2.681296717288387e-10
Position 953: 2.628566521589751e-10
Position 4879: 2.504731866479377e-10
Position 999: 1.7045330681765917e-10
Position 4498: 9.557350153795743e-11
Position 5029: 6.692194240658084e-11
Position 3938: 1.2491744598018986e-11
Position 4226: 8.729899264232563e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1903: 0.9991981306319114
Position 5010: 0.9967881023721933
Position 4412: 0.9920547918484488
Position 4186: 0.991322362193505
Position 3588: 0.9866297689291059
Position 662: 0.9802157957678108
Position 3882: 0.9579566188714922
Position 1592: 0.8358146026541236
Position 1133: 0.7003470430811818
Position 313: 0.6622877306749406
Position 3991: 0.0910683103755698
Position 4684: 0.07905537940241761
Position 1343: 0.07511438904232819
Position 1019: 0.04615975954340163
Position 1102: 0.04065034408715275
Position 3021: 0.02877964042818812
Position 1322: 0.02375362794738896
Position 470: 0.01912362174667976
Position 2721: 0.018361704754144285
Position 3348: 0.017627416391750982
Position 1307: 0.017615542669066106
Position 3385: 0.017260457552038873
Position 2949: 0.016995107337166426
Position 3922: 0.01353946686607019
Position 1422: 0.0133722727760767
Position 376: 0.012847566141150941
Position 389: 0.012008252978165568
Position 1556: 0.010765849232567171
Position 3594: 0.010693329765037883
Position 3240: 0.01047812580428997
Position 1351: 0.009836244970787781
Position 2369: 0.007191725631432262
Position 2776: 0.006908355231659905
Position 2578: 0.005600549836619972
Position 1419: 0.005287012834961847
Position 704: 0.005171767982231506
Position 966: 0.004315587558780153
Position 4771: 0.0040179011537537146
Position 4236: 0.003544340528020412
Position 3318: 0.0035421789387918823
Position 1637: 0.0035356777104513146
Position 497: 0.0031585947138289224
Position 467: 0.0025397193878748895
Position 4716: 0.002368419329135706
Position 1145: 0.0023442942947568633
Position 4269: 0.002316361130662826
Position 4441: 0.002210070503555964
Position 2561: 0.002108022090904802
Position 4688: 0.002087756529975433
Position 953: 0.001877856197996014
Position 2338: 0.0016126292475174633
Position 2254: 0.0015757921296467845
Position 4423: 0.001532655911425947
Position 429: 0.0014721163821789626
Position 720: 0.0013423785312700232
Position 2405: 0.0012722248979733567
Position 2731: 0.001226586116254645
Position 2639: 0.0011759539230508321
Position 1614: 0.0011358636946128175
Position 509: 0.0011056879930312635
Position 3531: 0.0010913321088724985
Position 1425: 0.0010611879803466846
Position 5314: 0.0010008561381637028
Position 317: 0.0008817860137833505
Position 2818: 0.000837650817965822
Position 1287: 0.0008011552939085827
Position 2793: 0.0007207339433873899
Position 1384: 0.0006577908882061385
Position 3391: 0.0006573094044026303
Position 3629: 0.0006463271417122953
Position 4722: 0.0006190770425886214
Position 2111: 0.0005818166498747757
Position 1916: 0.0005446548887246975
Position 4030: 0.0005421728300037404
Position 5438: 0.0005359328622045915
Position 673: 0.000455780622807389
Position 2978: 0.0004462530683065264
Position 3123: 0.0003714470763952091
Position 2270: 0.00031929416643357875
Position 1620: 0.00030917042285178895
Position 188: 0.00029608938348821506
Position 1184: 0.00026971506429301006
Position 2509: 0.0002602818578695982
Position 5695: 0.0002391724861059706
Position 3224: 0.00023562963516332808
Position 3098: 0.00020881856229480137
Position 5048: 0.00020697038757674452
Position 2993: 0.00020290870146926203
Position 1159: 0.00019841560630564433
Position 4891: 0.0001947731638623453
Position 4847: 0.00019444169760625524
Position 5375: 0.00019330371698948013
Position 3886: 0.00018203304581224764
Position 684: 0.000171225026773769
Position 3934: 0.00016782971956352824
Position 133: 0.00016780524900720324
Position 5728: 0.0001613226779042468
Position 4759: 0.00015982793881967649
Position 4827: 0.0001500701106221619
Position 1601: 0.00014320243149045493
Position 1611: 0.00012784197838882345
Position 714: 0.00011472619514012238
Position 5242: 0.00011253692082814119
Position 2803: 0.00011212021023149431
Position 4210: 0.00011097498494683144
Position 1508: 0.00010739742739929152
Position 3600: 0.00010412382776618615
Position 4615: 0.0001021139437618359
Position 2049: 9.456873420499806e-05
Position 3656: 9.285721289832753e-05
Position 4165: 9.171131350917595e-05
Position 4857: 8.42941555555917e-05
Position 2195: 8.418337290783683e-05
Position 762: 8.282050286092187e-05
Position 3533: 7.615449152740476e-05
Position 2996: 7.349128250434792e-05
Position 155: 7.080526863944605e-05
Position 130: 7.07138187565862e-05
Position 1955: 5.8664730391313226e-05
Position 5656: 5.850808365345994e-05
Position 1271: 5.7315235516842095e-05
Position 5110: 5.640850764844738e-05
Position 528: 5.02078494628391e-05
Position 538: 4.939881570831541e-05
Position 2531: 4.574389495764927e-05
Position 2844: 4.348342654068849e-05
Position 2966: 4.183628790958216e-05
Position 5023: 4.115023645316539e-05
Position 5591: 3.937866246745272e-05
Position 483: 3.847012629872531e-05
Position 4066: 3.3232555279470994e-05
Position 4621: 3.199239232469732e-05
Position 2119: 3.1220464285283636e-05
Position 4799: 2.955682007342732e-05
Position 4663: 2.8198516106220718e-05
Position 440: 2.7078807704752373e-05
Position 225: 2.626241332410412e-05
Position 100: 2.596688165542042e-05
Position 185: 2.5031394908019817e-05
Position 3605: 2.408329949374519e-05
Position 619: 2.1910634963437412e-05
Position 5191: 2.145098979542232e-05
Position 4283: 1.938100377946452e-05
Position 4303: 1.9183390538197534e-05
Position 5442: 1.8675276322500336e-05
Position 5140: 1.8665215219839046e-05
Position 5267: 1.7720026458554612e-05
Position 4453: 1.754660071896397e-05
Position 4732: 1.7206766348327168e-05
Position 120: 1.68677842166901e-05
Position 4595: 1.5212523516629848e-05
Position 679: 1.4955833782360447e-05
Position 3636: 1.3928100463993335e-05
Position 2459: 1.3784659599146387e-05
Position 5614: 1.3565678663418811e-05
Position 2024: 1.3296976368722377e-05
Position 5331: 1.3206717198733408e-05
Position 896: 1.2914576126917366e-05
Position 1191: 1.186438602248376e-05
Position 5328: 1.1714870703717857e-05
Position 1210: 1.143339690952797e-05
Position 4933: 1.0777674386795223e-05
Position 5319: 1.0777320073264746e-05
Position 792: 8.763408243922546e-06
Position 4637: 8.401074515475014e-06
Position 444: 8.250877927629628e-06
Position 4335: 8.150146473077267e-06
Position 4583: 7.743629592389428e-06
Position 3767: 7.546814729298497e-06
Position 4392: 7.5450452585638735e-06
Position 1513: 7.3861667578165196e-06
Position 3899: 7.0776786123072205e-06
Position 150: 6.776061476857204e-06
Position 912: 6.752688377143495e-06
Position 2152: 6.642373182330548e-06
Position 4578: 6.257962334299192e-06
Position 5609: 6.042989629684054e-06
Position 3776: 5.932109113036768e-06
Position 5167: 5.644284874744064e-06
Position 5107: 5.371233519334169e-06
Position 165: 5.010303172001183e-06
Position 5207: 4.098703981986769e-06
Position 4108: 3.986946105486242e-06
Position 4834: 3.6430737066169814e-06
Position 5226: 3.6420185642193083e-06
Position 3718: 3.1048312502117336e-06
Position 4520: 2.9892625593583675e-06
Position 5078: 2.858825466208869e-06
Position 687: 2.836662666195486e-06
Position 4930: 2.5704190885548275e-06
Position 4294: 2.5617224175462184e-06
Position 2146: 2.347478043392805e-06
Position 3653: 2.3362957433554873e-06
Position 768: 2.2269895730239475e-06
Position 3755: 1.9255359656523733e-06
Position 544: 1.8926690126418523e-06
Position 1465: 1.7896511970063478e-06
Position 230: 1.7678966758828126e-06
Position 4632: 1.7608400723029899e-06
Position 681: 1.6033961074147168e-06
Position 5347: 1.537984131951985e-06
Position 4063: 1.532312522933489e-06
Position 5718: 1.5320389350275764e-06
Position 103: 1.4459142727319194e-06
Position 1232: 1.3377610706023566e-06
Position 4510: 1.3174685239578002e-06
Position 4570: 1.2083785449963973e-06
Position 5145: 1.1106253682386233e-06
Position 4054: 1.073349533263557e-06
Position 3722: 9.048645439815751e-07
Position 4870: 8.2353012523712e-07
Position 4049: 7.829147712354483e-07
Position 5271: 6.395609251550452e-07
Position 774: 6.290403963857533e-07
Position 3800: 6.259930593354436e-07
Position 5354: 5.848634760015595e-07
Position 4658: 4.82006833027675e-07
Position 4729: 4.511921539901474e-07
Position 4527: 4.4543206738742156e-07
Position 4580: 4.171128468478463e-07
Position 4460: 3.515294432114154e-07
Position 804: 3.343509216492767e-07
Position 2375: 3.1724477476006035e-07
Position 5623: 2.707801813959123e-07
Position 191: 1.7927332065085524e-07
Position 572: 1.5438592649115424e-07
Position 4093: 1.5264852455462968e-07
Position 4266: 1.4247117487437025e-07
Position 849: 1.126880785141573e-07
Position 2423: 7.938659599373525e-08
Position 89: 4.437796309326782e-08
Position 97: 4.2026984087724626e-08
Position 196: 2.1784761248142897e-08
Position 580: 5.938236269417012e-09
Position 68: 2.0273641457287474e-09
Position 199: 5.910437692294461e-10
Position 2056: 3.336595445841298e-11
Position 243: 7.769919226518064e-12
Position 2029: 6.622547380234418e-13
