Gene = dbr
Position 229: 1.5316493779703842e-05
Position 677: 1.079326655518061e-05
Position 1090: 1.0527100338059775e-05
Position 395: 9.695903785141296e-06
Position 1949: 9.589840242032035e-06
Position 802: 9.0768053712316e-06
Position 861: 5.830543643790863e-06
Position 85: 3.6175084965142803e-06
Position 607: 2.8528689833218866e-06
Position 763: 2.4554166421373505e-06
Position 1678: 1.2890122666570122e-06
Position 82: 9.895556081646528e-07
Position 14: 8.768808464037567e-07
Position 491: 4.7670631988000537e-07
Position 8: 4.62415160951071e-07
Position 3851: 2.2707271057980344e-07
Position 648: 1.647145186650447e-07
Position 424: 1.556323448934768e-07
Position 2211: 1.3270821014025925e-07
Position 376: 6.177981980158499e-08
Position 378: 4.224656397445707e-09
Position 573: 3.3089789083031914e-09
Position 526: 3.0211061535329837e-09
Position 212: 2.5818770123742684e-09
Position 370: 1.6183555961189627e-10
Position 563: 1.3765249246906153e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4124: 0.9852464856204004
Position 1602: 0.8866042483092205
Position 1409: 0.8219473473844813
Position 3876: 0.30899261070241163
Position 1086: 0.2888686709557081
Position 193: 0.21654887255776745
Position 3334: 0.13258934176020065
Position 3384: 0.10706712590406255
Position 752: 0.08145714618169643
Position 2776: 0.07464357409420948
Position 906: 0.05977441368931004
Position 3165: 0.05904613131224054
Position 2055: 0.02524707430327048
Position 2320: 0.024864685002173856
Position 1978: 0.023519054929598535
Position 2277: 0.018680068736045597
Position 563: 0.016040431074299984
Position 3222: 0.015377608563651092
Position 4564: 0.014969602333352499
Position 2966: 0.010004932595587377
Position 2938: 0.007685249479938652
Position 1413: 0.006623567749452111
Position 857: 0.006125932020497356
Position 1334: 0.0049605579905556635
Position 2220: 0.004423242663313259
Position 2260: 0.0037090308968046846
Position 2956: 0.003559758064933326
Position 4538: 0.0033552286681837948
Position 4677: 0.00325138669373987
Position 2839: 0.002724629749647276
Position 1154: 0.0026005136368107556
Position 2874: 0.0025182743177600995
Position 1241: 0.0022544286835234043
Position 2035: 0.002197288857360799
Position 219: 0.0021351114852447848
Position 147: 0.002128127896456759
Position 1302: 0.001976845726436906
Position 3219: 0.0018031711264483235
Position 1113: 0.001801323928879988
Position 3416: 0.0017967996099368096
Position 3281: 0.0017524200398169054
Position 770: 0.0013413089979586353
Position 4702: 0.0013100812724753733
Position 4750: 0.0012075112378235385
Position 1608: 0.0011662501069398508
Position 3286: 0.0011295603990589744
Position 757: 0.0010934513036117263
Position 715: 0.0010781297913916672
Position 619: 0.0008353403972286844
Position 937: 0.0007629077108508407
Position 4382: 0.0007354932828492785
Position 526: 0.0006649953243733776
Position 2811: 0.0005173518759247703
Position 702: 0.0005162369239101558
Position 2912: 0.0004975558722913721
Position 2649: 0.000462504269788398
Position 4407: 0.00044246866143425736
Position 158: 0.0003945286341645848
Position 4543: 0.0003633176739916159
Position 395: 0.0003483055521875718
Position 964: 0.0003450502382511369
Position 1123: 0.00031111204226005326
Position 4619: 0.0003082094665918499
Position 1574: 0.0003081738269530574
Position 4492: 0.00026721012639669225
Position 544: 0.0002658052120113011
Position 593: 0.0002592482040655108
Position 4272: 0.00020359111420537244
Position 4131: 0.0001791938017882004
Position 4763: 0.0001692091626729074
Position 690: 0.00015624061516593675
Position 4276: 9.496168537211002e-05
Position 4797: 8.807306303425092e-05
Position 236: 7.798609650800408e-05
Position 367: 5.958686698151169e-05
Position 245: 5.175309982684363e-05
Position 4294: 4.8928478522631584e-05
Position 4166: 4.4849533660956196e-05
Position 995: 4.4522854082338976e-05
Position 4824: 4.408874122690203e-05
Position 1991: 4.336896628206197e-05
Position 616: 4.2594170919325086e-05
Position 630: 3.7457121308960595e-05
Position 1024: 2.95847412360255e-05
Position 344: 2.8789602661667005e-05
Position 389: 2.4533164297086194e-05
Position 438: 1.740682119601157e-05
Position 961: 1.4355028263739684e-05
Position 2177: 1.3847207810647296e-05
Position 4151: 1.3729411538416896e-05
Position 312: 6.816821966443559e-06
Position 152: 5.101640819379059e-06
Position 1648: 4.694239067949725e-06
Position 1897: 4.217878005176114e-06
Position 358: 2.8826790395030273e-06
Position 399: 2.335502451129162e-06
Position 2582: 2.2866764195334543e-06
Position 1947: 2.1171265805344294e-06
Position 281: 2.0289095399416725e-06
Position 268: 1.3219742217209942e-06
Position 1534: 5.119163263169799e-07
Position 509: 3.560276169032216e-07
Position 477: 2.4815807493804793e-07
Position 519: 2.2723512733217595e-07
Position 324: 3.054319554689787e-08
Position 101: 1.666078964342705e-08
Position 376: 1.3731604608714063e-08
Position 470: 9.651986433382063e-09
Position 455: 3.027307282894686e-09
Position 66: 4.1401659472908177e-10
Position 441: 2.796055936610065e-10
Position 403: 5.385279143443558e-11
Position 461: 2.0680188499599198e-11
Position 56: 2.1464282890151986e-12
Position 448: 7.520145783208818e-13
Position 74: 4.561430685417161e-19
Position 283: 3.9488394737380083e-19
Position 459: 2.47818638658945e-19
Position 443: 1.7152567616191297e-19
Position 78: 2.3083204619480638e-20
Position 82: 3.173934808705204e-22
