Gene = Ced-12
Position 1290: 5.053124904302646e-13
Position 1275: 3.9388591229145574e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1588: 0.9922203957159512
Position 517: 0.9499891235655402
Position 2203: 0.9480990518101019
Position 1092: 0.1883918076467345
Position 2748: 0.12259100222156309
Position 1785: 0.07205616913655623
Position 654: 0.06977151628564683
Position 660: 0.04487896431330942
Position 866: 0.018134708653525514
Position 675: 0.013593952269359291
Position 1159: 0.009241994450798324
Position 1196: 0.007081430413304115
Position 311: 0.006491810228528797
Position 2824: 0.006031709974231958
Position 1998: 0.005019573754540553
Position 579: 0.004420308208593478
Position 969: 0.004205050055210792
Position 1326: 0.0035636495844434328
Position 1461: 0.003538778029525054
Position 2939: 0.003169011288227607
Position 1597: 0.0031576133127162063
Position 1641: 0.0031520182057488567
Position 1299: 0.0024606122268205034
Position 1995: 0.0024382157960258378
Position 474: 0.002305270829747564
Position 819: 0.0021836693064618156
Position 2697: 0.0021784315716578016
Position 1031: 0.0021741261546207157
Position 2501: 0.0015717157593629948
Position 2244: 0.0011231079193386696
Position 491: 0.0008871816403325673
Position 1904: 0.0008736211236036501
Position 603: 0.0007619703210274007
Position 2019: 0.0007304296875448894
Position 1156: 0.0007278368328618493
Position 720: 0.000726823367179912
Position 2954: 0.0007106728167375606
Position 1296: 0.0006785020711204205
Position 271: 0.0006555788781168284
Position 2357: 0.0006096163631120948
Position 1938: 0.0006047820835141962
Position 1129: 0.0005267367434243077
Position 321: 0.0005001560904489737
Position 554: 0.0004809820408675355
Position 1206: 0.00045201486938871704
Position 1974: 0.000265544845964471
Position 1863: 0.00026047085701189044
Position 2283: 0.0002477882840812331
Position 2403: 0.0002370966430997332
Position 528: 0.00023474799152739073
Position 2766: 0.00021308982129186957
Position 350: 0.0001894672497305385
Position 407: 0.0001793581798479566
Position 1065: 0.00017390052919420804
Position 1243: 0.00016064724565695727
Position 1257: 0.00015976740254745148
Position 1332: 0.0001564788465289925
Position 1314: 0.0001563183834337593
Position 274: 0.00015266333089789078
Position 2779: 0.00012783350285502676
Position 369: 0.00012681210265421972
Position 1884: 0.0001258808534424445
Position 2558: 0.00012540992011745404
Position 875: 0.00012287614998445656
Position 1920: 0.00010157480928304971
Position 618: 9.870890972162823e-05
Position 713: 9.430915285606412e-05
Position 758: 9.027470217458236e-05
Position 333: 8.031012728266287e-05
Position 840: 7.935814141573835e-05
Position 2250: 7.345156236131947e-05
Position 1943: 5.9056587737912014e-05
Position 1662: 5.502627972455202e-05
Position 127: 5.50120895489402e-05
Position 2704: 4.843656229610095e-05
Position 792: 3.928333236327365e-05
Position 1892: 3.8152928907154074e-05
Position 636: 3.616047210151139e-05
Position 1506: 3.4913806772228467e-05
Position 1553: 2.9960604866184752e-05
Position 1056: 2.885062430688562e-05
Position 318: 2.788515007232627e-05
Position 2016: 2.6815984081633883e-05
Position 564: 2.5222744799557674e-05
Position 2053: 2.5215795070407682e-05
Position 2168: 2.454865669411252e-05
Position 2313: 2.421706271942434e-05
Position 2377: 2.310072626665465e-05
Position 1650: 2.1343392481293744e-05
Position 373: 1.9651332350060486e-05
Position 783: 1.9102744349834768e-05
Position 2022: 1.8326061719080188e-05
Position 726: 1.7223101040581352e-05
Position 2367: 1.6858497219491586e-05
Position 424: 1.638525915743905e-05
Position 1347: 1.5552003867953795e-05
Position 2562: 1.5410522827492423e-05
Position 2331: 1.4342692847525203e-05
Position 355: 1.3893919972803826e-05
Position 1014: 1.065284309967011e-05
Position 347: 1.0459857341890858e-05
Position 1725: 9.82682728882204e-06
Position 2343: 8.776148917960183e-06
Position 1203: 6.81506578567648e-06
Position 1658: 6.471417938279275e-06
Position 696: 6.212393444295043e-06
Position 2070: 5.6194979202932574e-06
Position 2115: 5.616899923212262e-06
Position 161: 5.27040208073577e-06
Position 723: 4.920775783855001e-06
Position 1473: 4.541567198088117e-06
Position 1071: 4.518595391227192e-06
Position 1175: 3.6500322351737886e-06
Position 66: 3.0940137951125356e-06
Position 741: 2.5590385161776503e-06
Position 795: 2.53031682271603e-06
Position 798: 2.095371483004936e-06
Position 103: 1.9267618139695857e-06
Position 2901: 1.3774180110781317e-06
Position 1950: 1.180873767106022e-06
Position 478: 1.1296685266430222e-06
Position 2034: 1.0027466105077057e-06
Position 284: 9.553863842924478e-07
Position 1818: 9.392438019472332e-07
Position 282: 9.146180344177336e-07
Position 1689: 7.787023494550181e-07
Position 2082: 7.223476791398137e-07
Position 2466: 5.536099550471088e-07
Position 850: 2.4633103077850654e-07
Position 210: 1.892672585463002e-07
Position 190: 1.0241448883221759e-07
Position 139: 9.948170341013465e-08
Position 185: 6.175345605908552e-08
Position 251: 3.6364291273039467e-09
Position 588: 2.0852709792491773e-09
Position 268: 1.626823136433023e-09
Position 2230: 1.4658832050613714e-09
Position 57: 1.0711763149265526e-09
Position 105: 1.2638967311850523e-10
Position 236: 3.3394391858200734e-11
Position 225: 1.227025347704865e-11
Position 175: 1.1150700954620798e-11
Position 630: 1.0574942822427554e-11
Position 173: 1.2217576165609613e-12
Position 169: 2.0924258649118047e-13
Position 229: 1.5188291998072086e-16
