Gene = Atg18b
Position 7587: 0.007263701699072624
Position 5979: 0.005833898720609832
Position 7759: 0.00571115238088262
Position 7231: 0.004900979793175904
Position 2138: 0.004813842849892903
Position 5027: 0.004553844000514332
Position 4512: 0.003477666519987043
Position 6425: 0.003290674086405419
Position 5223: 0.0032640535263641253
Position 4829: 0.0030367958607864128
Position 7392: 0.0027874795536535543
Position 740: 0.0027688957184519684
Position 4091: 0.0026636529452492325
Position 304: 0.002333360349108153
Position 5294: 0.0020937922384025014
Position 7416: 0.0020518207754756566
Position 4716: 0.0020428833988352987
Position 272: 0.001990925916551559
Position 7252: 0.0019449270245932356
Position 4537: 0.0018664927320680938
Position 1911: 0.0018660794913652184
Position 6985: 0.0013981479103033717
Position 3800: 0.0013212679802559614
Position 658: 0.0012598286794594617
Position 2094: 0.00119551174213556
Position 5132: 0.0011510607769626335
Position 4637: 0.0011310031081173844
Position 8240: 0.001122223901017959
Position 7774: 0.0010043537726529678
Position 1022: 0.0009989822478416548
Position 4572: 0.000964305574007578
Position 5773: 0.0009444762089259516
Position 7455: 0.0009155287283143596
Position 1987: 0.0009132150702349354
Position 5836: 0.0008705597743581424
Position 7033: 0.0007893606935880448
Position 7873: 0.0007754007921012802
Position 1407: 0.0007719991958742968
Position 635: 0.0007152918661813282
Position 603: 0.0006821406946208468
Position 7425: 0.0006612034751207875
Position 7036: 0.0006572113802800984
Position 661: 0.0006394454528885358
Position 1348: 0.0006378103744855686
Position 543: 0.0006250898275454393
Position 1262: 0.00057796210588339
Position 1324: 0.0005638521183642396
Position 386: 0.0005235446652658553
Position 5576: 0.00048052280362325425
Position 5061: 0.0004724022390503008
Position 558: 0.0004519921007919647
Position 4366: 0.0004435759592903711
Position 4444: 0.0004056249999982957
Position 4800: 0.0003991360609508747
Position 1938: 0.00039477179040346645
Position 5354: 0.00035992233103938854
Position 518: 0.0003492425171331504
Position 5030: 0.00034849736769012566
Position 1145: 0.0003407767743165093
Position 6838: 0.00034061906040293435
Position 354: 0.0003374394384233761
Position 7573: 0.0003293095926455522
Position 7724: 0.0003206619599297939
Position 4940: 0.0002959526002906899
Position 4126: 0.00029402199561525885
Position 7833: 0.0002849523696986644
Position 3874: 0.00024656780457670653
Position 5652: 0.00022858923686253796
Position 7641: 0.00020782624393795023
Position 873: 0.00020415661540027172
Position 6742: 0.00020121499802555084
Position 269: 0.00018330927243416896
Position 5454: 0.00018311682741528734
Position 371: 0.00015722321114187935
Position 4650: 0.00013949283729440228
Position 913: 0.00013839561375231026
Position 847: 0.00013814636757397475
Position 7739: 0.0001355991279295484
Position 6857: 0.00011004683422088754
Position 526: 0.00010511769280343101
Position 6845: 0.0001028770226851694
Position 430: 9.980875932755085e-05
Position 3853: 9.758456078497787e-05
Position 7681: 9.621770395839577e-05
Position 7876: 9.461038441008065e-05
Position 7930: 8.399862923352458e-05
Position 3146: 7.752946689528007e-05
Position 7483: 7.521384773707283e-05
Position 2815: 6.459714066684546e-05
Position 1427: 6.445644675144502e-05
Position 540: 6.203751864387226e-05
Position 1469: 6.165513608064021e-05
Position 7266: 5.8260954051655035e-05
Position 1378: 5.772795981460252e-05
Position 6860: 5.5788311897734055e-05
Position 1270: 4.8411628490392495e-05
Position 6842: 4.653260541381321e-05
Position 364: 4.34234979904112e-05
Position 1719: 4.273385975903724e-05
Position 1055: 4.028734860910302e-05
Position 2542: 4.0091586036433e-05
Position 1687: 3.974602341535579e-05
Position 1208: 3.7518861549715287e-05
Position 8123: 3.277822616035637e-05
Position 1033: 3.274013832521684e-05
Position 1414: 3.1337837585281394e-05
Position 1383: 3.124432539587597e-05
Position 2632: 3.121996374885442e-05
Position 2519: 2.6274607476101705e-05
Position 6910: 2.4396260630188453e-05
Position 7949: 2.3319568051485433e-05
Position 6863: 2.3090499839246227e-05
Position 7379: 2.0288682338761434e-05
Position 3151: 1.9575860537080235e-05
Position 2015: 1.7402502459482428e-05
Position 3070: 1.5760129714924916e-05
Position 2006: 1.552319170499382e-05
Position 3044: 1.4864284833282782e-05
Position 1336: 1.4840888241551495e-05
Position 7897: 1.4061054044361823e-05
Position 7592: 1.3620131730879556e-05
Position 3928: 1.234863305933925e-05
Position 320: 1.2111895968465643e-05
Position 1596: 1.1200010672007844e-05
Position 7662: 1.0470056056464578e-05
Position 7527: 1.0094785676583224e-05
Position 908: 9.68143114571242e-06
Position 6708: 9.432887442726222e-06
Position 806: 9.400787194510463e-06
Position 8186: 8.319189339785036e-06
Position 1769: 1.7605624283000043e-06
Position 1278: 9.96237729265796e-07
Position 1067: 5.309713624741112e-07
Position 1039: 4.806862174101458e-07
Position 1568: 4.7284026014610284e-07
Position 2637: 3.944296349745807e-07
Position 203: 2.4840942421374894e-07
Position 835: 2.4281870135815867e-07
Position 996: 2.2217639692568215e-07
Position 1166: 2.1484165737728755e-07
Position 1095: 1.8721462404638907e-07
Position 752: 1.834193843025955e-07
Position 109: 1.4226709702081075e-07
Position 212: 1.2161071191684471e-07
Position 1505: 1.1491355372149294e-07
Position 1501: 9.047002282805894e-08
Position 765: 5.475156707313978e-08
Position 646: 5.315474338207629e-08
Position 256: 3.4829460829773885e-08
Position 420: 2.999865300749802e-08
Position 478: 2.752090554755842e-08
Position 85: 2.7395379555173064e-08
Position 943: 1.0371546824294097e-08
Position 407: 7.738288252256279e-09
Position 779: 5.319337000371614e-09
Position 798: 3.6495474545085182e-09
Position 58: 2.7838979307900563e-09
Position 95: 2.4202386313779135e-09
Position 860: 2.1808611661677854e-09
Position 217: 6.865513530198214e-10
Position 444: 2.188731510140587e-11
Position 462: 1.740781956543179e-11
Position 71: 4.35351788103206e-12
Position 317: 4.112112846569361e-12
