Gene = slam
Position 627: 4.7236561344784945e-06
Position 563: 4.553571720631245e-06
Position 198: 2.9169789313962764e-06
Position 237: 2.889270712318421e-06
Position 194: 2.637463213850701e-06
Position 169: 1.4498480777910787e-06
Position 937: 1.287707865278574e-06
Position 367: 9.267825685706267e-07
Position 255: 3.3575565937408036e-07
Position 178: 1.2765866730825342e-07
Position 1026: 6.884823660540893e-08
Position 568: 4.62988324264176e-08
