Gene = trc
Position 976: 7.977044530046786e-05
Position 3381: 7.877459421962887e-05
Position 1925: 7.694517929447632e-05
Position 1460: 7.439682518075639e-05
Position 2686: 7.175304592933967e-05
Position 1331: 6.876753864483424e-05
Position 1499: 5.886995351988238e-05
Position 1877: 5.139521785611937e-05
Position 206: 4.286634006423181e-05
Position 766: 4.135407675820317e-05
Position 1107: 3.701199352020869e-05
Position 2452: 3.444870053725955e-05
Position 1190: 3.3971748184519734e-05
Position 590: 3.2748551219174925e-05
Position 1045: 2.9664320754006718e-05
Position 854: 2.9510113471567107e-05
Position 3040: 2.921307389395074e-05
Position 3090: 2.904791696215516e-05
Position 255: 2.644267911437957e-05
Position 2234: 2.491958295008221e-05
Position 406: 2.2345182631985277e-05
Position 613: 2.0633112982505215e-05
Position 1259: 2.0322184424970148e-05
Position 2015: 1.9801371041446962e-05
Position 2093: 1.736325275547924e-05
Position 3017: 1.625270053400079e-05
Position 2689: 1.5907678248858253e-05
Position 751: 1.4095250332611714e-05
Position 3068: 1.3281349783799625e-05
Position 1968: 1.1403338426544058e-05
Position 2891: 1.1245262708249797e-05
Position 610: 1.1002475010609181e-05
Position 261: 1.0426413199333803e-05
Position 222: 8.723307776371921e-06
Position 3398: 8.56794644758439e-06
Position 530: 7.441500941868329e-06
Position 607: 6.532596417440252e-06
Position 794: 5.992878468481728e-06
Position 2348: 5.7080672411983765e-06
Position 192: 5.654120092620662e-06
Position 1270: 5.559409558469483e-06
Position 3052: 4.887639996212092e-06
Position 2449: 4.193828633174698e-06
Position 334: 3.91834672600261e-06
Position 376: 3.833867087893991e-06
Position 2098: 3.5677007230786054e-06
Position 318: 3.4953113368327603e-06
Position 349: 2.974465438665934e-06
Position 769: 2.926121126756393e-06
Position 442: 2.88770158533016e-06
Position 997: 2.8527379701408287e-06
Position 463: 2.3637147454552065e-06
Position 2051: 2.3570286347646712e-06
Position 2210: 2.3059776574910176e-06
Position 3409: 2.1638654897168916e-06
Position 439: 1.7406336441982658e-06
Position 503: 1.5288387476874913e-06
Position 1628: 1.4182500613805088e-06
Position 1868: 1.3734463177901412e-06
Position 295: 1.2264159250694257e-06
Position 2072: 8.956108844264882e-07
Position 225: 8.820693668902547e-07
Position 436: 8.318777225489744e-07
Position 694: 6.375717144104661e-07
Position 427: 6.311292150399669e-07
Position 687: 5.477331744409075e-07
Position 676: 4.2147502631976886e-07
Position 484: 3.676881843291706e-07
Position 280: 3.430695800403503e-07
Position 664: 3.284839013750406e-07
Position 167: 2.3451908822314952e-07
Position 779: 2.0677227726830303e-07
Position 1946: 1.8738914781692285e-07
Position 412: 1.5496804349796488e-07
Position 418: 1.5491738582919812e-07
Position 382: 1.4998224094674066e-07
Position 1619: 1.495177678370699e-07
Position 493: 9.026398070363497e-08
Position 1359: 8.806445440162642e-08
Position 232: 7.092942050567168e-08
Position 184: 6.092401221850683e-08
Position 370: 5.2739154885135536e-08
Position 307: 3.9588630553317456e-08
Position 634: 3.691446943866908e-08
Position 400: 3.2119233871577047e-08
Position 289: 2.7053976043429944e-08
Position 219: 2.4828441140884867e-08
Position 1385: 1.612156604040813e-08
Position 1274: 1.476118417282885e-08
Position 747: 1.3727365783363151e-08
Position 1134: 7.965767612752123e-09
Position 1370: 3.068123580964326e-09
Position 712: 1.935576967473786e-09
Position 2112: 4.5378636690812367e-10
Position 1534: 1.9633372169379193e-10
Position 1375: 1.862949888902906e-10
Position 1556: 5.49203716947691e-11
Position 155: 3.657813499227866e-11
Position 415: 4.94785550914703e-13
Position 388: 6.950884370893903e-16
