Gene = Adhr
Position 3173: 1.6030474509616242e-05
Position 3225: 1.59119459251639e-05
Position 2894: 1.5094478679114099e-05
Position 2643: 1.1134329738266633e-05
Position 830: 7.5476215275427866e-06
Position 1360: 6.434780007454271e-06
Position 3134: 6.035439042898453e-06
Position 2824: 4.937297757336091e-06
Position 2839: 4.579877547111466e-06
Position 1053: 4.351325116634553e-06
Position 1500: 3.640505972487526e-06
Position 251: 3.3673003380389454e-06
Position 935: 3.3457686495516957e-06
Position 3197: 2.763021673414049e-06
Position 1591: 2.6207106407946103e-06
Position 3211: 2.3421046990235613e-06
Position 2155: 1.9995730945202497e-06
Position 2662: 1.9445564825434685e-06
Position 17: 1.860579976990492e-06
Position 383: 1.3200181353414116e-06
Position 1299: 9.979204903444333e-07
Position 29: 7.916069431467838e-07
Position 1962: 7.902945536115761e-07
Position 588: 5.978681299005242e-07
Position 1381: 5.822697917207327e-07
Position 22: 5.639938989848672e-07
Position 1332: 4.701251481866623e-07
Position 2140: 3.6139824306578246e-07
Position 543: 3.0507131101529377e-07
Position 1943: 6.655895413578246e-08
Position 1462: 4.367069233285704e-08
Position 1329: 3.3519753217628515e-08
Position 781: 3.027199205786644e-08
Position 1447: 2.3920869405895714e-08
Position 1569: 1.3140856997263772e-08
Position 1026: 9.474071546650208e-09
Position 11: 1.4032675612669646e-09
Position 2226: 3.10135538637267e-10
Position 241: 1.0283348161839621e-10
Position 545: 6.613551461589543e-11
Position 364: 4.6252576134037797e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2973: 0.9832343463673077
Position 950: 0.6954435423877928
Position 1425: 0.6626034425793278
Position 2517: 0.55663353924604
Position 226: 0.4195177615680029
Position 750: 0.3371027482519326
Position 2440: 0.11022522854500892
Position 576: 0.10593497853177439
Position 1100: 0.060804077472676514
Position 1019: 0.05900172204692809
Position 1905: 0.0504296845787357
Position 2497: 0.04210129287832292
Position 2535: 0.0358031902313921
Position 2400: 0.03569940383776989
Position 499: 0.03073047818214912
Position 346: 0.022241164199691545
Position 2226: 0.020217509485079558
Position 1154: 0.01821315814134188
Position 1298: 0.016948544450558205
Position 238: 0.015125084968223138
Position 810: 0.010003004206094011
Position 1563: 0.008487102659856659
Position 2795: 0.0075823526582329825
Position 3004: 0.006999884399510514
Position 2776: 0.005652575710953061
Position 2383: 0.00523528212555323
Position 2553: 0.005216724281729638
Position 906: 0.004084839012187219
Position 1959: 0.0031610927140091017
Position 2879: 0.0027324310359107718
Position 251: 0.0025808496793713435
Position 1076: 0.002352036782279538
Position 1922: 0.0021564095319266093
Position 153: 0.002155395231639978
Position 505: 0.0020211593100223427
Position 1106: 0.00200112620543852
Position 2565: 0.0019424195087984345
Position 486: 0.0018746148437079144
Position 1739: 0.0018009493138538284
Position 2276: 0.0017886385176951766
Position 2191: 0.001767529223461025
Position 2571: 0.0014655667266829499
Position 636: 0.001448264626705689
Position 1757: 0.0013238305620229698
Position 580: 0.0011793398422435754
Position 395: 0.0008365918968810466
Position 2302: 0.0008194238874732383
Position 2479: 0.000715339563223882
Position 663: 0.0007025265745080915
Position 3035: 0.0005943969137619901
Position 2449: 0.0005619229146393651
Position 1754: 0.0005593551652481466
Position 781: 0.00048540538920249364
Position 1973: 0.0004685486242123028
Position 1085: 0.0003811692507294779
Position 329: 0.0003682182557108745
Position 647: 0.00034919935234705986
Position 172: 0.0003444797086182253
Position 770: 0.0002959005915090934
Position 603: 0.00029501607079990017
Position 857: 0.00025225726923252563
Position 1530: 0.00022934313390278655
Position 407: 0.00016707155682137327
Position 2915: 0.0001533103108068374
Position 182: 0.00014138997476315933
Position 616: 0.0001388295175187098
Position 1778: 0.00013331565731057457
Position 248: 0.00012151829690261223
Position 3264: 0.0001065096153867829
Position 2016: 0.00010573779979085896
Position 290: 9.269366259165304e-05
Position 2236: 8.735015359476315e-05
Position 1131: 8.630563592094002e-05
Position 1004: 7.060729841483867e-05
Position 3330: 6.0723134640584266e-05
Position 1970: 5.493764199508441e-05
Position 3195: 5.2205623534039626e-05
Position 1542: 4.7401863060743724e-05
Position 446: 4.4969926392822015e-05
Position 3327: 3.9473606060468175e-05
Position 2333: 3.715233807539171e-05
Position 1732: 3.61605312779413e-05
Position 1229: 3.2689183756116434e-05
Position 420: 2.7180161228983554e-05
Position 2248: 2.675400894917518e-05
Position 998: 2.5070006097226997e-05
Position 758: 2.0694055908012512e-05
Position 2123: 1.9486380443061622e-05
Position 885: 1.1840982766561705e-05
Position 1596: 1.0152254028952134e-05
Position 3177: 7.499331532183605e-06
Position 440: 6.437488099363655e-06
Position 3138: 5.9618429979178104e-06
Position 778: 5.598596814854406e-06
Position 861: 5.573565630328072e-06
Position 411: 4.990930801857164e-06
Position 1067: 4.711486434685854e-06
Position 92: 3.14979889354527e-06
Position 977: 2.9052326788157875e-06
Position 1864: 2.155783579799339e-06
Position 917: 2.067617691334285e-06
Position 838: 1.8042024518064363e-06
Position 1322: 1.5441492862283868e-06
Position 1614: 7.807662811158073e-07
Position 1584: 7.379329625696718e-07
Position 730: 6.655176302757782e-07
Position 120: 2.9024846845641444e-07
Position 600: 2.515691085572768e-07
Position 99: 2.2535635359730154e-07
Position 1990: 2.231597320425468e-07
Position 1770: 1.2117206483633112e-07
Position 1916: 8.813722799068564e-08
Position 428: 4.71352956279575e-09
Position 105: 1.5809588200185903e-09
Position 96: 8.905613672623964e-10
Position 425: 1.2065565294480648e-13
Position 56: 3.765816298213341e-18
