Gene = gkt
Position 1625: 4.953805530681773e-06
Position 475: 4.112111336704977e-06
Position 1082: 4.041656531497657e-06
Position 2273: 3.515081668234987e-06
Position 448: 2.5900799544491946e-06
Position 1090: 2.4717050288897484e-06
Position 946: 2.3850106954546733e-06
Position 436: 2.122366251624568e-06
Position 1692: 2.0111281308250498e-06
Position 2005: 1.953487228660366e-06
Position 220: 1.745264288569292e-06
Position 149: 1.5360242485734024e-06
Position 1435: 1.3693181250257457e-06
Position 712: 1.199476114890301e-06
Position 2315: 1.041187159663951e-06
Position 81: 9.810647401478937e-07
Position 356: 9.473671081144819e-07
Position 182: 9.32767594899888e-07
Position 429: 9.235159806184229e-07
Position 335: 8.905809814708241e-07
Position 1432: 6.407583675319312e-07
Position 1598: 5.274023887539191e-07
Position 79: 5.0707439916209e-07
Position 2304: 3.861324504063718e-07
Position 94: 2.0713947310747277e-07
Position 100: 1.6161934969210973e-07
Position 735: 7.482449484602965e-08
Position 88: 5.338505113374247e-08
Position 1358: 4.0582407299964926e-08
Position 1355: 2.8692499886178995e-08
Position 252: 2.8579897773852747e-08
Position 133: 1.4140484867940185e-08
Position 131: 7.994287528133828e-09
Position 1334: 2.653746477714844e-09
Position 239: 2.2271578198349318e-09
Position 1945: 7.662692372079964e-10
Position 1931: 7.229089270325461e-10
Position 834: 6.9328572313934036e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.9994712367788107
Position 1304: 0.9705139152582904
Position 252: 0.9543877382850149
Position 1962: 0.9512086259920989
Position 2327: 0.06474106472576911
Position 2405: 0.036302555739757804
Position 272: 0.025984638107058266
Position 2250: 0.0191571018884801
Position 316: 0.009156834056520529
Position 1006: 0.0031958455932048126
Position 2216: 0.0026375027763525173
Position 1076: 0.002089209679132059
Position 475: 0.0018125852026329215
Position 368: 0.001692861920293351
Position 695: 0.001634889193399562
Position 335: 0.0010663397851709497
Position 2056: 0.0009875333414496449
Position 986: 0.000806266888849662
Position 587: 0.0007265492954642413
Position 462: 0.0005745703171170211
Position 2182: 0.0004518543319202302
Position 436: 0.00035301119487050637
Position 414: 0.0003148067543779677
Position 1895: 0.0002568690360296208
Position 100: 0.00025368155417048935
Position 1333: 0.00023788371481081442
Position 591: 0.00021238229737650287
Position 536: 0.00015722399692948385
Position 1683: 0.0001548986699187578
Position 1577: 0.00013477494632705992
Position 1810: 0.00012604872893405523
Position 2089: 7.118789765919872e-05
Position 559: 5.320576625949605e-05
Position 1806: 5.228100631462385e-05
Position 486: 5.050119639262681e-05
Position 118: 4.735120739903869e-05
Position 365: 4.302362952510531e-05
Position 1160: 4.106729592313841e-05
Position 341: 3.834047109976595e-05
Position 2115: 3.320259303619723e-05
Position 303: 3.007252708490107e-05
Position 403: 2.9933780491296755e-05
Position 1659: 2.9772146181425253e-05
Position 1240: 2.8083082547139045e-05
Position 386: 2.5085873296599055e-05
Position 2011: 2.424796580306785e-05
Position 1274: 1.7037591909539093e-05
Position 1641: 1.6683798301995007e-05
Position 320: 1.3841929012817768e-05
Position 1443: 1.3642034911013238e-05
Position 296: 1.3624768959506149e-05
Position 539: 1.2437884791734753e-05
Position 605: 1.2340905640216276e-05
Position 1539: 1.2212829983691227e-05
Position 659: 1.1793370055764678e-05
Position 712: 1.0869790068815045e-05
Position 866: 9.786735507434496e-06
Position 2357: 9.62230916661156e-06
Position 2304: 9.601871237639606e-06
Position 1508: 8.763977743114657e-06
Position 1931: 7.902226697059816e-06
Position 498: 6.910484516652597e-06
Position 149: 6.903209575904236e-06
Position 953: 6.7686316157135565e-06
Position 2350: 6.728254858471114e-06
Position 380: 6.584051667550754e-06
Position 1971: 4.775665258806754e-06
Position 1190: 3.82010874707357e-06
Position 1090: 3.7534766455166537e-06
Position 1906: 3.6898616583934435e-06
Position 1563: 3.220271499086551e-06
Position 1656: 3.21272670219159e-06
Position 1479: 3.138437858498708e-06
Position 128: 2.8123102123907786e-06
Position 1598: 2.7154740527346664e-06
Position 1344: 2.6268495757570424e-06
Position 1460: 2.2331029130804327e-06
Position 926: 2.145071010662922e-06
Position 2101: 2.1303954459238163e-06
Position 1494: 1.7558273997513074e-06
Position 157: 1.6128669208463612e-06
Position 2341: 1.594084830420793e-06
Position 510: 1.3685737737461165e-06
Position 618: 1.173931700867976e-06
Position 1097: 1.1108285793110462e-06
Position 910: 1.0976794050632238e-06
Position 551: 1.0054491719293765e-06
Position 929: 9.667880616859516e-07
Position 1671: 8.185819485681151e-07
Position 1734: 8.028421518680652e-07
Position 902: 7.392690397103379e-07
Position 1764: 7.330586892169714e-07
Position 728: 7.023303498633249e-07
Position 1052: 6.510252290323233e-07
Position 1518: 6.392359166205197e-07
Position 1231: 5.668248543840316e-07
Position 2005: 4.860247500143346e-07
Position 2064: 4.005423853296039e-07
Position 1491: 3.7372940253692444e-07
Position 1548: 3.586398968151694e-07
Position 390: 3.180368083053716e-07
Position 674: 2.808236243073875e-07
Position 1349: 2.2870532949904602e-07
Position 932: 2.1783965836365692e-07
Position 223: 2.0122069969629048e-07
Position 448: 1.7362047628518297e-07
Position 1872: 1.7334559834934208e-07
Position 1445: 1.5868461786095765e-07
Position 1758: 1.4732185199645513e-07
Position 611: 1.1356186429961341e-07
Position 561: 7.883110366806419e-08
Position 1253: 7.664099679291962e-08
Position 1856: 6.543147661961927e-08
Position 1692: 6.442657428205198e-08
Position 161: 4.806619686275585e-08
Position 1205: 4.4366235568044085e-08
Position 1141: 3.99472809628349e-08
Position 131: 3.2764314265404263e-08
Position 350: 1.8676351882558158e-08
Position 920: 1.4661241569989221e-08
Position 1199: 1.3842437378601479e-08
Position 1195: 1.159958909699215e-08
Position 2095: 7.211326220626122e-09
Position 722: 6.477933190951069e-09
Position 1219: 2.5003938032674998e-09
Position 203: 1.209611458125613e-09
Position 182: 8.231705885710311e-11
