Gene = axed
Position 922: 8.572179734877506e-06
Position 2032: 8.210484174356177e-06
Position 153: 7.8865245846263e-06
Position 8450: 7.525223533082092e-06
Position 8057: 6.660559503345592e-06
Position 7913: 6.196161048083189e-06
Position 8394: 5.877708274715312e-06
Position 1391: 5.216797977083406e-06
Position 619: 4.768215269045147e-06
Position 1579: 4.530155027084474e-06
Position 7686: 4.438425200715097e-06
Position 8456: 3.5617286509147648e-06
Position 1264: 3.049783631110153e-06
Position 3334: 2.2972963742500223e-06
Position 1845: 1.7966578072841394e-06
Position 3242: 1.6085187143433188e-06
Position 7473: 9.156668075533333e-07
Position 723: 8.962737755509304e-07
Position 8480: 8.911479436098626e-07
Position 386: 7.152670978140695e-07
Position 8325: 6.718303932285475e-07
Position 8501: 5.114230316191724e-07
Position 1297: 4.97368698503828e-07
Position 8292: 3.076805531690577e-07
Position 1385: 3.0192959729549144e-07
Position 589: 2.854990727914092e-07
Position 170: 2.673731322933774e-07
Position 8573: 2.6488832460367556e-07
Position 554: 2.1023629202344328e-07
Position 8702: 1.7607566471655633e-07
Position 707: 1.0447387679128762e-07
Position 8767: 6.364302261628775e-08
Position 8355: 6.000794291939511e-08
Position 8551: 3.9658276123461066e-08
Position 8492: 3.6326630590067403e-08
Position 503: 3.252489773527701e-08
Position 8051: 2.8232596756744002e-08
Position 8570: 1.7337700142779913e-08
Position 8071: 1.1889269046697245e-08
