Gene = MESR3
Position 1762: 7.894571874623476e-19
Position 1853: 7.80105112898154e-19
Position 999: 7.47190210442151e-19
Position 1799: 5.757026688309085e-19
Position 711: 5.59755307433502e-19
Position 1209: 3.7637881071956512e-19
Position 1223: 2.7983320902221765e-19
Position 1275: 2.6637970379533195e-19
Position 1245: 2.195072233442356e-19
Position 1932: 2.1883894394056093e-19
Position 1330: 2.0846503653750076e-19
Position 1285: 1.7568860487740421e-19
Position 1824: 1.4442336036478917e-19
Position 1353: 1.1878291645739523e-19
Position 1308: 1.1190471869541998e-19
Position 1844: 1.101921840064475e-19
Position 678: 1.0551508374523373e-19
Position 1239: 1.0089177209635767e-19
Position 1700: 9.299990767376705e-20
Position 1109: 8.817396615062616e-20
Position 2177: 7.402351292458188e-20
Position 1714: 6.790993605504684e-20
Position 1075: 6.520238736099357e-20
Position 2140: 6.512353926783839e-20
Position 1242: 5.3388282671044184e-20
Position 1237: 3.7166379678375714e-20
Position 1805: 2.9975344444493765e-20
Position 1194: 1.937538838767346e-20
Position 1102: 1.5972721278359923e-20
Position 1280: 5.631068225168636e-21
Position 1077: 1.221710516216296e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 32341: 0.9998570000155779
Position 32927: 0.18922637740685827
Position 11659: 0.06875567203300684
Position 518: 0.06279904436723528
Position 11788: 0.02086832317966428
Position 11635: 0.018152945448971954
Position 533: 0.003928665743856245
Position 11103: 0.0027751358467572947
Position 11574: 0.002125414492785793
Position 11592: 0.0007364806332028492
Position 27485: 0.0001290841391946967
Position 554: 7.747244937094354e-05
Position 24642: 8.634655898551664e-06
Position 21293: 2.466300724206126e-06
Position 22788: 1.3250374076089558e-06
Position 22922: 4.5326058122554376e-07
Position 22002: 4.4666140197533266e-07
Position 21065: 2.7299299678823184e-07
Position 20641: 2.2355293536889465e-07
Position 20557: 1.1140673175741076e-07
Position 7784: 8.884033255876453e-08
Position 6926: 8.814561454273839e-08
Position 21088: 7.51185532290255e-08
Position 21072: 7.228983192330592e-08
Position 14486: 6.605994338824307e-08
Position 19960: 3.557318345009544e-08
Position 19657: 2.6642824024555256e-08
Position 7984: 1.5112980295789174e-08
Position 8022: 1.3268055688685423e-08
Position 6981: 1.156033778252564e-08
Position 7238: 1.0254225832460966e-08
Position 16713: 9.96978050178964e-09
Position 7926: 9.470049351837984e-09
Position 16740: 6.268792898590666e-09
Position 7706: 4.778993970056299e-09
Position 19206: 4.509149036518592e-09
Position 16524: 3.942996037611883e-09
Position 13906: 3.9181836949080885e-09
Position 17451: 3.1212530780120863e-09
Position 7086: 2.873689684947691e-09
Position 7512: 2.794112160588843e-09
Position 14369: 2.1728987835062364e-09
Position 7235: 1.9613272935492236e-09
Position 7301: 1.7838327395935754e-09
Position 17134: 1.74234119070796e-09
Position 6429: 1.3966546769503394e-09
Position 8081: 1.1173877249962553e-09
Position 6479: 1.0453985556968926e-09
Position 6983: 1.0419523483854105e-09
Position 7133: 9.993003575599605e-10
Position 7110: 8.889034653102195e-10
Position 5591: 8.808157531458322e-10
Position 6361: 8.172363694095338e-10
Position 7083: 8.075978547793454e-10
Position 6147: 7.766750520512645e-10
Position 657: 7.429947532121285e-10
Position 6996: 7.075873477495676e-10
Position 5892: 6.90040409457451e-10
Position 17156: 6.574281308071198e-10
Position 6306: 5.30200628878479e-10
Position 5933: 4.5603110306944274e-10
Position 8198: 4.2097774282163357e-10
Position 8339: 3.7109048223328997e-10
Position 16222: 2.289331807859348e-10
Position 803: 1.8513718051385573e-10
Position 15356: 1.57668146679963e-10
Position 1032: 1.550604503558781e-10
Position 16181: 1.5202447916375078e-10
Position 12073: 1.5075208483979833e-10
Position 15223: 1.0724308907320123e-10
Position 13144: 9.438146222268797e-11
Position 4166: 8.96575422124355e-11
Position 15403: 8.810596190533501e-11
Position 13371: 8.071399810802155e-11
Position 219: 7.38501122789557e-11
Position 5856: 7.257075257490528e-11
Position 6785: 7.053202211459061e-11
Position 15278: 6.61325402215985e-11
Position 8432: 6.506617571973842e-11
Position 15518: 5.98309338595642e-11
Position 6521: 5.853556944104694e-11
Position 8402: 5.511279604523402e-11
Position 15167: 3.675873103191494e-11
Position 1572: 3.357265294883091e-11
Position 1983: 3.2658398991775634e-11
Position 13890: 3.1340751972423944e-11
Position 12697: 3.014666128579102e-11
Position 1602: 2.998380804942739e-11
Position 1074: 2.6413559556249935e-11
Position 3954: 2.5700479783247846e-11
Position 3656: 2.5351250429482662e-11
Position 8532: 2.42582805986781e-11
Position 1487: 1.6126482789789882e-11
Position 328: 1.589572979487074e-11
Position 449: 1.3213600132171184e-11
Position 2924: 1.1977918173399841e-11
Position 3622: 1.1378834040413813e-11
Position 4035: 9.380432887285964e-12
Position 1036: 8.919021682631848e-12
Position 12150: 8.611949547626514e-12
Position 110: 7.815015927848264e-12
Position 3679: 6.268034609267147e-12
Position 12789: 6.186837515714081e-12
Position 3467: 6.085023259582424e-12
Position 4183: 5.673708065231501e-12
Position 2012: 4.896568693787796e-12
Position 12423: 4.8913505373580546e-12
Position 13351: 4.7718786049160584e-12
Position 13158: 4.752528014862195e-12
Position 1700: 4.2252014562464724e-12
Position 12541: 4.13943876958789e-12
Position 3226: 4.083250090634469e-12
Position 2286: 3.941750712964823e-12
Position 383: 3.659675907106856e-12
Position 11938: 3.275343425445556e-12
Position 12020: 3.2395196822648467e-12
Position 122: 3.1981901837446205e-12
Position 3566: 2.918049939258952e-12
Position 3739: 2.7893561218388456e-12
Position 4221: 2.738944400997641e-12
Position 119: 2.4569735168507044e-12
Position 422: 2.4277759014455834e-12
Position 4187: 2.1924150457984532e-12
Position 244: 1.9916083394222176e-12
Position 11130: 1.895749518074675e-12
Position 1315: 1.2054320444781056e-12
Position 9664: 8.659144498067758e-13
Position 10378: 8.056700791428345e-13
Position 8246: 7.911155296662712e-13
Position 9911: 7.901767122192938e-13
Position 9731: 4.85610696404661e-13
Position 11135: 2.6389327636415394e-13
Position 9453: 1.908368745240727e-13
Position 4346: 1.818987812912482e-13
Position 10332: 1.4355681213559034e-13
Position 10353: 1.3648795508722994e-13
Position 10390: 1.1437790743667118e-13
Position 897: 6.263279918804847e-14
Position 9964: 6.21375572237782e-14
Position 8855: 5.987254004029982e-14
Position 736: 5.933233566560704e-14
Position 9318: 5.205340240615067e-14
Position 7958: 4.838300973820789e-14
Position 4483: 2.9469979343545e-14
Position 4373: 2.28708860532558e-14
Position 4705: 1.134574939048317e-14
Position 4666: 5.125524242912693e-15
Position 4728: 4.5795684308656185e-15
Position 4514: 2.2096707433058586e-15
Position 3887: 1.3321035431320319e-15
Position 4552: 1.291410713850441e-15
Position 5415: 8.768155637172052e-16
Position 6010: 5.20024875979266e-16
Position 4576: 3.760917653241904e-16
Position 5559: 2.760474507919164e-16
Position 5568: 2.4908709414135695e-16
Position 2493: 2.267731135995699e-16
Position 4740: 1.7374112693520353e-16
Position 4822: 1.4157991522501633e-16
Position 3184: 1.171456238067472e-16
Position 5026: 1.160886049229509e-16
Position 3260: 8.385480642890688e-17
Position 2771: 6.721994772856653e-17
Position 2487: 6.62187095889915e-17
Position 2447: 5.725445115146852e-17
Position 788: 5.3942657672363393e-17
Position 2363: 4.597163951437415e-17
Position 125: 4.431139731029767e-17
Position 557: 3.820065025704111e-17
Position 3858: 3.179147964900186e-17
Position 3205: 2.906960378897518e-17
Position 394: 2.864767427630801e-17
Position 289: 2.6681690520988952e-17
Position 2885: 2.6396201186416336e-17
Position 1661: 2.459504831245842e-17
Position 1273: 2.4330206554069744e-17
Position 151: 2.4183261276431343e-17
Position 3728: 2.3349594475116598e-17
Position 2962: 2.138506947757444e-17
Position 3044: 1.9905391847540797e-17
Position 3145: 1.621510698060578e-17
Position 1530: 1.3965296162553676e-17
Position 2082: 1.3781393788603415e-17
Position 3277: 1.3676992396746958e-17
Position 1431: 1.2853185125738932e-17
Position 746: 1.1851591171522184e-17
Position 333: 1.000008734568606e-17
Position 2861: 9.045812348469115e-18
Position 591: 8.698535782476893e-18
Position 1629: 8.443546168539669e-18
Position 2293: 8.267218313728662e-18
Position 1579: 8.042413729660866e-18
Position 1872: 7.734910623435242e-18
Position 2504: 6.453363792503786e-18
Position 1443: 5.983540850214433e-18
Position 2368: 5.551325559021201e-18
Position 1590: 5.41185480050554e-18
Position 2040: 5.285317252454512e-18
Position 884: 4.4287121884176566e-18
Position 253: 3.800512348110637e-18
Position 1139: 3.6325808599961646e-18
Position 368: 2.87050303983386e-18
Position 738: 1.9364318643010848e-18
Position 943: 1.815226559764142e-18
Position 607: 1.403577599652433e-18
Position 934: 1.1266340669362156e-19
Position 1127: 4.5156890990627924e-20
Position 1056: 2.3729465374898408e-20
Position 573: 1.554698082529877e-20
Position 1152: 1.256761107380851e-20
Position 599: 5.304059236643568e-21
Position 473: 2.5215681975742992e-21
Position 567: 1.7969770324168535e-21
Position 561: 7.3159751907498485e-22
Position 463: 3.298597374376986e-22
