Gene = Hip14
Position 850: 1.6259193820579527e-07
Position 2321: 1.3711954636862751e-07
Position 2880: 1.2254265660515261e-07
Position 3016: 1.1734789262545055e-07
Position 1918: 1.0863683133155035e-07
Position 1758: 8.344501960256432e-08
Position 1575: 4.7670108669126684e-08
Position 431: 3.52823919414002e-08
Position 1773: 2.2448472872480502e-08
Position 2440: 1.3819411039169229e-08
Position 2096: 8.943074340945432e-09
Position 1645: 6.83583325789944e-09
Position 2429: 5.614374355912161e-09
Position 2236: 4.395473014245539e-09
Position 2306: 3.2583135042308357e-09
Position 869: 5.440877673160069e-10
Position 1168: 3.3859268627028915e-10
Position 893: 1.2812192021272355e-10
Position 101: 5.608644555277002e-11
Position 1121: 2.160719352994069e-11
Position 1643: 1.9317366473540456e-11
Position 1705: 1.5059214550730266e-11
Position 1119: 1.3473691741723932e-11
Position 106: 9.726130279395583e-13
Position 429: 3.887525186346174e-13
Position 103: 7.919704467323227e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1892: 0.9990949928746388
Position 1149: 0.9725238073097006
Position 2226: 0.9700404757209855
Position 1013: 0.16011679405963355
Position 2408: 0.13751781026497584
Position 2982: 0.05417592981383608
Position 3016: 0.0321030200668811
Position 3609: 0.02847209209861397
Position 3818: 0.013890308079149243
Position 1037: 0.008412708088495266
Position 3648: 0.005438108074286111
Position 1446: 0.0050442861642456815
Position 2819: 0.0047992842298494555
Position 3179: 0.00464326878538788
Position 1383: 0.004539438637073
Position 4165: 0.004500562476617941
Position 2450: 0.004202172379908507
Position 3098: 0.003799673884421221
Position 3125: 0.003715466816913027
Position 3110: 0.0035908809768521862
Position 1603: 0.0033824447536168526
Position 2836: 0.003266509590099818
Position 113: 0.0032478740805929143
Position 3314: 0.002891093911344108
Position 3945: 0.0027983746137722736
Position 3164: 0.0025945367753988625
Position 3639: 0.0025409145224377554
Position 2697: 0.002357525683210693
Position 1422: 0.002194138354190716
Position 116: 0.0019015063743756345
Position 3051: 0.0017863204815686145
Position 2414: 0.0017132748854299022
Position 660: 0.0014388760676586293
Position 2840: 0.0013910563151656613
Position 2345: 0.0013492744742910018
Position 2071: 0.0011990003595756039
Position 3984: 0.0011713107061344207
Position 2013: 0.001074325808065293
Position 3293: 0.0009453547208080562
Position 884: 0.0009218846101711126
Position 1348: 0.0008651153315482066
Position 3205: 0.0008627409720718067
Position 3212: 0.0008497641598475172
Position 1168: 0.0008360324530592102
Position 869: 0.0006923548391933236
Position 3517: 0.0006155094838001698
Position 754: 0.0006089992433204796
Position 1375: 0.0005361686625546146
Position 850: 0.0005272093863552774
Position 3333: 0.0005092711644900555
Position 2336: 0.0005083382414700385
Position 3739: 0.00044639748131595906
Position 3192: 0.00037546991858288003
Position 2476: 0.00037191485732367293
Position 2495: 0.0003179127807622003
Position 1078: 0.0003149862640543451
Position 2843: 0.0003109744324290033
Position 3774: 0.00027868797371176173
Position 1083: 0.0002673708441640432
Position 1404: 0.0002459371509523596
Position 89: 0.0002368032262715755
Position 3552: 0.00022634286193491657
Position 4101: 0.00022427985341968363
Position 3247: 0.00021138429863236727
Position 1662: 0.00020053736265814953
Position 1554: 0.00019448538378335467
Position 409: 0.0001756992137109551
Position 688: 0.0001721019211754922
Position 291: 0.00017162237881824497
Position 3300: 0.00015985934281801843
Position 1290: 0.0001564193013721484
Position 797: 0.00015430508212888142
Position 1770: 0.00014808428959999214
Position 2197: 0.0001346896243477319
Position 1643: 0.0001235637886299649
Position 1059: 0.00012281718387322716
Position 1356: 0.00011338228028096397
Position 2471: 0.00011057662401538904
Position 1808: 9.596376454997341e-05
Position 3100: 9.391305777565928e-05
Position 541: 7.820847626749974e-05
Position 1469: 6.942487602027297e-05
Position 4172: 6.759068512497097e-05
Position 3948: 6.669676584226378e-05
Position 3214: 6.455282680559396e-05
Position 607: 6.249967368761787e-05
Position 3965: 6.159454506799079e-05
Position 98: 4.767237041128004e-05
Position 3671: 4.6073305407084304e-05
Position 550: 4.1291500644327435e-05
Position 2063: 4.0827627585958205e-05
Position 3257: 3.92305157246898e-05
Position 330: 3.5804347927841605e-05
Position 67: 3.062747259064909e-05
Position 1913: 2.4595898964046382e-05
Position 362: 2.3365918048439255e-05
Position 134: 2.1903905802854605e-05
Position 1985: 2.165182181997436e-05
Position 335: 2.0737321846642234e-05
Position 2425: 1.9796852403036842e-05
Position 1117: 1.9014702742673286e-05
Position 1402: 1.570525340869281e-05
Position 140: 1.1539983178219359e-05
Position 1296: 1.149425250257519e-05
Position 451: 7.721829947070053e-06
Position 910: 7.146696858832906e-06
Position 685: 6.929536845164567e-06
Position 889: 4.397461229068138e-06
Position 382: 3.876583587571374e-06
Position 159: 2.7034084875531123e-06
Position 522: 2.0742881664436803e-06
Position 2589: 2.0458959886425008e-06
Position 615: 2.027763745373861e-06
Position 1102: 1.571565341502191e-06
Position 569: 1.2772823599632267e-06
Position 448: 1.2542535115836055e-06
Position 1192: 1.2141512962624359e-06
Position 1815: 1.131471673409979e-06
Position 2501: 9.587253155849051e-07
Position 515: 9.570163904421561e-07
Position 2549: 9.09737274464917e-07
Position 2564: 7.953347312474991e-07
Position 2177: 7.809601205843241e-07
Position 810: 7.615822328195725e-07
Position 1099: 5.510086563057122e-07
Position 2017: 4.4199363714123376e-07
Position 2627: 3.820107688511004e-07
Position 2621: 3.7758846736301686e-07
Position 577: 3.621614712920041e-07
Position 156: 3.4468868343407525e-07
Position 369: 3.264752934176345e-07
Position 397: 3.114124619333044e-07
Position 2138: 1.6115927559455314e-07
Position 294: 1.2545151744995584e-07
Position 399: 1.1303112590395867e-07
Position 1904: 7.581350875998731e-08
Position 1934: 6.36516777306513e-08
Position 322: 3.5459424079447385e-08
Position 142: 1.674365412458188e-08
Position 469: 1.473797695664951e-08
Position 2561: 9.727418560744196e-09
Position 127: 3.2434317256198544e-13
Position 386: 7.229230815489659e-14
Position 152: 5.3577175482612746e-14
Position 379: 1.8367915671589053e-14
