Gene = fok
Position 844: 0.001265479289075986
Position 2376: 0.0010430508125660863
Position 647: 0.0010100664290920197
Position 630: 0.000962591629407692
Position 2764: 0.0009291056378463021
Position 720: 0.0008963144709307505
Position 995: 0.0006132439853283397
Position 297: 0.0005353765800308162
Position 3238: 0.0005238838273304544
Position 1138: 0.00041366093105181653
Position 1367: 0.0003992254068172605
Position 3941: 0.0002848528495926297
Position 1093: 0.0002631082871838849
Position 1509: 0.0002561756916460537
Position 1143: 0.00024079558606261876
Position 1097: 0.00023442398237880435
Position 3624: 0.00020846765066819252
Position 907: 0.00020096114771545108
Position 854: 0.00018656178895821467
Position 662: 0.00018131112353149146
Position 333: 0.0001736279790185812
Position 4498: 0.00013630933311631024
Position 1635: 0.00011629223223908674
Position 361: 0.0001118883073911514
Position 634: 0.00010501279012703391
Position 1104: 8.481720564243678e-05
Position 1146: 8.323379506586625e-05
Position 5785: 7.805327273172695e-05
Position 1339: 7.142959702094455e-05
Position 761: 7.12987780642525e-05
Position 963: 6.718070970068172e-05
Position 163: 6.505684083368628e-05
Position 2059: 5.9411204166935946e-05
Position 1355: 5.907312344733487e-05
Position 1041: 5.3931489597203277e-05
Position 1499: 4.8506345077367525e-05
Position 2373: 4.095171848806054e-05
Position 3414: 4.068340549334282e-05
Position 897: 3.905285935069849e-05
Position 2116: 3.7390308243560043e-05
Position 1019: 3.670139952291174e-05
Position 1210: 3.6230018775363944e-05
Position 969: 3.404147148717134e-05
Position 310: 3.364275781706814e-05
Position 862: 2.7262027275854146e-05
Position 1736: 2.648676790575797e-05
Position 2113: 2.3895651764509236e-05
Position 397: 2.3739062863092564e-05
Position 514: 2.2677968439195468e-05
Position 561: 1.7476142030812296e-05
Position 543: 1.030229470710739e-05
Position 159: 9.661988915967032e-06
Position 1032: 9.492338954970931e-06
Position 3538: 6.64991402691957e-06
Position 2543: 3.446671250261188e-06
Position 2584: 3.409490217055063e-06
Position 923: 9.821459150207018e-07
Position 2074: 9.409660893459658e-07
Position 558: 7.085867063036548e-07
Position 1611: 4.315042440508719e-07
Position 198: 2.2140139785979106e-07
Position 2068: 1.840289955666877e-07
Position 731: 1.8401651138100368e-07
Position 147: 1.7816577414686626e-07
Position 1192: 1.4655180453444982e-07
Position 1178: 1.2989568782250347e-07
Position 2580: 1.0207107576323552e-07
Position 758: 7.946301358625908e-08
Position 745: 6.82453774960562e-08
Position 229: 4.416777615796629e-08
Position 492: 4.375203785678213e-08
Position 60: 4.284402124960527e-08
Position 181: 2.4953382755961508e-08
Position 518: 1.7948312503844863e-08
Position 470: 1.7086570164916664e-08
Position 525: 1.2789053717241341e-08
Position 481: 1.2124571013149811e-08
Position 419: 1.1665338877625545e-08
Position 550: 1.0114185829489135e-08
Position 486: 1.9981823529200325e-09
Position 241: 1.9276691622042984e-09
Position 443: 7.50075417638842e-10
Position 237: 5.138646965495133e-10
Position 190: 4.798797072169824e-10
Position 233: 1.2062264012807927e-11
Position 422: 6.275892305979024e-12
Position 66: 5.285127977664055e-12
Position 69: 2.0466612173858723e-12
Position 111: 5.28931277348525e-13
Position 72: 1.7775344319400113e-13
Position 123: 7.787916053903852e-14
Position 192: 7.627669332902579e-14
Position 231: 1.1604484837086108e-14
Position 79: 1.4644747531854258e-16
Position 52: 1.154554822831673e-16
