Gene = Las
Position 354: 1.3560321918604196e-05
Position 1138: 1.178654243288862e-05
Position 1399: 1.0730690966939998e-05
Position 327: 9.488350581247882e-06
Position 171: 8.814883509277133e-06
Position 1379: 7.308363512682917e-06
Position 1408: 6.4353669249731436e-06
Position 1663: 5.369314789467713e-06
Position 1612: 5.025483567121804e-06
Position 1582: 3.999638612329635e-06
Position 1570: 3.9639986279235885e-06
Position 363: 3.273602070902038e-06
Position 1275: 3.055383823077898e-06
Position 234: 2.0239408443588355e-06
Position 366: 1.8087513797263387e-06
Position 130: 1.7692698497680363e-06
Position 471: 1.7433691714831347e-06
Position 1302: 1.6248792145565291e-06
Position 453: 1.6158355497838366e-06
Position 1256: 1.3438254103895356e-06
Position 1560: 1.2676195065719092e-06
Position 474: 1.1676409785413924e-06
Position 1420: 7.754918164367412e-07
Position 339: 6.848618176992476e-07
Position 1658: 6.818723358320363e-07
Position 1652: 6.67547675087724e-07
Position 1472: 6.660899566727314e-07
Position 360: 6.522469819622927e-07
Position 1628: 4.820577796301116e-07
Position 1579: 4.462788698907946e-07
Position 243: 1.7621000005935013e-07
Position 993: 1.6438096060442072e-07
Position 781: 1.490368123304159e-07
Position 532: 4.22778138747567e-08
Position 246: 1.9320055096822554e-08
Position 498: 1.1942225932739964e-08
Position 1192: 3.3240531970163423e-09
Position 528: 3.1960929770755343e-09
Position 110: 1.6390914227257604e-09
Position 318: 1.324092803663347e-09
Position 447: 5.186160419041155e-10
