Gene = CIAPIN1
Position 1230: 1.2703941430254907e-07
Position 583: 8.069393097922183e-08
Position 404: 4.0918374634521986e-08
Position 291: 3.914533603900488e-08
Position 714: 2.8866456157637214e-08
Position 1334: 2.8062034007950123e-08
Position 683: 1.6501062757472713e-08
Position 296: 1.4126088528709161e-08
Position 555: 2.4837802156764932e-09
Position 877: 1.4679652684966907e-09
Position 329: 8.922838617930917e-10
Position 875: 7.855240126905782e-10
Position 1095: 4.69892400395367e-10
Position 485: 4.561237276409778e-10
Position 591: 4.442269501864354e-10
Position 1169: 3.9704082330603896e-11
Position 1149: 9.846300064761547e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 875: 0.969173131243284
Position 310: 0.7882407535126386
Position 1834: 0.17876556671362484
Position 1519: 0.1271942827972648
Position 2340: 0.11708794340884404
Position 1107: 0.05297267013493645
Position 329: 0.04483341378245433
Position 1129: 0.038061951169072475
Position 1882: 0.017987967067621843
Position 1324: 0.011295676990434208
Position 2124: 0.011185861398672786
Position 1672: 0.009238594944208466
Position 1907: 0.008693461736720861
Position 994: 0.008533323510816138
Position 1948: 0.007718881688327601
Position 1397: 0.007642951333753518
Position 1193: 0.00586604419349306
Position 2028: 0.005150297026974394
Position 1748: 0.004017356877483425
Position 1368: 0.0036095477178568797
Position 1726: 0.0035213012685856885
Position 2483: 0.003067410647929285
Position 1558: 0.0026676857354560905
Position 1959: 0.0015014518618079124
Position 1033: 0.0013674445850308194
Position 360: 0.0011819076680988302
Position 2407: 0.0010821137199745583
Position 446: 0.0010564649035655297
Position 522: 0.001056179396282009
Position 280: 0.0009821094317269971
Position 938: 0.0009760719448124758
Position 265: 0.0009172599604006364
Position 1114: 0.0008884938141151497
Position 2492: 0.0008561692753554067
Position 1494: 0.0007714206505763961
Position 1400: 0.0007658937219317218
Position 1295: 0.0006871898711164777
Position 502: 0.000632679795715903
Position 1612: 0.0006207815397524197
Position 1770: 0.0005457587934193409
Position 2088: 0.0005416414953289853
Position 2516: 0.0005198908950223128
Position 570: 0.00044669411092361917
Position 1995: 0.00041386452458013276
Position 371: 0.0004113216169359711
Position 1775: 0.0003778696271361785
Position 1300: 0.00031032029920925026
Position 291: 0.0001831805789478454
Position 567: 0.000171779936267802
Position 2448: 0.00016983836238728675
Position 2350: 0.00016931744632422125
Position 72: 0.00016536130047789418
Position 597: 0.00015926696749850755
Position 1709: 0.00014960684720391186
Position 765: 0.0001341390978191307
Position 456: 0.00013375700496856327
Position 547: 0.00010903278664425269
Position 633: 0.00010569344810979511
Position 100: 9.929703501393685e-05
Position 950: 9.391468059840246e-05
Position 2059: 9.042422412498425e-05
Position 1249: 8.747087788094596e-05
Position 636: 8.452019219184779e-05
Position 1042: 7.985885495016688e-05
Position 351: 7.39211355683876e-05
Position 459: 6.456192765020228e-05
Position 692: 5.790341909942559e-05
Position 602: 5.650188202465877e-05
Position 269: 5.2341677511565736e-05
Position 2383: 5.016169234213824e-05
Position 538: 4.7754971525410844e-05
Position 91: 4.094178979631781e-05
Position 1730: 3.8160405964599055e-05
Position 578: 3.0245117448000987e-05
Position 583: 2.6099005981654393e-05
Position 1888: 2.607565080716225e-05
Position 630: 2.06307077126869e-05
Position 1640: 1.4344830374354221e-05
Position 551: 1.425961185313306e-05
Position 663: 8.281998565869221e-06
Position 492: 8.062010515924283e-06
Position 465: 7.708043532694818e-06
Position 135: 5.501038765791118e-06
Position 1674: 3.339068092218368e-06
Position 277: 2.9515554692919354e-06
Position 1162: 2.6934449135410293e-06
Position 1260: 2.6024911031247185e-06
Position 615: 1.8711913536971761e-06
Position 660: 1.0488305203064156e-06
Position 519: 9.137425327165825e-07
Position 711: 3.477013458873121e-07
Position 705: 2.1303083651533681e-07
Position 947: 1.611615645440034e-07
Position 797: 1.1377353221239077e-07
Position 753: 8.91176555059733e-08
Position 151: 8.353269639420334e-08
Position 837: 7.77194440627484e-08
Position 652: 6.774027721826965e-08
Position 774: 6.15337307895664e-08
Position 534: 5.436547391872323e-08
Position 771: 3.68495671448497e-08
Position 404: 2.0627422953901177e-08
Position 273: 1.0959719243041736e-08
Position 63: 6.8843667446868734e-09
Position 169: 4.3705813973176705e-09
Position 226: 5.977220896819533e-10
Position 160: 8.060093692784612e-12
