Gene = ms(2)34Fe
Position 294: 5.400153562604246e-05
Position 4448: 5.332551699750695e-05
Position 2726: 5.102553354998052e-05
Position 3353: 4.9938090779468105e-05
Position 4866: 4.943597481847087e-05
Position 1123: 4.8937001946416745e-05
Position 1590: 4.6780445936016896e-05
Position 1375: 4.583325919788452e-05
Position 1635: 4.5626344901377376e-05
Position 3063: 4.0986450651712985e-05
Position 2517: 3.9757999687357315e-05
Position 1407: 3.816051791217699e-05
Position 3157: 3.7705836435510405e-05
Position 930: 3.669199961673459e-05
Position 1666: 3.482331105866268e-05
Position 1502: 3.300760188833813e-05
Position 529: 3.215800636741393e-05
Position 2643: 3.160203447288279e-05
Position 2396: 3.159712293266968e-05
Position 1264: 3.1513293170483646e-05
Position 213: 2.8132267251638955e-05
Position 2925: 2.793204019045281e-05
Position 312: 2.7662254421321427e-05
Position 2825: 2.7573493695141644e-05
Position 2046: 2.7135064107231534e-05
Position 1131: 2.1588838879454343e-05
Position 2887: 2.0097905338877506e-05
Position 4778: 1.803452976369644e-05
Position 875: 1.6486732227165048e-05
Position 2766: 1.576894609656029e-05
Position 2064: 1.3258571525385929e-05
Position 2768: 1.2884840348923154e-05
Position 2287: 1.1862053189001978e-05
Position 406: 1.184883841713227e-05
Position 194: 1.1301393862012565e-05
Position 2739: 1.1045597732036876e-05
Position 1087: 1.1044272865706873e-05
Position 2044: 1.0675321498558685e-05
Position 2351: 9.079147078584149e-06
Position 2186: 9.075393336609779e-06
Position 3829: 9.054233354832324e-06
Position 669: 8.955874119447545e-06
Position 5157: 8.159100245560287e-06
Position 3030: 7.694403465470187e-06
Position 334: 5.418269756807981e-06
Position 1612: 5.1641243685519814e-06
Position 163: 4.989963821861782e-06
Position 238: 4.7964754990035684e-06
Position 2911: 4.7885183855963485e-06
Position 44: 4.18467793498559e-06
Position 5023: 3.5957636017564436e-06
Position 174: 3.29924719326554e-06
Position 5048: 3.06873924655476e-06
Position 1167: 2.9895299213428602e-06
Position 104: 2.9729150227158263e-06
Position 623: 2.530659625574798e-06
Position 1735: 2.480303387012051e-06
Position 98: 2.2463525839452535e-06
Position 2977: 1.9653574062287892e-06
Position 627: 1.7219534921433826e-06
Position 101: 1.6644897976483574e-06
Position 547: 1.4426697951169723e-06
Position 2611: 1.3398107284736117e-06
Position 5186: 1.220259769980255e-06
Position 362: 1.1681259659700157e-06
Position 4948: 1.1474292208308952e-06
Position 258: 8.350713986614251e-07
Position 617: 7.738391304606891e-07
Position 178: 6.661960963732959e-07
Position 158: 5.84179741319459e-07
Position 408: 4.541479749929149e-07
Position 892: 3.8486366676021655e-07
Position 5220: 3.814497662916962e-07
Position 206: 2.565986026054193e-07
Position 4940: 2.2604784472807167e-07
Position 5280: 1.1995562414305095e-07
Position 1450: 1.1493973652746027e-07
Position 762: 1.1369230400900614e-07
Position 4620: 9.452556599788317e-08
Position 217: 8.762339199739443e-08
Position 1473: 6.93142974456431e-08
Position 1296: 4.3638764900130665e-08
Position 384: 3.002802262771221e-08
Position 4870: 1.5445546966350292e-08
Position 1795: 1.1213072969011618e-08
Position 2747: 7.296751942766614e-09
Position 741: 5.373766093430412e-09
Position 2691: 3.720238495263331e-09
Position 62: 1.1822784734214773e-09
Position 5169: 3.256586399319006e-10
Position 1281: 2.1071941380061758e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4982: 0.9984102483657843
Position 741: 0.9938679897234304
Position 1908: 0.9236343879175956
Position 4548: 0.9154324127293668
Position 4814: 0.9032331925656988
Position 345: 0.8622159136847489
Position 2719: 0.7821723531545555
Position 4333: 0.36263607450245994
Position 3829: 0.3590613758860073
Position 1635: 0.3361287105820616
Position 3638: 0.10872376218758727
Position 1580: 0.09632256283027132
Position 4086: 0.08678205294827485
Position 3754: 0.0804217404083215
Position 2785: 0.06316988892906457
Position 3849: 0.06092402420107923
Position 1919: 0.06070002300738296
Position 3877: 0.055504993272621636
Position 5205: 0.05259520163625329
Position 401: 0.05207909206820365
Position 2722: 0.04259041867363772
Position 3214: 0.039811487274620895
Position 4471: 0.03727082199873902
Position 1782: 0.030395542189332422
Position 497: 0.027951339618712163
Position 1757: 0.02394843519799631
Position 3757: 0.023286058554692866
Position 3193: 0.019147067605729855
Position 2243: 0.018911192792179354
Position 4369: 0.01885016694173309
Position 4756: 0.01817016861908722
Position 3952: 0.01742336569509808
Position 3234: 0.015042709619096652
Position 1939: 0.013438153962900488
Position 3003: 0.012191702334171484
Position 1311: 0.011931821946303286
Position 369: 0.011491860313252134
Position 3969: 0.01146602152769849
Position 561: 0.009467388544133164
Position 4777: 0.00820879411273911
Position 3588: 0.008007342945353504
Position 565: 0.006933935020274231
Position 4099: 0.006809561501264573
Position 4411: 0.006728452881163489
Position 537: 0.006455218865261668
Position 3966: 0.006049358490075404
Position 527: 0.005693210553660377
Position 1500: 0.005518039880343732
Position 4060: 0.004815392110985084
Position 4436: 0.004663067320533584
Position 2515: 0.004632929555170836
Position 4071: 0.004041754471626044
Position 3198: 0.003985482904020842
Position 4645: 0.0034145735270737295
Position 3422: 0.0029541785457442237
Position 2824: 0.0026892454064809017
Position 3704: 0.0023245265897040472
Position 4202: 0.002316901810667414
Position 437: 0.002115096674250125
Position 892: 0.002111832118305996
Position 4302: 0.0020308216192027923
Position 3641: 0.0019587721499870056
Position 3938: 0.0018105981524028031
Position 2911: 0.001754240772854155
Position 424: 0.0016333276571022825
Position 5016: 0.0012082370460967842
Position 3556: 0.0011586905263182101
Position 3045: 0.0011353640876455918
Position 2423: 0.0010772197165510335
Position 3666: 0.0008790973156435461
Position 1795: 0.0008340379605163539
Position 581: 0.0007786292489649773
Position 2351: 0.0007764227357681606
Position 4438: 0.0007639850999372232
Position 2379: 0.0007524796647441243
Position 5387: 0.000730671244549368
Position 1036: 0.0007291231835913039
Position 4353: 0.0007104562844538607
Position 362: 0.0006673779235565351
Position 3151: 0.0006244442515336193
Position 2064: 0.0006125983341611714
Position 633: 0.000577676477624961
Position 1820: 0.0005639252151990412
Position 1712: 0.0005509125504903829
Position 2019: 0.0005415456566698264
Position 3681: 0.0004830552047174187
Position 4533: 0.0004693546991117438
Position 1413: 0.00045232386726556776
Position 5157: 0.0004437469806328703
Position 2096: 0.0004334944678174007
Position 1686: 0.000410310813499446
Position 4679: 0.0003852569624630098
Position 2567: 0.0003832801213999636
Position 3144: 0.0003818126520734993
Position 4504: 0.00036744448006394425
Position 2007: 0.0003100456159764293
Position 1590: 0.00027727260619999765
Position 1137: 0.0002676268255647295
Position 2459: 0.0002435389704684434
Position 3262: 0.0002402667267547507
Position 2521: 0.0002346659159256345
Position 5395: 0.0002145254072834625
Position 3523: 0.00020762763907335754
Position 2956: 0.00020222981874881994
Position 5232: 0.0001862748969456327
Position 1065: 0.0001813830394824664
Position 2925: 0.00016675499949117352
Position 1596: 0.00013952798805873397
Position 1455: 0.00011964923135850887
Position 708: 0.00011903601561920205
Position 2983: 0.00010713923639120161
Position 2851: 9.899772950751967e-05
Position 1458: 9.819511091912053e-05
Position 2950: 9.496609137535432e-05
Position 2090: 9.338789941493468e-05
Position 2229: 9.061063379264013e-05
Position 1695: 8.596662226620103e-05
Position 449: 7.644312406360627e-05
Position 3468: 7.59555820463758e-05
Position 2657: 7.262368211743744e-05
Position 1070: 7.141175815775631e-05
Position 5380: 7.078785094769927e-05
Position 1425: 6.434459071654594e-05
Position 2432: 6.026891907315074e-05
Position 589: 5.70259277074506e-05
Position 503: 5.613281090219641e-05
Position 3349: 5.565071380538863e-05
Position 4984: 5.500832621550713e-05
Position 4827: 5.432320992499483e-05
Position 1392: 5.2738378271694156e-05
Position 4767: 5.0194292378273936e-05
Position 3771: 4.719061343966646e-05
Position 1332: 4.4366234552481565e-05
Position 2270: 4.20087746399999e-05
Position 1002: 4.149446975265537e-05
Position 1212: 3.871852501811808e-05
Position 3157: 3.723800819328565e-05
Position 611: 3.604770195046715e-05
Position 1281: 3.547144098995212e-05
Position 3477: 3.3821494677393375e-05
Position 1375: 3.2823790718509916e-05
Position 2386: 3.2656068197491654e-05
Position 5220: 3.143726917515037e-05
Position 414: 2.8813122682320754e-05
Position 416: 2.680615406639794e-05
Position 1227: 2.5454978039157143e-05
Position 2093: 2.5104287435686e-05
Position 1387: 2.429591837715784e-05
Position 2357: 2.3984701704965505e-05
Position 2677: 2.145271343342259e-05
Position 5031: 2.1429534283099954e-05
Position 3124: 2.129409361409492e-05
Position 2787: 1.8595447254453204e-05
Position 2932: 1.717688595480135e-05
Position 1005: 1.6248352360215523e-05
Position 434: 1.5149971379634705e-05
Position 596: 1.3920529779721363e-05
Position 2194: 1.3140995593451352e-05
Position 2402: 1.2568334958794363e-05
Position 1960: 1.2158089234581602e-05
Position 2366: 1.1117379825781452e-05
Position 4951: 1.1012525600947323e-05
Position 2447: 1.0680260571687883e-05
Position 5325: 1.0651996746400678e-05
Position 1140: 1.0387939590196351e-05
Position 1982: 9.169497899141216e-06
Position 5028: 7.995404523618738e-06
Position 4676: 7.204362096978199e-06
Position 5341: 7.148464500661507e-06
Position 4866: 5.531683148499806e-06
Position 5268: 4.5635721532635136e-06
Position 2213: 4.299843453029247e-06
Position 2250: 3.756605300886376e-06
Position 91: 3.7491813404718635e-06
Position 1845: 3.0833979326182342e-06
Position 447: 3.027645232542021e-06
Position 5092: 2.8030273274102805e-06
Position 1536: 2.7500060775722146e-06
Position 945: 2.695431023639888e-06
Position 5334: 2.5808829875078343e-06
Position 915: 2.3777316872860273e-06
Position 5163: 2.142978414454843e-06
Position 3094: 2.1051979131206502e-06
Position 443: 2.0428839143176342e-06
Position 751: 2.028516646225073e-06
Position 1949: 1.3888475655610124e-06
Position 258: 1.3533711714482782e-06
Position 5147: 1.2625570118555312e-06
Position 174: 1.2527736586046306e-06
Position 1017: 1.2258786853339682e-06
Position 270: 1.2115948671055842e-06
Position 545: 1.1652998614938623e-06
Position 870: 1.126716120829419e-06
Position 2959: 1.113831896619452e-06
Position 234: 1.0657721280248887e-06
Position 948: 1.046558877021074e-06
Position 1100: 1.0031882049160888e-06
Position 5301: 7.963270741606925e-07
Position 3061: 6.550771721852351e-07
Position 5196: 6.368076448520388e-07
Position 5304: 5.635095182735153e-07
Position 918: 5.232107729292272e-07
Position 183: 4.3425689747299505e-07
Position 617: 2.679705558925443e-07
Position 5289: 2.6774765404964165e-07
Position 322: 2.1818700098776625e-07
Position 608: 1.5076769507603613e-07
Position 1104: 1.3549488242979328e-07
Position 194: 9.718908813017337e-08
Position 638: 7.956293191567955e-08
Position 651: 4.11254015943894e-08
Position 969: 3.630327125314794e-08
Position 238: 2.7036151533576623e-08
Position 158: 2.4337566878436396e-08
Position 641: 1.6275937532953246e-08
Position 282: 2.0200779216024757e-09
Position 1180: 8.743207103544722e-10
Position 659: 8.690332149638895e-10
Position 275: 8.400338727026338e-10
Position 677: 2.402940737272111e-10
Position 246: 2.1088000899541507e-10
Position 286: 1.0156412245851494e-10
Position 663: 8.886349574961812e-11
Position 924: 8.571217274123761e-11
Position 873: 1.276943966762679e-11
Position 294: 3.4198028877813393e-13
