Gene = Spindly
Position 64: 4.5081401219762125e-07
Position 246: 2.5698356525282195e-07
Position 812: 1.3564380777142147e-07
Position 1590: 3.587789845115965e-08
Position 627: 3.024105318522509e-08
Position 1634: 2.484550962910506e-08
Position 483: 5.7855095337189875e-09
Position 1592: 5.773547063415785e-09
Position 865: 1.6738869733810969e-09
Position 235: 1.4910175506261887e-09
Position 2439: 1.1486191937734346e-09
Position 1573: 1.2150231210543486e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.9938804636133098
Position 613: 0.9925656849912187
Position 1560: 0.9913094647047573
Position 1119: 0.8094742261117007
Position 1401: 0.5227938552298266
Position 1165: 0.01673541849175697
Position 2092: 0.016256241345765088
Position 1193: 0.014574792146042589
Position 2532: 0.008819562879687656
Position 1124: 0.008443346320879097
Position 2802: 0.008336574578087069
Position 2317: 0.005925863798813282
Position 463: 0.003559728921741599
Position 635: 0.00287476914768211
Position 1760: 0.0019472356174290726
Position 2836: 0.0018305715186262255
Position 2032: 0.0016473969279157765
Position 2035: 0.0013897012047950372
Position 1651: 0.0013603779314135427
Position 2056: 0.0010281049847108501
Position 1739: 0.0008676790446413454
Position 2198: 0.0007001386231759131
Position 874: 0.0003741509879013826
Position 1105: 0.0003634235183684
Position 822: 0.0003408160621601811
Position 1358: 0.0002972294847485203
Position 1981: 0.00029461015201123937
Position 2904: 0.00025652792678430733
Position 1930: 0.00019940985459431095
Position 1453: 0.0001899072518699531
Position 1354: 0.00018624837120377193
Position 1330: 0.00018487105459284598
Position 1196: 0.0001784221213090406
Position 1846: 0.00017807629626337575
Position 1313: 0.00014130179232428158
Position 1710: 0.0001386910315977388
Position 1922: 0.0001358855192151067
Position 2215: 0.00011023066899526537
Position 1450: 0.00010614143067331666
Position 1108: 9.704047512331717e-05
Position 2347: 9.365662535721084e-05
Position 1170: 9.208264929358541e-05
Position 2404: 9.061440393383536e-05
Position 2225: 8.743434939806726e-05
Position 853: 7.748081220738668e-05
Position 492: 7.678232898520415e-05
Position 2156: 7.513767703085227e-05
Position 2461: 7.284446981218594e-05
Position 2338: 6.434925672861218e-05
Position 2230: 6.076737447050368e-05
Position 416: 6.01350670821887e-05
Position 1642: 5.954523377678852e-05
Position 1041: 4.390339892193103e-05
Position 2439: 3.984641223427096e-05
Position 658: 2.9795420160014265e-05
Position 1630: 2.332690564038963e-05
Position 1859: 2.0048828774871476e-05
Position 2251: 1.6708093384373026e-05
Position 1715: 1.4392129338667513e-05
Position 1672: 1.4323809642372116e-05
Position 207: 1.3559206519164358e-05
Position 405: 9.6037531791474e-06
Position 1423: 9.373286873847382e-06
Position 1968: 8.251592159745253e-06
Position 673: 8.150095327553085e-06
Position 2370: 7.076648526308754e-06
Position 2072: 7.039006494846121e-06
Position 2324: 6.854125200593702e-06
Position 1429: 6.567562096772879e-06
Position 2233: 6.5435545071953535e-06
Position 1437: 5.516523609604796e-06
Position 1954: 5.253512206476576e-06
Position 1178: 5.054087782578467e-06
Position 1208: 4.401229615184938e-06
Position 1417: 4.388730297443426e-06
Position 2843: 4.190595052801497e-06
Position 1262: 3.789120773826762e-06
Position 62: 3.7780699156800253e-06
Position 390: 3.5879251547214823e-06
Position 1095: 3.085747778336756e-06
Position 904: 3.0450996833714948e-06
Position 1950: 2.3127395922577483e-06
Position 1862: 2.051547931872256e-06
Position 1362: 1.8178467096248375e-06
Position 888: 1.808016543836896e-06
Position 1675: 1.7939229449580786e-06
Position 1794: 1.7568745445704935e-06
Position 1907: 1.7206224694420106e-06
Position 1092: 1.528867563991453e-06
Position 694: 1.2990552097144878e-06
Position 960: 1.1155527085898887e-06
Position 946: 8.349723535473322e-07
Position 342: 7.554506961877975e-07
Position 569: 6.618648818893506e-07
Position 943: 6.43110322410381e-07
Position 264: 5.476707862843578e-07
Position 111: 4.987698366257648e-07
Position 1268: 4.715910923733502e-07
Position 114: 3.306389434371316e-07
Position 919: 3.2235362650756427e-07
Position 426: 2.767537010815525e-07
Position 507: 2.741418903286868e-07
Position 901: 2.2494415536940373e-07
Position 90: 1.964537761032956e-07
Position 975: 1.7167163153317374e-07
Position 688: 1.6042047106134296e-07
Position 227: 9.83570936124768e-08
Position 328: 9.308753808072416e-08
Position 1223: 8.664277711786285e-08
Position 893: 7.682348377006451e-08
Position 312: 6.70282153824344e-08
Position 372: 6.452101846439915e-08
Position 324: 5.8291475288716075e-08
Position 1012: 4.906244990024164e-08
Position 783: 4.339745529060836e-08
Position 547: 4.2428723606431495e-08
Position 1018: 4.101113084095674e-08
Position 1216: 3.973849226291859e-08
Position 1133: 3.94643596628833e-08
Position 294: 3.643462283482166e-08
Position 553: 2.9376828197860756e-08
Position 146: 2.5834073158146827e-08
Position 1486: 2.3958687753993286e-08
Position 985: 2.0309949790010615e-08
Position 164: 1.9203892945110085e-08
Position 927: 1.726542482429901e-08
Position 273: 1.656817821393077e-08
Position 367: 1.5153786200304455e-08
Position 718: 1.488369152422698e-08
Position 709: 1.0024219317059607e-08
Position 135: 9.189792437919355e-09
Position 304: 9.027210277365332e-09
Position 788: 8.788341006425734e-09
Position 1489: 8.715825879282879e-09
Position 711: 6.838580949855008e-09
Position 1898: 4.847344791859126e-09
Position 288: 4.66057993531325e-09
Position 84: 4.576260979394646e-09
Position 745: 4.4118682452126685e-09
Position 970: 4.2961291010563194e-09
Position 1798: 3.650390604347161e-09
Position 1465: 2.317733738836996e-09
Position 1573: 2.1791801254799128e-09
Position 306: 1.919973436845537e-09
Position 721: 1.8566308887959328e-09
Position 126: 1.532926231753491e-09
Position 480: 1.3929255462031925e-09
Position 549: 1.168016842320762e-09
Position 253: 1.0991479014066302e-09
Position 356: 1.0897101197492181e-09
Position 749: 1.0329357211483073e-09
Position 81: 9.55604981926337e-10
Position 1051: 8.825167939627059e-10
Position 231: 8.738445819566946e-10
Position 1026: 8.586241730080803e-10
Position 348: 7.510813193227819e-10
Position 501: 6.708265522295416e-10
Position 1527: 4.123687293868768e-10
Position 216: 2.3042587697256435e-10
Position 351: 1.720426673175543e-10
Position 276: 9.71973335080249e-11
Position 645: 8.94492721426623e-11
Position 156: 2.3176487787601832e-11
Position 121: 2.0733321247557318e-11
Position 128: 2.10068166022574e-12
Position 224: 4.142144108379179e-18
