Gene = fal
Position 3452: 9.709224785433082e-05
Position 3777: 8.731262584084439e-05
Position 3915: 8.442183073117708e-05
Position 2106: 8.325647669912217e-05
Position 2386: 8.196524385260566e-05
Position 4023: 7.773303408553733e-05
Position 3980: 7.763402859184918e-05
Position 1045: 7.723525478863088e-05
Position 3771: 7.259117197873493e-05
Position 2252: 6.247746419882214e-05
Position 3402: 5.868251380066766e-05
Position 1746: 5.7012715998103704e-05
Position 1829: 5.690380040091e-05
Position 2207: 5.6680004718579104e-05
Position 1222: 5.605712083694711e-05
Position 2225: 5.558359176923745e-05
Position 2258: 5.279623645075484e-05
Position 3829: 5.191690558208256e-05
Position 3811: 5.139446868175486e-05
Position 4172: 4.960114433383612e-05
Position 3135: 4.888336598411089e-05
Position 2889: 4.838645192721342e-05
Position 1555: 4.790132208685273e-05
Position 2153: 4.687033645332852e-05
Position 1538: 4.4986025066433256e-05
Position 3486: 4.1636677857285134e-05
Position 1758: 4.127054011494426e-05
Position 2108: 3.030391789301506e-05
Position 1946: 2.924914286590581e-05
Position 1088: 2.6998782511206495e-05
Position 1820: 2.6415187425093102e-05
Position 3477: 2.1669685417414576e-05
Position 550: 2.1369910993583414e-05
Position 354: 2.093148956826926e-05
Position 1282: 1.8714878317392403e-05
Position 3970: 1.8377728278238938e-05
Position 2509: 1.579988371261751e-05
Position 164: 1.4590765107621848e-05
Position 3284: 1.4233501431665647e-05
Position 320: 1.2991204344548181e-05
Position 2131: 1.2237730960459704e-05
Position 2180: 1.173887711275168e-05
Position 2507: 1.1703967166245215e-05
Position 92: 1.0922879307334993e-05
Position 1489: 9.19568539417797e-06
Position 3537: 8.562161050848532e-06
Position 3: 7.2756950613398875e-06
Position 3559: 5.8168667025454e-06
Position 3098: 5.227254606904387e-06
Position 98: 5.088789157227339e-06
Position 3543: 4.991004607596743e-06
Position 119: 4.800431612873868e-06
Position 2588: 4.605189429834429e-06
Position 2598: 3.579340292098826e-06
Position 1182: 2.87004774966404e-06
Position 129: 2.484606416457089e-06
Position 3051: 1.8356911502584509e-06
Position 2583: 1.7081038304424484e-06
Position 2754: 1.370024537665184e-06
Position 799: 1.199726171940942e-06
Position 269: 1.151887143599001e-06
Position 238: 9.73278176920597e-07
Position 212: 8.94887477041932e-07
Position 752: 7.712451291342479e-07
Position 312: 7.485424103472136e-07
Position 141: 7.463398224003743e-07
Position 719: 7.239879233066329e-07
Position 2682: 6.176913410409999e-07
Position 315: 3.7745856521673194e-07
Position 2977: 3.5434428990389234e-07
Position 218: 3.31975395491146e-07
Position 1149: 3.111999897880538e-07
Position 3373: 2.990101803558375e-07
Position 2923: 2.6140406923180014e-07
Position 1003: 2.51315998246285e-07
Position 963: 2.475938907156368e-07
Position 2801: 2.2423194946497164e-07
Position 3397: 1.52194003360624e-07
Position 2832: 9.279362035937177e-08
Position 2542: 9.19509815882361e-08
Position 3145: 8.998129461424844e-08
Position 659: 7.953139380772762e-08
Position 2979: 5.2350676231743224e-08
Position 3018: 4.203109780783732e-08
Position 776: 3.2704150665951135e-08
Position 668: 2.0207117688335866e-08
Position 1190: 1.7556522086506637e-08
Position 2793: 1.7346492480641855e-08
Position 737: 1.2636848554696652e-08
Position 2845: 7.977055636311684e-09
Position 2926: 6.468751017662121e-09
Position 2788: 2.154080726211695e-09
Position 1416: 8.095604795249141e-10
Position 3289: 1.1683385969614133e-10
Position 2942: 4.8923713454241233e-11
Position 2790: 9.662396866478735e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2712: 0.9985877208314279
Position 2954: 0.9796927480563354
Position 2481: 0.9644444112964515
Position 2048: 0.8270188657667804
Position 3713: 0.7247213824507378
Position 3886: 0.5004863793745163
Position 1583: 0.15092416256167865
Position 1301: 0.14533351260031036
Position 1786: 0.13105260018132245
Position 3543: 0.0893826469177662
Position 1578: 0.08654251416559923
Position 3397: 0.06363754778582972
Position 3540: 0.05868137540790297
Position 1337: 0.05818797860186506
Position 4023: 0.0478329623654484
Position 4140: 0.032003348889083974
Position 599: 0.02166163451288155
Position 868: 0.02002010391226081
Position 1061: 0.01863164161691764
Position 3251: 0.016501754632195276
Position 1671: 0.014341109027442081
Position 1717: 0.013889324227971737
Position 3402: 0.013616017499821836
Position 1395: 0.013097030394819001
Position 456: 0.01278539874063821
Position 1930: 0.0123377157976898
Position 4079: 0.011960828521266039
Position 776: 0.011102563035822993
Position 1538: 0.010753366089731911
Position 2562: 0.008496874637664676
Position 3443: 0.008083650393597389
Position 3522: 0.0074200125057558184
Position 1967: 0.006934732302324182
Position 2499: 0.006203159797049457
Position 3420: 0.005304986676174639
Position 758: 0.004889115161093978
Position 963: 0.004811361735562076
Position 3497: 0.004762603010636954
Position 1693: 0.0044003160922464
Position 1772: 0.0043007594094178776
Position 3685: 0.004178338257784324
Position 1134: 0.00367909175810198
Position 1970: 0.0034405114192613785
Position 1555: 0.003405275055112615
Position 944: 0.003383628650688614
Position 414: 0.0031441201720654286
Position 612: 0.0030669670796645023
Position 1593: 0.0028191628714458006
Position 2390: 0.002621095117944056
Position 3957: 0.0020039696164226243
Position 1349: 0.0019337032202633212
Position 1665: 0.0019227011419369808
Position 4088: 0.0018094198444402827
Position 3550: 0.0017886287673652735
Position 4259: 0.001561704292380517
Position 1246: 0.0015097724395649373
Position 668: 0.001422253681452432
Position 2137: 0.0013432224586914852
Position 1814: 0.0011087687319338041
Position 1197: 0.0011056333077530671
Position 3918: 0.0010039575935598918
Position 297: 0.0009494213370523639
Position 2724: 0.0008647409154284538
Position 1164: 0.0008212885578083886
Position 3717: 0.0007054229508108993
Position 1128: 0.0006945191042787229
Position 498: 0.0006186675972056472
Position 3452: 0.0005362815760884857
Position 712: 0.0005062521603762755
Position 2583: 0.0004990742651776822
Position 2164: 0.000448465560886681
Position 301: 0.0004471109989276048
Position 877: 0.00044158686936257753
Position 1249: 0.00043435862312544006
Position 3085: 0.00040499472712702444
Position 146: 0.0003772093499900873
Position 1468: 0.0003756322224273058
Position 4214: 0.00036400834205282343
Position 4151: 0.0003633521330536636
Position 495: 0.000356418477050888
Position 1429: 0.00033840160567315833
Position 2357: 0.00033362660482886636
Position 4171: 0.00033020982169216004
Position 928: 0.00032024032861427214
Position 1873: 0.00028993074890680087
Position 1141: 0.0002804013264802381
Position 976: 0.00026398325240567955
Position 377: 0.0002406754643162501
Position 2000: 0.00023748877036464344
Position 1481: 0.0002061240053079039
Position 2776: 0.00019634948838429005
Position 3011: 0.00019172875224081237
Position 2996: 0.0001905711848143252
Position 2960: 0.0001610080233182446
Position 659: 0.00015714107490233812
Position 1938: 0.00014564684030196926
Position 1170: 0.000131195327943305
Position 2360: 0.00013018983357859467
Position 2797: 0.0001237268263387549
Position 111: 0.0001180832738081781
Position 501: 0.00010278249890045199
Position 4261: 0.0001011167176396185
Position 3214: 9.00308617652798e-05
Position 2536: 8.188543745916384e-05
Position 127: 7.021584432798573e-05
Position 3282: 5.6712861789442286e-05
Position 2731: 5.5762616193822115e-05
Position 2146: 5.0549232721279855e-05
Position 365: 4.188926132670514e-05
Position 3350: 4.068399681831667e-05
Position 209: 4.042350517114802e-05
Position 2394: 3.8530398326214174e-05
Position 2428: 2.6303467488407295e-05
Position 992: 2.196174254688987e-05
Position 3980: 1.9896659176891718e-05
Position 4041: 1.917580187257999e-05
Position 3962: 1.9163579760503937e-05
Position 4187: 1.580037072792656e-05
Position 394: 1.510971429604544e-05
Position 1176: 1.1774377728819397e-05
Position 1070: 1.1713724765961405e-05
Position 3326: 1.0126399544166155e-05
Position 171: 9.490784458330917e-06
Position 385: 9.001370660343905e-06
Position 389: 6.6756543361702035e-06
Position 3743: 5.645768547141878e-06
Position 3720: 5.335685809215176e-06
Position 2770: 3.3604856587879504e-06
Position 909: 3.1491921917289824e-06
Position 564: 3.043412763117144e-06
Position 2742: 3.0072290083333993e-06
Position 1182: 2.7836674915731538e-06
Position 3065: 2.1889296500040087e-06
Position 719: 1.5176245008252528e-06
Position 362: 1.2047880493199295e-06
Position 2911: 8.442854993814517e-07
Position 3197: 7.816392404807484e-07
Position 309: 6.828150754374675e-07
Position 577: 3.8559590008017925e-07
Position 2714: 3.1878388588655456e-07
Position 53: 1.4946987172293273e-07
Position 181: 1.3129028937944815e-07
Position 880: 8.671495598746664e-09
Position 238: 6.911675840171834e-09
Position 601: 1.990648579532781e-10
Position 569: 1.6340096991808283e-10
Position 539: 1.5734767152328486e-10
