Gene = Pdxk
Position 1299: 2.470840514512082e-06
Position 600: 2.3109662576271337e-06
Position 899: 2.2329065086965712e-06
Position 605: 2.007760535219358e-06
Position 1079: 1.8761226527958276e-06
Position 813: 1.7229645562547532e-06
Position 313: 1.3180377173996827e-06
Position 1536: 1.1567087698518795e-06
Position 1576: 6.927819641697928e-07
Position 486: 1.8132992246521628e-07
Position 878: 4.163878928384969e-08
Position 534: 9.141556740128754e-09
Position 1110: 3.398219641809234e-09
Position 542: 1.5798269981135979e-09
Position 560: 6.717119987770437e-10
Position 565: 7.188785504873669e-11
Position 1265: 1.0863082280423484e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 692: 0.9803069566867563
Position 526: 0.859846337336213
Position 280: 0.10749765800045563
Position 1206: 0.03434487694903827
Position 1098: 0.02727274556930796
Position 1141: 0.017298837227183228
Position 679: 0.016438760130342074
Position 1516: 0.006607456115670742
Position 1254: 0.002952090974158399
Position 871: 0.00229694805125865
Position 956: 0.00213349065241462
Position 1562: 0.001971333558194967
Position 1059: 0.001666061439994379
Position 1261: 0.0015792778169322237
Position 787: 0.0014874412711522907
Position 1056: 0.0014091164815955132
Position 706: 0.0012964842184369687
Position 1703: 0.0012288600781668532
Position 1530: 0.0010677832999717101
Position 1027: 0.0009815757706263866
Position 1105: 0.000947221938317694
Position 889: 0.0008639822846347939
Position 289: 0.0007923940981202637
Position 476: 0.0007719234740797949
Position 565: 0.0007705401966545942
Position 1138: 0.0005902031080162058
Position 886: 0.00039198377052675567
Position 961: 0.0003311339464489812
Position 926: 0.00028689774109963873
Position 486: 0.00022335145903368007
Position 179: 0.0002085299193415197
Position 1433: 0.00018794120275766754
Position 1598: 0.00016621117417593372
Position 1102: 0.00014002384596154677
Position 345: 0.00013913705163194723
Position 330: 0.00011533769744440961
Position 156: 8.970420102288163e-05
Position 246: 7.650078799111762e-05
Position 1657: 6.865008473975009e-05
Position 401: 6.407801067986147e-05
Position 1322: 5.8666767959464586e-05
Position 1039: 4.727413508025235e-05
Position 1521: 4.542542320538866e-05
Position 183: 4.108219470384106e-05
Position 455: 3.498778177408418e-05
Position 1369: 3.382240796774713e-05
Position 1602: 2.9485012053360104e-05
Position 976: 2.814285279459187e-05
Position 1240: 2.8099744211434635e-05
Position 86: 1.9283481094238647e-05
Position 348: 1.217161925775132e-05
Position 360: 8.013519535513974e-06
Position 987: 6.3407260709385905e-06
Position 1273: 5.882578754083392e-06
Position 186: 5.827966748469007e-06
Position 193: 5.827134237005781e-06
Position 1072: 5.051956054777463e-06
Position 199: 4.371063109793967e-06
Position 1150: 3.5922231226080412e-06
Position 1339: 3.4219954633898763e-06
Position 724: 3.357763777471627e-06
Position 808: 3.220036939181839e-06
Position 715: 3.055844115772495e-06
Position 979: 3.033752989183318e-06
Position 434: 2.9306776368178344e-06
Position 589: 2.880589541051092e-06
Position 383: 2.830229879219601e-06
Position 1219: 2.7384202286677504e-06
Position 197: 2.6780457001963242e-06
Position 1215: 2.2045639003984125e-06
Position 342: 2.0594800570517926e-06
Position 1641: 1.561336357291889e-06
Position 619: 9.01107565005231e-07
Position 202: 8.217478601042377e-07
Position 55: 3.686409368786867e-07
Position 206: 3.471448887305075e-07
Position 598: 1.1422638211895135e-07
Position 403: 4.567635078757832e-08
Position 805: 1.6825444779525205e-08
Position 817: 7.458127000416049e-09
Position 913: 2.296623792838072e-10
Position 626: 1.9537653213689613e-10
Position 718: 8.677095925737378e-11
