Gene = eIF3l
Position 543: 6.157913690998541e-07
Position 2301: 2.0826479213768685e-07
Position 1989: 1.278020517972629e-07
Position 1977: 9.088058978289407e-08
Position 1426: 8.825180709346865e-08
Position 2504: 6.316280302102072e-08
Position 37: 3.6778194521220516e-08
Position 2558: 2.550078746540574e-08
Position 1017: 1.653267698769758e-08
Position 1191: 8.760970147077014e-09
Position 79: 7.340289558053289e-09
Position 821: 6.917551124767648e-09
Position 1163: 5.613634815782186e-09
Position 1546: 3.3608130939743237e-09
Position 72: 1.1394468185883194e-09
Position 1618: 4.3300569405454e-11
Position 2089: 1.497283411325422e-11
Position 2013: 1.3601904627507913e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2411: 0.9893444698712944
Position 1379: 0.9832961787311514
Position 846: 0.9486897146764005
Position 523: 0.042701537389018794
Position 480: 0.02853865813418053
Position 1026: 0.009031008502019298
Position 535: 0.005697894209708223
Position 2178: 0.005542723235134596
Position 1812: 0.004548705477799455
Position 1920: 0.004157011706986175
Position 765: 0.003555256427660452
Position 284: 0.0030844894501457203
Position 263: 0.0019931406509983863
Position 2280: 0.0017455986333267445
Position 588: 0.001732854588508101
Position 1122: 0.0014831791924795172
Position 2234: 0.0012722698403525847
Position 1581: 0.0011738691071124547
Position 2118: 0.001097212519529352
Position 295: 0.0010915107494663958
Position 1236: 0.0010260317238343735
Position 2062: 0.0009300468832094243
Position 778: 0.000916817343087384
Position 305: 0.0008901217782668172
Position 966: 0.0008735727394858791
Position 378: 0.0008735034981361615
Position 821: 0.0008611079689706984
Position 608: 0.0007195631477322366
Position 503: 0.0005605753910395311
Position 2448: 0.0004856195523166288
Position 1050: 0.0004855248182567683
Position 1869: 0.00047590022828821073
Position 2531: 0.00035766129828187284
Position 1824: 0.0003369306616828942
Position 1647: 0.0003284526621801536
Position 1170: 0.0003059160622777488
Position 1179: 0.00027070582727524683
Position 745: 0.0002196949602513493
Position 1031: 0.00018444928344385722
Position 1866: 0.000167123236267349
Position 2068: 0.00016378596742179356
Position 2547: 0.00016234325525386577
Position 1686: 0.0001561510238989085
Position 1074: 0.00012689725686371235
Position 2299: 0.00011575032492415904
Position 1404: 0.00010206491777880002
Position 1983: 8.909334770479736e-05
Position 1989: 8.544356121041649e-05
Position 1243: 8.345538518226551e-05
Position 1011: 6.2885361759184e-05
Position 2112: 6.246746746927306e-05
Position 1090: 5.530450406280327e-05
Position 1506: 5.16130469565232e-05
Position 614: 4.6967757316622214e-05
Position 1068: 4.466056390042974e-05
Position 1944: 4.398217247993373e-05
Position 1101: 4.2303424878313547e-05
Position 2459: 3.5575468534431844e-05
Position 1436: 2.48502933968518e-05
Position 1345: 2.1714205386872622e-05
Position 1503: 1.9765803404615294e-05
Position 2641: 1.5677070154527636e-05
Position 877: 1.415799604031911e-05
Position 314: 1.3826241258788044e-05
Position 1656: 1.249721712477139e-05
Position 2504: 1.1776828078085603e-05
Position 1071: 9.999006324793828e-06
Position 2013: 9.508962839174095e-06
Position 1308: 9.488457460686434e-06
Position 704: 9.43683425357171e-06
Position 1683: 8.184578327038848e-06
Position 687: 6.575636504286919e-06
Position 1509: 6.453170314553463e-06
Position 1065: 6.150335670719917e-06
Position 652: 4.168065003583731e-06
Position 1875: 3.7990154627228007e-06
Position 1125: 3.7828150873661565e-06
Position 1878: 3.396042953708555e-06
Position 151: 1.8994050591529219e-06
Position 565: 9.434151193592494e-07
Position 439: 5.291341994585912e-07
Position 658: 4.436752895072467e-08
Position 553: 4.214611109617292e-08
Position 103: 2.6573421007139887e-08
Position 146: 1.3237425173285707e-08
Position 788: 1.265957216743126e-08
Position 155: 9.959444123275191e-10
Position 121: 5.338644513112436e-10
Position 91: 1.4030636121343676e-10
Position 93: 1.0285061915860481e-10
Position 550: 1.2449748136515602e-11
Position 159: 5.148424655138661e-12
Position 537: 1.129372801526019e-12
