Gene = RhoGAP71E
Position 3195: 0.0004983927398248678
Position 2543: 0.00047923734394334823
Position 5158: 0.0004636774239340342
Position 2197: 0.0004473725988973432
Position 12553: 0.00040887542010008455
Position 809: 0.0004026400922404
Position 12561: 0.00037765423838975124
Position 8568: 0.0003612971172291751
Position 15254: 0.0003319540676043288
Position 11989: 0.0002591035481452602
Position 12563: 0.0002511009508494496
Position 5151: 0.0002254416728019466
Position 1914: 0.00019959344118627238
Position 462: 0.00018234423986118964
Position 8530: 0.00017351951111258096
Position 12281: 0.00016717970757855184
Position 12702: 0.00015719431283709744
Position 6645: 0.00015284079218515545
Position 15224: 0.00013929099242567574
Position 12537: 0.0001242429830335336
Position 12565: 0.00011321243709435343
Position 11965: 0.00010798723484255756
Position 12034: 0.0001030967881342226
Position 532: 9.693219529115816e-05
Position 12567: 9.174072035672101e-05
Position 142: 9.00794714670668e-05
Position 2844: 8.567356932291785e-05
Position 783: 8.454920310269449e-05
Position 12569: 8.228812502993712e-05
Position 12048: 7.500032057375918e-05
Position 12301: 7.494639207897623e-05
Position 339: 7.356931576445678e-05
Position 11762: 6.805925961362073e-05
Position 12440: 6.677788015803147e-05
Position 13899: 5.339820314912285e-05
Position 423: 5.328368579396334e-05
Position 4886: 4.946736770628376e-05
Position 971: 4.9189002830977544e-05
Position 14057: 4.886609182923991e-05
Position 13747: 4.5430960262723074e-05
Position 13710: 4.312703450295111e-05
Position 11751: 4.262675571329129e-05
Position 15068: 4.00031795706104e-05
Position 12016: 3.994222326787697e-05
Position 524: 2.2922788897261463e-05
Position 11947: 2.2547270347670367e-05
Position 342: 2.1340949117375248e-05
Position 12588: 2.130411241746181e-05
Position 15564: 2.1277387908147423e-05
Position 37: 2.064294079406908e-05
Position 12308: 1.9395899049551294e-05
Position 13060: 1.7102933172599354e-05
Position 12453: 1.5456118700502192e-05
Position 15040: 1.511843251010671e-05
Position 1000: 1.4736317251680478e-05
Position 12705: 1.3585725088418196e-05
Position 1362: 1.2853999505605123e-05
Position 14840: 1.157440551241289e-05
Position 11982: 9.946994865875495e-06
Position 3567: 9.901644317001415e-06
Position 12242: 9.88427155550488e-06
Position 289: 9.39102606131661e-06
Position 1524: 9.3652270255176e-06
Position 196: 9.007728354941794e-06
Position 13393: 8.573548421678104e-06
Position 2867: 7.4699140698807164e-06
Position 12493: 6.970195778413279e-06
Position 891: 6.4711921742101054e-06
Position 124: 6.161891131706935e-06
Position 13179: 4.826125723568885e-06
Position 5697: 4.598643270509899e-06
Position 828: 4.486851107553503e-06
Position 13722: 4.324147495950899e-06
Position 12573: 3.851050557610788e-06
Position 14249: 3.827037495392405e-06
Position 2620: 3.824473230711214e-06
Position 13915: 3.6888389523304902e-06
Position 12424: 3.6479265237838197e-06
Position 14690: 3.4229363963780653e-06
Position 1440: 3.296472418394506e-06
Position 12685: 3.249872028964932e-06
Position 14301: 3.2201947803929227e-06
Position 12037: 3.1361370210402403e-06
Position 678: 2.9110295055138508e-06
Position 11743: 2.8590699862566227e-06
Position 13692: 2.759154555719984e-06
Position 12171: 2.396649690596871e-06
Position 15613: 2.3840379618278416e-06
Position 12858: 2.161865273714437e-06
Position 11915: 2.08376990529667e-06
Position 13102: 2.045425625444109e-06
Position 15437: 2.035703221554747e-06
Position 1263: 1.7696007542719149e-06
Position 1627: 1.4675401604644526e-06
Position 12571: 1.4566036573436364e-06
Position 13256: 1.4310939665158383e-06
Position 13643: 1.3782700860225193e-06
Position 1018: 1.3379410005294903e-06
Position 13715: 1.1864212143015605e-06
Position 11902: 1.1795372095342007e-06
Position 979: 1.001161489218411e-06
Position 12617: 9.890168347159917e-07
Position 1029: 8.549623233220096e-07
Position 11710: 8.538497396718763e-07
Position 1894: 7.65225101121741e-07
Position 1002: 6.607090605916399e-07
Position 811: 6.580767942493366e-07
Position 985: 6.443388374332747e-07
Position 245: 6.342108866052052e-07
Position 11863: 6.13175110765634e-07
Position 13973: 5.20616887400858e-07
Position 1229: 4.18396286255518e-07
Position 865: 3.518572199162181e-07
Position 12159: 3.4008462037310466e-07
Position 26: 3.181587354351152e-07
Position 1189: 3.1255251409329426e-07
Position 12082: 2.587344798992947e-07
Position 159: 2.3319377845219204e-07
Position 1254: 2.2097102930824426e-07
Position 12258: 1.9219729450418288e-07
Position 11677: 1.7208079442933142e-07
Position 1852: 1.6112139750368284e-07
Position 12051: 1.1203000177316946e-07
Position 12223: 1.0965614981236991e-07
Position 15291: 1.0546952821165195e-07
Position 1989: 9.966249731186852e-08
Position 1495: 7.205965399964471e-08
Position 11693: 6.40922931734949e-08
Position 2550: 1.2838368144759011e-08
Position 12410: 5.538071320264688e-09
Position 15287: 7.687788005602609e-10
Position 536: 4.971729091694904e-10
Position 519: 2.8043697488708967e-10
Position 709: 2.465558430423749e-10
Position 2103: 3.1605158531183166e-11
Position 13078: 2.6285358339255426e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11827: 0.9977051011647199
Position 11555: 0.9975831054925944
Position 12372: 0.8718494653635186
Position 19383: 0.3962293473796415
Position 519: 0.18827031979053935
Position 18754: 0.15899203531241293
Position 12606: 0.11650411704173262
Position 20134: 0.09574741501000227
Position 17798: 0.0799919609594801
Position 12774: 0.07699024975795037
Position 966: 0.0662000715619567
Position 1694: 0.05497718096940196
Position 12198: 0.04756044387398285
Position 10085: 0.03809709680488983
Position 18731: 0.029064735755183525
Position 15320: 0.02841307462041376
Position 19314: 0.023309831314507146
Position 15141: 0.02085765759257555
Position 17823: 0.02083512919384317
Position 6082: 0.017965475277920834
Position 19715: 0.01719805542890366
Position 498: 0.01600782521511502
Position 19447: 0.015149798898883748
Position 19142: 0.014440101829126124
Position 19521: 0.014137274223043792
Position 13804: 0.012788641470611126
Position 476: 0.012192567568495037
Position 19230: 0.011852115194154609
Position 17587: 0.01080268214026068
Position 933: 0.010766585824649899
Position 12680: 0.008706404065883539
Position 462: 0.008090325080608692
Position 19034: 0.00789862869901977
Position 17940: 0.007543997752574033
Position 18595: 0.007416936398137732
Position 7805: 0.007361044969537872
Position 798: 0.00724739395825757
Position 18571: 0.0070623780556208875
Position 16196: 0.006672737060225279
Position 4418: 0.006423598392867604
Position 12296: 0.006190176414324439
Position 13163: 0.006109552788739429
Position 8407: 0.006019097096929889
Position 124: 0.005887530885924242
Position 15144: 0.005798821295704419
Position 18707: 0.005529793531596517
Position 19879: 0.0054838168832695485
Position 648: 0.004906288129556349
Position 12301: 0.004168537778817206
Position 6350: 0.003955946622461515
Position 12125: 0.0037804600443668234
Position 1016: 0.003744518892711292
Position 19471: 0.003616745920433096
Position 16532: 0.0035273055230339774
Position 17053: 0.003211313517929929
Position 18786: 0.0031820350023812464
Position 19395: 0.0029616744505579144
Position 6380: 0.0029137425500599186
Position 695: 0.002735209716452179
Position 18498: 0.0024834823624382938
Position 19008: 0.002385714235232609
Position 12239: 0.002363677690752599
Position 12817: 0.002110893198387759
Position 13166: 0.0020574274643659833
Position 13127: 0.0020207701391994006
Position 19774: 0.00200931822991766
Position 3396: 0.0019535544152224763
Position 11848: 0.001937859816263743
Position 6595: 0.001847534659223001
Position 14044: 0.001806822233615543
Position 15440: 0.001709601251453276
Position 19108: 0.001638407369390798
Position 1067: 0.0015947068423761714
Position 2918: 0.0015848072037831166
Position 888: 0.0015720965791786092
Position 543: 0.0014725274655391744
Position 18929: 0.0014292805150220589
Position 18986: 0.0014160499275714072
Position 4941: 0.0013967895800228725
Position 16976: 0.0013640374957601827
Position 18484: 0.0013062087467953145
Position 5318: 0.0012963710059848569
Position 12254: 0.0012892791688428283
Position 7407: 0.0012639062832991653
Position 3314: 0.0012387349471019507
Position 6286: 0.0011601382332409981
Position 3620: 0.0011493836133142643
Position 524: 0.0011114411120587498
Position 17883: 0.001044601333745457
Position 6428: 0.0010392044552890705
Position 14416: 0.0010388447569870903
Position 1360: 0.0010355744600135165
Position 20102: 0.001024734276244483
Position 11586: 0.0009997069397620726
Position 13265: 0.0009217410551219982
Position 9407: 0.0008804738842757127
Position 12637: 0.0008751223216731123
Position 16653: 0.0008316629532935924
Position 6875: 0.0008296455479007151
Position 11477: 0.0008094266029761148
Position 3096: 0.0007723356876869203
Position 1267: 0.0007645702973265232
Position 17261: 0.0006923903542832736
Position 1673: 0.0006915794131491572
Position 601: 0.000659214077132545
Position 18865: 0.0006013159231268358
Position 1564: 0.0006009572459602238
Position 5081: 0.0005842986625843565
Position 635: 0.000574481384472278
Position 6046: 0.0005444224455822148
Position 17919: 0.0005223434908200775
Position 17839: 0.0005184931614309579
Position 15975: 0.0005138729304147189
Position 1942: 0.0004874151538930647
Position 17164: 0.00047762677196235925
Position 2830: 0.00046216247379840964
Position 18535: 0.00042981133319485115
Position 3084: 0.0004189815301823665
Position 12314: 0.0004175890726436651
Position 12104: 0.00041210703990473733
Position 822: 0.00040209021774677614
Position 18464: 0.0003948361600757824
Position 13433: 0.00038087612395866976
Position 14086: 0.0003670333805531929
Position 6750: 0.00032391497713744286
Position 13124: 0.00031808627819680503
Position 2681: 0.00029477196911285375
Position 1311: 0.00029439050277111067
Position 13097: 0.0002930493425943378
Position 17705: 0.0002924290923997722
Position 2813: 0.00029215035341488625
Position 13739: 0.0002894287244521862
Position 13525: 0.0002852814386822436
Position 652: 0.0002701453048649947
Position 15328: 0.0002574016487283485
Position 2764: 0.00025477120137348293
Position 14249: 0.0002522559944386389
Position 15331: 0.0002471126487758028
Position 8249: 0.00023666991974621962
Position 12782: 0.00023424757399185566
Position 11839: 0.00023322661481355738
Position 2195: 0.00023302220741008788
Position 2472: 0.00022879302916793698
Position 14184: 0.00022656964506146974
Position 4385: 0.0002114770317123469
Position 12202: 0.00020956897166449418
Position 2775: 0.0002019558904700409
Position 15753: 0.00020122654405215209
Position 13480: 0.0001958638704908321
Position 16096: 0.0001910812601286291
Position 17083: 0.00018752522387057092
Position 4828: 0.00017768384921570555
Position 13169: 0.000166994528405677
Position 13483: 0.00015983867402029027
Position 10816: 0.0001586282640258529
Position 11530: 0.0001548340373040689
Position 1910: 0.0001493594191157029
Position 5296: 0.0001458733696957529
Position 12478: 0.0001391191313889964
Position 716: 0.00013770135226905637
Position 12903: 0.00013239715922689962
Position 12171: 0.00012165191195934112
Position 12702: 0.00011759580854268929
Position 4472: 0.00011680944351109696
Position 1483: 0.0001146951433889596
Position 2936: 0.00011364317038822077
Position 1777: 0.0001109189279726766
Position 6804: 0.00011014193520710769
Position 16536: 0.00010943383833692766
Position 11501: 0.00010564138820032377
Position 703: 0.0001029598418090754
Position 763: 0.00010171062428045073
Position 15475: 9.84998890309372e-05
Position 15651: 9.31742651919508e-05
Position 13492: 9.134796061243127e-05
Position 12785: 8.745885246329626e-05
Position 12579: 8.508071449291856e-05
Position 13784: 8.500954546047923e-05
Position 189: 8.047104480017627e-05
Position 14274: 7.307150838466475e-05
Position 176: 7.15526774091873e-05
Position 13442: 6.889684128624869e-05
Position 13294: 6.769109165414108e-05
Position 17115: 6.480792521861635e-05
Position 12109: 6.458207263189618e-05
Position 16508: 6.0377630734113e-05
Position 11921: 5.657213977405477e-05
Position 12699: 5.46528100629556e-05
Position 14793: 5.065459664291125e-05
Position 2277: 4.5604709227843886e-05
Position 13139: 4.296018057494632e-05
Position 12398: 4.264651444960612e-05
Position 12649: 4.251016779856778e-05
Position 14526: 4.168850614461713e-05
Position 2062: 4.087125987922431e-05
Position 15791: 3.896701049828748e-05
Position 1041: 3.713547711180614e-05
Position 15034: 3.3827446080080656e-05
Position 15546: 3.108883536578382e-05
Position 13277: 2.4715980275279518e-05
Position 14426: 2.08409449231803e-05
Position 16200: 2.070503698443005e-05
Position 10952: 1.8926035079582436e-05
Position 11863: 1.78480781842975e-05
Position 15163: 1.7561283780146487e-05
Position 12129: 1.6959833562715144e-05
Position 10438: 1.3192381012328186e-05
Position 142: 1.1472740520557178e-05
Position 12841: 1.1249360615919721e-05
Position 13331: 1.1026340760388982e-05
Position 15812: 1.0564566617959416e-05
Position 10713: 1.0017680275806683e-05
Position 13718: 9.43768016640507e-06
Position 13746: 9.079409010930318e-06
Position 14962: 8.737583618509346e-06
Position 12395: 7.229202507252189e-06
Position 206: 7.05848415324568e-06
Position 9278: 6.3846594396861975e-06
Position 1233: 6.20948609590866e-06
Position 13250: 5.124405154693315e-06
Position 6604: 4.811579832400076e-06
Position 1393: 4.520411724786677e-06
Position 13509: 4.50662995628865e-06
Position 15084: 4.493327016508835e-06
Position 12959: 4.453597781523207e-06
Position 1111: 4.246701483180436e-06
Position 260: 4.233444029327163e-06
Position 11935: 4.1184068485318135e-06
Position 12389: 3.982000528047245e-06
Position 2856: 3.626107539693817e-06
Position 9866: 3.4215850698929992e-06
Position 14894: 3.279608350953418e-06
Position 12468: 3.235759020541208e-06
Position 9363: 3.19982921021266e-06
Position 3147: 2.980125240624784e-06
Position 12823: 2.637197733756518e-06
Position 1720: 2.633911124667981e-06
Position 13025: 2.465541682039454e-06
Position 13710: 2.426091077075852e-06
Position 4913: 2.2767153786859097e-06
Position 13655: 2.216338961891775e-06
Position 362: 2.0451417290404685e-06
Position 945: 1.8757801196596626e-06
Position 265: 1.7947780520779814e-06
Position 10169: 1.727989857013525e-06
Position 1316: 1.7249355456844152e-06
Position 210: 1.5731734998797557e-06
Position 289: 1.5329520281292102e-06
Position 948: 1.4084172689637879e-06
Position 2965: 1.378505055073786e-06
Position 6532: 1.3472395470367491e-06
Position 336: 1.3181496184511974e-06
Position 656: 1.2871065919468317e-06
Position 13453: 1.2173664007449721e-06
Position 567: 1.1060008679543564e-06
Position 12410: 1.0363073499430414e-06
Position 1029: 9.724948208627042e-07
Position 2005: 8.559098915146575e-07
Position 891: 8.215296900137831e-07
Position 257: 7.864178641380765e-07
Position 1274: 7.372250788383435e-07
Position 2962: 7.13969350865091e-07
Position 12642: 6.714966348175121e-07
Position 13073: 6.519399107349399e-07
Position 273: 6.128137058682802e-07
Position 2784: 5.928736347717404e-07
Position 4329: 5.197586228780143e-07
Position 3164: 5.092434095797358e-07
Position 333: 4.904216853796957e-07
Position 215: 4.868265529245724e-07
Position 11941: 4.841174032068642e-07
Position 1879: 3.9130838936903236e-07
Position 1397: 3.0327020162130055e-07
Position 13172: 3.0054519630094394e-07
Position 376: 2.3399621208179845e-07
Position 226: 2.1085467176569496e-07
Position 1026: 1.7599368615686903e-07
Position 1850: 1.6682891512798247e-07
Position 1417: 1.5162361617582455e-07
Position 660: 1.4962347570909182e-07
Position 339: 1.1215240816217463e-07
Position 11989: 8.61368965377981e-08
Position 11965: 7.479525754223744e-08
Position 1321: 7.037135922128085e-08
Position 1708: 6.904878276476444e-08
Position 13142: 6.601002817026227e-08
Position 13102: 6.154397909667417e-08
Position 1495: 6.046662881923716e-08
Position 235: 6.008611854108555e-08
Position 3274: 5.849644933944285e-08
Position 2068: 5.68384733156162e-08
Position 312: 5.0954255337583684e-08
Position 12034: 4.9025030199304404e-08
Position 309: 4.7189657675694554e-08
Position 11902: 3.561932465920398e-08
Position 1136: 3.439483106542297e-08
Position 12051: 3.333824570331765e-08
Position 668: 2.8823295335286482e-08
Position 297: 2.7867451873030554e-08
Position 1622: 1.7913520727882245e-08
Position 11958: 1.5877164257071647e-08
Position 1949: 1.3856268468959379e-08
Position 12016: 1.192718891385886e-08
Position 232: 6.3210994861575215e-09
Position 281: 1.7953750833663691e-09
Position 12884: 1.5503886128773898e-09
Position 12788: 1.422796899911873e-09
Position 242: 1.0502708509211398e-09
Position 317: 8.053403991323778e-10
Position 301: 5.355743747123744e-10
Position 1197: 3.749349144256488e-10
Position 834: 2.8923339933422393e-10
Position 82: 2.6355344098008666e-10
Position 314: 3.6610998605658295e-11
Position 420: 3.240621158399473e-11
Position 12914: 1.2295603642721994e-11
Position 299: 2.434025388103494e-12
Position 415: 1.6249830007728205e-12
Position 194: 7.687690222017457e-13
Position 435: 5.426451532109046e-13
Position 319: 5.298289137660919e-13
Position 417: 4.348824825806714e-13
Position 77: 9.706063702854286e-18
