Gene = mre11
Position 545: 2.2605551132830198e-05
Position 63: 1.7087915436361244e-05
Position 249: 1.5115392621255316e-05
Position 202: 8.616777802687629e-06
Position 1562: 8.283589748439037e-06
Position 563: 4.990280563303992e-06
Position 911: 4.611544491268711e-06
Position 144: 3.899122343600411e-06
Position 557: 2.152473618141424e-06
Position 336: 1.5454998783848474e-06
Position 1881: 1.3414288209639778e-06
Position 2162: 1.3299502680442945e-06
Position 1967: 9.09306581046466e-07
Position 1900: 4.403283825797234e-07
Position 1478: 3.083910577019893e-08
Position 83: 2.9951402420700616e-08
Position 407: 2.5301357351914334e-08
Position 888: 2.0938618612952623e-08
Position 75: 1.5390134759423946e-08
Position 1305: 6.0105201018298055e-09
Position 412: 2.2651728166590792e-09
Position 646: 3.7481943507799984e-10
Position 1198: 2.0805363400678248e-10
Position 752: 2.0482917629747422e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1718: 0.9648386701731975
Position 368: 0.8903598722888647
Position 2095: 0.8450239382618204
Position 1502: 0.4564053173031104
Position 2109: 0.05730496170042105
Position 1487: 0.02055546690958923
Position 1473: 0.012950210020434432
Position 1291: 0.00905574277158608
Position 1605: 0.00811993813722494
Position 1848: 0.006724318705298074
Position 511: 0.00556682257495448
Position 975: 0.0035437451656655534
Position 1191: 0.0028935933242851763
Position 108: 0.002887145743747022
Position 1595: 0.0018638975705510914
Position 738: 0.001773066410370638
Position 2130: 0.0017667703107526742
Position 2127: 0.0014923323597982906
Position 1728: 0.0012613207576624244
Position 111: 0.001194617941183302
Position 834: 0.000984125257280815
Position 823: 0.0008178220650130425
Position 545: 0.00080518345117787
Position 423: 0.000700927479310776
Position 630: 0.0005706653354084028
Position 1895: 0.0005065663966009798
Position 1251: 0.0004243984956278336
Position 431: 0.00039866371236563935
Position 692: 0.0003879208432725938
Position 75: 0.0003543553917414214
Position 1734: 0.00035257916954214004
Position 83: 0.00024744900960570226
Position 1554: 0.00023614153275222717
Position 1529: 0.00022783481939248816
Position 468: 0.00020852442822538695
Position 2157: 0.00019726324333191984
Position 1065: 0.00019076305763099117
Position 1144: 0.00018608041155234863
Position 563: 0.0001675741498744936
Position 858: 0.00011112752425643317
Position 1248: 0.00010843096892382731
Position 2229: 0.00010076282461593436
Position 2217: 9.472041687066359e-05
Position 1156: 8.381400321374183e-05
Position 1972: 7.216911372302994e-05
Position 1371: 6.222293762946328e-05
Position 1448: 6.050168878777845e-05
Position 1173: 5.734715553108075e-05
Position 1225: 5.152762497520917e-05
Position 801: 4.7721981307560065e-05
Position 1086: 4.2516018127387e-05
Position 2232: 4.10646893032383e-05
Position 113: 3.280612162921946e-05
Position 1738: 2.566845241243097e-05
Position 1506: 2.4041760006002693e-05
Position 1857: 2.3707405549134736e-05
Position 1359: 2.3005474759546733e-05
Position 796: 1.9731140734384973e-05
Position 1756: 1.1925879690545971e-05
Position 1580: 1.0227248614083688e-05
Position 180: 6.151386394921518e-06
Position 2049: 1.550299674734097e-06
Position 116: 1.115075442436088e-06
Position 2199: 5.064377580023272e-07
Position 660: 4.008073922059945e-07
Position 202: 2.677616215657652e-07
Position 298: 2.0109224403026684e-07
Position 438: 6.185831477203955e-08
Position 320: 2.4092914417540337e-08
Position 744: 2.3265244594469204e-08
Position 302: 1.8698298652329297e-08
Position 245: 1.305427969510323e-08
Position 804: 1.281953882118599e-08
Position 759: 9.334300220593221e-09
Position 270: 8.61549055235666e-09
Position 641: 6.551877529819901e-09
Position 729: 2.3236748068836175e-09
Position 778: 1.50983778459928e-09
Position 483: 1.0539076289109101e-09
Position 581: 7.20449748766271e-10
Position 221: 3.6545057243035975e-10
Position 317: 3.171871787180145e-10
Position 378: 1.8544987183746678e-10
Position 197: 1.2523647929226474e-10
Position 218: 1.1422687532978746e-10
