Gene = c(2)M
Position 2580: 5.1952823891889764e-05
Position 1702: 4.981181684952643e-05
Position 336: 4.705286604688445e-05
Position 607: 4.388889643132426e-05
Position 528: 4.239294793879469e-05
Position 1590: 4.105523090086375e-05
Position 1023: 4.0564808066982e-05
Position 1321: 3.572291719237718e-05
Position 2116: 3.510329030024234e-05
Position 1361: 3.482033422036508e-05
Position 397: 3.269324332740469e-05
Position 2478: 2.7744397876980583e-05
Position 2186: 2.556380481042084e-05
Position 2125: 2.3018844910953988e-05
Position 1929: 2.3007966389337526e-05
Position 49: 2.197705572631551e-05
Position 1332: 1.905613793985625e-05
Position 1585: 1.1319651656299639e-05
Position 1599: 8.523620609594461e-06
Position 658: 7.087781662967008e-06
Position 438: 6.967118895409901e-06
Position 2397: 6.245598985838774e-06
Position 648: 6.085324433399367e-06
Position 609: 5.752226380424555e-06
Position 1454: 5.047461985764088e-06
Position 1241: 4.779700840259544e-06
Position 1419: 4.591149693806039e-06
Position 633: 4.295279186921537e-06
Position 1245: 3.781096677937131e-06
Position 1395: 1.3264279663143915e-06
Position 142: 8.968224297417517e-07
Position 983: 8.266706848686939e-07
Position 1010: 5.898618641930742e-07
Position 2005: 5.479485711884107e-07
Position 1382: 3.0660840214420915e-07
Position 1850: 1.9931172986790448e-07
Position 1920: 9.392414003394907e-08
Position 422: 8.701024549409552e-08
Position 472: 1.4606768986547403e-08
Position 446: 1.3165298685397705e-08
Position 208: 3.833165449056194e-09
Position 110: 3.6343313488562133e-09
Position 92: 1.8321165860693095e-09
Position 765: 1.4848229701389223e-09
Position 466: 6.237172900567077e-10
Position 155: 2.228426857932079e-11
Position 189: 2.0262110858074205e-11
