Gene = ebi
Position 35: 4.1236112859651817e-07
Position 59: 3.825140318544603e-07
Position 2304: 3.128384125221203e-07
Position 1623: 2.507440583934935e-07
Position 2216: 2.1866417656416368e-07
Position 1729: 1.312004715183379e-07
Position 77: 1.0197826309420092e-07
Position 314: 1.0099391172844917e-07
Position 2930: 1.006764649377042e-07
Position 1048: 9.469818636666678e-08
Position 2092: 9.23016747088782e-08
Position 1569: 7.8159212203589e-08
Position 2090: 7.381857104916609e-08
Position 1538: 6.637722678094595e-08
Position 2114: 6.524353858184339e-08
Position 319: 5.38985603662633e-08
Position 1346: 4.052491869704515e-08
Position 1432: 2.0882409018505598e-08
Position 326: 1.795122310415032e-08
Position 702: 1.2025215934460129e-08
Position 1330: 5.0208629429172495e-09
Position 871: 6.789767770743139e-10
Position 2320: 6.769171358646781e-10
Position 780: 6.568187505084105e-10
Position 1460: 6.101180061828438e-10
Position 1383: 4.289281731674251e-10
Position 639: 2.400485709075168e-11
Position 436: 2.0931194236577546e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1721: 0.9936236860791847
Position 444: 0.9919506147274699
Position 3187: 0.20529957223169218
Position 2741: 0.0677855642290678
Position 2939: 0.0603489920693085
Position 1354: 0.05433155584515698
Position 2872: 0.048784576880181854
Position 2099: 0.0428733967329001
Position 3133: 0.03567578225253938
Position 2881: 0.02906053038342353
Position 3010: 0.027706901292613707
Position 2346: 0.025774875419877937
Position 3455: 0.01984607514102448
Position 3167: 0.011003250828735376
Position 3098: 0.009244181582529742
Position 2779: 0.008825051518974024
Position 548: 0.008286527689110068
Position 2744: 0.008213143444232752
Position 1565: 0.008181804811576529
Position 2339: 0.006890902759582261
Position 2401: 0.005807020406204232
Position 1330: 0.005481044754039522
Position 3247: 0.004271945373972
Position 2638: 0.003418368943148089
Position 1750: 0.002936372331304875
Position 1427: 0.0022870720786232687
Position 2579: 0.002233022692120984
Position 2824: 0.0019568824010620257
Position 633: 0.0015468176994999552
Position 2758: 0.0014694787030195985
Position 2371: 0.0014009066122569328
Position 3203: 0.001356523079550705
Position 3068: 0.0012233566521213095
Position 1203: 0.0010146078775264678
Position 1377: 0.0009263180276764577
Position 2946: 0.000782294155996563
Position 1483: 0.0007777215592390185
Position 1135: 0.000722901923021382
Position 1059: 0.0007120408824864638
Position 2141: 0.0006420747150309366
Position 681: 0.0005856688739212335
Position 1123: 0.0004893344099032086
Position 1942: 0.00042659974627601424
Position 1996: 0.00042262437050796624
Position 1318: 0.00039474620657970464
Position 2058: 0.0003914944069631552
Position 2048: 0.00030963791920656793
Position 3398: 0.0003077283532238262
Position 2668: 0.00029977721378644567
Position 3053: 0.0002771919232677461
Position 2087: 0.0002583762444380087
Position 1092: 0.00017219182174633795
Position 2183: 0.0001688916136257698
Position 2352: 0.00015556765379771346
Position 551: 0.00014820366520661583
Position 3298: 0.0001343376312374298
Position 1078: 0.0001289731292161866
Position 1359: 0.00012565402706749565
Position 1120: 0.0001227749848068996
Position 1233: 0.00011015657507009397
Position 1295: 0.00010611177026932974
Position 1206: 9.754486920655504e-05
Position 2808: 9.733128853106117e-05
Position 2293: 9.703049911266916e-05
Position 496: 8.876173972408328e-05
Position 267: 8.680600582499104e-05
Position 1838: 8.082391630492821e-05
Position 1589: 8.077068346816724e-05
Position 335: 7.552070716624389e-05
Position 1272: 6.642316178796554e-05
Position 817: 6.264148728225797e-05
Position 848: 5.857715039765774e-05
Position 2455: 5.6682851204210575e-05
Position 570: 5.346756673108165e-05
Position 201: 5.0102040552146665e-05
Position 2695: 4.936015915889646e-05
Position 765: 4.851141978809003e-05
Position 921: 4.7254325787222305e-05
Position 702: 4.288038485765354e-05
Position 1019: 3.9737030839156616e-05
Position 2510: 3.4637467323845014e-05
Position 290: 3.403008397704229e-05
Position 293: 3.1150715601600706e-05
Position 372: 2.7786140106771706e-05
Position 2620: 2.6242660601729518e-05
Position 2895: 2.5747998710975135e-05
Position 223: 2.463593423283186e-05
Position 734: 1.9010362112467364e-05
Position 3421: 1.7739616270715327e-05
Position 404: 1.7715484195306116e-05
Position 972: 1.7055779542642658e-05
Position 1132: 1.4798079461782082e-05
Position 1153: 1.4709896446527315e-05
Position 1453: 1.3674238344865923e-05
Position 1883: 1.066338420149948e-05
Position 1817: 1.0269211451605928e-05
Position 2348: 9.17899608375492e-06
Position 120: 8.189616950777745e-06
Position 1516: 6.4923862105754204e-06
Position 1140: 6.1890016454384415e-06
Position 2561: 5.9647968698436e-06
Position 1032: 5.809680724718463e-06
Position 1048: 5.78883731150563e-06
Position 296: 5.784133517470347e-06
Position 282: 5.216016490779403e-06
Position 95: 4.263494220676136e-06
Position 2536: 4.191050718912312e-06
Position 618: 3.5508332048644426e-06
Position 479: 3.5139819397330663e-06
Position 1501: 2.922696888132117e-06
Position 656: 2.870612912217439e-06
Position 270: 2.1512072204935362e-06
Position 749: 2.1419174015643743e-06
Position 2072: 2.0546954547511033e-06
Position 958: 2.018835902443288e-06
Position 299: 1.9799086033404516e-06
Position 2195: 1.4792003939724531e-06
Position 218: 1.4436572258747421e-06
Position 792: 1.415859947344249e-06
Position 1593: 1.4110616951748424e-06
Position 585: 1.261734328215738e-06
Position 2483: 1.0309218124550935e-06
Position 92: 1.0102084778195419e-06
Position 302: 7.966968723917942e-07
Position 2501: 7.721278823858839e-07
Position 342: 7.618642120238584e-07
Position 411: 7.519176205029681e-07
Position 575: 7.480146521727039e-07
Position 935: 6.654498419661325e-07
Position 2384: 6.122743988297282e-07
Position 375: 5.591778376918062e-07
Position 650: 5.161254265882998e-07
Position 2444: 4.7064353299379674e-07
Position 77: 4.312557927499311e-07
Position 141: 4.1664829775452327e-07
Position 927: 3.847495453322485e-07
Position 755: 3.8053839666967266e-07
Position 1847: 3.6749515707353446e-07
Position 1970: 2.8686190592857294e-07
Position 2428: 2.684929671734288e-07
Position 1950: 2.3370132610514453e-07
Position 130: 1.9574499787045817e-07
Position 2448: 1.6836707179324335e-07
Position 106: 1.2625856698934076e-07
Position 305: 9.754023243388317e-08
Position 1925: 7.856497053456677e-08
Position 2462: 7.782065840147425e-08
Position 2411: 6.809655000382897e-08
Position 147: 6.703265663433211e-08
Position 326: 6.649368326082375e-08
Position 180: 5.678873728412594e-08
Position 2198: 3.2861691574678083e-08
Position 263: 2.7761435766567437e-08
Position 187: 1.86716487920369e-08
Position 150: 1.7739597932126935e-08
Position 153: 6.219759411717442e-09
Position 683: 4.3099630798667656e-11
Position 795: 3.646211434661347e-11
Position 665: 7.532489261047916e-12
Position 832: 3.3172199175106997e-12
Position 580: 8.79704591622895e-13
Position 591: 2.3669018614887426e-13
