Gene = bib
Position 4879: 0.00022084651336358468
Position 2705: 0.00021872663512792818
Position 9204: 0.000216179251818932
Position 7982: 0.000212935662981346
Position 1313: 0.00021178103928541967
Position 3820: 0.00020767548199465035
Position 7102: 0.00018921114675853667
Position 2867: 0.00018636853917875128
Position 393: 0.00017922507732309027
Position 2031: 0.00017087758055364023
Position 743: 0.0001678241509630889
Position 8693: 0.00016073411106373676
Position 769: 0.00015984751590375994
Position 10126: 0.0001567216715112479
Position 2054: 0.00015510742023698397
Position 7814: 0.00015454161949448426
Position 5606: 0.00014998518462980184
Position 9020: 0.00014984149814089453
Position 1873: 0.00014737884691924972
Position 1681: 0.00014040231238744689
Position 1062: 0.00013702827850277976
Position 3652: 0.00013613457508165417
Position 2885: 0.0001335646174224647
Position 8699: 0.00012793703015994575
Position 4450: 0.0001276783265457547
Position 4002: 0.0001274213567504402
Position 7690: 0.000120719048562929
Position 2900: 0.00011811429870002625
Position 5558: 0.00011785920437766456
Position 2922: 0.00010936262198926355
Position 191: 0.00010099850857591636
Position 4945: 9.555114872502384e-05
Position 2177: 9.231834191905339e-05
Position 2658: 9.221982920425869e-05
Position 1852: 8.786586795095744e-05
Position 2554: 8.374579547503367e-05
Position 2058: 7.937414619319793e-05
Position 2815: 7.533317500772434e-05
Position 3525: 7.458658744732502e-05
Position 1013: 7.2731889649559e-05
Position 3661: 7.150176205446695e-05
Position 2227: 7.033196790207178e-05
Position 33: 6.525030866275304e-05
Position 2503: 6.386062065436274e-05
Position 4398: 5.8484947145563386e-05
Position 8060: 5.5554911423513176e-05
Position 3690: 5.5456948190152045e-05
Position 6056: 5.278262730969876e-05
Position 7734: 5.259980215835196e-05
Position 3625: 5.038680227136033e-05
Position 3823: 4.848880268289767e-05
Position 506: 4.729846435307623e-05
Position 8088: 4.6823611667238705e-05
Position 4858: 4.0022379088824755e-05
Position 83: 3.9617186961674654e-05
Position 8205: 3.906348842381212e-05
Position 8736: 3.869489182673576e-05
Position 8660: 3.4826435734612164e-05
Position 3947: 3.221076331994239e-05
Position 3095: 3.158860504656037e-05
Position 5593: 2.81514154968465e-05
Position 2865: 2.7947791388970424e-05
Position 172: 2.666690376010762e-05
Position 2609: 2.6027002002270972e-05
Position 2315: 2.4666587082969574e-05
Position 2827: 2.4316381113871377e-05
Position 4545: 2.414792774851534e-05
Position 2036: 2.2000809080026425e-05
Position 1508: 2.195013270215834e-05
Position 7986: 2.1719310488991156e-05
Position 185: 2.1495831442621014e-05
Position 4090: 2.082176357691946e-05
Position 3814: 1.9664530722682425e-05
Position 3443: 1.9527578633956194e-05
Position 7963: 1.9139062455049353e-05
Position 8306: 1.8976423936595304e-05
Position 1468: 1.76324833683431e-05
Position 67: 1.7292721848069884e-05
Position 7789: 1.6894449781623623e-05
Position 3029: 1.3797185851716219e-05
Position 3087: 1.3214340139616552e-05
Position 5815: 1.3211329254067552e-05
Position 1568: 1.3035557169793909e-05
Position 3366: 1.2233328254349286e-05
Position 2399: 1.2149586828744859e-05
Position 170: 1.2089398361197516e-05
Position 4084: 1.043623832257049e-05
Position 1055: 9.22313485667592e-06
Position 2234: 9.174006599364246e-06
Position 493: 8.438047764002947e-06
Position 139: 8.352045304892173e-06
Position 4615: 8.317323538888264e-06
Position 4501: 7.757962757781113e-06
Position 5092: 7.4119202887854495e-06
Position 3454: 7.206517844696433e-06
Position 4486: 7.095076262159591e-06
Position 1854: 6.90487091057731e-06
Position 2835: 6.738647025010385e-06
Position 1133: 5.709729847241603e-06
Position 2217: 5.381967634417518e-06
Position 830: 5.253939806091722e-06
Position 1551: 5.0385636489459e-06
Position 2818: 4.778275530023787e-06
Position 1868: 4.716494048050273e-06
Position 245: 4.706536007280837e-06
Position 1219: 4.705467423935969e-06
Position 8375: 4.698035449306212e-06
Position 1120: 4.6509451712855605e-06
Position 5834: 4.400874017061471e-06
Position 2926: 3.825956145062282e-06
Position 2211: 3.5810107070292176e-06
Position 1650: 3.187129244848269e-06
Position 1421: 2.914484039544842e-06
Position 3261: 2.6865885517208736e-06
Position 1212: 2.6746371904214804e-06
Position 7719: 2.563778998456178e-06
Position 2367: 2.5015739282092283e-06
Position 2722: 2.3955757724996954e-06
Position 4125: 2.3042248268991246e-06
Position 899: 2.2826118610431704e-06
Position 3378: 2.014386996135559e-06
Position 2838: 1.9662630046908678e-06
Position 854: 1.8584618009552655e-06
Position 3137: 1.7222709375501531e-06
Position 7724: 1.6190319734567667e-06
Position 272: 1.5336770497668764e-06
Position 243: 1.5104280207346067e-06
Position 1260: 1.4998453386725577e-06
Position 1262: 1.486106501579854e-06
Position 2291: 1.4842326481954693e-06
Position 3540: 1.4823461395746313e-06
Position 8982: 1.087875996292815e-06
Position 1327: 1.0505434200201358e-06
Position 422: 9.815752487813094e-07
Position 3484: 9.092789787255789e-07
Position 1232: 9.071023468805182e-07
Position 158: 7.612110410151308e-07
Position 7757: 7.491667274245945e-07
Position 2381: 6.968729052021712e-07
Position 9100: 6.658026926646955e-07
Position 298: 6.491467469254937e-07
Position 2369: 6.488446684527755e-07
Position 3376: 6.375151027220996e-07
Position 183: 5.631495129612778e-07
Position 3122: 5.227046309967049e-07
Position 289: 5.051760979571473e-07
Position 3392: 4.98298420310569e-07
Position 4054: 4.4484454627957114e-07
Position 318: 4.132763724375815e-07
Position 3106: 4.0541850906195647e-07
Position 7822: 3.326074461375159e-07
Position 3456: 2.604848284531478e-07
Position 362: 1.807597785885949e-07
Position 1008: 1.16672630468658e-07
Position 4302: 1.161956697510781e-07
Position 1131: 1.0607270595339603e-07
Position 69: 1.0203184921116115e-07
Position 2976: 9.672625377710891e-08
Position 3920: 8.275202871565795e-08
Position 3855: 6.704223118899043e-08
Position 670: 3.69139254139027e-08
Position 1644: 3.520231022649828e-08
Position 238: 2.1610091274230264e-08
Position 926: 2.057828889141322e-08
Position 329: 1.2880088846863787e-08
Position 557: 1.2733047935938851e-08
Position 1632: 8.372713096024073e-09
Position 960: 6.902019603935202e-09
Position 2745: 2.9725317493201543e-09
Position 411: 2.8232247323556324e-09
Position 1011: 1.8502550316922452e-09
Position 586: 1.8210741873947503e-09
Position 1155: 1.2076306210760062e-09
Position 814: 2.5993829098299943e-10
Position 817: 2.5631389479772694e-10
Position 626: 2.3545386052941697e-10
Position 2994: 1.334240679800013e-11
Position 436: 1.0743533532386991e-12
Position 3189: 2.400990064627596e-13
Position 2708: 2.8690794895755614e-14
Position 2197: 2.615088832613431e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7609: 0.9841784972824053
Position 2143: 0.9640483589040949
Position 2955: 0.9250976749565475
Position 8621: 0.7575509314699681
Position 9308: 0.22048199297013668
Position 6961: 0.18577579938249925
Position 3504: 0.09022695750189612
Position 7863: 0.03786812818837684
Position 10827: 0.03668442246255273
Position 2807: 0.03584318487451316
Position 3747: 0.027031562915546824
Position 8446: 0.023832648787436753
Position 7005: 0.02186111570954337
Position 7876: 0.01595473453996079
Position 8403: 0.013853253442945832
Position 1164: 0.011915245259158767
Position 1202: 0.011431764854653017
Position 10500: 0.011189252437957183
Position 7631: 0.01071285880021294
Position 2054: 0.010387445552664862
Position 3415: 0.010340910167464584
Position 2997: 0.00974505429909697
Position 7999: 0.008641323156039708
Position 8580: 0.008140584389926164
Position 10805: 0.0075287394753773
Position 4183: 0.007145580485932057
Position 3323: 0.005843027957148614
Position 9803: 0.005386068336591134
Position 5933: 0.005340772762716656
Position 6224: 0.004173073032487635
Position 5722: 0.004008175148362437
Position 8483: 0.0038653727094721617
Position 7905: 0.0037074566105184145
Position 7269: 0.00343833854311899
Position 170: 0.0030415501628236405
Position 2658: 0.0026476276047046076
Position 3548: 0.002644299026669044
Position 3149: 0.0025672473255172164
Position 719: 0.0022940771452495913
Position 1951: 0.002256520517682092
Position 8359: 0.002227324364064117
Position 2862: 0.0021785224965546533
Position 2490: 0.0021558163923568034
Position 8509: 0.0018120719578333575
Position 9195: 0.0016639587124119468
Position 3536: 0.0015431237348171476
Position 6662: 0.0015178181993016856
Position 10700: 0.0014949704955679397
Position 2084: 0.00147670617239578
Position 10743: 0.0014390199220044432
Position 9767: 0.0013456467542392694
Position 8552: 0.0013089288007939806
Position 5884: 0.0012291254707215546
Position 1655: 0.0011961826924022172
Position 7883: 0.001192723842845858
Position 2865: 0.0011391673141849478
Position 2913: 0.001040239154503442
Position 275: 0.0010109087636888125
Position 9215: 0.0009953982487960545
Position 3436: 0.0009389631323711545
Position 680: 0.0009049712215099414
Position 3303: 0.0008941462542112974
Position 7643: 0.0008649188597437108
Position 6272: 0.0008572815343489223
Position 830: 0.0008473137386485921
Position 2637: 0.0008433763772865068
Position 3472: 0.0008301870706767377
Position 3214: 0.0008300793611522468
Position 10791: 0.0008267782608812958
Position 1710: 0.0007689120753523872
Position 3196: 0.000734687821387289
Position 4079: 0.0007299087753445537
Position 5781: 0.0006819810526279372
Position 3345: 0.0006391389129101236
Position 931: 0.0006362126100376106
Position 10207: 0.0006101111180403825
Position 3598: 0.0005943022473483515
Position 615: 0.0005841169412510231
Position 6352: 0.000574681124792113
Position 7089: 0.0005585952114445803
Position 9885: 0.0005514127530427949
Position 2827: 0.0005475029854849843
Position 2155: 0.0005425318690864038
Position 8039: 0.0005174210952579917
Position 6726: 0.0005163640555844737
Position 3865: 0.0005043704251345281
Position 9121: 0.0004952671140045406
Position 3251: 0.0004849584994797886
Position 1674: 0.00048042853864907524
Position 10572: 0.00047486720433206995
Position 8683: 0.00047389774556920575
Position 1702: 0.00046966953423526364
Position 2523: 0.0004653173175206399
Position 2353: 0.00044542433694277173
Position 10613: 0.00044195215963032113
Position 9047: 0.0004416990626302594
Position 6457: 0.00044113506260913646
Position 10212: 0.00039679871187251283
Position 10877: 0.0003813732824694561
Position 6920: 0.0003801143973851248
Position 9118: 0.0003799428559885725
Position 8498: 0.00037612675542175625
Position 2442: 0.00036020952586846033
Position 1755: 0.00033815906183231665
Position 3811: 0.0003351556289697506
Position 8115: 0.0003242980699260738
Position 3153: 0.000320159327017856
Position 3963: 0.00031830178441974314
Position 272: 0.00031614376917655016
Position 2420: 0.0003077489392393851
Position 6908: 0.00029951143670399634
Position 4300: 0.0002915590803255443
Position 5959: 0.00029091537329047794
Position 7206: 0.00028679859111801917
Position 9329: 0.0002775626450059528
Position 2686: 0.0002769620995917673
Position 3125: 0.0002728729198539338
Position 883: 0.00026833771142499194
Position 7798: 0.0002617256389385236
Position 9239: 0.00025933257734494727
Position 4716: 0.0002568171685603617
Position 8825: 0.0002502417943951815
Position 10709: 0.0002458751625756763
Position 985: 0.0002445880003439556
Position 8809: 0.00024358488383944792
Position 1260: 0.00023950736312405748
Position 6039: 0.00023831459112172782
Position 3261: 0.00023033016650117103
Position 2935: 0.00022523933600381862
Position 6588: 0.000222717090609682
Position 4140: 0.00021067768707773153
Position 6886: 0.00019798761774765815
Position 9879: 0.00019221783812908337
Position 7175: 0.0001904304063131252
Position 3374: 0.0001803268290370466
Position 6711: 0.0001732766521614769
Position 6867: 0.00015006584779850125
Position 9242: 0.00014888145882191293
Position 4047: 0.00014716505907381324
Position 4356: 0.00014298223142900963
Position 8640: 0.0001421844010522151
Position 9638: 0.000132984332314985
Position 7660: 0.0001285969457668999
Position 1270: 0.00012734582432196066
Position 4157: 0.0001270462333817427
Position 8513: 0.0001230692645912559
Position 9509: 0.00011980827361723379
Position 3646: 0.00010975767501842622
Position 3823: 0.00010849825345167557
Position 6924: 0.00010584438284773208
Position 6247: 0.00010546194375724835
Position 3592: 0.00010482543319583448
Position 1995: 0.00010311781374123852
Position 10664: 0.00010294336500962071
Position 5970: 0.0001014927543181535
Position 1878: 9.255309778797233e-05
Position 9323: 8.981314468421548e-05
Position 8250: 8.665641999250683e-05
Position 3695: 8.466595071568276e-05
Position 1735: 8.017964063302726e-05
Position 6075: 7.697180145921152e-05
Position 1777: 7.562140962789192e-05
Position 662: 7.483594124738038e-05
Position 766: 7.198056468085401e-05
Position 1313: 7.021875919901745e-05
Position 4145: 6.945017838302189e-05
Position 5809: 6.683896612779288e-05
Position 2487: 6.584418277053344e-05
Position 5513: 6.551448034500478e-05
Position 2159: 6.350706823249572e-05
Position 3685: 6.275779107711935e-05
Position 441: 6.175164184898459e-05
Position 1979: 6.049184691817214e-05
Position 5703: 5.9743564946038735e-05
Position 298: 5.947428189315131e-05
Position 9056: 5.8914114620491835e-05
Position 1621: 5.321386994227789e-05
Position 1340: 5.318334975965358e-05
Position 7754: 5.244244613083655e-05
Position 8094: 5.0475547430951956e-05
Position 1036: 4.5672247007874494e-05
Position 9599: 4.492931236386995e-05
Position 7890: 4.4221240860935305e-05
Position 8304: 4.358856024501927e-05
Position 318: 4.276736097699269e-05
Position 2673: 4.1907277685446134e-05
Position 2367: 3.889727120771795e-05
Position 9386: 3.553224696469291e-05
Position 1563: 3.5326692033235384e-05
Position 1768: 3.461255137798633e-05
Position 3578: 3.356089579036008e-05
Position 974: 3.2388488131047554e-05
Position 196: 3.2300220013350826e-05
Position 4328: 3.163236712686843e-05
Position 1788: 3.106025674943497e-05
Position 839: 3.0990748007007455e-05
Position 1881: 3.07055535737361e-05
Position 8110: 3.0672531802187804e-05
Position 9506: 3.061395648184268e-05
Position 350: 3.046330169843476e-05
Position 2926: 2.893161149696184e-05
Position 726: 2.824147301752245e-05
Position 451: 2.769625306532157e-05
Position 8268: 2.749574971943507e-05
Position 1410: 2.6743319955332853e-05
Position 2667: 2.612453931036435e-05
Position 8882: 2.5461716902614606e-05
Position 2729: 2.5133987472086645e-05
Position 2554: 2.4414983218096414e-05
Position 691: 2.399922398796968e-05
Position 223: 2.063462178282834e-05
Position 1551: 2.062646857931103e-05
Position 3189: 2.0053815893509142e-05
Position 1721: 1.955470401762791e-05
Position 191: 1.9453122325805828e-05
Position 1907: 1.717616728838634e-05
Position 8999: 1.593539595682937e-05
Position 1417: 1.525651678060793e-05
Position 1589: 1.4233850982661044e-05
Position 1508: 1.2391784627734808e-05
Position 854: 1.1270493459759068e-05
Position 3515: 1.1176439099489748e-05
Position 1223: 9.543580700069675e-06
Position 8043: 9.221229386344651e-06
Position 7308: 9.179943947858021e-06
Position 3704: 8.38643441044238e-06
Position 1245: 6.091729910887591e-06
Position 2446: 5.281651835707845e-06
Position 208: 5.064345361034345e-06
Position 132: 4.57900519723539e-06
Position 376: 4.489127396042773e-06
Position 1354: 4.434468984430599e-06
Position 1285: 4.356926496422943e-06
Position 1518: 3.995737746748375e-06
Position 340: 3.2029434101018235e-06
Position 1387: 3.1177606981039856e-06
Position 1902: 3.011726046634351e-06
Position 3376: 2.9353210892023873e-06
Position 2708: 2.512120356947342e-06
Position 89: 2.36177520760702e-06
Position 83: 1.970771915220628e-06
Position 385: 1.7425272874442982e-06
Position 3482: 1.545031431517817e-06
Position 1414: 1.3472663232566405e-06
Position 1468: 1.2345306871490027e-06
Position 3522: 1.0727983846700554e-06
Position 939: 5.644388447208005e-07
Position 127: 5.131654145140218e-07
Position 693: 5.089298055550204e-07
Position 397: 4.422157891638915e-07
Position 3634: 4.3385926962221584e-07
Position 2915: 4.3319270929547125e-07
Position 3664: 3.511891128863329e-07
Position 1845: 2.996227316954757e-07
Position 2291: 2.8685220414285857e-07
Position 1568: 2.7215177028297563e-07
Position 5134: 2.4009934634140176e-07
Position 2693: 2.1029297377398223e-07
Position 3266: 2.0368648441493632e-07
Position 2675: 1.8987559669794013e-07
Position 3484: 1.8946163175825137e-07
Position 2700: 1.6514567483351642e-07
Position 3594: 1.399894399280115e-07
Position 4654: 1.2292043472053575e-07
Position 3106: 1.2006947569398155e-07
Position 3881: 8.219292133522964e-08
Position 3905: 7.293684900325779e-08
Position 6425: 5.8949914928248975e-08
Position 6735: 5.0884201810717616e-08
Position 6279: 4.682983598453274e-08
Position 6797: 4.2028880204336514e-08
Position 863: 3.923920452441224e-08
Position 4391: 3.7336554919364944e-08
Position 3754: 2.9743121347400643e-08
Position 4195: 2.948020777781505e-08
Position 3909: 2.6741986401368793e-08
Position 7928: 2.13022266355748e-08
Position 6304: 1.7661614975526878e-08
Position 3871: 1.507370960035944e-08
Position 3789: 1.4826633434402877e-08
Position 3650: 2.679352285536966e-09
Position 460: 2.6696549079401895e-09
Position 472: 2.176760256833422e-09
Position 95: 7.067939896402465e-10
Position 677: 6.372062831879683e-10
Position 158: 5.561457719551945e-10
Position 98: 3.396977621981479e-10
Position 101: 2.1209129775025445e-10
Position 493: 1.9202297888195718e-10
Position 538: 3.495635054085597e-11
Position 478: 8.653694393376296e-13
Position 465: 7.467438862820184e-14
