Gene = Trp1
Position 1065: 0.04845490757107313
Position 1622: 0.0451682498721292
Position 929: 0.03354448322096669
Position 2873: 0.027418370707171732
Position 1619: 0.022198390518214307
Position 1275: 0.01871766348232644
Position 868: 0.01806835748093676
Position 2988: 0.014224249892274587
Position 1072: 0.010935479935930774
Position 963: 0.010810990176258268
Position 655: 0.008640102114257546
Position 2884: 0.00829235789575376
Position 1850: 0.006329192468001887
Position 3523: 0.003648303093969116
Position 567: 0.003621088331717977
Position 2264: 0.003445176738888763
Position 265: 0.003222894518243754
Position 1116: 0.0028469382284060265
Position 3356: 0.0024983890777643767
Position 2288: 0.0022415548880838423
Position 3645: 0.0022287249162194047
Position 995: 0.0021202791422627425
Position 3288: 0.0018246712429428216
Position 1080: 0.0017386217660222652
Position 688: 0.0016988307300158049
Position 218: 0.0016779788348764747
Position 2239: 0.001582602970167329
Position 3454: 0.0015059464871025213
Position 2956: 0.0013584331937287419
Position 3706: 0.0012564220314595228
Position 3710: 0.0011685965429377358
Position 3183: 0.0011577249765851387
Position 2412: 0.0010986322346677338
Position 2432: 0.0009643624678590223
Position 383: 0.0008867179449600971
Position 1119: 0.0008626176155582608
Position 445: 0.0008341484585017829
Position 3752: 0.0007819407279234696
Position 1047: 0.0006598896620802661
Position 886: 0.0006221903518778029
Position 3203: 0.0005954163332993015
Position 289: 0.000582153081984358
Position 3430: 0.0005712260349056524
Position 3670: 0.0005447101578978171
Position 116: 0.00047971036299725655
Position 2451: 0.00046358098984456943
Position 1533: 0.0002956190675582511
Position 489: 0.00027930627450252265
Position 2200: 0.0002642130775943344
Position 3236: 0.000243250835979432
Position 3318: 0.00022641248691941348
Position 2662: 0.00021745690106176016
Position 1128: 0.00021440627794374432
Position 2227: 0.00020253626835139236
Position 1565: 0.0001834615583164747
Position 2894: 0.00018273794395778207
Position 3231: 0.00016938838384840345
Position 2294: 0.00015724902822805448
Position 1640: 0.000148771971229702
Position 342: 0.00014510028382610292
Position 2391: 0.0001399794844724596
Position 1212: 0.0001393536136549897
Position 2911: 0.00013814607406139278
Position 1113: 0.00013468594153164844
Position 694: 0.00012788714622299197
Position 180: 0.00012522672280352473
Position 1379: 0.00012163506797805038
Position 3189: 0.00011880278743958888
Position 543: 0.00011410510649741995
Position 3575: 9.02794470142692e-05
Position 1184: 8.267685994869065e-05
Position 315: 7.621048468069482e-05
Position 3177: 7.578382867898458e-05
Position 3211: 7.241913116634056e-05
Position 1581: 7.12750366300436e-05
Position 2099: 6.218274091273243e-05
Position 3673: 5.939112492767585e-05
Position 3407: 5.669160587918116e-05
Position 1537: 5.6421580041178636e-05
Position 388: 5.559930692898692e-05
Position 1988: 4.541278254906124e-05
Position 1492: 4.29075210339392e-05
Position 3536: 3.8198809799531355e-05
Position 2297: 3.691285964052123e-05
Position 1382: 3.448901621545909e-05
Position 580: 3.328723183403745e-05
Position 1230: 3.189115226887714e-05
Position 1517: 3.161706685848789e-05
Position 1111: 3.0688630430314115e-05
Position 3255: 2.634724709808164e-05
Position 2393: 2.6006271294148054e-05
Position 1791: 2.4850114609282454e-05
Position 457: 2.1130688848234444e-05
Position 1650: 1.9081312414928914e-05
Position 756: 1.853648510631948e-05
Position 1706: 1.785193601657784e-05
Position 238: 1.6882301673233288e-05
Position 268: 1.6161736521908478e-05
Position 2300: 1.5801295723127355e-05
Position 393: 1.1870822906744354e-05
Position 607: 1.1832158090272794e-05
Position 2273: 1.1205824307657296e-05
Position 1805: 1.0326728927066235e-05
Position 2908: 8.628876545758535e-06
Position 2507: 7.477269142532435e-06
Position 1770: 6.23955079562487e-06
Position 1648: 6.225683617058605e-06
Position 620: 4.696751905672977e-06
Position 1823: 4.4985066696188225e-06
Position 1746: 4.1098621986103615e-06
Position 1601: 3.7539168104868355e-06
Position 1764: 3.693433324192002e-06
Position 1817: 3.5076930503909445e-06
Position 79: 3.1493650479579797e-06
Position 1673: 3.0285600460169748e-06
Position 1796: 2.964779709366826e-06
Position 1727: 2.839856811634653e-06
Position 707: 2.816647087831143e-06
Position 192: 2.367007097887173e-06
Position 1433: 2.066381630140932e-06
Position 2328: 1.7629077375834902e-06
Position 134: 1.6583498357311818e-06
Position 1793: 1.5146752490647468e-06
Position 2321: 1.4122956168148624e-06
Position 1496: 1.3930144595794265e-06
Position 131: 1.3761376303937473e-06
Position 2475: 1.313597726797653e-06
Position 1712: 1.3041420575922763e-06
Position 2372: 1.1211296286051117e-06
Position 1021: 6.326242917503889e-07
Position 337: 5.048289440992982e-07
Position 152: 4.4107501714190614e-07
Position 92: 1.8507897996215342e-07
Position 2493: 1.057130345657533e-07
Position 2513: 8.444215954414195e-08
Position 297: 5.6384262168291644e-08
Position 1400: 3.988427483932028e-08
Position 55: 2.0751687107515165e-08
Position 2523: 1.1727177323059683e-08
Position 412: 9.161500563272905e-09
Position 1562: 7.826581882688455e-09
Position 160: 2.4649020385384856e-09
Position 762: 2.1526377512388877e-09
Position 507: 3.4615979935644486e-10
Position 138: 1.5171538988828342e-14
