Gene = Psn
Position 1624: 2.059117134848492e-10
Position 2108: 1.2913579227690195e-10
Position 893: 1.1529447199476399e-10
Position 948: 1.0956653475651039e-10
Position 955: 1.0273215446177817e-10
Position 2272: 8.416962069366454e-11
Position 2360: 7.154195504588245e-11
Position 1439: 5.3796837609608124e-11
Position 2057: 3.1448890686476445e-12
Position 2128: 2.577055818424832e-12
Position 616: 4.988859968551367e-13
Position 1477: 3.4955703343541223e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1465: 0.9989013694689249
Position 2079: 0.976190021089563
Position 1618: 0.9610875157979604
Position 2312: 0.8624126884612126
Position 909: 0.8619790070970748
Position 603: 0.7968815427522664
Position 1172: 0.7784541636415285
Position 144: 0.190387446147334
Position 328: 0.033093396493466376
Position 1659: 0.026950552906274135
Position 394: 0.025764965213483208
Position 298: 0.024737727202036656
Position 247: 0.021961366895020484
Position 2360: 0.013232850321869874
Position 1984: 0.008842259182856173
Position 78: 0.006555068556812698
Position 662: 0.006198907903532384
Position 1158: 0.005482927090150052
Position 1272: 0.0052570250465400654
Position 269: 0.004219961344886571
Position 2144: 0.003188966652901034
Position 1315: 0.0030290746908822434
Position 846: 0.002644005070525281
Position 2526: 0.00251535776264292
Position 81: 0.002207738260120267
Position 2042: 0.0020377523501645613
Position 815: 0.0017611605608208447
Position 214: 0.0013111045072713894
Position 149: 0.0011895232141973745
Position 1668: 0.0011747217949505178
Position 948: 0.0009206042317989915
Position 204: 0.0007257006086147146
Position 1290: 0.0006758281360433351
Position 175: 0.0005794933180431408
Position 2323: 0.0003667016855294356
Position 200: 0.00035663552305627207
Position 2674: 0.00028609563495230736
Position 444: 0.0001811919724062795
Position 2267: 0.0001588835717848506
Position 1697: 0.00015715880445250314
Position 1859: 0.00014352032124493715
Position 790: 0.00013397132995753995
Position 2376: 0.000128539771419066
Position 262: 0.00011443399549668344
Position 448: 0.0001137356225894028
Position 2617: 9.249145951596822e-05
Position 1490: 7.990415721669105e-05
Position 1797: 3.65893308194321e-05
Position 483: 3.3860265978119864e-05
Position 827: 3.3802033842504034e-05
Position 1039: 3.284440995911517e-05
Position 2635: 1.93812277009084e-05
Position 2270: 1.8892724568980937e-05
Position 2103: 1.8693438991948687e-05
Position 2019: 1.4686276626513294e-05
Position 874: 1.3060778986157525e-05
Position 244: 1.2112575562859412e-05
Position 452: 1.186530524983031e-05
Position 955: 1.1744182991811201e-05
Position 744: 1.0055832881361638e-05
Position 856: 9.163363650663261e-06
Position 963: 9.029039184244595e-06
Position 2165: 8.2128996057133e-06
Position 1834: 7.555039455893357e-06
Position 2180: 7.312639418852564e-06
Position 714: 6.3805444564822434e-06
Position 342: 6.1383495982528375e-06
Position 1036: 5.578377345247827e-06
Position 516: 5.304273718451867e-06
Position 553: 5.079367958079168e-06
Position 1675: 4.629571549466791e-06
Position 2368: 4.1013557408391905e-06
Position 2112: 3.5118663011735065e-06
Position 1439: 2.8384045349676995e-06
Position 2016: 2.8163682709543666e-06
Position 2197: 2.665175456071667e-06
Position 2625: 2.4608992018147152e-06
Position 2467: 2.2901268015937587e-06
Position 2158: 1.9233854820603356e-06
Position 1747: 1.6791650862047998e-06
Position 334: 1.297174690864437e-06
Position 1728: 1.26661037452414e-06
Position 2591: 1.013916727771652e-06
Position 2208: 9.311349215289395e-07
Position 2285: 8.758084560155552e-07
Position 723: 7.91823177834534e-07
Position 2007: 7.067421919068587e-07
Position 2122: 5.385220078605858e-07
Position 2569: 3.8881067387818407e-07
Position 496: 3.018984214633392e-07
Position 493: 2.57271167423234e-07
Position 2151: 1.8560478894912628e-07
Position 1803: 1.8366918971771137e-07
Position 1492: 1.518133445968094e-07
Position 1524: 1.5071700914200186e-07
Position 2202: 1.3775894633845748e-07
Position 2219: 1.1326747978383865e-07
Position 523: 1.1168245492443957e-07
Position 1777: 1.0725768045666045e-07
Position 1718: 4.9358233601126586e-08
Position 1749: 2.8954171492805824e-08
Position 424: 2.5699902127014834e-08
Position 352: 2.5306144817333558e-08
Position 183: 1.3692613454991101e-08
Position 1753: 4.924928937885424e-09
Position 158: 1.432652771328127e-09
Position 463: 1.252244296748152e-10
