Gene = Acn
Position 1591: 0.0013109473908078386
Position 1731: 0.001270404475861776
Position 2027: 0.0012098007820497616
Position 2585: 0.0011872899409867835
Position 1917: 0.0009270882871578128
Position 1394: 0.0008835635262725839
Position 3047: 0.000794325865606063
Position 3343: 0.0007693861431196486
Position 2405: 0.0007658644298989456
Position 1100: 0.0007274566923575259
Position 1542: 0.0006046313453947569
Position 1153: 0.0004889441140475603
Position 2129: 0.00046346256532407145
Position 866: 0.0004560262614408809
Position 1843: 0.0003962418857178819
Position 176: 0.00039121818619276567
Position 76: 0.00038253718224459535
Position 117: 0.0003720165735290444
Position 2565: 0.0003307579549844245
Position 1304: 0.0002875509997409928
Position 1337: 0.00023884755791425254
Position 1521: 0.00022370239448120486
Position 2606: 0.00022071861953249565
Position 209: 0.00021207174518314504
Position 1406: 0.0002062341936253827
Position 1051: 0.00020357590888085646
Position 129: 0.00018682973596077944
Position 3428: 0.00017888608510494548
Position 994: 0.00017312394962946481
Position 1341: 0.00015979200716557102
Position 887: 0.00015806637403681262
Position 2839: 0.0001280018551399388
Position 2627: 0.00012258079539704175
Position 1717: 0.0001133429937195095
Position 81: 0.00010571705647412761
Position 890: 0.00010214462970794859
Position 2380: 0.00010117281381195501
Position 1108: 9.759228135659295e-05
Position 2138: 9.482126843232607e-05
Position 1031: 8.551141515625851e-05
Position 1010: 8.327166849926279e-05
Position 962: 8.30348663088466e-05
Position 2836: 7.421830895604047e-05
Position 2815: 7.065586715203028e-05
Position 2523: 6.974697188619124e-05
Position 1739: 5.369315273551899e-05
Position 2032: 4.708589229069657e-05
Position 371: 4.1907167787331674e-05
Position 991: 4.06846648275199e-05
Position 925: 3.920851415196919e-05
Position 769: 3.9187295316337874e-05
Position 1360: 3.8364070695495316e-05
Position 907: 3.8260099903018356e-05
Position 380: 3.822985745034499e-05
Position 689: 3.624476455615556e-05
Position 879: 3.489901988971724e-05
Position 2821: 3.4344095679796756e-05
Position 814: 3.412591380840667e-05
Position 736: 2.5776511423453874e-05
Position 195: 2.2688284570937565e-05
Position 184: 2.0829055616710825e-05
Position 1424: 1.98869086022502e-05
Position 1242: 1.905491672088787e-05
Position 3175: 1.8659057102489446e-05
Position 1232: 1.8455313095476874e-05
Position 1496: 1.776123343074728e-05
Position 2618: 1.690341167416694e-05
Position 586: 1.6020268636235787e-05
Position 1965: 1.5162658710145211e-05
Position 2570: 1.3447486513399703e-05
Position 114: 1.3439041051266488e-05
Position 1649: 1.3075649457267733e-05
Position 1457: 1.3053400816113222e-05
Position 1439: 1.2997719991217995e-05
Position 565: 1.2895000033573206e-05
Position 730: 1.2876891637276223e-05
Position 625: 1.1774556455559005e-05
Position 3434: 1.1461519701397752e-05
Position 1442: 1.1453625720903277e-05
Position 2150: 1.1216915970234366e-05
Position 733: 1.0275727715119776e-05
Position 1346: 8.830425420549644e-06
Position 2216: 7.883416063954068e-06
Position 937: 6.693590441745354e-06
Position 1691: 5.212302541146888e-06
Position 414: 4.777534038786036e-06
Position 1270: 4.455418566660652e-06
Position 389: 4.223370568029458e-06
Position 269: 3.999588077194525e-06
Position 3158: 3.5819006086270835e-06
Position 2491: 3.494817504894101e-06
Position 2468: 3.435117185002891e-06
Position 225: 3.198773386721145e-06
Position 952: 3.0173850649948022e-06
Position 216: 2.4184478319808883e-06
Position 1129: 2.3189179444456446e-06
Position 2666: 1.811214198512269e-06
Position 940: 1.7486466151794563e-06
Position 3351: 1.282261660135636e-06
Position 446: 7.662086750597989e-07
Position 87: 3.9825780476422245e-07
Position 652: 2.3074730710843358e-07
Position 238: 2.0958561922040615e-07
Position 766: 1.936048483356621e-07
Position 694: 1.8376743916501106e-07
Position 637: 1.1691133133146125e-07
Position 298: 1.1039421164222345e-07
Position 649: 8.102915597549117e-08
Position 577: 7.216565424879127e-08
Position 400: 6.919839590577399e-08
Position 593: 6.589481612786444e-08
Position 715: 5.624556635888634e-08
Position 453: 5.553510339314864e-08
Position 419: 2.262916487715795e-08
Position 499: 1.9015264507164805e-08
Position 535: 1.8567325367779665e-08
Position 456: 1.7786574748993425e-08
Position 465: 1.352191856483191e-08
Position 480: 1.0752566000352077e-08
Position 538: 5.763187747149646e-09
Position 282: 4.973350494522932e-09
Position 355: 1.8767441104259246e-10
Position 307: 1.7027190881293593e-10
