Gene = CarT
Position 908: 0.00012718836919876968
Position 3080: 0.0001237102099288872
Position 692: 0.00012206949354271546
Position 399: 8.121939465192173e-05
Position 1512: 7.834286660483087e-05
Position 2097: 7.397579542078162e-05
Position 2585: 6.845700520537236e-05
Position 726: 6.725676816223401e-05
Position 884: 6.0428288666908903e-05
Position 2737: 5.398157991588365e-05
Position 372: 5.215497697279108e-05
Position 2843: 4.4600384152000656e-05
Position 2701: 4.1300314635826495e-05
Position 240: 3.9190570327384314e-05
Position 694: 3.826168172689256e-05
Position 1063: 3.6112601796532206e-05
Position 715: 3.4834528348944435e-05
Position 1857: 3.408694884553795e-05
Position 3031: 2.0154015945643288e-05
Position 450: 1.304678575769166e-05
Position 237: 1.2740477562024956e-05
Position 1621: 1.1798138303741292e-05
Position 351: 1.1647651363999732e-05
Position 659: 8.271870736543751e-06
Position 742: 8.157066329734526e-06
Position 2592: 5.068128091306496e-06
Position 441: 3.7765291406150213e-06
Position 519: 2.2563070312195167e-06
Position 857: 6.911398124958851e-07
Position 80: 1.9757481460281115e-07
Position 496: 6.032238807114236e-08
Position 410: 3.108175478795415e-08
Position 110: 1.6900358616038987e-08
Position 435: 1.3912883230502246e-08
Position 510: 7.009436444708664e-09
Position 428: 1.8396949530061996e-09
Position 98: 1.657337795388452e-09
Position 542: 1.4546623311288801e-09
Position 821: 3.373315331256389e-10
Position 137: 1.5636258540681553e-11
