Gene = Muc68D
Position 746: 6.981838775602396e-05
Position 855: 5.486348423151373e-05
Position 82: 4.447986119668057e-05
Position 1012: 2.9409156702765438e-05
Position 140: 2.8922811624540642e-05
Position 169: 2.2417233998262118e-05
Position 49: 2.07384189883619e-05
Position 488: 1.658610640868701e-05
Position 493: 1.3649248808716142e-05
Position 890: 1.3180856467265995e-05
Position 800: 1.2088741234472319e-05
Position 1601: 1.0897534548863184e-05
Position 954: 5.185661134135771e-06
Position 358: 3.6652443294153e-06
Position 680: 3.2848037593897318e-06
Position 809: 3.027893517165431e-06
Position 69: 2.0427662739257758e-06
Position 875: 9.92766990430569e-07
Position 153: 4.65060940069173e-07
Position 908: 3.6818082900499204e-07
Position 702: 3.7694130018829015e-08
Position 88: 3.412831803121291e-08
Position 510: 2.237678630731696e-10
Position 751: 6.856737991623282e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 82: 0.934910227239027
Position 1123: 0.08318655795744306
Position 1366: 0.07293968294006369
Position 4389: 0.0515154049674066
Position 2272: 0.03821696052527233
Position 1570: 0.02961082107227936
Position 3073: 0.02723687638441591
Position 1468: 0.024195585213939712
Position 1975: 0.02210706882609374
Position 3274: 0.021168964579602
Position 2773: 0.02068411485059858
Position 1060: 0.01908760603180151
Position 2074: 0.018725350665180968
Position 2173: 0.016773030288950816
Position 1771: 0.01632249206302592
Position 2470: 0.016292776074302212
Position 2971: 0.01518007255357832
Position 862: 0.013408229557369701
Position 3172: 0.012506636249224785
Position 2569: 0.012232482737383534
Position 1033: 0.010857308622995264
Position 1162: 0.010126281342366447
Position 2872: 0.009960068814581478
Position 886: 0.009299749420614773
Position 516: 0.008460041247918874
Position 2371: 0.008003714647558275
Position 410: 0.007664978077506403
Position 4741: 0.005920572250791798
Position 875: 0.0056098968349299816
Position 865: 0.005522296668126128
Position 1076: 0.004707431136248224
Position 488: 0.00470225289037618
Position 3553: 0.00431257634866339
Position 270: 0.004154150771197623
Position 961: 0.0034877456347709346
Position 120: 0.003384736989886357
Position 3667: 0.003286573441282222
Position 934: 0.003112394897239175
Position 709: 0.003036061259245164
Position 4410: 0.0027824051182743542
Position 712: 0.0024692964277481444
Position 4157: 0.00233212002404648
Position 1339: 0.0022400245904288163
Position 1645: 0.0019627109900439846
Position 3349: 0.0019407342675170872
Position 69: 0.0018623899567245432
Position 4162: 0.0016444340589027264
Position 1135: 0.0014742789973177777
Position 2947: 0.0010786364155110132
Position 3392: 0.0009928200810454463
Position 1174: 0.000983604540407738
Position 606: 0.0009357635962597736
Position 1846: 0.0009290040808747944
Position 1543: 0.0007947433939248849
Position 557: 0.00058489225831066
Position 1086: 0.0005542894029167227
Position 1441: 0.000543756064207778
Position 1237: 0.0005336340320776759
Position 1036: 0.0004548505823896883
Position 2644: 0.0004147800797673985
Position 893: 0.0003801831178631364
Position 3046: 0.00035498691923873185
Position 1948: 0.00028615903310969817
Position 737: 0.0002842223528869929
Position 2746: 0.00027612944803885484
Position 596: 0.00022520010839972756
Position 1342: 0.00022475449425239554
Position 823: 0.00017818193834950006
Position 785: 0.00017708184199743246
Position 1240: 0.00015451213252839257
Position 1648: 0.00015394832464365023
Position 721: 0.00015178235768177538
Position 583: 0.00013633605278754983
Position 86: 0.0001281211153931607
Position 658: 0.00011060750782348913
Position 1264: 0.00011042316462041392
Position 973: 7.649587126449556e-05
Position 844: 5.953890118908904e-05
Position 330: 5.55704024758932e-05
Position 890: 5.112850638997832e-05
Position 899: 3.915589744522189e-05
Position 88: 3.7586967498229124e-05
Position 1144: 3.4361474822243066e-05
Position 622: 2.136220268416682e-05
Position 746: 8.120348527609705e-06
Position 662: 7.843854096831093e-06
Position 691: 6.844117870865469e-06
Position 835: 5.8698884027218385e-06
Position 686: 3.041806000408404e-06
Position 327: 2.582007218606385e-06
Position 240: 2.241859766616791e-06
Position 673: 2.1216575426385026e-06
Position 132: 1.6074198799289923e-06
Position 164: 1.4692898654839068e-06
Position 356: 5.955843530663224e-07
Position 169: 5.496365835843928e-07
Position 166: 3.600735025258506e-07
Position 540: 3.07439710407167e-07
Position 365: 2.517425031855137e-07
Position 534: 1.0231524934217609e-07
Position 345: 5.369031752993595e-08
Position 432: 3.1989071158576726e-08
Position 543: 2.5783844851744155e-08
Position 49: 1.211341934874364e-08
Position 181: 3.0156266342243737e-09
Position 334: 2.4165732328824047e-12
