Gene = DNApol-alpha50
Position 2901: 1.525992135845239e-05
Position 562: 1.1262652002599934e-05
Position 728: 1.0972847684066842e-05
Position 109: 1.0528534408055851e-05
Position 4027: 8.514530572749777e-06
Position 778: 8.313396426835445e-06
Position 596: 7.982974249210844e-06
Position 10: 5.865420485691507e-06
Position 502: 3.1082737589878253e-06
Position 49: 2.8107025320008258e-06
Position 190: 2.559876902863154e-06
Position 496: 1.3433789491817967e-06
Position 40: 9.308284819534439e-07
Position 7: 7.038478685078792e-07
Position 388: 5.807986279702142e-07
Position 1342: 5.293430054629409e-07
Position 857: 4.0134792580942333e-07
Position 1333: 3.437016655624993e-07
Position 998: 3.4153257064465806e-07
Position 446: 2.4833871042845694e-07
Position 410: 9.532628862560979e-08
Position 3309: 8.715853949063829e-08
Position 3648: 6.104163793249091e-08
Position 1331: 3.6472793364588215e-08
Position 245: 1.84649899281934e-08
Position 1304: 8.682298415692603e-09
Position 937: 5.720747410357042e-09
Position 3074: 4.3606534012682e-09
Position 896: 1.2713371080254316e-10
Position 2760: 5.997717783217692e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2651: 0.8875382570900415
Position 2876: 0.8749442223949662
Position 832: 0.5366202408518694
Position 3251: 0.11625939797472525
Position 2923: 0.08647230010179659
Position 2673: 0.062263125067706815
Position 3101: 0.028627447587206797
Position 3839: 0.021565050917244973
Position 769: 0.021245778410398854
Position 431: 0.019121008364432934
Position 3776: 0.016422013453986885
Position 2484: 0.014324462520967798
Position 261: 0.009592814536604799
Position 3357: 0.0069361955873149354
Position 2679: 0.006198569778161063
Position 3804: 0.006186955372804861
Position 519: 0.005818216923493879
Position 3255: 0.005557615211306368
Position 2770: 0.0050519680286761764
Position 1024: 0.004420252487792692
Position 2319: 0.0040325964304708485
Position 2325: 0.004017603134506858
Position 624: 0.0034724113581302276
Position 242: 0.003334822453140044
Position 813: 0.002633209913595134
Position 2963: 0.0020623372268449517
Position 2632: 0.0019370597886334705
Position 919: 0.0017728985381508793
Position 341: 0.0016956896580311897
Position 396: 0.0015133397020555767
Position 3565: 0.001383818412791191
Position 3189: 0.001217625522391601
Position 3856: 0.0010643388474953692
Position 1414: 0.001061342384461594
Position 548: 0.0010349239509199947
Position 4085: 0.0009663571324747747
Position 3889: 0.0008809881540351558
Position 671: 0.0007177002051224051
Position 792: 0.0006461577723777255
Position 1056: 0.0006075351879229251
Position 3754: 0.0005750293060290956
Position 3648: 0.00045225603248459965
Position 334: 0.00044851721109290016
Position 2094: 0.0003853197109679883
Position 2747: 0.00035878266273893945
Position 845: 0.0003567235127600213
Position 2522: 0.0003359728942201975
Position 2339: 0.000323162276237894
Position 2693: 0.00032066275145219614
Position 634: 0.0003132035767872488
Position 1822: 0.00025693745236286716
Position 2493: 0.0002524615565926855
Position 2739: 0.00023075702594344872
Position 346: 0.00022067091646271338
Position 3381: 0.00021738641220242724
Position 1263: 0.00016731118762486932
Position 3823: 0.00013684542833217105
Position 1810: 0.00011165483722410931
Position 596: 0.0001098922937174114
Position 3604: 0.00010514515906581304
Position 2568: 0.00010376535406954955
Position 2372: 0.00010063299248727915
Position 289: 9.992598149220381e-05
Position 1355: 9.39813548510908e-05
Position 3146: 9.353531173736421e-05
Position 3004: 8.582451356470634e-05
Position 2600: 7.646866776021152e-05
Position 3633: 6.983889617397058e-05
Position 317: 6.761150706761476e-05
Position 3493: 6.30414358807005e-05
Position 2554: 6.191050507992094e-05
Position 144: 5.787868873977818e-05
Position 3014: 4.7128645023219515e-05
Position 172: 4.707964575666242e-05
Position 1205: 4.282988653444627e-05
Position 114: 4.173252726184854e-05
Position 3411: 3.9701970728334275e-05
Position 221: 3.951077166339249e-05
Position 2298: 3.709754881950672e-05
Position 2705: 3.655476792144655e-05
Position 1732: 3.5973082174785784e-05
Position 3691: 3.5924021088587044e-05
Position 1138: 3.5734072988706395e-05
Position 164: 3.539097324513637e-05
Position 3169: 3.297927110702934e-05
Position 1926: 2.947637500891396e-05
Position 3616: 2.8540958007593957e-05
Position 2147: 2.777716808077034e-05
Position 1609: 2.4475962012414e-05
Position 2344: 1.951451527980437e-05
Position 675: 1.804983100335738e-05
Position 562: 1.5804832854778033e-05
Position 1499: 1.5027986194692582e-05
Position 1359: 1.47414600290226e-05
Position 2052: 1.4430042415603902e-05
Position 3290: 1.4357332199870109e-05
Position 2977: 1.430495022380903e-05
Position 2853: 1.4267737725572316e-05
Position 774: 1.3968942597606655e-05
Position 2288: 1.3539746333603028e-05
Position 1465: 1.2536005429230758e-05
Position 1943: 1.2453760087803825e-05
Position 75: 1.2211432938340748e-05
Position 1339: 1.1778847657512854e-05
Position 4068: 1.116936980893294e-05
Position 2098: 1.0329603041314447e-05
Position 644: 9.766824894779115e-06
Position 3430: 8.475488453541826e-06
Position 350: 7.39714798234794e-06
Position 943: 6.163552511078487e-06
Position 354: 5.488206104992039e-06
Position 853: 5.31441126744579e-06
Position 314: 4.793811449635074e-06
Position 1060: 4.3141584125367254e-06
Position 559: 2.8753793138202466e-06
Position 360: 1.7801283341297002e-06
Position 100: 1.6287585132597343e-06
Position 177: 9.482591754185799e-07
Position 2980: 8.090077572529144e-07
Position 2881: 6.239280444688979e-07
Position 937: 2.205413982926343e-07
Position 121: 1.904421353895776e-07
Position 190: 1.5531872512334544e-07
Position 186: 1.0850281246677804e-07
Position 46: 8.958953767299922e-09
Position 128: 7.1492366848638225e-09
Position 865: 5.699110399493834e-09
Position 49: 4.694824572363373e-09
Position 778: 3.73267625681755e-09
Position 967: 2.9609120039853415e-10
