Gene = scaf6
Position 107: 1.3740510101927361e-05
Position 4704: 1.3124831376425868e-05
Position 238: 1.2641432694641196e-05
Position 5090: 1.1173250714204434e-05
Position 380: 1.0750715586434846e-05
Position 87: 1.0692624644181967e-05
Position 383: 1.061808506929134e-05
Position 1469: 1.057922416009987e-05
Position 1326: 1.03284995407825e-05
Position 5062: 9.076975349236846e-06
Position 2038: 8.387414680657626e-06
Position 826: 7.836003351270852e-06
Position 5337: 7.790259242227989e-06
Position 977: 7.704213312384855e-06
Position 4062: 7.502941044392591e-06
Position 841: 6.96552720911698e-06
Position 954: 6.78714527871852e-06
Position 823: 5.5490788819868636e-06
Position 1030: 5.083470898991336e-06
Position 389: 4.961742152148164e-06
Position 4716: 4.4070551384140545e-06
Position 4731: 3.914073302555702e-06
Position 5595: 3.6769934848847867e-06
Position 3478: 3.5546222281753244e-06
Position 5355: 3.1674179598564913e-06
Position 5576: 3.0179550559656013e-06
Position 4746: 2.889754462503629e-06
Position 757: 2.6447895820478067e-06
Position 1033: 2.4585575501453593e-06
Position 2005: 2.3591838037648208e-06
Position 5230: 2.284942692901178e-06
Position 5200: 2.1389590474486975e-06
Position 5427: 2.0333185325512198e-06
Position 4954: 1.8439186219832637e-06
Position 5149: 1.7531148410112392e-06
Position 4948: 1.4747573808358028e-06
Position 820: 1.3803755113204588e-06
Position 5598: 1.2406460306329049e-06
Position 1328: 1.0804776523213161e-06
Position 4713: 1.0472871492610564e-06
Position 4761: 7.548608244919734e-07
Position 95: 6.930883813983786e-07
Position 368: 5.984823989669984e-07
Position 459: 5.894065899683373e-07
Position 5669: 5.524887600078572e-07
Position 404: 4.614775109937832e-07
Position 1205: 3.9056754947947924e-07
Position 4771: 3.2247330191439013e-07
Position 1284: 2.5782793198082195e-07
Position 75: 2.0602159355689912e-07
Position 392: 2.0313270099619634e-07
Position 972: 1.6876357251758072e-07
Position 1603: 1.4850051575995616e-07
Position 4782: 1.342698066123296e-07
Position 386: 1.317741681211568e-07
Position 4800: 1.214697137338265e-07
Position 4848: 1.0495731045336322e-07
Position 338: 8.851333430709185e-08
Position 3714: 5.0206060032261605e-08
Position 410: 3.145501026127636e-08
Position 857: 1.2784599466571565e-08
Position 847: 7.811142510478774e-09
Position 146: 3.836902434967157e-09
Position 428: 1.2186910968512762e-09
Position 54: 1.0858881461690053e-09
Position 157: 1.0654430165001999e-09
Position 63: 6.97398818691939e-10
Position 141: 5.891549880053496e-10
Position 468: 2.6031679816128705e-10
Position 476: 8.317521625933584e-15
