Gene = Cand1
Position 415: 0.00030008441396898723
Position 3696: 0.0002985855596703668
Position 51: 0.0002606508185321729
Position 1526: 0.00025056375207394276
Position 2931: 0.0002288925794190522
Position 2684: 0.00022490100578221784
Position 649: 0.00021532093020782732
Position 604: 0.0001981031817256935
Position 205: 0.00019796033438152787
Position 1553: 0.00019406551072612658
Position 3808: 0.00019042477912729192
Position 698: 0.00017497570571570187
Position 3174: 0.00011851038222848065
Position 4446: 0.00011242282269347555
Position 2334: 0.00011086641561159639
Position 4004: 9.572945855060053e-05
Position 2012: 8.332781398165242e-05
Position 3545: 8.204408320525715e-05
Position 3073: 7.493028424213126e-05
Position 3306: 7.189002298915106e-05
Position 2153: 7.182512602622965e-05
Position 1516: 6.350096275365176e-05
Position 587: 5.796288747021621e-05
Position 457: 5.510794686602181e-05
Position 1064: 5.270112766687563e-05
Position 3842: 4.994446483868267e-05
Position 214: 4.5131560933667745e-05
Position 1518: 3.976344965293989e-05
Position 1880: 3.9292785402852614e-05
Position 3126: 3.625365429454971e-05
Position 540: 3.036785271752468e-05
Position 1451: 2.951341986621164e-05
Position 4340: 2.9219770579400293e-05
Position 4106: 2.8561433051903073e-05
Position 2345: 2.5426234004877538e-05
Position 2075: 2.4235643800635203e-05
Position 3456: 2.117829060167941e-05
Position 424: 2.0669203899444724e-05
Position 3944: 1.9131518198133167e-05
Position 183: 1.7145573186369187e-05
Position 1046: 1.4845926149833456e-05
Position 1578: 1.2857501062481778e-05
Position 764: 1.2566868425413472e-05
Position 954: 1.0500076135110836e-05
Position 4283: 9.942455529019698e-06
Position 3209: 9.869320825390466e-06
Position 162: 9.836438065419443e-06
Position 399: 9.2804119317859e-06
Position 3910: 9.051127496112731e-06
Position 865: 8.760434923459534e-06
Position 477: 8.42786978726953e-06
Position 1774: 5.372149925500948e-06
Position 4132: 5.176145284809642e-06
Position 485: 4.7217945588333426e-06
Position 775: 4.210247469723171e-06
Position 1024: 4.127847757162353e-06
Position 493: 3.0715733421355477e-06
Position 653: 2.8078824634183668e-06
Position 2811: 2.4067143401540267e-06
Position 1244: 2.3398281836903538e-06
Position 4086: 2.3333107236667346e-06
Position 817: 2.1717922798217297e-06
Position 3961: 2.1109769102663327e-06
Position 624: 1.9149903024792615e-06
Position 887: 1.7865550369441856e-06
Position 3974: 1.5916917351051042e-06
Position 555: 1.5555499447719688e-06
Position 5: 1.5057528403515e-06
Position 1216: 1.1951674605873438e-06
Position 897: 1.1724072290194289e-06
Position 529: 1.0323729962496112e-06
Position 758: 9.807830176951774e-07
Position 3914: 9.397291106426694e-07
Position 3450: 9.227906271505985e-07
Position 3648: 6.730073028437945e-07
Position 1803: 5.821223600434097e-07
Position 2878: 5.314825063405367e-07
Position 4231: 5.289203544095629e-07
Position 4301: 4.988948261112092e-07
Position 737: 4.7394486494014075e-07
Position 4170: 4.689292644375196e-07
Position 1221: 3.844135417932435e-07
Position 728: 3.8015845747653893e-07
Position 1985: 3.594233928444987e-07
Position 1500: 3.1965389348420614e-07
Position 3423: 3.181882196536946e-07
Position 4175: 2.3043904577634844e-07
Position 956: 2.1926950257786406e-07
Position 2993: 2.1914404825266004e-07
Position 4121: 2.0810605281227739e-07
Position 3657: 2.0195098055759047e-07
Position 3213: 1.8824032133843024e-07
Position 1183: 1.8539152530668844e-07
Position 2892: 1.691157675287737e-07
Position 824: 1.380815908907616e-07
Position 2642: 1.1610747489067502e-07
Position 1341: 1.0546408000829929e-07
Position 335: 1.0539285846597345e-07
Position 3360: 1.0291647039063866e-07
Position 905: 9.525238858462881e-08
Position 3781: 8.103124797200569e-08
Position 913: 8.092399864637441e-08
Position 3400: 6.291553851094802e-08
Position 472: 4.683178790458733e-08
Position 1336: 2.6552873053029092e-08
Position 740: 2.5516491196803717e-08
Position 2162: 1.9785736502959437e-08
Position 1320: 9.744743558195087e-09
Position 2789: 8.547635969597282e-09
Position 2615: 7.195389356683031e-09
Position 2582: 5.7715088145700645e-09
Position 1308: 4.843958203462562e-09
Position 315: 1.3646134305952357e-09
Position 1682: 7.122225548717149e-10
Position 2411: 3.5555441344958906e-10
Position 2149: 3.505091856116223e-10
Position 4158: 2.761958636877045e-10
Position 1357: 1.8828022639028484e-10
Position 1122: 3.626856394805216e-11
Position 2192: 1.5427240749297718e-11
Position 4093: 8.97298686436157e-12
Position 4287: 5.785117785212245e-12
Position 3691: 1.6056047793172166e-12
Position 299: 2.2610880073550384e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2768: 0.9970950121047597
Position 4058: 0.9959695368430598
Position 4269: 0.9926298032532773
Position 309: 0.9900546837219999
Position 1345: 0.9500354666114178
Position 751: 0.9325082643728573
Position 1122: 0.8557287217324061
Position 2182: 0.6988559593144499
Position 1093: 0.13424628678317244
Position 162: 0.06111938872044882
Position 837: 0.05452116686096937
Position 1546: 0.05240152396804332
Position 1850: 0.05085735102457432
Position 3860: 0.026371207660378936
Position 2387: 0.02421325123305169
Position 1328: 0.02289037178843936
Position 3887: 0.016759907086157738
Position 2161: 0.016636725505939146
Position 2533: 0.010847988944880961
Position 1129: 0.009699016317614129
Position 2488: 0.00861757860796907
Position 3593: 0.006712486710818681
Position 754: 0.006516367371082863
Position 4514: 0.006233667185826769
Position 4482: 0.0048217110208742635
Position 2053: 0.004183632306838255
Position 1771: 0.004014506748451304
Position 4438: 0.003842747141953349
Position 4078: 0.00372800799884907
Position 3125: 0.003573888658444739
Position 3334: 0.003131702998252058
Position 1603: 0.0030705754069414383
Position 2585: 0.0030382406639116585
Position 3137: 0.0028107984114981864
Position 2618: 0.0026838957286665385
Position 3905: 0.002525088550741742
Position 2343: 0.0024793161416687155
Position 4283: 0.0023994933714886046
Position 1808: 0.0023304316363985714
Position 4280: 0.0022444893560944683
Position 570: 0.0019415700687261056
Position 3590: 0.0015772736889367997
Position 1511: 0.001539077206172059
Position 2111: 0.0015123590901734835
Position 2086: 0.0015116926815340874
Position 1744: 0.0014046632190307894
Position 2990: 0.001274872573561922
Position 3540: 0.0011908027311050694
Position 3380: 0.001119680655139855
Position 1711: 0.0009780271215335521
Position 1572: 0.0009304579462448637
Position 2461: 0.0009087180208961801
Position 4301: 0.0009063242616245529
Position 2275: 0.000820174712339194
Position 2245: 0.0007158939586772228
Position 3563: 0.0007077831479255002
Position 2209: 0.0006953682186111555
Position 3740: 0.000679012024912191
Position 2024: 0.0006776506642472105
Position 1914: 0.0006397352317526145
Position 931: 0.0005364474913344541
Position 4502: 0.0005138974830836024
Position 2537: 0.0005116067500154781
Position 1923: 0.0005108612728936834
Position 865: 0.00048804434916040955
Position 3100: 0.0004801934810306202
Position 2443: 0.00046245994454247226
Position 1354: 0.00044777898489523185
Position 1970: 0.00044226143982231317
Position 1660: 0.0004300962943550201
Position 1549: 0.00037536996220439094
Position 1399: 0.00032530442744193027
Position 4311: 0.00031875634869156326
Position 717: 0.00024859287434472066
Position 2822: 0.0002453951630196609
Position 1875: 0.00024163929699458502
Position 3347: 0.00023819805488084123
Position 2993: 0.00023041645616554804
Position 2858: 0.00020944739125399158
Position 191: 0.00019783927208520653
Position 3179: 0.00019757423159575427
Position 2369: 0.00018316696952554843
Position 2625: 0.00017921512276378247
Position 4105: 0.0001772197592117739
Position 659: 0.00017131496024746
Position 2083: 0.00016765010114407042
Position 501: 0.0001178238823628762
Position 3389: 0.0001132179888116176
Position 775: 0.00011123179271566056
Position 3569: 0.00010452363245768188
Position 3302: 0.0001012317841974706
Position 124: 0.0001008337125243276
Position 3398: 9.682950568317622e-05
Position 624: 9.4435397839919e-05
Position 110: 7.23090182643868e-05
Position 2508: 6.820138879432638e-05
Position 477: 6.609952194996368e-05
Position 3746: 6.297743256149809e-05
Position 2629: 6.219919498305149e-05
Position 2804: 6.123505944090166e-05
Position 462: 5.532371731391462e-05
Position 567: 5.420555125040513e-05
Position 3691: 5.324684449240752e-05
Position 3686: 5.2913344023342914e-05
Position 600: 5.060053243790787e-05
Position 604: 5.0588255338220786e-05
Position 4527: 4.8199063771893714e-05
Position 4129: 4.129410510259726e-05
Position 4462: 3.939128527449456e-05
Position 1763: 3.6696257444913073e-05
Position 883: 3.60258174811918e-05
Position 516: 3.452794933825709e-05
Position 3545: 3.3921127381401464e-05
Position 2320: 3.326020521075455e-05
Position 4331: 3.258373141011171e-05
Position 4175: 2.9217510653883408e-05
Position 1886: 2.766992273980406e-05
Position 92: 2.583268470346184e-05
Position 1024: 2.5669893118524633e-05
Position 3002: 2.456392896707818e-05
Position 4369: 1.9465424113105523e-05
Position 3047: 1.805852435823698e-05
Position 3026: 1.7898040178677988e-05
Position 3220: 1.6451687555682258e-05
Position 1831: 1.643190222284437e-05
Position 4544: 1.4981029175208637e-05
Position 2902: 1.1691963199494792e-05
Position 2936: 1.0974160650015958e-05
Position 1183: 1.046687229048292e-05
Position 3227: 1.0394797051593518e-05
Position 939: 9.914996425117135e-06
Position 104: 9.87609572818081e-06
Position 2795: 9.471439360604759e-06
Position 4537: 9.002098797163323e-06
Position 4132: 8.644307063615588e-06
Position 1933: 7.986142325942418e-06
Position 1188: 7.96890798363577e-06
Position 4349: 7.884544235188506e-06
Position 3254: 7.676416186357159e-06
Position 851: 7.239424053406249e-06
Position 1578: 7.194744301669593e-06
Position 2948: 5.9661917558044784e-06
Position 983: 5.9103652976858265e-06
Position 1458: 5.908651804249719e-06
Position 1516: 5.763317677972092e-06
Position 1228: 5.630638646361936e-06
Position 372: 5.476722361334763e-06
Position 3044: 5.006892654566083e-06
Position 1606: 4.336749161087702e-06
Position 4394: 3.5011702272831505e-06
Position 214: 2.6676020636474115e-06
Position 1001: 2.2969332650096717e-06
Position 4202: 1.9022186992633255e-06
Position 4352: 1.2925032817341637e-06
Position 895: 1.0897011754025154e-06
Position 129: 9.86084179740548e-07
Position 4403: 9.34256423620137e-07
Position 682: 9.299468017494314e-07
Position 327: 9.125253828595186e-07
Position 4340: 8.56369779443019e-07
Position 69: 7.514876696810348e-07
Position 4383: 7.349267504249442e-07
Position 375: 7.249882346236917e-07
Position 432: 6.000542575174464e-07
Position 411: 5.659500211861681e-07
Position 507: 4.542438539157011e-07
Position 1259: 4.420177596044317e-07
Position 4374: 4.068073256414912e-07
Position 510: 3.612423793549246e-07
Position 4144: 3.138758384845707e-07
Position 4287: 2.951570079684616e-07
Position 254: 2.8630952508548055e-07
Position 615: 2.678083471227546e-07
Position 587: 1.9217152041502003e-07
Position 366: 1.8865128075199211e-07
Position 1192: 1.4069235702634704e-07
Position 4111: 1.3936312169341203e-07
Position 1612: 7.034530953225164e-08
Position 1465: 6.552022518083192e-08
Position 245: 6.200620631150306e-08
Position 4027: 4.957521159604496e-08
Position 817: 4.1980243512835626e-08
Position 4156: 3.7702105758680085e-08
Position 457: 3.4081141609610904e-08
Position 4529: 3.10050793184738e-08
Position 1447: 1.764981838733079e-08
Position 1216: 1.6537481480085022e-08
Position 1525: 1.6197502034699615e-08
Position 442: 1.384504018925587e-08
Position 1438: 1.2569270091379595e-08
Position 1624: 1.0278014594327161e-08
Position 522: 7.971787576286575e-09
Position 399: 7.2393859659127e-09
Position 1470: 6.30891986702306e-09
Position 447: 5.690449913805642e-09
Position 985: 4.54557839708567e-09
Position 405: 3.054267809991113e-09
Position 380: 1.5677263158725098e-09
Position 1207: 1.1983595254971672e-09
Position 1179: 9.559462815565103e-10
Position 1495: 8.170789670475782e-10
Position 1290: 6.21678456007446e-10
Position 1238: 5.806308114008541e-10
Position 1462: 4.699215622371059e-10
Position 51: 3.227302094064629e-10
Position 1293: 6.971698716574827e-11
