Gene = Bre1
Position 4201: 0.0002453589942546076
Position 685: 0.00021068143948090284
Position 1363: 0.00020631292916614547
Position 1196: 0.00020516068877990374
Position 1912: 0.000184321025631714
Position 3059: 0.00016249490898517202
Position 1888: 0.00015768021273463445
Position 865: 0.00015372519074484755
Position 2092: 0.00014205983046829774
Position 4266: 0.00013268406039829137
Position 1993: 0.0001253895123122871
Position 116: 0.00011959945749207911
Position 2078: 0.0001145969655578487
Position 2305: 0.00011281667252438142
Position 3293: 0.00011263712964407359
Position 1084: 0.00010301462808720245
Position 1123: 0.00010096987882847596
Position 3497: 9.962579561809851e-05
Position 1372: 9.756243601303327e-05
Position 2927: 9.401223069411692e-05
Position 1060: 9.138852253948057e-05
Position 1171: 8.746693319875745e-05
Position 2379: 8.40591815933953e-05
Position 703: 8.121018291224398e-05
Position 1549: 7.949464889653753e-05
Position 920: 7.446852866612466e-05
Position 1054: 7.422619021231772e-05
Position 1426: 7.331397274693684e-05
Position 1350: 7.096572642304918e-05
Position 1933: 7.081641875410567e-05
Position 2314: 6.958473071757524e-05
Position 3644: 6.30638776823079e-05
Position 2601: 5.916191769676721e-05
Position 3302: 5.8071252937904874e-05
Position 1648: 5.4273729034699756e-05
Position 2853: 5.2548724746979484e-05
Position 3647: 5.047757671423139e-05
Position 3864: 4.837029416983279e-05
Position 3731: 4.82348126093122e-05
Position 2618: 4.6603876399223545e-05
Position 598: 4.619181536622809e-05
Position 3663: 4.6111419679513234e-05
Position 2230: 4.4525567465317085e-05
Position 360: 4.314695397787699e-05
Position 3023: 4.21587334872798e-05
Position 2437: 3.6931579112895444e-05
Position 1545: 3.4976902134371815e-05
Position 3002: 3.480621484990201e-05
Position 511: 3.40098233160644e-05
Position 2141: 3.303082849845572e-05
Position 3197: 3.284659525066265e-05
Position 2261: 3.1525655174377106e-05
Position 2612: 3.138509625984383e-05
Position 130: 3.006581623358198e-05
Position 2086: 2.457554493962978e-05
Position 1255: 2.347536784578793e-05
Position 1222: 2.3242225786213245e-05
Position 1114: 2.2800650136784637e-05
Position 2014: 2.199103744484236e-05
Position 3296: 2.110123864120468e-05
Position 3077: 2.1087181247550178e-05
Position 926: 2.072004189262656e-05
Position 843: 2.0304992106871574e-05
Position 3365: 1.9773589346781428e-05
Position 1663: 1.850295758429056e-05
Position 3792: 1.7474160164622005e-05
Position 2284: 1.72992121394099e-05
Position 1150: 1.6883837229284464e-05
Position 943: 1.6715527939981918e-05
Position 141: 1.548122386500892e-05
Position 2945: 1.4746010976012546e-05
Position 3527: 1.4724512559992696e-05
Position 167: 1.3350975659027401e-05
Position 3631: 1.3179758389379498e-05
Position 3275: 1.1706623776489713e-05
Position 1804: 1.091879047193855e-05
Position 1654: 1.0869896209472298e-05
Position 1141: 1.0400295789170963e-05
Position 766: 1.0334663408930075e-05
Position 2571: 1.0329663699002509e-05
Position 1901: 9.995564745854224e-06
Position 1705: 9.549235744137015e-06
Position 3032: 9.28927736630701e-06
Position 1384: 9.162298917709752e-06
Position 404: 8.147700405382557e-06
Position 514: 7.18446566157362e-06
Position 1165: 6.821115150424118e-06
Position 3320: 6.8075664463305e-06
Position 3392: 6.653721511101442e-06
Position 1429: 6.619847958239254e-06
Position 1807: 6.041497369839336e-06
Position 381: 5.9770134036458975e-06
Position 2128: 5.701358361623652e-06
Position 721: 5.506598775748962e-06
Position 2915: 5.411821591784038e-06
Position 490: 5.062693459298288e-06
Position 1261: 4.684991333606174e-06
Position 946: 4.602654857857692e-06
Position 2891: 4.462788651140261e-06
Position 1201: 4.287639936465394e-06
Position 3581: 4.2721675407057935e-06
Position 3201: 4.1973884753118865e-06
Position 384: 4.093390493119219e-06
Position 2233: 3.7887060378516036e-06
Position 2066: 3.7536820835285414e-06
Position 2152: 3.686669821819961e-06
Position 1844: 3.6268321986962033e-06
Position 1175: 3.6240149301034165e-06
Position 556: 3.61111895190745e-06
Position 940: 3.3137758027302496e-06
Position 1828: 3.3010686549620084e-06
Position 3224: 3.1640936777020605e-06
Position 3260: 3.16048819966977e-06
Position 1801: 2.9886944978176012e-06
Position 3471: 2.955260582463624e-06
Position 2951: 2.5769099896805016e-06
Position 2117: 2.3556643885264324e-06
Position 1690: 2.3328558759639674e-06
Position 88: 2.153730839232048e-06
Position 763: 2.059947245102872e-06
Position 2651: 1.914054206609346e-06
Position 3014: 1.5720791558619674e-06
Position 2687: 1.4361212759325372e-06
Position 1772: 1.290859930193544e-06
Position 2627: 8.860329219699787e-07
Position 1732: 8.321916838144973e-07
Position 1018: 8.28321425502973e-07
Position 77: 7.512625133411814e-07
Position 1669: 6.056570051910081e-07
Position 810: 4.4925101217027373e-07
Position 523: 2.0751420775862846e-07
Position 2633: 2.0430948694404124e-07
Position 649: 1.4796606278659286e-07
Position 586: 1.1892911369974577e-07
Position 518: 1.127938574729165e-07
Position 475: 8.708505326044602e-08
Position 82: 7.79373010255993e-08
Position 415: 5.7400939330616126e-08
Position 427: 4.657167201181441e-08
Position 3368: 3.720091923174945e-08
Position 259: 3.5072307989861946e-08
Position 800: 3.253015447888967e-08
Position 66: 1.9898827068443054e-08
Position 430: 1.8534839398589143e-08
Position 62: 6.255629948151596e-09
Position 1753: 5.305567373950116e-09
Position 1786: 2.1390923362481325e-09
Position 1747: 1.035719722951789e-09
Position 2666: 2.2529200622131743e-10
Position 2684: 1.1178551587881347e-10
Position 204: 7.662071443340479e-11
Position 254: 1.6660058113981913e-11
Position 2672: 1.3840523125410272e-11
Position 550: 8.786965293199615e-12
Position 478: 1.320650356019368e-14
Position 442: 1.2409697740232457e-14
