Gene = Slmap
Position 1576: 0.04721522069123517
Position 5672: 0.034152887983839655
Position 5940: 0.03357947147082039
Position 4703: 0.018698271043824922
Position 6499: 0.014610494563401676
Position 1123: 0.014592479306711821
Position 1345: 0.010461910135316747
Position 5254: 0.01032689825440514
Position 2759: 0.00940363980911572
Position 5703: 0.009219918772526267
Position 272: 0.008786369368377133
Position 5728: 0.007898615625178367
Position 5700: 0.006938136133718338
Position 1716: 0.006899331540500227
Position 6047: 0.006789543602141881
Position 1537: 0.0059838123898908295
Position 6306: 0.004494753446883666
Position 1638: 0.003723838308308378
Position 1907: 0.0036233518772274312
Position 1894: 0.0031068145356071635
Position 1238: 0.0030893515782574855
Position 3221: 0.003082247454453389
Position 1826: 0.002959787860111355
Position 1610: 0.002650692686702515
Position 5400: 0.002575506479813598
Position 3429: 0.002376996763045704
Position 1783: 0.0022634909840134106
Position 1992: 0.0020393116814606746
Position 1422: 0.0019282574546956354
Position 1458: 0.0018965301180501196
Position 6424: 0.0018853299234246723
Position 819: 0.0017442129090407873
Position 814: 0.0017294335911912043
Position 629: 0.0015177417376932999
Position 1904: 0.0014387243593143766
Position 1324: 0.0013935682256411234
Position 1283: 0.0013230895934717088
Position 4178: 0.0012769717860625193
Position 4729: 0.0011636947008343734
Position 3625: 0.0011532889605678702
Position 847: 0.0010534320502198094
Position 1597: 0.0009809335446809302
Position 610: 0.0009609596365873533
Position 881: 0.0007365627674437109
Position 1351: 0.0006626225755433983
Position 6736: 0.0006624541018893481
Position 3604: 0.0006461472096852744
Position 1934: 0.0006384353874416802
Position 626: 0.0006191542386828479
Position 4670: 0.0005953545287380496
Position 5865: 0.0005903742977886115
Position 1247: 0.0005630054959332463
Position 5058: 0.0005270547278097455
Position 1271: 0.0005007606114054621
Position 361: 0.0004917040074107421
Position 434: 0.0004907646644324894
Position 3410: 0.0004344532271783729
Position 6096: 0.000423483955894402
Position 5451: 0.0003820669562125441
Position 6044: 0.00037499246142693056
Position 1695: 0.0003739648504674741
Position 4606: 0.00032183890203707597
Position 1842: 0.0003008182569308474
Position 6109: 0.0002965216149982529
Position 1683: 0.0002914071955952156
Position 315: 0.0002894199732216926
Position 1258: 0.00027418182377162456
Position 668: 0.00027188511204474694
Position 5878: 0.0002601566373432325
Position 6668: 0.00023386160085608893
Position 5271: 0.00020276118853382248
Position 111: 0.00019262031065896606
Position 1011: 0.00018636742379141052
Position 5738: 0.00018515630868732138
Position 1771: 0.0001835225342666433
Position 3461: 0.00017455426769843479
Position 6336: 0.00015378110891970325
Position 141: 0.00015139428867088977
Position 1492: 0.0001421874955155793
Position 2921: 0.00013943613978926417
Position 3483: 0.00013391461644248978
Position 1467: 0.00013364923489222146
Position 6129: 0.00012542975550234518
Position 1255: 0.0001225695176828578
Position 1547: 0.00011956744003475221
Position 1864: 0.00011193941117149453
Position 1961: 0.00011133154816159643
Position 1287: 0.00010264414151911767
Position 766: 0.0001015040982350878
Position 1045: 9.40748510819703e-05
Position 2836: 9.0944895626434e-05
Position 1646: 8.591285782340042e-05
Position 117: 7.357801120429787e-05
Position 1386: 7.122873514638332e-05
Position 413: 6.901066665810902e-05
Position 685: 6.880874413670964e-05
Position 2314: 6.058245871117937e-05
Position 1393: 5.61792756972661e-05
Position 2010: 5.267313323939015e-05
Position 1150: 5.198177304923318e-05
Position 1431: 4.953942933550315e-05
Position 1158: 4.852596155012176e-05
Position 918: 4.830969867434819e-05
Position 209: 4.471154807407107e-05
Position 2612: 4.3464027415332e-05
Position 1080: 4.10457725024739e-05
Position 160: 3.627770384925871e-05
Position 5683: 3.550304669601363e-05
Position 1042: 3.4413306143762966e-05
Position 688: 3.3247914876278056e-05
Position 2492: 3.299530782484046e-05
Position 853: 2.829555581790879e-05
Position 1654: 2.3291788417779482e-05
Position 2041: 1.9060346640147834e-05
Position 1442: 1.7445319944972733e-05
Position 138: 1.6093921798358974e-05
Position 1315: 1.5296844264953515e-05
Position 2729: 1.4145974683792855e-05
Position 2773: 1.4080979376992763e-05
Position 84: 5.787855344909262e-06
Position 597: 5.64666696322635e-06
Position 180: 3.9077772283168e-06
Position 2443: 3.2138267229465155e-06
Position 2459: 2.5331145886883446e-06
Position 1058: 1.947522230009764e-06
Position 3435: 1.8889897205300555e-06
Position 1357: 1.705936637647403e-06
Position 2251: 6.84803283093853e-07
Position 185: 1.8974363038170954e-07
Position 926: 6.374379899058722e-08
Position 56: 3.189855658956883e-08
Position 1086: 3.0679582786426456e-08
Position 1008: 4.5943076280785434e-09
Position 190: 3.434410978759141e-09
