Gene = Clamp
Position 1423: 4.630342886183153e-05
Position 2326: 4.428738507483483e-05
Position 1376: 3.793206629726122e-05
Position 1701: 3.773401823279634e-05
Position 1114: 3.668664423814244e-05
Position 922: 2.949436838175387e-05
Position 428: 2.9292357535493128e-05
Position 381: 2.2363029740281665e-05
Position 155: 2.191342297300343e-05
Position 391: 1.759735355588301e-05
Position 236: 1.751465086243965e-05
Position 1043: 1.6442068902888037e-05
Position 879: 1.643635338414551e-05
Position 833: 1.6035570073171985e-05
Position 1567: 1.5072629871367773e-05
Position 898: 1.3156282343526889e-05
Position 145: 1.2090822340158817e-05
Position 1230: 1.1758711792027945e-05
Position 771: 1.0702705732561549e-05
Position 289: 9.745710809965899e-06
Position 1326: 9.729776173839681e-06
Position 2021: 8.999260252618568e-06
Position 1494: 8.599388609723438e-06
Position 1251: 8.196942306265368e-06
Position 349: 7.3544904702823745e-06
Position 318: 7.008083864106984e-06
Position 1892: 6.489320283402202e-06
Position 208: 6.2631700651794394e-06
Position 385: 5.6360275881823616e-06
Position 1635: 5.399119112262282e-06
Position 396: 3.3149886316827526e-06
Position 331: 3.2878266247981097e-06
Position 448: 2.9111822372154932e-06
Position 1937: 2.8770466201200308e-06
Position 881: 2.748847120136032e-06
Position 1387: 2.272396489649811e-06
Position 1955: 2.1317469679996586e-06
Position 3042: 2.0139159334690098e-06
Position 420: 1.9505637771763504e-06
Position 793: 1.684344474424573e-06
Position 459: 1.530363190722328e-06
Position 1968: 1.5280826871528954e-06
Position 20: 1.4926797400668626e-06
Position 2778: 1.3405384629159809e-06
Position 1361: 1.2086223536502772e-06
Position 398: 1.059929585615391e-06
Position 1940: 6.780127507050788e-07
Position 786: 4.937887794985664e-07
Position 25: 4.180391801987538e-07
Position 1302: 4.1769237056693995e-07
Position 507: 4.0963053237536405e-07
Position 1304: 3.1939580996284824e-07
Position 512: 1.4227044775740608e-07
Position 522: 1.3561681058249817e-07
Position 838: 4.8709185011172125e-08
Position 1445: 3.162146012856263e-08
Position 1925: 1.3257112121967135e-08
Position 520: 1.0007621676562383e-08
Position 2221: 3.008061525509604e-09
Position 1124: 2.3329014151819904e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.9817849702695374
Position 2155: 0.9513534267592691
Position 822: 0.9396833293339418
Position 499: 0.8951813041322996
Position 1076: 0.6458374077407322
Position 1925: 0.5712287707943832
Position 2994: 0.2370445173266757
Position 1904: 0.2071420776335261
Position 1170: 0.11339678698199983
Position 1157: 0.06028298700680085
Position 852: 0.05755420579277412
Position 324: 0.039673206362952955
Position 1119: 0.03355112122061878
Position 2790: 0.028262805313094292
Position 3207: 0.02650524878604359
Position 3016: 0.023352665467566428
Position 2664: 0.0161522033958413
Position 1096: 0.01540727010569875
Position 1889: 0.01440566215243338
Position 2946: 0.014030784795069187
Position 1610: 0.010009704245310039
Position 1964: 0.009522731793589433
Position 2658: 0.009059540142803649
Position 3327: 0.009012789579051344
Position 3361: 0.008733618181413518
Position 2970: 0.006900292588138727
Position 2707: 0.00544881866031063
Position 3129: 0.004966448209142463
Position 2635: 0.00458055160393729
Position 1724: 0.00436636148056699
Position 505: 0.004057778818474698
Position 2895: 0.0034235874370973467
Position 1346: 0.0032065866564862187
Position 2177: 0.0031442659904394846
Position 2453: 0.0028105402285078067
Position 1021: 0.0023856111318616754
Position 706: 0.0023394850538212917
Position 2756: 0.002138674298459519
Position 2761: 0.0019360870825800454
Position 2221: 0.001759165599125203
Position 445: 0.0012497999541735397
Position 1721: 0.0011954241179241707
Position 2477: 0.0011600268035182031
Position 2381: 0.0010736124899967422
Position 2186: 0.0010484392643755134
Position 1349: 0.000970799726052099
Position 520: 0.0009200828355537883
Position 2427: 0.000812964339692083
Position 1184: 0.0008099701363653667
Position 1181: 0.0007387588883300904
Position 679: 0.0007346590859307069
Position 3057: 0.0006212105952719286
Position 1283: 0.0006144224697194273
Position 889: 0.0006077434888668821
Position 1352: 0.0005980678807780272
Position 2501: 0.0005921548708922909
Position 336: 0.0005333959060884005
Position 2713: 0.00039882555644426415
Position 1983: 0.0003883999539392652
Position 331: 0.0003853955267130999
Position 3220: 0.0002913025310231139
Position 1795: 0.000291255835368385
Position 2354: 0.0002750172530104175
Position 3368: 0.00027265337434348024
Position 1262: 0.0002685660315232264
Position 2962: 0.00026269564876676526
Position 1034: 0.0002621168668139918
Position 216: 0.00022020705947972734
Position 2293: 0.0002017062145415499
Position 614: 0.00019956859902230145
Position 1103: 0.00018523358671431687
Position 1646: 0.00018358107155437857
Position 1409: 0.00017745853635402046
Position 1991: 0.00017520237422754387
Position 1237: 0.00014770958499762425
Position 1209: 0.00014028760352190913
Position 360: 0.00013609957445093662
Position 3225: 0.0001140826719091954
Position 1457: 0.00011347669113102571
Position 2015: 0.00010302556975751376
Position 945: 8.591341412713496e-05
Position 1433: 7.021492868403762e-05
Position 2041: 6.076382873328776e-05
Position 1406: 5.9044322497550785e-05
Position 1739: 5.254260306855444e-05
Position 1422: 5.006652997990598e-05
Position 1048: 4.597180149599867e-05
Position 716: 4.3261407255691774e-05
Position 2629: 4.223430868247697e-05
Position 289: 3.565713493617342e-05
Position 343: 3.3748867457881415e-05
Position 538: 3.3193474246929764e-05
Position 1430: 2.859748659164187e-05
Position 574: 2.299934870670211e-05
Position 1038: 2.2978932162813687e-05
Position 1244: 2.2898531755673514e-05
Position 530: 2.090380169752489e-05
Position 1393: 1.7121466640617593e-05
Position 1298: 1.5674116163170753e-05
Position 1322: 1.4897832825008065e-05
Position 1628: 1.3206590392166689e-05
Position 865: 1.1179483060038089e-05
Position 1484: 1.0641087532206952e-05
Position 1292: 1.0493477185633585e-05
Position 1331: 9.816124623343609e-06
Position 2201: 8.787518875491538e-06
Position 1256: 7.867322127998257e-06
Position 1193: 7.3039506398178875e-06
Position 1487: 5.321806351424139e-06
Position 1470: 5.230663168623743e-06
Position 1372: 4.502395789271166e-06
Position 2866: 4.249773472102208e-06
Position 1617: 4.2434397833667575e-06
Position 97: 4.000197990320725e-06
Position 894: 3.2992708708827594e-06
Position 556: 2.667048579128555e-06
Position 362: 2.4354691782907708e-06
Position 1060: 2.4347230483556902e-06
Position 876: 2.16742700201026e-06
Position 213: 2.153914751306536e-06
Position 1667: 1.4663710644446367e-06
Position 91: 1.3018067510344836e-06
Position 540: 8.849817090324063e-07
Position 546: 7.208236328615354e-07
Position 2606: 7.121433251256174e-07
Position 2726: 6.400347921485014e-07
Position 1011: 4.826535475555528e-07
Position 736: 3.2280894513089184e-07
Position 973: 2.7018904721975253e-07
Position 2534: 2.568458223341625e-07
Position 952: 1.9950787661438324e-07
Position 345: 1.9104410385683892e-07
Position 1053: 1.2480573465003122e-07
Position 739: 9.519791075647304e-08
Position 255: 9.314952430251864e-08
Position 75: 8.365975224357545e-08
Position 69: 4.935147826284095e-08
Position 220: 1.8875778240024714e-08
Position 1681: 5.013464383023109e-09
Position 733: 3.090154922430254e-09
Position 771: 5.265486518446702e-12
