Gene = Ca-beta
Position 38455: 0.11979818199553735
Position 13756: 0.11179256475492844
Position 39201: 0.10558249132001787
Position 32560: 0.10122651422624987
Position 3833: 0.0880144368861757
Position 38885: 0.07935572820101587
Position 45109: 0.07603649803234408
Position 37311: 0.06884238190787931
Position 43207: 0.06699942986412112
Position 39809: 0.06533570588627455
Position 42253: 0.062073973957027025
Position 43008: 0.056761622557577704
Position 45846: 0.05255204070040407
Position 46464: 0.0494350409826736
Position 26093: 0.04716063744245663
Position 41709: 0.046199967970403086
Position 39110: 0.03774243843875435
Position 39540: 0.03761010184370637
Position 45424: 0.03523680405454938
Position 21377: 0.034256417509879754
Position 38172: 0.03287174733183046
Position 40711: 0.032020268671955655
Position 39365: 0.031188716910468105
Position 3385: 0.0295300977866994
Position 38691: 0.02674104499714738
Position 45589: 0.02671958277432684
Position 39497: 0.026035233964156294
Position 41756: 0.022364813221805443
Position 46319: 0.01954061282485206
Position 42548: 0.01722814639824133
Position 39207: 0.01699679841360293
Position 2528: 0.016473385944894916
Position 13073: 0.01590432458384449
Position 41374: 0.01571410718985715
Position 41490: 0.014599159464468235
Position 14343: 0.014462364565473711
Position 44944: 0.013792726259072454
Position 37146: 0.012619328906392361
Position 2665: 0.01237794529470204
Position 19261: 0.011649641329511212
Position 39606: 0.011225453200889716
Position 47033: 0.010438681228263616
Position 42466: 0.010221284322104389
Position 26278: 0.010188810951810305
Position 15494: 0.010037552303011892
Position 40829: 0.009935759997941782
Position 15472: 0.00915371744968852
Position 40637: 0.008612492757123533
Position 43929: 0.008538209182710935
Position 39020: 0.00795665080485738
Position 31915: 0.007585628968224334
Position 45191: 0.007138693133746122
Position 39621: 0.007081568677075514
Position 41718: 0.006621047543960925
Position 39271: 0.006303798633994449
Position 42653: 0.005768768532214086
Position 41358: 0.005599531685531835
Position 36522: 0.005475040830297833
Position 3414: 0.0050700458676596685
Position 46474: 0.005011291388990156
Position 40163: 0.004643545161947799
Position 39896: 0.004508882448231997
Position 19378: 0.004487585876950661
Position 41607: 0.004402398353699268
Position 40658: 0.004226365078733965
Position 39081: 0.0041332202139912665
Position 42747: 0.0037506277971869274
Position 38798: 0.0035902801455287526
Position 45383: 0.003570177761651301
Position 45396: 0.0031803002621278876
Position 38129: 0.0025620817533393682
Position 41872: 0.0025588059426972488
Position 44923: 0.002524874554369975
Position 43229: 0.0025013679777899566
Position 31976: 0.0024420094898461122
Position 42967: 0.0024363871016061297
Position 36673: 0.0022988622258144635
Position 8444: 0.002271513619989564
Position 41169: 0.0021213840466872214
Position 40774: 0.0021013895272413556
Position 38653: 0.002068403406994774
Position 31309: 0.001985485708235652
Position 3680: 0.0018436004993710108
Position 21418: 0.0018428039640798212
Position 41501: 0.0017216224166143423
Position 42094: 0.0014965687392447797
Position 41018: 0.00149120297229909
Position 2862: 0.0014231223077796618
Position 38257: 0.001372931945371218
Position 41626: 0.0013473255070936673
Position 39025: 0.0012909837927044666
Position 1893: 0.0012736408685277605
Position 31727: 0.001270037468545517
Position 31545: 0.0011963197348683985
Position 42437: 0.0011916821513421373
Position 40786: 0.0011478852286167143
Position 1968: 0.0011365277177185717
Position 3869: 0.0011324526877163309
Position 38297: 0.0011173618535187107
Position 3239: 0.0010953793143779543
Position 38606: 0.0010905873457930212
Position 11557: 0.0010837914531948458
Position 19232: 0.0010687721765361656
Position 6302: 0.0010406210672145725
Position 40801: 0.0010278073237695111
Position 37579: 0.0009757721246060372
Position 43260: 0.0009556606177054954
Position 3206: 0.0009398586654285202
Position 44121: 0.0009354910407485366
Position 15117: 0.0008928284842295649
Position 26912: 0.0008903892621832222
Position 12091: 0.0008773027776819627
Position 38270: 0.0007985606969749057
Position 12395: 0.0007864868315661865
Position 40401: 0.0007858163231939459
Position 42119: 0.0007492528100773014
Position 38527: 0.0007449071906228801
Position 2900: 0.0007316665097837258
Position 38277: 0.0007288399074394041
Position 3006: 0.0007054384923502447
Position 3252: 0.0006338081544439018
Position 2803: 0.0006322470329229599
Position 2272: 0.0006287961640695506
Position 38591: 0.0006072304955189503
Position 38484: 0.0005920702026527366
Position 41562: 0.0005821063698170589
Position 41396: 0.0005708676313255933
Position 3644: 0.0005656808957465889
Position 41816: 0.0005575661873682147
Position 13522: 0.0005269547061987308
Position 1946: 0.0005110444832072029
Position 42044: 0.0005092146080156936
Position 12617: 0.00048798223792440303
Position 2964: 0.0004851692868875757
Position 38524: 0.0004587875227410597
Position 37876: 0.0004343424402819401
Position 37614: 0.00043231462312388755
Position 2955: 0.00041738408760571215
Position 12114: 0.0004042100997920643
Position 41897: 0.00039232508684331206
Position 14546: 0.00038368085021636147
Position 41047: 0.00038033536144885667
Position 38391: 0.0003735944907112712
Position 3508: 0.00035704950351935605
Position 38944: 0.00034344534104263316
Position 2548: 0.00031295795866059133
Position 3553: 0.00029163338546739814
Position 41942: 0.0002781935212690191
Position 2765: 0.00027727070898536416
Position 42902: 0.000235533959857703
Position 40655: 0.0002137809008370461
Position 11361: 0.00019747266664790772
Position 38846: 0.0001969916891580713
Position 37652: 0.0001886822137171519
Position 38397: 0.00018666201999414033
Position 3913: 0.00018209830559818286
Position 42335: 0.0001805570610241023
Position 37885: 0.0001769240970057214
Position 725: 0.00017642585501445894
Position 41032: 0.0001755829429797691
Position 3753: 0.00016046199365194808
Position 41388: 0.00015482146769702407
Position 38788: 0.000153241949066583
Position 41420: 0.00014738678940770042
Position 3587: 0.00014113539262740603
Position 8418: 0.00013946232684621188
Position 6344: 0.00013694717035531203
Position 38615: 0.00013037571215576303
Position 3215: 0.00012834654439624027
Position 37901: 0.00012563370499096033
Position 977: 0.000125041576420031
Position 42799: 0.00011648031392888263
Position 38490: 0.00010770022835440352
Position 3666: 0.00010295863726336972
Position 1908: 0.00010023144006619724
Position 41568: 9.852037123592973e-05
Position 41441: 9.821371096511437e-05
Position 10926: 9.696156236135007e-05
Position 38181: 9.20700430327517e-05
Position 38904: 9.005356830830275e-05
Position 2594: 8.874981379087394e-05
Position 42053: 8.597559861057825e-05
Position 3529: 8.594761356705655e-05
Position 41021: 8.21902926138571e-05
Position 37768: 8.123209740600774e-05
Position 2738: 8.051574060738897e-05
Position 41507: 7.942811192067284e-05
Position 10424: 7.672500338246741e-05
Position 3884: 7.313896781192351e-05
Position 3306: 7.158173540956021e-05
Position 41586: 7.099800124071093e-05
Position 8378: 6.795034060371864e-05
Position 12182: 6.177784996241543e-05
Position 7917: 5.694545718587734e-05
Position 42682: 5.440885395370004e-05
Position 11336: 5.362743673031792e-05
Position 11526: 5.0704873026483646e-05
Position 6099: 4.838131816261747e-05
Position 37799: 4.2164291296443636e-05
Position 7144: 4.055280199929546e-05
Position 38955: 3.9337924937165365e-05
Position 41784: 3.771232282262478e-05
Position 40457: 3.708025110145627e-05
Position 41415: 3.639330600757783e-05
Position 40272: 3.583028449325957e-05
Position 11523: 2.8196184470155537e-05
Position 14053: 2.8183378987541922e-05
Position 14056: 2.7232580201668258e-05
Position 41906: 2.6035232970669554e-05
Position 6335: 2.3988162568682394e-05
Position 40482: 2.2598477943247573e-05
Position 8323: 2.066817754101918e-05
Position 8602: 1.7229116553887314e-05
Position 41465: 1.6399983708066366e-05
Position 1732: 1.5052223863664704e-05
Position 7750: 1.4509396112926974e-05
Position 38143: 1.43641556521599e-05
Position 38959: 1.4216835947619155e-05
Position 40511: 1.3968989694000924e-05
Position 37587: 1.3191342304543739e-05
Position 5042: 1.1905340754771725e-05
Position 41178: 1.0788744751279785e-05
Position 562: 1.0706105899669448e-05
Position 37836: 1.0380078784534012e-05
Position 3273: 1.018576083030555e-05
Position 40193: 8.149306249434553e-06
Position 6411: 7.56933479480067e-06
Position 2060: 7.152120642901148e-06
Position 2082: 7.080771554910534e-06
Position 1869: 6.329403367591574e-06
Position 896: 5.972480245335335e-06
Position 37813: 5.941022724415861e-06
Position 13953: 5.809236839156899e-06
Position 1899: 5.375838571283257e-06
Position 5442: 5.100752157178438e-06
Position 1300: 5.006558343171688e-06
Position 1158: 4.8794147847715815e-06
Position 2034: 4.664451644003898e-06
Position 3320: 4.468403358961264e-06
Position 40232: 4.186030485856229e-06
Position 4271: 3.965889534201635e-06
Position 1502: 3.5897715724473525e-06
Position 3283: 3.3014518141427746e-06
Position 1729: 3.0317548418189643e-06
Position 1948: 2.927617061576183e-06
Position 41445: 2.8745288196660125e-06
Position 40837: 2.7968788843300827e-06
Position 4495: 2.739451454457946e-06
Position 2030: 2.5549276018630617e-06
Position 41112: 2.3487090509894544e-06
Position 4474: 2.33859851902709e-06
Position 8862: 1.7999618009271452e-06
Position 11935: 1.7724757509870326e-06
Position 37778: 1.6167230827308268e-06
Position 40834: 1.6063440530167346e-06
Position 40713: 7.665166230998659e-07
Position 41075: 5.908840259946533e-07
Position 1187: 5.741880866911582e-07
Position 12010: 5.306123177586661e-07
Position 4292: 4.480569174360365e-07
Position 291: 4.156946034102113e-07
Position 2114: 3.8013067191789266e-07
Position 1627: 3.656298868574657e-07
Position 40514: 3.501640180016476e-07
Position 41055: 3.0784225045906935e-07
Position 2016: 2.9739498596713705e-07
Position 40530: 2.807485225796466e-07
Position 1790: 2.7740710526400056e-07
Position 297: 2.773261455281418e-07
Position 4021: 2.566127507555906e-07
Position 6735: 2.490429337485587e-07
Position 2243: 2.2155975333977542e-07
Position 41206: 2.0810871076843889e-07
Position 908: 2.0071426042733008e-07
Position 2066: 1.9922213473533253e-07
Position 4364: 1.89713695229561e-07
Position 1576: 1.7268401928699591e-07
Position 986: 1.6164071792870867e-07
Position 4061: 1.5778850203405896e-07
Position 41029: 1.5624532787041233e-07
Position 1533: 1.4292070462276194e-07
Position 1304: 1.3847786141501886e-07
Position 989: 1.3840088483513917e-07
Position 2286: 1.3286660496467933e-07
Position 41118: 1.3155438131282641e-07
Position 1034: 1.1890097439745724e-07
Position 2257: 1.1512708446742065e-07
Position 39458: 1.0754335801253765e-07
Position 40560: 1.064348485100514e-07
Position 424: 1.0514430388642409e-07
Position 1203: 9.95158658247127e-08
Position 1668: 9.77499654012599e-08
Position 6876: 8.845095774098718e-08
Position 4678: 8.094375624660668e-08
Position 40623: 7.764814362683556e-08
Position 842: 7.60970152661758e-08
Position 39227: 7.031638167039273e-08
Position 2139: 6.765464797312065e-08
Position 1057: 5.9052565320699495e-08
Position 39234: 5.4330823642894174e-08
Position 1060: 5.3225220451014325e-08
Position 37782: 4.889851709448404e-08
Position 4058: 4.7103282177666986e-08
Position 5685: 4.704141603051601e-08
Position 1541: 4.571146470233865e-08
Position 1642: 4.297013856652404e-08
Position 6795: 3.837775154225141e-08
Position 2236: 3.746587125513975e-08
Position 1230: 3.1884544837218626e-08
Position 5829: 3.058943599728972e-08
Position 2169: 2.6848080860002837e-08
Position 1164: 2.6269916868244372e-08
Position 396: 2.3170549234759997e-08
Position 2124: 2.31003994465607e-08
Position 461: 2.1075331946608726e-08
Position 1007: 1.9082606690275478e-08
Position 367: 1.8906874945336793e-08
Position 5723: 1.855975103835772e-08
Position 1261: 1.7758808335002026e-08
Position 6241: 1.7399273149864934e-08
Position 308: 1.7244962513975765e-08
Position 1873: 1.6521806449807538e-08
Position 37938: 1.6366038897555142e-08
Position 5626: 1.4746256733796525e-08
Position 40479: 1.4655331915204234e-08
Position 6079: 1.4546487356063508e-08
Position 619: 8.984891281343117e-09
Position 1762: 8.60792894230756e-09
Position 5787: 7.263400744933873e-09
Position 5778: 7.19210878626791e-09
Position 5521: 5.280633349710409e-09
Position 5527: 4.605248707273267e-09
Position 474: 1.9552402060252506e-09
Position 1209: 1.4681161094325716e-09
Position 1018: 1.3871286075303732e-09
Position 2671: 9.47560789968286e-10
Position 2176: 6.984455337345442e-10
Position 1237: 5.184089586815988e-10
Position 1307: 4.4655526031761614e-10
Position 2504: 4.391633772860576e-10
Position 393: 4.183343135464581e-10
Position 8474: 3.6731546412406933e-10
Position 2667: 2.8318592785036045e-10
Position 3035: 2.7325750795852214e-10
Position 2903: 2.621961327839102e-10
Position 775: 2.1262224642864507e-10
Position 429: 1.0849409432639574e-10
