Gene = capt
Position 4111: 0.00017235051297725222
Position 2939: 0.00016986032193013194
Position 5926: 0.00016531804353687112
Position 3194: 0.00016346612054582066
Position 4045: 0.00014244520664404345
Position 1981: 0.0001423019135742277
Position 6513: 0.00011132772948357085
Position 1461: 0.00010395152530007978
Position 4473: 0.00010228755214070495
Position 5992: 0.00010095643948761134
Position 6007: 9.812660466168582e-05
Position 1263: 9.804785431008088e-05
Position 1594: 9.406201318585175e-05
Position 3259: 9.146634005345319e-05
Position 3013: 8.397872912437908e-05
Position 3725: 7.456971580955674e-05
Position 601: 7.421049985460594e-05
Position 387: 7.24301934677442e-05
Position 2953: 7.103984470067969e-05
Position 5211: 6.737430985789624e-05
Position 5187: 6.573458211439628e-05
Position 920: 6.388512492745105e-05
Position 5941: 6.367109561364564e-05
Position 5806: 6.31888418641004e-05
Position 6427: 6.128709102046859e-05
Position 2587: 5.9088826663368103e-05
Position 275: 5.3979066456050155e-05
Position 5034: 4.934208375478535e-05
Position 2917: 4.6824396471875856e-05
Position 4986: 4.249619728210116e-05
Position 4995: 4.107709972366456e-05
Position 2621: 4.077687149076669e-05
Position 1419: 4.026428114768109e-05
Position 704: 3.9302852505545856e-05
Position 541: 3.809077097930166e-05
Position 946: 3.502264202585214e-05
Position 6465: 3.183944628372558e-05
Position 1811: 2.855730630391278e-05
Position 1775: 2.845792665442025e-05
Position 5935: 2.4171231133769828e-05
Position 5569: 2.2184414883214965e-05
Position 1169: 2.141899047325772e-05
Position 5572: 2.0391796994926024e-05
Position 1666: 2.0102101926834708e-05
Position 2906: 2.0013525964805905e-05
Position 5004: 1.6653077796354738e-05
Position 3440: 1.4937834682918148e-05
Position 824: 1.4053584288524352e-05
Position 2970: 1.2868191540945181e-05
Position 5647: 1.1824185649956688e-05
Position 6220: 9.602790573565631e-06
Position 2211: 9.45244089515497e-06
Position 6194: 7.236653419382456e-06
Position 940: 6.451862170743814e-06
Position 1840: 6.356130491284678e-06
Position 6167: 5.851598995636777e-06
Position 6398: 5.435878503539336e-06
Position 1648: 5.4124604066673095e-06
Position 6285: 5.305899372974985e-06
Position 6176: 5.165099401186332e-06
Position 1716: 4.844453861561976e-06
Position 6152: 4.636201021841853e-06
Position 612: 4.5635184825076535e-06
Position 1821: 3.9870157866016445e-06
Position 304: 3.84503025728862e-06
Position 152: 3.156680772914897e-06
Position 1312: 2.9569927442428526e-06
Position 6203: 2.5721051773255516e-06
Position 1242: 2.434690984104857e-06
Position 5534: 1.5695830317703222e-06
Position 118: 1.3901033705057365e-06
Position 1348: 1.1679020962751102e-06
Position 6116: 9.03491383342732e-07
Position 69: 7.988667436207594e-07
Position 6282: 5.240891359371058e-07
Position 748: 4.0097809793571694e-07
Position 174: 4.0054707143874823e-07
Position 661: 3.9066520240290096e-07
Position 171: 1.8084242366024018e-07
Position 1576: 1.4743027344824187e-07
Position 1044: 1.3651758282998744e-07
Position 706: 1.2209720253103026e-07
Position 1062: 1.2208811782808781e-07
Position 1814: 9.762025508003732e-08
Position 740: 8.83131108506472e-08
Position 129: 7.79035566035829e-08
Position 1036: 6.186117333023678e-08
Position 392: 1.6853979315682026e-08
Position 80: 1.4746284041479642e-08
Position 1916: 7.03647572882539e-09
Position 415: 4.112355349153975e-09
Position 180: 1.002364638583596e-09
Position 409: 2.2824847548563682e-11
Position 404: 1.477821320971806e-11
Position 411: 1.4505876180249904e-13
Position 332: 8.874056662173338e-14
Position 183: 2.050381763827555e-14
Position 188: 1.2247028308658e-18
Position 394: 3.1705341070291586e-19
