Gene = A16
Position 951: 2.203132128932614e-05
Position 267: 2.0898844048917367e-05
Position 793: 1.833452687022514e-05
Position 1226: 1.6049679158457976e-05
Position 826: 1.5944711877416128e-05
Position 598: 1.5151103136158364e-05
Position 718: 1.3890964545268642e-05
Position 883: 1.310841301418838e-05
Position 1066: 1.264491824609679e-05
Position 145: 1.2398537072918825e-05
Position 487: 1.1149811653023615e-05
Position 714: 1.1020093997463023e-05
Position 1409: 1.0972712926726994e-05
Position 1270: 1.0651429027849273e-05
Position 799: 1.0217950397691008e-05
Position 685: 9.663305639322001e-06
Position 251: 8.851920276262995e-06
Position 1030: 8.71250284872663e-06
Position 661: 7.100169461629541e-06
Position 1416: 6.000398425806656e-06
Position 573: 5.857901444457398e-06
Position 110: 5.628040528988272e-06
Position 1669: 4.603714336141966e-06
Position 245: 4.5387782795938795e-06
Position 1125: 3.657864805221352e-06
Position 298: 2.6387648878744203e-06
Position 1439: 1.8668033539304238e-06
Position 982: 1.7789169119951088e-06
Position 1553: 1.7174104107656281e-06
Position 579: 1.5830785172371002e-06
Position 1063: 1.5756995763891434e-06
Position 658: 1.4222605770399357e-06
Position 466: 1.271351640089728e-06
Position 1639: 9.887048329598492e-07
Position 817: 7.717182277490159e-07
Position 461: 7.548632706218585e-07
Position 958: 7.123507448110224e-07
Position 871: 6.207873084610338e-07
Position 1299: 6.165074947608357e-07
Position 381: 5.655313032507117e-07
Position 1315: 4.6212043969772535e-07
Position 83: 4.587866880923175e-07
Position 343: 4.2454407529600797e-07
Position 1264: 3.554976674576598e-07
Position 420: 3.0470494822587677e-07
Position 1636: 2.9001228461086175e-07
Position 832: 2.735618783192845e-07
Position 1618: 2.6936848530526146e-07
Position 331: 2.480569055231999e-07
Position 865: 2.1853321480052427e-07
Position 1650: 2.0513827834585083e-07
Position 388: 1.541329776588934e-07
Position 610: 1.5279579653108668e-07
Position 1275: 1.3171646982220707e-07
Position 112: 1.182406081529815e-07
Position 1657: 9.794753232424114e-08
Position 1451: 4.3927381795755345e-08
Position 1475: 2.995126758344822e-08
Position 1608: 8.90181618999857e-09
Position 393: 5.372425804016056e-09
Position 595: 3.5899640586594456e-09
Position 328: 2.37636871235439e-09
Position 454: 1.5718607369253721e-09
Position 1442: 1.2759556442281697e-09
Position 1508: 7.561141889728508e-10
Position 350: 2.757569768265303e-10
Position 606: 1.4895082534853091e-10
Position 316: 8.597575584834376e-12
Position 99: 2.5508331578635716e-12
Position 121: 2.5196157830835774e-12
Position 236: 5.916629243432178e-13
Position 390: 1.1401193954371683e-13
Position 101: 4.965566385169601e-14
Position 320: 1.4136359311385686e-14
Position 214: 1.0007875182412083e-14
Position 373: 7.754059514186483e-15
