Gene = amd
Position 2780: 6.477864719166214e-05
Position 201: 4.395316690181911e-05
Position 1657: 4.0866686573064784e-05
Position 3656: 3.679075402603568e-05
Position 783: 3.4895785709429576e-05
Position 1204: 3.2012616558407774e-05
Position 3630: 3.12743946827161e-05
Position 2896: 2.8577691302537846e-05
Position 9: 2.574170598811064e-05
Position 829: 1.8848670980203602e-05
Position 2033: 1.53948118330914e-05
Position 475: 8.236712879139126e-06
Position 136: 7.958360121437076e-06
Position 581: 7.406350381578784e-06
Position 1478: 6.390819955614108e-06
Position 764: 5.69819873264965e-06
Position 161: 4.437403719821042e-06
Position 854: 2.9295690913125773e-06
Position 1075: 2.8549644217317134e-06
Position 947: 1.760275208081879e-06
Position 903: 1.0301746563375495e-06
Position 1073: 9.942144172547179e-07
Position 131: 9.359367631255782e-07
Position 913: 9.267378239954502e-07
Position 575: 9.157705808944912e-07
Position 429: 7.61716080569209e-07
Position 242: 5.606553302099621e-07
Position 1037: 5.407812423430926e-07
Position 628: 5.313645174758821e-07
Position 707: 3.0196694745168803e-07
Position 420: 2.3195269005635215e-07
Position 244: 1.9025187376768787e-07
Position 665: 1.8118338333067378e-07
Position 2784: 1.7916639888423254e-07
Position 718: 1.3807075429378178e-07
Position 1307: 8.60369419743846e-08
Position 1489: 8.386098395790521e-08
Position 1419: 8.311394832105948e-08
Position 595: 5.887798028637905e-08
Position 289: 5.2611071932453156e-08
Position 3525: 1.3773661881530038e-08
Position 262: 4.141913673818282e-09
Position 630: 3.02937087885141e-11
Position 720: 1.521767344431756e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2639: 0.9948049782357042
Position 257: 0.9889587045752667
Position 1608: 0.349018796855022
Position 1282: 0.20880994693116448
Position 911: 0.050060212204574406
Position 3719: 0.02890028201722313
Position 639: 0.02180598599652656
Position 3408: 0.02079790818801936
Position 1140: 0.01421796666453607
Position 1798: 0.012412767525377594
Position 866: 0.011786397474871329
Position 1468: 0.010544085366754507
Position 1979: 0.00958293454986539
Position 718: 0.008051007849464855
Position 3567: 0.005267685424453065
Position 1061: 0.005234010516612785
Position 773: 0.004749403938985516
Position 1842: 0.004327309997586242
Position 752: 0.0032554121712168736
Position 1692: 0.002951728471007546
Position 2410: 0.0028208864625816473
Position 984: 0.0028166468228379227
Position 1523: 0.002579997333371373
Position 3749: 0.0021963805657795234
Position 1629: 0.0018399780008858026
Position 3590: 0.0018045573198133547
Position 837: 0.0015833035344590411
Position 2094: 0.0014822398737067827
Position 660: 0.0014716034660331035
Position 3620: 0.0014438988129278072
Position 1024: 0.0013015105830103944
Position 300: 0.0012117381708428993
Position 2915: 0.0011995768348288002
Position 1047: 0.0011894152413629286
Position 112: 0.0010569868680875504
Position 2435: 0.000940221127863275
Position 1818: 0.0009072343783138363
Position 1612: 0.0007581624351737593
Position 1163: 0.0006918849063787452
Position 852: 0.0006552163213356143
Position 3485: 0.0006533209962147664
Position 1312: 0.0006499722426356886
Position 3494: 0.0006326117446296491
Position 3233: 0.0006083396580933812
Position 839: 0.0005781618310167323
Position 2977: 0.000568967838098159
Position 324: 0.0005635870550577281
Position 1033: 0.0005368257833673273
Position 1898: 0.00046672828918111294
Position 81: 0.0004613767486712243
Position 3943: 0.00037949692551855605
Position 1879: 0.0003363160251394801
Position 2647: 0.00031554374093043425
Position 2028: 0.0003145123185557013
Position 2661: 0.00029119514797632255
Position 272: 0.00028614595987965993
Position 2062: 0.0002783707435871486
Position 2568: 0.000210260033635457
Position 998: 0.00020736905335817256
Position 1539: 0.00020180879594350497
Position 1428: 0.00019397649405297
Position 1704: 0.000182448514681634
Position 3119: 0.0001705052123167793
Position 3812: 0.00015815825998113952
Position 3617: 0.00015297796835583342
Position 1346: 0.000147446974515794
Position 3464: 0.00014506057408996602
Position 3191: 0.0001354419012306036
Position 3722: 0.00013165885178737936
Position 601: 0.00012605395079922697
Position 1186: 0.00012330852242400505
Position 2827: 0.00010317650788970161
Position 1391: 0.00010112908755323467
Position 1858: 9.911613714434839e-05
Position 3635: 9.252566702883184e-05
Position 1548: 9.004626465559763e-05
Position 1571: 8.635867357203679e-05
Position 1120: 6.434615099717391e-05
Position 3912: 6.310757186155649e-05
Position 533: 6.20202239483249e-05
Position 312: 5.3523909291033415e-05
Position 3274: 5.2047190551288464e-05
Position 1809: 5.169654182324947e-05
Position 3326: 3.783904105124241e-05
Position 2157: 3.7749131987865076e-05
Position 1952: 3.5295315571865894e-05
Position 3885: 2.6246019640967383e-05
Position 1560: 2.4681859791670504e-05
Position 1552: 1.823965545238957e-05
Position 2041: 1.74555221334491e-05
Position 309: 1.6246244707139135e-05
Position 2796: 1.5935990420717206e-05
Position 1646: 1.564348133404443e-05
Position 3506: 1.337090201770085e-05
Position 1073: 1.221202463128783e-05
Position 530: 9.115497491767368e-06
Position 665: 6.994654640901817e-06
Position 1198: 5.160814993588728e-06
Position 613: 4.425860405102257e-06
Position 2511: 4.3902038669006495e-06
Position 1327: 3.812866669174119e-06
Position 2287: 3.7917032361486047e-06
Position 854: 3.1999274773674354e-06
Position 1170: 2.284973789498262e-06
Position 913: 1.6113355700398662e-06
Position 3287: 1.1408009161546255e-06
Position 351: 4.227566016757221e-07
Position 131: 3.902025116592555e-07
Position 1912: 7.598655444110184e-08
Position 1364: 6.294104091613128e-08
Position 488: 5.474468607900356e-08
Position 497: 2.631724242992838e-08
Position 360: 2.1532669280902253e-08
Position 868: 2.0079099717734935e-08
Position 161: 1.850220198071929e-08
Position 194: 7.096265141986889e-09
Position 342: 2.984997150182083e-09
Position 321: 2.1782750745959464e-09
Position 181: 7.549037469845593e-10
Position 453: 5.661772082333045e-11
Position 224: 4.4451064804389214e-11
Position 52: 3.627368486851957e-12
Position 196: 6.616534443601341e-13
Position 475: 1.1400799206779377e-13
