Gene = Vdup1
Position 32: 2.2863564940327855e-08
Position 2001: 6.043243446748206e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1883: 0.9268811736432045
Position 1634: 0.9042346063668796
Position 1089: 0.3724221125975576
Position 1227: 0.2870334374149226
Position 657: 0.21462879581005778
Position 209: 0.07487416271575201
Position 2396: 0.06224371505773095
Position 909: 0.03879002669641374
Position 1777: 0.031325964159351724
Position 766: 0.02564563486643637
Position 1267: 0.02526722095827387
Position 274: 0.017137656289431553
Position 614: 0.015698614183694528
Position 812: 0.013871539169893152
Position 466: 0.013555962209154072
Position 585: 0.009975365027809898
Position 2619: 0.00898684196670787
Position 1653: 0.008642072789596347
Position 180: 0.007279192913309305
Position 164: 0.0038007717550349535
Position 65: 0.003710553955726048
Position 691: 0.003221352674311031
Position 2532: 0.002264206127696875
Position 266: 0.00190447395681172
Position 1118: 0.0018043822104261468
Position 627: 0.0017754254184343319
Position 679: 0.0017233075181376535
Position 703: 0.0016741022116189852
Position 168: 0.001664754341440887
Position 1400: 0.0013886725409543966
Position 505: 0.0013134674657144555
Position 1390: 0.0011714458139494045
Position 981: 0.001107534429111683
Position 1233: 0.0010858365757173492
Position 1527: 0.0008364333500567724
Position 1194: 0.0007426606516603295
Position 733: 0.0005796022214612648
Position 1518: 0.0005661052754050888
Position 2084: 0.00042776987906578955
Position 1360: 0.00030132453461170723
Position 1664: 0.0002877588931747481
Position 494: 0.000273750208696036
Position 2431: 0.0002657570782999193
Position 394: 0.0002500705468710169
Position 961: 0.0002345964430264166
Position 709: 0.00018015501513383655
Position 1582: 0.00012868126770937643
Position 1802: 0.00010701549826150835
Position 1273: 9.185662715313651e-05
Position 1320: 7.157721164691905e-05
Position 90: 6.161977580597357e-05
Position 1947: 5.31248747528228e-05
Position 849: 4.1636131911490614e-05
Position 1694: 4.163480487494822e-05
Position 861: 3.836247957383653e-05
Position 987: 3.493008821844386e-05
Position 1835: 3.4913842821001246e-05
Position 968: 3.4685228420113876e-05
Position 355: 2.970146233393837e-05
Position 1958: 2.2903031637151453e-05
Position 93: 2.0532441453946833e-05
Position 2456: 1.6044693611377844e-05
Position 398: 1.5928015069279392e-05
Position 335: 8.937048996555371e-06
Position 715: 8.49563999501759e-06
Position 1842: 7.997867265318344e-06
Position 1910: 7.3796587238721146e-06
Position 478: 5.65324734647005e-06
Position 748: 5.549805879868191e-06
Position 1579: 4.706139234268367e-06
Position 118: 7.203935264169822e-07
Position 130: 6.020383875736268e-07
Position 140: 1.6264945148823713e-07
Position 513: 1.5524984878028503e-07
Position 279: 4.602500508719491e-08
Position 367: 5.504731882063312e-13
Position 357: 7.123860108108141e-15
