Gene = Bet3
Position 505: 2.1393827005776173e-08
Position 689: 2.101015680103869e-08
Position 719: 2.0957790387835814e-08
Position 561: 1.678758166316626e-08
Position 141: 3.1702402650355893e-09
Position 161: 3.0003932843631266e-09
Position 158: 2.4153417576224294e-09
Position 170: 5.212968248670486e-10
Position 176: 6.141120697525004e-11
Position 331: 6.005469195359611e-11
Position 148: 3.150786708320057e-11
Position 165: 8.527076156829949e-13
Position 163: 4.871559436238392e-19
