Gene = stv
Position 1169: 9.011287232629882e-07
Position 1636: 9.008342450551216e-07
Position 304: 8.13817608699237e-07
Position 173: 8.126798869225169e-07
Position 5251: 8.042442111827107e-07
Position 926: 7.505189252083925e-07
Position 1181: 6.20755853719632e-07
Position 805: 4.829870358270624e-07
Position 538: 4.621637620672295e-07
Position 1003: 3.427553448783018e-07
Position 5335: 1.8857295271649105e-07
Position 1816: 1.42053702708215e-07
Position 923: 1.297018099076144e-07
Position 298: 1.092050705775536e-07
Position 941: 9.077201483914698e-08
Position 724: 6.905091811182498e-08
Position 5233: 4.200208037968987e-08
Position 224: 4.148891194884115e-08
Position 881: 4.006603833201707e-08
Position 310: 3.626664766550383e-08
Position 899: 3.349631966457461e-08
Position 413: 8.785476860046116e-09
Position 216: 7.086097951581856e-09
Position 175: 7.028468958572292e-09
Position 313: 5.580073957511335e-09
Position 334: 3.033839719619297e-09
Position 987: 2.8061641256024404e-09
Position 956: 2.783391077392893e-09
Position 340: 2.7114974757779435e-09
Position 623: 2.6683728124157217e-09
Position 337: 2.6626090691678534e-09
Position 369: 2.28771725713521e-09
Position 386: 1.4216183464392207e-09
Position 319: 8.593661412883292e-10
Position 884: 6.486784774719105e-10
Position 355: 6.466840884007426e-10
Position 316: 6.420735161208391e-10
Position 331: 5.804856195171856e-10
Position 908: 5.697803039827384e-10
Position 887: 5.366294222139202e-10
Position 322: 4.4074036958011285e-10
Position 183: 3.8642363054367845e-10
Position 905: 3.415055636985954e-10
Position 254: 5.543183560790006e-11
Position 343: 1.6932117795170753e-11
Position 79: 1.0311581591803404e-11
Position 349: 2.77542203642928e-12
Position 896: 4.4385001278872874e-14
Position 366: 2.3918584093667807e-14
Position 177: 4.85407090762753e-22
