Gene = mEFTs
Position 1202: 0.018228330561655567
Position 1141: 0.007298492054390432
Position 1452: 0.0066370969819234266
Position 1443: 0.002774387667866693
Position 1557: 0.0020758681319692556
Position 1157: 0.0016099986545742402
Position 742: 0.0014411294936308692
Position 1482: 0.0011423041005012339
Position 1491: 0.0005105137741249474
Position 1383: 0.0003838876942050791
Position 1748: 0.00027748250540514255
Position 1560: 0.00021877524226635676
Position 1515: 0.00017568013129676138
Position 1602: 0.00013040528666628156
Position 1581: 9.751651326251235e-05
Position 1509: 9.188431644290105e-05
Position 86: 7.963454605449875e-05
Position 127: 7.800366102739835e-05
Position 1530: 4.899929271092803e-05
Position 1819: 4.5677278141461153e-05
Position 846: 3.86851784469284e-05
Position 247: 3.737125199177371e-05
Position 1305: 2.715284342260376e-05
Position 303: 2.6397600615972655e-05
Position 451: 2.5302520376445713e-05
Position 1641: 2.1801495375133963e-05
Position 1115: 2.0519843429522883e-05
Position 264: 1.9877593372234024e-05
Position 1689: 1.9778203342588186e-05
Position 1756: 1.7813115569627107e-05
Position 1722: 1.6970741871215398e-05
Position 412: 1.3450755551014851e-05
Position 93: 1.2004095916089686e-05
Position 352: 1.1869373639948374e-05
Position 297: 1.1643849042892662e-05
Position 831: 1.131344193008437e-05
Position 1539: 1.0963590815256051e-05
Position 1454: 8.739607249036136e-06
Position 976: 8.692525414321469e-06
Position 1372: 7.78919559744988e-06
Position 1695: 7.413347703659448e-06
Position 1408: 6.269313528982742e-06
Position 843: 4.694202318372896e-06
Position 1323: 3.982407762037532e-06
Position 524: 3.9257163990037755e-06
Position 392: 2.8454203781046424e-06
Position 996: 2.601623385184721e-06
Position 916: 2.2806664323083863e-06
Position 672: 2.15261238647912e-06
Position 980: 2.0839722566414805e-06
Position 1664: 1.852885712589966e-06
Position 870: 1.4656975389529974e-06
Position 1762: 1.395017630526076e-06
Position 204: 1.373603422679488e-06
Position 1218: 1.2842911112597433e-06
Position 1605: 1.2798331768023666e-06
Position 1392: 1.025892219686026e-06
Position 1648: 8.074578193835065e-07
Position 98: 7.925888559010801e-07
Position 143: 7.344879642725542e-07
Position 349: 4.858463806246667e-07
Position 852: 4.319918798137176e-07
Position 1719: 4.1401826368566327e-07
Position 1524: 4.1070904850249313e-07
Position 879: 3.625950510967887e-07
Position 886: 3.387863917837563e-07
Position 328: 2.941024533334262e-07
Position 578: 1.7771951444262193e-07
Position 1711: 1.760563951211389e-07
Position 581: 8.251424148076572e-08
Position 1729: 6.98929973396492e-08
Position 892: 6.08746893479124e-08
Position 1671: 4.224930218010257e-08
Position 358: 4.042820542507616e-08
Position 963: 3.5422591401784974e-08
Position 1060: 2.42149808152256e-08
Position 521: 2.2530496897295594e-08
Position 217: 1.4781735355325252e-08
Position 544: 6.715646098997452e-09
Position 653: 3.5029975671382075e-09
Position 645: 2.54062894697894e-09
Position 548: 2.2995980581517326e-09
Position 336: 2.0634351716343656e-09
Position 674: 2.05327068314047e-09
Position 1071: 1.4779182956247976e-09
Position 633: 1.4477334426638348e-09
Position 951: 7.691205816839764e-10
Position 360: 5.104099156832277e-10
Position 622: 3.7216582016760293e-10
Position 220: 1.837277463922841e-10
Position 593: 8.833584091926067e-11
Position 1272: 4.329498083523054e-11
Position 526: 2.705073051539139e-11
Position 590: 1.2179214473958576e-11
Position 1221: 7.248966918028838e-13
