Gene = nbs
Position 601: 9.687533148583812e-05
Position 248: 9.67834966901551e-05
Position 77: 8.818868228968798e-05
Position 1018: 8.042626277634104e-05
Position 45: 7.28674474733398e-05
Position 1828: 6.385532670456347e-05
Position 125: 6.135316651347378e-05
Position 1952: 5.7108088002862955e-05
Position 499: 5.5168219710634605e-05
Position 1360: 5.3200159503997655e-05
Position 852: 5.149306042807158e-05
Position 640: 3.8653274001121784e-05
Position 226: 3.726201448330179e-05
Position 1002: 3.379087045795423e-05
Position 1204: 3.3070551636941015e-05
Position 922: 2.4403869292118225e-05
Position 832: 1.7325554816320556e-05
Position 752: 1.5289801660094073e-05
Position 790: 1.0607294174274184e-05
Position 2455: 1.0335571198159162e-05
Position 2573: 1.000555783997288e-05
Position 936: 7.3385785057783434e-06
Position 171: 5.030050045242265e-06
Position 192: 3.6883824809274952e-06
Position 767: 3.4524408874925378e-06
Position 691: 3.4200237128678703e-06
Position 169: 3.163186321771969e-06
Position 491: 6.529743622799099e-07
Position 203: 9.974135102682545e-08
Position 174: 8.227671447533003e-08
Position 930: 7.0391385477036e-10
Position 742: 5.035088257753917e-10
Position 475: 5.92613486227515e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2628: 0.9599654291868129
Position 1033: 0.7079461198308004
Position 2368: 0.5823058580651952
Position 2110: 0.5441806923276905
Position 154: 0.24687116436149373
Position 2374: 0.04827544736590284
Position 1047: 0.03608889610550732
Position 2652: 0.03106789865853255
Position 1111: 0.02479473843340634
Position 1887: 0.01909269167834438
Position 2403: 0.016102533509828394
Position 2192: 0.00550487343591042
Position 447: 0.005250691492365277
Position 2380: 0.004137242271708407
Position 189: 0.003937856689599105
Position 234: 0.0029548683250109667
Position 2493: 0.0029159232261025477
Position 1068: 0.002903159503390114
Position 1666: 0.0028909118364452858
Position 1000: 0.0018603040875263337
Position 504: 0.0013449991563960935
Position 2336: 0.0013200029332375131
Position 2114: 0.0012961293419252711
Position 1675: 0.001268981329451229
Position 2339: 0.0010190588609619376
Position 1801: 0.0009104357472229305
Position 1320: 0.0008709124054511792
Position 2746: 0.0008351004555795662
Position 2418: 0.00048062876158826216
Position 2670: 0.00035810156663707655
Position 1446: 0.000332139916450332
Position 351: 0.0002536790400950143
Position 739: 0.00023500306185500697
Position 829: 0.00020246830850515556
Position 1341: 0.00017816607448186954
Position 1641: 0.00017296730665262674
Position 165: 0.00016013786814175486
Position 1134: 9.257282461319692e-05
Position 1480: 8.754743552697299e-05
Position 672: 7.875872195215896e-05
Position 2291: 7.62512705638263e-05
Position 1401: 7.162425612126094e-05
Position 699: 7.04586372563283e-05
Position 663: 6.964467585174368e-05
Position 783: 6.870329880171324e-05
Position 1360: 6.214849154006111e-05
Position 89: 6.181737368012215e-05
Position 1576: 5.344801628709005e-05
Position 264: 5.2758759240668015e-05
Position 2028: 4.426336347859748e-05
Position 1890: 4.075311509794884e-05
Position 1969: 3.8987608116674934e-05
Position 696: 3.548577037785516e-05
Position 363: 3.0394387839332933e-05
Position 1701: 2.6643102970113537e-05
Position 1980: 2.624453625853747e-05
Position 1611: 2.211624646420135e-05
Position 589: 2.046138332255427e-05
Position 1730: 1.762847188170055e-05
Position 1704: 1.6412811903935438e-05
Position 1071: 1.6164209522055816e-05
Position 1477: 1.478298439893098e-05
Position 115: 1.234110023314157e-05
Position 633: 1.0536520607639406e-05
Position 897: 1.0274590093969877e-05
Position 507: 5.12021424902091e-06
Position 910: 4.415531181475123e-06
Position 962: 3.612785517232258e-06
Position 726: 1.4557629735743895e-06
Position 2672: 1.317837066709868e-06
Position 562: 1.0536434525331274e-06
Position 681: 1.0149458759142663e-06
Position 125: 9.090021568737764e-07
Position 711: 8.016661975354801e-07
Position 242: 6.025921372100402e-07
Position 498: 3.820046705091153e-07
Position 1077: 3.400947275033277e-07
Position 840: 3.321531850952821e-07
Position 326: 2.169347633964846e-07
Position 676: 2.0657550806072048e-07
Position 283: 6.634052131458159e-08
Position 372: 3.939399119226946e-09
Position 312: 3.2210506519411625e-09
Position 627: 2.1271164939243097e-09
Position 248: 8.904369808019022e-10
Position 117: 2.654357111324726e-10
Position 462: 3.245670991788784e-11
Position 516: 2.2089157915374486e-11
Position 437: 1.5513024335127982e-14
