Gene = NaPi-III
Position 653: 2.390739154999931e-08
Position 10720: 1.8555591187928662e-08
Position 10435: 1.8221476303586026e-08
Position 10116: 1.6698160950946145e-08
Position 10426: 1.5892138530200302e-08
Position 300: 1.404979118638733e-08
Position 10004: 1.1715042550592331e-08
Position 4: 9.80499748372549e-09
Position 57: 5.2590544694185845e-09
Position 152: 3.17754485615794e-09
Position 10036: 1.4586323242364447e-09
Position 10135: 3.8505069548277055e-10
Position 7123: 2.2068391349740731e-10
Position 6809: 9.093546643293874e-11
Position 665: 4.4953431036582296e-11
Position 2054: 4.199246109644579e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10318: 0.9985410790828999
Position 9746: 0.9979761224311112
Position 6604: 0.993719650542115
Position 9299: 0.9906189026584883
Position 5463: 0.8523845609315889
Position 5343: 0.8113449399806167
Position 1651: 0.4249259504259563
Position 5855: 0.18292636354136088
Position 7474: 0.08510063879350857
Position 9877: 0.07723538166710757
Position 11029: 0.06998055749263257
Position 8730: 0.06129465105031866
Position 4785: 0.04168822716653195
Position 5580: 0.04004924800565371
Position 5597: 0.03496562713138313
Position 8594: 0.03383470441799038
Position 3953: 0.021038410577069275
Position 4136: 0.01992333253151488
Position 10829: 0.018877236484920314
Position 676: 0.018827079259219226
Position 8059: 0.017901473317861807
Position 10936: 0.01647964236850003
Position 8547: 0.015636359224650356
Position 5822: 0.013778120788955048
Position 8028: 0.01310555792905319
Position 5968: 0.012427052541355331
Position 5242: 0.011540365099292722
Position 10764: 0.011360853489923245
Position 8249: 0.010775169594304112
Position 2569: 0.010310921118702826
Position 7247: 0.01014969741886132
Position 6165: 0.009941846381405842
Position 10890: 0.008060561325138799
Position 1340: 0.007956463961873198
Position 7253: 0.007631517388451657
Position 7533: 0.007475680322361082
Position 10487: 0.006463246657724611
Position 11283: 0.006338401480657214
Position 4929: 0.0062008355483498204
Position 1602: 0.006090684640251068
Position 10013: 0.005980952648809616
Position 778: 0.005650750512595222
Position 10594: 0.004633384385261707
Position 7582: 0.004459426189453501
Position 4802: 0.004402576678720202
Position 4576: 0.0043733254204380055
Position 2105: 0.0042296958096157845
Position 1412: 0.00400164615152444
Position 6119: 0.0035260870827705532
Position 5723: 0.003307138705010107
Position 6136: 0.0032861414023975443
Position 10817: 0.0032186610434749643
Position 9018: 0.0030147255598752436
Position 2168: 0.002975151758132902
Position 8326: 0.0027788748631646827
Position 8099: 0.002626627202112382
Position 3607: 0.0025199406053983465
Position 11182: 0.00247974792146923
Position 143: 0.0023531776709897296
Position 3275: 0.002221367771625868
Position 182: 0.0020576709344447045
Position 633: 0.0020228954820909095
Position 5891: 0.0019308555954772855
Position 4583: 0.001894447226087583
Position 2896: 0.0018476830003509468
Position 5810: 0.0018126983153062821
Position 8123: 0.0018043571187552232
Position 10836: 0.0017905770425883565
Position 7823: 0.0017495368437742721
Position 2117: 0.001745529517551452
Position 6936: 0.0017134681890731552
Position 428: 0.0016918329551187919
Position 8602: 0.001628847359621417
Position 8354: 0.0016244084124141954
Position 2188: 0.0015614376358588338
Position 11073: 0.0015347561604042634
Position 2966: 0.0014957130562556246
Position 10993: 0.0014465161101706709
Position 7401: 0.001354010692960237
Position 1059: 0.001245895989821393
Position 5637: 0.0012034556680958664
Position 606: 0.0011957317516178025
Position 8144: 0.001140346639568128
Position 2165: 0.0010841713179000222
Position 10292: 0.0010249559774720106
Position 7501: 0.0010226378784077908
Position 7521: 0.0009572758260561503
Position 5620: 0.0009371421381458242
Position 10127: 0.000927635722464104
Position 7398: 0.0009179370712027583
Position 10475: 0.0009105401461782527
Position 2063: 0.0008913322667896434
Position 10500: 0.000857178725558086
Position 2146: 0.0008522669653187153
Position 7827: 0.0008124538060821766
Position 10726: 0.0007627939619740078
Position 9881: 0.0007092351023782847
Position 6799: 0.0006382888360610856
Position 8555: 0.0006358093743797913
Position 8374: 0.0006225371491302854
Position 7733: 0.0005986218420472358
Position 472: 0.0005525092771512828
Position 1897: 0.0005289492777536278
Position 7488: 0.0005253029329299117
Position 1118: 0.0005031698310616335
Position 10109: 0.0004935530081474268
Position 179: 0.0004905226310657268
Position 6612: 0.0004781100612246855
Position 7063: 0.0004764081928545134
Position 1552: 0.00041990162775272006
Position 8203: 0.000379493722212588
Position 8332: 0.00037524468265374825
Position 1323: 0.0003682210761562228
Position 1879: 0.0003678195820542548
Position 8410: 0.0003495936618033282
Position 7007: 0.00032153643420921533
Position 9592: 0.00031583035638602786
Position 10989: 0.0003142366986545764
Position 7120: 0.0002927807738744213
Position 6767: 0.00025670762747880205
Position 2380: 0.00025161372934108626
Position 1270: 0.00024748524424242466
Position 140: 0.00023620860910976841
Position 10124: 0.00022314880405170157
Position 9383: 0.00021365700441695478
Position 7379: 0.00020485881610424487
Position 1498: 0.0002028500159008207
Position 282: 0.00019711134911905761
Position 11217: 0.0001941373684681403
Position 8323: 0.0001916458339899832
Position 7730: 0.00018963541006645837
Position 10484: 0.00018894259143695984
Position 3653: 0.00016991500426175892
Position 9748: 0.00016437488082384337
Position 3760: 0.00016408496346687808
Position 682: 0.00016079501669063868
Position 3663: 0.00015452398783319672
Position 7782: 0.0001360251609662431
Position 7498: 0.0001338612110452669
Position 7134: 0.00012780039103477554
Position 2081: 0.000127773246376477
Position 1975: 0.00012222432970004923
Position 392: 0.00010576879854067259
Position 2446: 0.00010351138052399032
Position 8522: 9.742310814064785e-05
Position 1176: 9.500978506398764e-05
Position 7666: 9.357464598162218e-05
Position 10522: 8.775551421413163e-05
Position 1622: 8.676448363402052e-05
Position 10895: 7.218378109716654e-05
Position 2797: 6.796810156862884e-05
Position 386: 6.676967574021438e-05
Position 10335: 6.329197080505081e-05
Position 9354: 6.16244192125099e-05
Position 2337: 5.5083690013073264e-05
Position 948: 5.067833378817076e-05
Position 9039: 4.484690189690033e-05
Position 10403: 4.4078177807566035e-05
Position 722: 4.3948889897808566e-05
Position 6633: 4.192597087473283e-05
Position 10036: 4.0127272712932535e-05
Position 9752: 3.464426788878146e-05
Position 614: 3.2581919264230294e-05
Position 6643: 2.924823602793649e-05
Position 581: 2.823372383775115e-05
Position 1069: 2.7525510220284887e-05
Position 258: 2.6878984820261208e-05
Position 9193: 2.0979698259686542e-05
Position 931: 1.618779257483637e-05
Position 9076: 1.6072654521821004e-05
Position 6939: 1.5736736415041668e-05
Position 9816: 1.4063967247227329e-05
Position 441: 1.3824020135262447e-05
Position 9853: 1.3433299331420127e-05
Position 8887: 1.3152981893409203e-05
Position 7870: 1.0542764992135342e-05
Position 785: 8.861924974855507e-06
Position 7261: 8.250886137709422e-06
Position 9902: 7.5581543965501785e-06
Position 105: 7.038613241868875e-06
Position 3258: 6.054824223652975e-06
Position 6646: 5.260686374314618e-06
Position 576: 4.735415217543259e-06
Position 10023: 4.396347127000719e-06
Position 10457: 4.298509872004928e-06
Position 545: 4.0567674392846065e-06
Position 7786: 3.7525187033002345e-06
Position 709: 3.0535194430682594e-06
Position 512: 2.7137744896049622e-06
Position 9905: 2.5135637997485637e-06
Position 10341: 2.2467667170866126e-06
Position 9923: 1.1284772287804012e-06
Position 9795: 1.0914790504554059e-06
Position 9896: 1.0827151917806996e-06
Position 10366: 6.927343005854772e-07
Position 10454: 5.346849311889239e-07
Position 10463: 3.312771912222619e-07
Position 329: 2.386260533975881e-07
Position 10451: 2.2920646241758394e-07
Position 1449: 2.1886537400121957e-07
Position 519: 1.99795032680014e-07
Position 10443: 1.8360211096842773e-07
Position 11034: 8.355286010426984e-08
Position 11008: 7.324484738507394e-08
Position 82: 1.9080633431768963e-08
Position 2029: 3.883100288672517e-09
Position 725: 3.067112694934164e-09
Position 860: 2.5611087558168913e-09
Position 119: 1.4674006762365613e-09
Position 1034: 3.62340361993088e-16
