Gene = eya
Position 19412: 5.9457218793441875e-06
Position 19344: 5.046768495752754e-06
Position 599: 4.5923058898184334e-06
Position 476: 4.443267201944536e-06
Position 491: 4.374227471679248e-06
Position 610: 4.233549083117672e-06
Position 205: 3.6843959359256046e-06
Position 337: 3.1130903396888255e-06
Position 946: 2.6717129764644305e-06
Position 973: 2.1247003296760958e-06
Position 5: 1.7334146799383943e-06
Position 207: 1.3488333998572522e-06
Position 18603: 1.2122829479354624e-06
Position 1611: 1.0337639318392054e-06
Position 1063: 9.782801308247233e-07
Position 18563: 9.491729325711831e-07
Position 532: 8.555416887506226e-07
Position 32: 8.219653926149605e-07
Position 838: 7.471149273218471e-07
Position 992: 6.565364478337805e-07
Position 18493: 5.54580079577328e-07
Position 565: 3.204695809425622e-07
Position 581: 3.04898423978128e-07
Position 586: 2.3693974251916872e-07
Position 431: 1.5078745131072655e-07
Position 803: 1.1248020378590567e-07
Position 379: 4.740000454921155e-08
Position 417: 3.528629308194066e-08
Position 19018: 1.9172529014285357e-08
Position 402: 6.308854208150989e-09
Position 1190: 1.2263223334979387e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16646: 0.9996137281989146
Position 18784: 0.9967242617787977
Position 18463: 0.9950670498602515
Position 14023: 0.3344345451390606
Position 3458: 0.18642024699509646
Position 3494: 0.14940840440018696
Position 17046: 0.09457328181989894
Position 19268: 0.09349030595732183
Position 3678: 0.07757766813312936
Position 622: 0.03395969998811618
Position 577: 0.030959088789261284
Position 5068: 0.02943515493578686
Position 14217: 0.026169153223821146
Position 812: 0.02577188823181173
Position 4662: 0.023993579601606405
Position 14260: 0.022756985754038245
Position 19160: 0.02094416596679756
Position 930: 0.020714708980430936
Position 2742: 0.020686659307615183
Position 13594: 0.01713771738572603
Position 1154: 0.015696675776633837
Position 4901: 0.012750645987551653
Position 348: 0.011014130591445473
Position 1232: 0.010703832635924176
Position 2107: 0.00952249937419326
Position 3530: 0.008978878009878639
Position 2296: 0.008488217169155935
Position 6751: 0.006486338484826984
Position 19479: 0.0064534581643863696
Position 19502: 0.0059910876656095935
Position 2030: 0.005884185291680375
Position 2578: 0.005789464235879076
Position 14188: 0.00575337041577475
Position 776: 0.00521282841443638
Position 2560: 0.004691823898914441
Position 725: 0.004590985110119491
Position 19142: 0.004350177030034859
Position 19204: 0.0043049813331896575
Position 696: 0.004168587456304854
Position 3473: 0.003755708032358247
Position 5264: 0.0034650370461525113
Position 667: 0.003244103022173542
Position 19441: 0.0032306936872314364
Position 18509: 0.002860106519121814
Position 136: 0.0027325426595643442
Position 19294: 0.0022332715699442825
Position 5619: 0.0022286261356555194
Position 1195: 0.002093818403685337
Position 19520: 0.002070090515138132
Position 1471: 0.001877238549924211
Position 967: 0.001812885410883449
Position 4850: 0.0017783998912450157
Position 6489: 0.0016656988991037114
Position 4694: 0.0016627316943956779
Position 1773: 0.0015427724138377483
Position 379: 0.001513589603933494
Position 5622: 0.0013702605177023256
Position 408: 0.0013461282805418298
Position 19488: 0.0013337517121163928
Position 1342: 0.001252448401566928
Position 13013: 0.0012402079711408796
Position 337: 0.0012357141912569202
Position 3187: 0.001231802582177583
Position 3776: 0.0011897546378970055
Position 1542: 0.0010773660331939508
Position 4377: 0.0009745970042354014
Position 4064: 0.0009048650794819303
Position 5556: 0.000891687807352656
Position 910: 0.0008632955947168248
Position 5653: 0.000818621736548496
Position 6716: 0.0007528753978794695
Position 3595: 0.0007106032932561885
Position 1321: 0.0006965834251378297
Position 5851: 0.000696312198859794
Position 260: 0.0006827106975714094
Position 1313: 0.00067067172448496
Position 3078: 0.000614681183078546
Position 3699: 0.0006102882363570554
Position 411: 0.0005853807301041999
Position 942: 0.0005741219682972083
Position 1865: 0.0004859687379807986
Position 19276: 0.0004640552460769211
Position 3855: 0.0004445972190633223
Position 571: 0.0004392587728019606
Position 10081: 0.0003671918512711125
Position 2700: 0.00034522298003822143
Position 365: 0.0003028185361504128
Position 1945: 0.0002648476435349928
Position 1516: 0.0002370335254150097
Position 3518: 0.00022826850686714751
Position 2917: 0.00020439378152998039
Position 4905: 0.0001989673474568122
Position 2510: 0.0001901729765384735
Position 1282: 0.00018898110115448988
Position 5597: 0.0001862927433313012
Position 4152: 0.00017470411987153728
Position 19228: 0.00015608902431261387
Position 868: 0.00012205099884654218
Position 4132: 0.00012196832984710613
Position 19526: 0.00011685386015209574
Position 838: 0.00011428515739503152
Position 19092: 9.838671320687346e-05
Position 1681: 9.325152450958562e-05
Position 307: 8.671364588672962e-05
Position 19281: 7.928746624258314e-05
Position 835: 7.384689973511861e-05
Position 1236: 7.126201483820506e-05
Position 19213: 6.608766755750045e-05
Position 700: 5.469375859968249e-05
Position 18920: 5.4471171843164916e-05
Position 973: 5.368735617823616e-05
Position 3050: 4.970137468566589e-05
Position 19358: 4.87378286942767e-05
Position 5639: 4.0527341163162235e-05
Position 19344: 2.3840577091272632e-05
Position 992: 2.3353364070442662e-05
Position 18831: 2.284840692136955e-05
Position 703: 1.96924480901576e-05
Position 714: 1.9581293947261925e-05
Position 1896: 1.7630426583676785e-05
Position 18694: 1.652781714690208e-05
Position 19412: 1.616351097300359e-05
Position 19490: 1.6145570463207802e-05
Position 1024: 1.6056930253210095e-05
Position 1057: 1.3023802186143214e-05
Position 949: 1.1034359999374222e-05
Position 984: 7.122247735486768e-06
Position 3125: 7.090924502294681e-06
Position 2167: 5.797044626529059e-06
Position 3240: 4.844591266354461e-06
Position 888: 4.744661896568003e-06
Position 5075: 4.56160445989251e-06
Position 856: 4.520239183437052e-06
Position 1063: 3.4279266691834427e-06
Position 1108: 3.014825822222372e-06
Position 1039: 2.9561423475617225e-06
Position 1818: 2.915745793200858e-06
Position 879: 2.636037810640022e-06
Position 3287: 2.2032458836786682e-06
Position 1004: 1.7565398800120898e-06
Position 550: 1.7424232985909002e-06
Position 423: 9.765695657998663e-07
Position 18753: 7.331031808262388e-07
Position 996: 6.884934536057546e-07
Position 439: 5.785247112475847e-07
Position 1104: 4.812655766753207e-07
Position 3401: 4.1605476199869937e-07
Position 727: 3.171347746085884e-07
Position 1072: 2.889102295864104e-07
Position 956: 1.4661196247393257e-07
Position 946: 1.2706850291851827e-07
Position 1529: 1.0749097864818485e-07
Position 445: 7.661007077363252e-08
Position 239: 7.120753319315337e-08
Position 1118: 1.472645219299786e-08
Position 451: 1.3945389584455303e-09
Position 528: 1.296405160277405e-09
Position 457: 1.0081947745383402e-09
Position 89: 9.242605976095704e-10
Position 431: 3.9373320784121527e-10
Position 63: 2.6221247270981e-10
Position 539: 1.343984101202123e-10
Position 367: 1.1337500264198754e-10
Position 532: 8.379601293117509e-11
Position 8951: 1.924875020460681e-11
Position 8190: 1.619021231405792e-11
Position 454: 5.872180173510765e-12
Position 7167: 4.338125353568015e-12
Position 116: 5.159318709727589e-14
Position 65: 1.3269813515847019e-17
