Gene = ics
Position 2464: 0.004152399067671871
Position 2467: 0.0037597219949312443
Position 3071: 0.003237606655202408
Position 1260: 0.0030435055269209203
Position 856: 0.0026571730563885497
Position 2383: 0.002627712829910467
Position 350: 0.002395616495652117
Position 328: 0.002353931514989969
Position 2233: 0.001622040525685056
Position 744: 0.001546535430718059
Position 2164: 0.0013751516425545842
Position 436: 0.0012121988716482727
Position 520: 0.0008218583479523495
Position 1579: 0.0008121750723408088
Position 1630: 0.0007819625537097189
Position 2831: 0.0006680512855524589
Position 479: 0.0006501626288027031
Position 2491: 0.0006322547080061515
Position 735: 0.0006011302958718476
Position 1985: 0.0005343657744241836
Position 1362: 0.000508991997869791
Position 769: 0.0004925834572861253
Position 873: 0.0004568828219636251
Position 1084: 0.00040472887535932905
Position 1149: 0.00039773283721807187
Position 1375: 0.00033759994855958364
Position 1704: 0.0003202689564162161
Position 2828: 0.0003096519697047343
Position 1341: 0.00030098043631685364
Position 311: 0.00028728937777035556
Position 774: 0.00027615459349879197
Position 2084: 0.00025657399265345944
Position 1301: 0.00023048573980274277
Position 2005: 0.00022215659370642196
Position 1902: 0.00019540974827198516
Position 1731: 0.00018671710733651417
Position 2590: 0.0001759174599137121
Position 525: 0.0001696831330633036
Position 2452: 0.0001544970309205069
Position 2614: 0.00015059137950830043
Position 1169: 0.00011542339604285842
Position 2994: 0.00011413848780359592
Position 1386: 9.822985271850595e-05
Position 384: 9.208335780304108e-05
Position 101: 8.364134876076679e-05
Position 1757: 7.07667531957524e-05
Position 2272: 6.741307778814123e-05
Position 1859: 6.20056130019686e-05
Position 2603: 5.8627474081422265e-05
Position 2703: 5.224625591467869e-05
Position 420: 4.7484771044305594e-05
Position 2169: 4.12470288068818e-05
Position 90: 4.057028495275094e-05
Position 2647: 3.918078331489958e-05
Position 2476: 3.55355923576824e-05
Position 2605: 3.357717090017611e-05
Position 2091: 3.191426286049226e-05
Position 415: 3.05710992544896e-05
Position 2635: 2.8215632721332474e-05
Position 614: 2.7582719555581197e-05
Position 498: 2.4921521661994608e-05
Position 2064: 2.20282256688215e-05
Position 2178: 2.106105760364942e-05
Position 335: 2.0858576316291584e-05
Position 608: 1.8531246687723162e-05
Position 2896: 1.8395913013463426e-05
Position 1178: 1.8255512296245028e-05
Position 108: 1.7415746953345617e-05
Position 2858: 1.6963949036979852e-05
Position 1728: 1.6085178868004717e-05
Position 1549: 1.4154042846155006e-05
Position 534: 1.3360377373469658e-05
Position 2086: 1.2339891784309845e-05
Position 283: 1.2163498100070852e-05
Position 3136: 1.1004013007730321e-05
Position 3121: 1.0267245449842524e-05
Position 1222: 8.738643908271738e-06
Position 191: 6.944937952902739e-06
Position 2019: 6.715906524853982e-06
Position 1679: 5.353897352865832e-06
Position 1793: 3.881578377141539e-06
Position 1395: 3.5111050180085228e-06
Position 1401: 2.872232550713022e-06
Position 1217: 2.5248085352092604e-06
Position 1511: 2.313751780037039e-06
Position 567: 1.9687580173212035e-06
Position 573: 1.723075321305279e-06
Position 1404: 1.3719436886208578e-06
Position 1752: 1.030834180285252e-06
Position 2913: 9.980904928654223e-07
Position 1417: 8.508663072437606e-07
Position 2872: 8.053638393370542e-07
Position 2910: 6.831935670845907e-07
Position 262: 6.365224709606039e-07
Position 993: 5.654094054567071e-07
Position 1228: 5.294408752016048e-07
Position 2868: 5.080181155486694e-07
Position 540: 4.415735481318917e-07
Position 2740: 2.798446168619062e-07
Position 200: 1.97313631752741e-07
Position 2838: 1.9130469044871898e-07
Position 269: 3.289063515336785e-08
Position 2757: 2.6519055240612032e-08
Position 552: 2.569617874964179e-09
Position 1596: 8.443449929572935e-10
Position 179: 1.9617442815161173e-11
Position 181: 1.650740774798385e-11
Position 264: 4.2351656081535454e-14
