Gene = NUCB1
Position 316: 9.6037504058156e-05
Position 3537: 8.416934291117148e-05
Position 2284: 8.366260137702386e-05
Position 2246: 6.902732191624876e-05
Position 4269: 6.676168364417912e-05
Position 6: 6.333583908989497e-05
Position 1113: 6.251849231984822e-05
Position 1034: 5.778918134578875e-05
Position 2522: 5.770000238196759e-05
Position 1746: 5.599155304091667e-05
Position 2520: 5.3986701357488106e-05
Position 1491: 5.377480783017343e-05
Position 3028: 4.914192388843949e-05
Position 1431: 4.865221572363103e-05
Position 116: 4.618124623183624e-05
Position 294: 4.573252149037068e-05
Position 2185: 4.206201774355432e-05
Position 2007: 4.013608200990185e-05
Position 1284: 3.815986105786568e-05
Position 2478: 3.561616151413022e-05
Position 879: 3.3779838179036116e-05
Position 1477: 3.33179036793812e-05
Position 4296: 3.2653977949076816e-05
Position 1252: 3.265182197813758e-05
Position 4083: 3.1925715200513786e-05
Position 3161: 3.0858854147444236e-05
Position 3261: 2.8373460065574498e-05
Position 1142: 2.7785083625221462e-05
Position 494: 2.333391036388432e-05
Position 1772: 2.219683927804704e-05
Position 973: 2.0619732597122255e-05
Position 2030: 1.9662440673866947e-05
Position 3512: 1.7403622748001952e-05
Position 85: 1.5763020254128146e-05
Position 661: 1.5697192594352866e-05
Position 3834: 1.4719177474274896e-05
Position 701: 1.4715253312386843e-05
Position 68: 1.448428025948152e-05
Position 1538: 1.3942435868341172e-05
Position 3159: 1.2003503750944077e-05
Position 1599: 1.1857579204358117e-05
Position 1665: 1.1466990011708294e-05
Position 157: 1.012881773069318e-05
Position 1528: 9.556094189495158e-06
Position 1673: 8.859008817101588e-06
Position 722: 5.495076033519527e-06
Position 1377: 5.222249296705554e-06
Position 2805: 4.904666821119634e-06
Position 936: 4.3336015286797684e-06
Position 663: 4.302288018671226e-06
Position 570: 3.979184525544954e-06
Position 899: 1.6673308472783804e-06
Position 60: 1.3089304894140928e-06
Position 418: 3.456435827215464e-07
Position 1848: 3.013415974092961e-07
Position 88: 1.989339459269625e-07
Position 345: 1.808888457283271e-07
Position 941: 1.4179175397678223e-07
Position 690: 1.818226694723012e-08
Position 277: 1.0166925072657853e-08
Position 443: 2.4446745797469834e-09
Position 572: 1.944112494752907e-09
Position 214: 1.6699114432969278e-09
Position 252: 1.5844361138682272e-09
Position 319: 1.3529466662784733e-09
Position 453: 6.169350522589916e-10
Position 446: 4.0991358439745034e-10
Position 202: 2.708804674716452e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2726: 0.9515307697587054
Position 479: 0.11621843286373588
Position 2462: 0.09908569201506191
Position 2389: 0.07671618172715468
Position 2357: 0.02086988841181032
Position 954: 0.020822454514006553
Position 1161: 0.00902961651824783
Position 566: 0.006927229751663458
Position 1908: 0.005897033796892017
Position 1215: 0.004514876862297739
Position 440: 0.004312435574146648
Position 1142: 0.0042275032098224785
Position 1336: 0.004205943122565226
Position 4420: 0.0030046886756541083
Position 2495: 0.002855261216118479
Position 1193: 0.002679857810730681
Position 73: 0.0018221236881625655
Position 2538: 0.0015664454304302785
Position 4136: 0.0013961919575924539
Position 3860: 0.0013761801272854698
Position 4423: 0.0013596152313581887
Position 4313: 0.00121259370617795
Position 85: 0.0011281256222979397
Position 604: 0.001008438900376983
Position 3615: 0.0008340756920319662
Position 661: 0.0008076651672617262
Position 222: 0.0006917198548851449
Position 1167: 0.0005926861856794838
Position 1417: 0.0005802052458785784
Position 2431: 0.0005617794627029797
Position 1458: 0.0005487166670799864
Position 2948: 0.0005084822142305888
Position 2088: 0.0004648290627331281
Position 2203: 0.0004483339819298918
Position 879: 0.00044352386450253925
Position 3812: 0.0003994354477120201
Position 2945: 0.0003270172423722179
Position 3485: 0.0003191206808427936
Position 2337: 0.0003104559405736221
Position 4286: 0.00029464484917099973
Position 2007: 0.00024993907271946675
Position 3866: 0.00024199378620259638
Position 1991: 0.00023218509887182301
Position 3406: 0.00022857800173977136
Position 3281: 0.00022770482014638192
Position 3235: 0.0001982465153983852
Position 671: 0.00018681647847574125
Position 3692: 0.00017961671799028242
Position 3665: 0.00015705236959124292
Position 2680: 0.0001448388507735127
Position 2683: 0.00013529605418067858
Position 2158: 0.00012295777900477348
Position 3590: 0.00012037973909309324
Position 4521: 0.00011804789454573248
Position 2936: 0.00010425915927089006
Position 3374: 8.095670133029491e-05
Position 2744: 8.031221939383573e-05
Position 1825: 8.001804923475281e-05
Position 3791: 7.576287926002912e-05
Position 3635: 7.445321208361614e-05
Position 2780: 7.139060863066375e-05
Position 3206: 7.002562913727744e-05
Position 4321: 6.474856307414857e-05
Position 2639: 5.913890139671626e-05
Position 3557: 5.443641454524694e-05
Position 142: 5.0221320635378355e-05
Position 531: 4.835213816422622e-05
Position 3869: 4.6751890428759805e-05
Position 3428: 4.349662290450267e-05
Position 627: 4.2371941375347586e-05
Position 2925: 3.8986761002539484e-05
Position 4097: 2.952222232119037e-05
Position 3488: 2.7338730996265863e-05
Position 1816: 2.7070399606141434e-05
Position 3746: 2.617719351423155e-05
Position 109: 2.5096411619565555e-05
Position 4296: 2.400117750527701e-05
Position 4194: 2.296951974881731e-05
Position 3923: 2.2043375741416888e-05
Position 1888: 2.061027255418371e-05
Position 2735: 1.928910336434603e-05
Position 742: 1.8560082936778097e-05
Position 3530: 1.8239014860178466e-05
Position 1765: 1.7569095290958786e-05
Position 3743: 1.4906130573004004e-05
Position 857: 1.3381964902954852e-05
Position 1612: 1.263101278551535e-05
Position 3618: 1.1859452738796644e-05
Position 3014: 1.0969991244004217e-05
Position 500: 1.046801155091148e-05
Position 1741: 1.0003382815759131e-05
Position 1287: 9.666142570094885e-06
Position 1113: 9.565839096562074e-06
Position 3059: 7.836158650007132e-06
Position 243: 6.988810769343226e-06
Position 1953: 5.9220462544401375e-06
Position 153: 5.793489959624682e-06
Position 126: 5.7479548715511755e-06
Position 2867: 4.904666821119636e-06
Position 686: 4.4019636058133045e-06
Position 1357: 4.3356163318404164e-06
Position 1349: 4.286308957877452e-06
Position 1064: 4.129549359187953e-06
Position 541: 4.006214765089286e-06
Position 2520: 3.7767539447800883e-06
Position 2552: 3.6106583949528596e-06
Position 2400: 3.1852979799469085e-06
Position 228: 3.1671443144260908e-06
Position 1308: 2.8423861113258915e-06
Position 1475: 2.402997140211101e-06
Position 2074: 2.175825165758688e-06
Position 497: 1.929993525444681e-06
Position 1794: 1.92170431858307e-06
Position 1401: 1.5645510391127094e-06
Position 1429: 1.5288524295009141e-06
Position 494: 1.4030997024230366e-06
Position 754: 1.3391890507219909e-06
Position 231: 5.735785982514417e-07
Position 904: 4.6119743070556994e-07
Position 357: 2.8380301508392664e-07
Position 240: 3.981035460940274e-08
Position 1227: 1.5158523801160462e-08
Position 354: 1.2667943138525194e-08
Position 294: 4.098359023457463e-09
Position 315: 2.6612539513508684e-09
Position 300: 1.500264012758528e-09
Position 116: 1.1750573594840212e-09
Position 345: 1.116971008228709e-09
Position 366: 2.1670925066731065e-10
Position 695: 1.6515737079721945e-10
Position 650: 1.5908993612850256e-10
Position 1280: 8.838562324382677e-11
Position 1247: 8.318186494534854e-11
Position 252: 8.030281061384053e-11
Position 1284: 6.481791045244e-11
Position 1097: 5.273951516411823e-11
Position 333: 9.878336808741012e-12
Position 375: 6.435955190118949e-12
Position 52: 1.8602354559932882e-12
Position 722: 1.1263633949381567e-12
Position 395: 4.561368578750831e-13
Position 324: 4.513302125605548e-14
Position 392: 1.3379716583784113e-17
