Gene = Cbl
Position 2196: 2.2274076815077527e-08
Position 2023: 1.8896387118526138e-08
Position 2045: 1.775442889517226e-08
Position 1951: 1.1473511495097638e-08
Position 2431: 3.234855480595581e-09
Position 2476: 3.2111513566651844e-09
Position 2455: 2.9608428497733314e-09
Position 2287: 2.8802470313196795e-09
Position 913: 1.2242594090958473e-09
Position 2253: 7.920156004769846e-10
Position 291: 7.785184047225734e-10
Position 2077: 6.912156532477447e-10
Position 129: 5.855640996237795e-10
Position 339: 4.72794283321222e-10
Position 304: 4.377628083020087e-10
Position 2259: 2.599932693113452e-10
Position 345: 1.7700490196974228e-11
Position 294: 1.7163481745993632e-11
Position 2449: 1.448820080939133e-11
Position 327: 1.2916278043653038e-11
Position 334: 1.144718557846833e-11
Position 322: 9.863531848531543e-12
Position 307: 7.046317820989311e-12
Position 354: 6.506703211418885e-12
Position 316: 5.29133834943991e-12
Position 288: 3.462395212408096e-12
Position 371: 2.784984544339462e-12
Position 136: 2.738807184688246e-14
Position 299: 2.733663827219294e-16
Position 318: 1.177949314793929e-16
Position 309: 4.797426107343073e-17
Position 349: 1.8369125182721978e-17
Position 365: 1.4954306856674959e-18
