Gene = mio
Position 2103: 0.00023695798323072854
Position 1202: 0.00021256483819859852
Position 1761: 0.00014380164401808695
Position 95: 0.0001263953487494858
Position 1022: 0.00011630688141790269
Position 2549: 0.00010288738667570279
Position 1026: 9.963796470228559e-05
Position 2173: 9.769818803298777e-05
Position 522: 9.051825171369999e-05
Position 509: 8.839322642490707e-05
Position 2220: 8.436516920106322e-05
Position 1880: 8.000596340014402e-05
Position 676: 7.419458539861095e-05
Position 927: 7.207353998562392e-05
Position 392: 6.202472808194777e-05
Position 2746: 5.4616991188785454e-05
Position 3120: 5.119808088529829e-05
Position 470: 5.088256742932173e-05
Position 2603: 4.845046744169536e-05
Position 2291: 4.7621421945618016e-05
Position 3182: 4.640232242748453e-05
Position 2903: 4.4400567376008394e-05
Position 1941: 4.428886452260124e-05
Position 3285: 3.461659054191193e-05
Position 2921: 3.334133304548452e-05
Position 1079: 3.042538828572763e-05
Position 3243: 2.688856394430339e-05
Position 1428: 2.6744960091098257e-05
Position 2113: 2.467493568732232e-05
Position 1770: 2.393264241128381e-05
Position 1478: 2.3222717926598052e-05
Position 1742: 2.3012321771264797e-05
Position 3292: 2.2965208615487557e-05
Position 467: 2.2911768211317233e-05
Position 1431: 2.1486547284084703e-05
Position 3161: 2.036406763064337e-05
Position 1922: 2.005418305237055e-05
Position 583: 1.8189016561058922e-05
Position 2396: 1.7678587264762602e-05
Position 673: 1.741096501912981e-05
Position 1873: 1.7011932579277223e-05
Position 1599: 1.5080765691197427e-05
Position 2068: 1.4774113008459823e-05
Position 2153: 1.278304545636277e-05
Position 3042: 1.2138270930524748e-05
Position 2204: 1.101259736062676e-05
Position 2321: 1.0910639614966992e-05
Position 1425: 1.0659921196169661e-05
Position 1814: 9.055598345829523e-06
Position 3224: 7.83158658186345e-06
Position 2891: 7.297737136943729e-06
Position 2367: 6.0494859014331776e-06
Position 2285: 5.714181004319629e-06
Position 2734: 5.085496938492034e-06
Position 2059: 5.07385959400767e-06
Position 1011: 4.917516381140494e-06
Position 3262: 4.8678288838759e-06
Position 3227: 4.71675815042191e-06
Position 162: 4.699010333448345e-06
Position 2525: 4.470019340278809e-06
Position 2229: 4.3455038354452985e-06
Position 3146: 3.639444593044487e-06
Position 2132: 3.4423887546305114e-06
Position 833: 3.4001346210113998e-06
Position 1032: 3.3202500364977862e-06
Position 1925: 3.2972117442079968e-06
Position 3093: 2.599358024409311e-06
Position 2455: 2.378825778591806e-06
Position 1961: 2.286294048208551e-06
Position 665: 2.0626003958486705e-06
Position 2201: 2.0249462027448524e-06
Position 1209: 1.9636714452532806e-06
Position 2960: 1.917849533223185e-06
Position 887: 1.6231562247082004e-06
Position 271: 1.5882421209996314e-06
Position 1187: 1.553098625946613e-06
Position 1946: 9.942819124899044e-07
Position 205: 9.527866353630038e-07
Position 1964: 9.302472237579699e-07
Position 1969: 8.621512056033595e-07
Position 399: 7.851306342606607e-07
Position 2426: 6.01170460020515e-07
Position 3107: 3.4459617273925906e-07
Position 236: 2.2069397449019e-07
Position 482: 1.7336166523439182e-07
Position 348: 1.6981591757853645e-07
Position 2413: 1.4664618041648924e-07
Position 224: 9.00443452497527e-08
Position 3268: 7.333794818090637e-08
Position 703: 5.093629170470683e-08
Position 258: 4.4656310516269294e-08
Position 658: 4.1379698332311665e-08
Position 766: 4.087078018684008e-08
Position 246: 3.420117476360236e-08
Position 433: 1.2359137294850593e-08
Position 763: 5.201536224461816e-09
Position 255: 2.608768142306262e-09
Position 141: 2.302380454920997e-09
Position 789: 2.0984398207216e-09
Position 775: 1.8988789763019054e-09
Position 477: 8.239689691935279e-10
Position 759: 4.046196587113271e-10
