Gene = lok
Position 2752: 1.8195104603952454e-05
Position 1782: 1.8040484537330452e-05
Position 129: 1.5934112579973322e-05
Position 2350: 1.5444959812656826e-05
Position 325: 1.4993068604659084e-05
Position 2885: 1.3247662168530713e-05
Position 665: 1.2898676996210405e-05
Position 433: 1.2097088574348078e-05
Position 441: 8.960831848724969e-06
Position 1143: 8.689010987231073e-06
Position 2672: 8.317112524037224e-06
Position 2576: 8.04369276255784e-06
Position 145: 7.421328025317174e-06
Position 359: 7.207582597551129e-06
Position 160: 6.460652104685717e-06
Position 379: 6.109076587023632e-06
Position 691: 6.097671404752852e-06
Position 2153: 5.51905045271467e-06
Position 1308: 4.6753969023920544e-06
Position 2114: 4.4580371871214694e-06
Position 1317: 4.3029804802289924e-06
Position 1614: 4.2884523383749885e-06
Position 2565: 4.256687417246587e-06
Position 100: 3.3825097515836533e-06
Position 2705: 3.1084642012525967e-06
Position 1423: 2.733977526891533e-06
Position 2392: 2.720915404863777e-06
Position 2733: 2.6502108075389543e-06
Position 1596: 2.534942796037679e-06
Position 680: 2.470080485225332e-06
Position 2559: 2.32778676506219e-06
Position 1287: 2.0713477802461025e-06
Position 1147: 1.979287903838476e-06
Position 628: 1.3578227565850468e-06
Position 2050: 1.260380075616449e-06
Position 2027: 9.705581910824279e-07
Position 2761: 7.760703019393484e-07
Position 2717: 7.597021580123221e-07
Position 2727: 6.275134188032401e-07
Position 2203: 4.0363409164924476e-07
Position 2590: 2.3141689828446486e-07
Position 154: 2.1022915929730578e-07
Position 742: 1.308294183876033e-07
Position 718: 8.709510493838637e-08
Position 1093: 2.8567762775061013e-08
Position 2567: 2.4706239015436447e-08
Position 1096: 8.911420146516667e-09
Position 2069: 5.291137550153693e-09
Position 2722: 8.474755332512828e-10
Position 1212: 5.700442589671386e-10
Position 2054: 2.2224768570351234e-11
Position 2255: 1.2338947090157678e-11
Position 1988: 5.882381864682168e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2249: 0.999566496052527
Position 1122: 0.9894377596079464
Position 1955: 0.9877015477164444
Position 725: 0.955145878846791
Position 1311: 0.32306417119310715
Position 359: 0.21321159713087756
Position 1325: 0.06453137439010032
Position 387: 0.05010868608932018
Position 1516: 0.046351117048244454
Position 883: 0.0354951711185239
Position 365: 0.030170741536754524
Position 2806: 0.016500107493062504
Position 2938: 0.007669313416524392
Position 1096: 0.005843008476922799
Position 1504: 0.004538725764254623
Position 186: 0.004350349623210096
Position 1333: 0.004348304501456575
Position 1394: 0.0034615224685052505
Position 939: 0.003295414462330137
Position 1941: 0.0028157305821912572
Position 752: 0.002586294280208509
Position 407: 0.002113318744024971
Position 1796: 0.0020129362210866866
Position 948: 0.0020078193072692384
Position 1475: 0.0016626557926515018
Position 1826: 0.0016432252032939532
Position 1478: 0.0014279654262297718
Position 2433: 0.001419107258611813
Position 256: 0.0014175761172094308
Position 2911: 0.0011967408245629392
Position 265: 0.0011926608146287602
Position 887: 0.0010620298133080612
Position 1978: 0.0009416069715753739
Position 517: 0.0008298360298255297
Position 872: 0.0007717530960902779
Position 1830: 0.0007364395170058324
Position 1454: 0.0006608787954760014
Position 325: 0.0005379430400979968
Position 1897: 0.0004717547848241834
Position 2113: 0.0004433649105569696
Position 1556: 0.00039599138786126437
Position 935: 0.0003749546111884204
Position 1669: 0.0003631810414139278
Position 2727: 0.00034216229259887907
Position 2875: 0.0003221255122074735
Position 190: 0.00023090879638553897
Position 230: 0.00018320098952612386
Position 145: 0.00015736285096459748
Position 284: 0.00015188044376815755
Position 1631: 0.00014526970600227873
Position 1547: 0.00013359893440486014
Position 1175: 0.00012818515884930056
Position 1057: 0.00011927687202359298
Position 273: 0.00011893418520549886
Position 490: 0.00011357618964795595
Position 1364: 0.00010505651868763622
Position 909: 9.402243770187228e-05
Position 227: 9.01507204677502e-05
Position 404: 8.972812484074833e-05
Position 481: 7.768955538104159e-05
Position 2062: 7.216801100934303e-05
Position 1451: 6.26528678036864e-05
Position 844: 5.6468269929206966e-05
Position 204: 5.313052805745192e-05
Position 1054: 4.09562392052732e-05
Position 958: 3.617872434086919e-05
Position 1999: 3.575902040372515e-05
Position 963: 3.219756620088684e-05
Position 997: 2.9083605385856366e-05
Position 2898: 2.7652528557347723e-05
Position 2138: 2.665856329974521e-05
Position 1542: 2.4746665538895265e-05
Position 976: 2.3673816361209903e-05
Position 1373: 1.8324257059923867e-05
Position 1763: 1.80164996728074e-05
Position 2026: 1.664853577359222e-05
Position 2630: 1.1937470713466795e-05
Position 2747: 9.730105257761847e-06
Position 2358: 9.042236159642646e-06
Position 827: 8.347953121261686e-06
Position 1800: 8.325208807320463e-06
Position 473: 7.524005360222004e-06
Position 917: 5.6812932620157985e-06
Position 2885: 4.746187515524315e-06
Position 1684: 4.407702593429492e-06
Position 2059: 4.258488189862372e-06
Position 2438: 4.239294169159146e-06
Position 1010: 3.720219090431321e-06
Position 1191: 3.6206893252594005e-06
Position 2469: 3.028234847084931e-06
Position 2466: 2.736014209925006e-06
Position 1250: 2.6384703449416785e-06
Position 2690: 1.7653711414057642e-06
Position 2255: 1.4476671962807058e-06
Position 240: 1.3627943720791735e-06
Position 2346: 1.0603981194817058e-06
Position 960: 1.027264737924939e-06
Position 742: 8.685716597520801e-07
Position 2301: 7.281773054061343e-07
Position 2733: 4.800344441335033e-07
Position 1158: 4.4828731245031987e-07
Position 1231: 4.396272107253695e-07
Position 441: 3.487348803303061e-07
Position 2280: 2.913323967469327e-07
Position 1277: 2.6031728638070827e-07
Position 2219: 2.534723989692337e-07
Position 568: 1.8144786189251237e-07
Position 496: 1.7668260930431906e-07
Position 333: 1.5133365545151964e-07
Position 1256: 1.4254849759711195e-07
Position 577: 1.0410863431460959e-07
Position 921: 9.016951226362663e-08
Position 1604: 6.915172396949661e-08
Position 2588: 3.0074276077559323e-08
Position 541: 2.895373091979588e-08
Position 1733: 2.464973052702673e-08
Position 1267: 1.6854382240497472e-08
Position 529: 1.5690750868031606e-08
Position 2605: 1.2082579805451092e-08
Position 242: 1.1441817992133513e-08
Position 1236: 1.0438556889592259e-08
Position 2367: 7.509610684000544e-09
Position 416: 6.786355044792965e-09
Position 545: 5.3414693335360076e-09
Position 597: 3.983588108745995e-09
Position 2313: 2.5545942376130118e-09
Position 2228: 2.0176143400360203e-09
Position 2435: 9.274199423609837e-10
Position 758: 6.259995669810558e-11
Position 802: 5.709567439337522e-11
Position 433: 6.248734091176029e-18
