Gene = tai
Position 427: 8.491633205425929e-05
Position 1575: 7.843185635244125e-05
Position 424: 7.757027309823011e-05
Position 849: 7.461181667780722e-05
Position 1548: 6.732994372884364e-05
Position 665: 6.184434934357157e-05
Position 439: 5.7829632426840326e-05
Position 1135: 5.489481745325345e-05
Position 2304: 5.290031360874727e-05
Position 1822: 5.108098935675796e-05
Position 726: 4.195720151948712e-05
Position 2309: 3.960849145846051e-05
Position 2351: 3.6757067294523294e-05
Position 763: 3.400958981065594e-05
Position 2150: 3.355000204257663e-05
Position 2336: 3.12088524421401e-05
Position 2257: 2.6574570467469036e-05
Position 305: 2.5423979087717385e-05
Position 551: 2.3554787267010428e-05
Position 34: 2.340658598909022e-05
Position 422: 2.0696110632580557e-05
Position 492: 1.9148132488074487e-05
Position 1257: 1.469556115327024e-05
Position 389: 1.2732760626693782e-05
Position 476: 1.171684618163735e-05
Position 87: 1.1609408059019807e-05
Position 220: 1.060655645062678e-05
Position 1137: 1.0488917375897447e-05
Position 497: 1.0112480396010014e-05
Position 1484: 9.786179233242223e-06
Position 1251: 9.40969697997813e-06
Position 2112: 6.2919522037944614e-06
Position 2666: 5.153805315386923e-06
Position 2657: 3.5422006260047515e-06
Position 890: 1.3278254989962005e-06
Position 879: 1.2998018020625663e-06
Position 2105: 1.0018621259365582e-06
Position 2061: 6.526545254645863e-07
Position 2100: 6.108863814223716e-07
Position 282: 3.7453434643315443e-07
Position 484: 3.365641679153138e-07
Position 303: 3.1312273914843445e-07
Position 892: 3.0951706795470347e-07
Position 3: 2.9162563007275976e-07
Position 1818: 2.8917792253044573e-07
Position 382: 1.278230192963877e-07
Position 460: 1.2576401534333606e-07
Position 146: 9.482785265092122e-08
Position 1479: 6.339878902655008e-08
Position 558: 3.375268890441561e-08
Position 28273: 2.7315665395557107e-08
Position 284: 1.82615951232023e-08
Position 553: 9.386755613866647e-09
Position 27793: 5.297155287400565e-09
Position 25891: 9.002629606911045e-10
Position 457: 5.980695836877584e-10
Position 25680: 4.5525586515804627e-10
Position 25131: 3.1359604430109534e-10
Position 487: 8.812337955726028e-11
Position 17218: 1.2940056750196616e-14
Position 17060: 1.148326579031422e-14
Position 10821: 8.652738988196809e-17
Position 11593: 8.373072563743255e-17
Position 10853: 7.128041153871754e-17
Position 10832: 4.8123371236747454e-17
Position 10954: 1.2254990913457606e-17
Position 11096: 4.683257738901091e-18
Position 10816: 4.286718056307482e-18
Position 9566: 2.7774347420077516e-18
Position 5208: 7.829457008960091e-20
Position 5525: 5.731251074988823e-20
Position 3177: 3.0388970436498717e-21
Position 4614: 2.863249816777207e-21
Position 3724: 1.8822571253996746e-21
Position 2873: 1.3803469255928486e-21
Position 3612: 1.2726534610613615e-21
Position 3639: 1.0473981593443146e-21
Position 3517: 7.883711845866929e-22
Position 3643: 7.147851178714331e-22
Position 3015: 2.8381191805081285e-22
Position 4438: 2.136253409970026e-22
Position 3191: 4.037258108540819e-24
Position 3142: 1.6569163283373955e-24
Position 2898: 1.5453587427220057e-28
Position 448: 2.427149575454526e-33
Position 410: 2.1517846974509478e-38

Sorted 3' Splice Sites (High to Low Probability):
Position 24836: 0.9981684043455511
Position 42715: 0.9762666286935566
Position 1755: 0.9136890924037522
Position 2652: 0.4733795472986781
Position 2741: 0.2060064711043925
Position 2725: 0.18186933298135602
Position 2574: 0.08770987497101447
Position 986: 0.03528013888959345
Position 2683: 0.03272881145746301
Position 1517: 0.021159828315175194
Position 37156: 0.020838278193177472
Position 2185: 0.016265581156172534
Position 726: 0.007983338952309148
Position 35664: 0.005087343097236567
Position 942: 0.0031730551610897407
Position 2779: 0.00270801207231651
Position 336: 0.0026563396963670202
Position 2385: 0.001958068634323576
Position 2351: 0.0019131528963662633
Position 1977: 0.0018349503596357048
Position 35842: 0.0015710084228222688
Position 885: 0.0011777680720733395
Position 107: 0.0011742142429601932
Position 374: 0.0011592511614928695
Position 1818: 0.0011104850739060942
Position 735: 0.0009295442692826214
Position 1878: 0.0008619381954920561
Position 30117: 0.0008522446548093894
Position 1455: 0.000852220590433951
Position 2286: 0.000828892114004628
Position 2514: 0.0008199088309901156
Position 2599: 0.0007811029561389822
Position 1274: 0.0006237477065522515
Position 958: 0.0004548992520089681
Position 1305: 0.0002881221601754024
Position 29419: 0.0002764873000810373
Position 2049: 0.00023628774965158347
Position 2795: 0.00023170222712524222
Position 2197: 0.00021940671080525567
Position 1913: 0.00018552104130213913
Position 35877: 0.00018467927781584779
Position 2358: 0.00013225697835496435
Position 1289: 0.00012835706458753425
Position 1554: 0.00011757119648848122
Position 2437: 0.00010120207547244891
Position 2757: 0.00010008869283700613
Position 30229: 8.751876519093256e-05
Position 2081: 8.117822221119408e-05
Position 1989: 8.101834215117584e-05
Position 773: 8.080494543749372e-05
Position 1537: 6.504614975301497e-05
Position 861: 6.434802342217723e-05
Position 840: 2.133499726957205e-05
Position 116: 1.5421562769501898e-05
Position 609: 1.4575135231189555e-05
Position 343: 1.3884066643056423e-05
Position 161: 9.025609449303158e-06
Position 818: 7.0699104328334385e-06
Position 1077: 5.9656436566027445e-06
Position 32279: 4.9724641296871614e-06
Position 32996: 3.899240385794978e-06
Position 33061: 3.5049941484939975e-06
Position 2444: 2.558591280909215e-06
Position 505: 2.0258381256218377e-06
Position 849: 1.5902743742656815e-06
Position 1163: 1.5503656250686121e-06
Position 665: 1.1346818385614555e-06
Position 174: 9.465496879454445e-07
Position 31459: 9.307088067194434e-07
Position 158: 8.971710873627306e-07
Position 996: 7.460881345987541e-07
Position 419: 3.068627955873893e-07
Position 349: 1.8131356240456022e-07
Position 27687: 1.1345343198667735e-07
Position 514: 8.822020188629971e-08
Position 508: 7.991107868246773e-08
Position 355: 7.861176959201633e-08
Position 569: 6.909722503273339e-08
Position 180: 6.267257493158722e-08
Position 28340: 4.005119143758431e-08
Position 29104: 3.6771528130478525e-08
Position 28889: 2.3863579488250317e-08
Position 28745: 2.2109682635996904e-08
Position 25376: 2.123504318629636e-08
Position 27723: 1.8563310304161873e-08
Position 26059: 1.6727637786289382e-08
Position 25769: 1.1876336656968246e-08
Position 28399: 1.0369759572451271e-08
Position 27865: 9.879536398776066e-09
Position 1312: 9.325961204689409e-09
Position 1190: 8.19456679071801e-09
Position 26782: 7.139725793351814e-09
Position 25351: 5.1855671466467995e-09
Position 26445: 4.5975814712807695e-09
Position 25947: 3.929904680297443e-09
Position 26405: 3.2714785467128623e-09
Position 25098: 3.10349594332162e-09
Position 26225: 1.5329687709941167e-09
Position 25546: 1.4544641701278984e-09
Position 25440: 1.1953770820576303e-09
Position 26583: 1.1693537169055634e-09
Position 26787: 1.1593597051464873e-09
Position 26326: 9.375115687249674e-10
Position 25396: 9.339357110372854e-10
Position 25539: 4.2163348846236663e-10
Position 624: 3.0622483244195366e-10
Position 25367: 2.3293051248400295e-10
Position 25317: 1.949311700131577e-10
Position 630: 1.6211570818857126e-10
Position 626: 1.4655952450509457e-10
Position 650: 1.1495511885222121e-10
Position 21307: 5.382543360672812e-12
Position 19656: 1.8785395322183156e-12
Position 21062: 1.781590882197491e-12
Position 21426: 1.606264771230108e-12
Position 20800: 1.2184018735885779e-12
Position 19601: 2.65482220543823e-13
Position 16962: 1.5392548318891325e-13
Position 18390: 1.3005909751593178e-13
Position 17423: 7.264105511216889e-14
Position 18269: 5.37816549159449e-14
Position 17127: 1.148326579031422e-14
Position 16328: 1.082008168941453e-14
Position 13095: 4.587475579440412e-15
Position 16190: 4.298119800926725e-15
Position 15684: 3.174111522894067e-15
Position 14655: 2.8215080115711537e-15
Position 15958: 2.296565709399325e-15
Position 14522: 2.0237414964557566e-15
Position 14947: 1.9003915937301475e-15
Position 14169: 1.6024709985434243e-15
Position 13502: 1.3645460151459917e-15
Position 12264: 1.1673467334999367e-15
Position 11928: 9.541348011590145e-16
Position 15211: 8.46049481509202e-16
Position 13856: 8.322325324073929e-16
Position 14330: 4.800463545292109e-16
Position 10786: 4.1753776929346786e-16
Position 14274: 2.6616770291807164e-16
Position 14073: 2.3190194713772394e-16
Position 10897: 2.312490411103159e-16
Position 11067: 2.226530870933089e-16
Position 12406: 1.6109869116442598e-16
Position 12268: 1.263558642694502e-16
Position 12494: 1.0517005771318301e-16
Position 11281: 7.475569514209618e-17
Position 10017: 4.423837421352423e-17
Position 12078: 3.163627604759028e-17
Position 11340: 2.787984810079257e-17
Position 10565: 2.6535194423567154e-17
Position 11126: 2.1184311757361484e-17
Position 10607: 1.433996343759638e-17
Position 10343: 1.0152493762466052e-17
Position 11145: 1.0107792285022536e-17
Position 2664: 9.317994660352828e-18
Position 9311: 9.075884023586309e-18
Position 10882: 8.442967260088198e-18
Position 8376: 6.655716996983456e-18
Position 11036: 6.447132541519716e-18
Position 9092: 5.59325445648107e-18
Position 11135: 5.447478320608909e-18
Position 9396: 4.001770344345267e-18
Position 9935: 3.60221426354607e-18
Position 11434: 3.424143615857444e-18
Position 8915: 2.3465666513764262e-18
Position 10346: 1.75477735340062e-18
Position 10221: 1.4289375522155613e-18
Position 9153: 1.0328042927263612e-18
Position 9476: 8.82339842031442e-19
Position 9625: 8.70610682499145e-19
Position 8478: 8.277090075555086e-19
Position 8040: 6.785525849526847e-19
Position 8398: 6.754249096477879e-19
Position 9043: 5.317380866955379e-19
Position 7903: 4.632853301836077e-19
Position 7730: 4.078742075590929e-19
Position 8067: 3.7955222958420336e-19
Position 7066: 3.579154804897285e-19
Position 5776: 3.2971082450997273e-19
Position 5265: 3.176319952670371e-19
Position 7323: 2.994656174090303e-19
Position 6871: 2.587956812336799e-19
Position 8318: 2.448331098782087e-19
Position 7034: 2.306038575096677e-19
Position 5583: 2.057762999287584e-19
Position 4815: 1.909505321360399e-19
Position 8531: 1.8621939723520551e-19
Position 7891: 1.6671864804515623e-19
Position 6319: 1.519473121974066e-19
Position 4767: 1.2761095710709242e-19
Position 7578: 1.248713566012497e-19
Position 6178: 1.2347825356890143e-19
Position 4247: 8.524287488246242e-20
Position 6288: 8.01052654713994e-20
Position 5727: 7.65646797729564e-20
Position 4357: 7.640655561444938e-20
Position 3447: 7.500612168516667e-20
Position 6950: 6.183632248606966e-20
Position 6516: 5.591771023974677e-20
Position 7438: 4.7897627670478956e-20
Position 3090: 4.5617716224280054e-20
Position 3945: 4.0091781841307653e-20
Position 5364: 3.954267423343926e-20
Position 3980: 3.804165387313123e-20
Position 3803: 2.414573892023985e-20
Position 3018: 2.1520166506701987e-20
Position 4574: 2.149519827386997e-20
Position 5502: 2.0064690276566438e-20
Position 6277: 1.9188948380749927e-20
Position 4421: 1.7854899885981286e-20
Position 3015: 1.7543503832718457e-20
Position 5891: 1.6680308928613256e-20
Position 6469: 1.497168759881003e-20
Position 3516: 1.3781255758345738e-20
Position 6294: 1.3562793599466162e-20
Position 3283: 1.3203224430426984e-20
Position 2977: 1.2627135883538263e-20
Position 5290: 1.1859335973444296e-20
Position 4613: 1.1055260919347244e-20
Position 4577: 1.0195087772436404e-20
Position 3865: 9.545422742823698e-21
Position 3241: 9.134888042606702e-21
Position 5647: 8.754187228896755e-21
Position 2980: 8.236634814792161e-21
Position 4297: 8.20777257918244e-21
Position 5391: 8.204338018005798e-21
Position 3211: 8.168390363697613e-21
Position 5846: 7.49632949530377e-21
Position 4235: 7.46221203026503e-21
Position 5731: 6.338310578185562e-21
Position 5586: 6.174478407015155e-21
Position 3900: 3.4670421496860135e-21
Position 3544: 2.998445563948817e-21
Position 3556: 2.709922408996446e-21
Position 3330: 2.656929288056659e-21
Position 3418: 2.2369762262656437e-21
Position 4194: 1.9880433864727234e-21
Position 3253: 1.874081315992313e-21
Position 4221: 1.2551402616992245e-21
Position 4300: 9.434164827148216e-22
Position 3626: 7.754022881842277e-22
Position 3825: 5.834376513384168e-22
Position 3257: 5.51496230284875e-22
Position 3399: 5.116835099590958e-22
Position 3773: 5.008515430324834e-22
Position 2622: 4.460537839107334e-22
Position 2654: 2.0001075032247656e-23
Position 2543: 1.2059795267337906e-23
