Gene = qua
Position 1217: 0.00019220159308266864
Position 8966: 0.0001885959430998853
Position 245: 0.00015780293477360698
Position 8020: 0.00015024442940484144
Position 9499: 0.0001403280872289986
Position 8671: 0.00012804831553606073
Position 7589: 0.00012366655910142995
Position 426: 0.00012037206889765632
Position 10023: 0.00011311710104101461
Position 3163: 0.00010738964666619955
Position 821: 0.00010723118408045851
Position 343: 0.0001027371341036494
Position 496: 0.0001001233527978116
Position 9099: 9.91687561307482e-05
Position 1270: 9.903686960014872e-05
Position 3175: 9.872928773517492e-05
Position 8293: 9.128179240534636e-05
Position 9946: 8.413752302465071e-05
Position 4328: 8.098617998233601e-05
Position 4113: 7.688306951481684e-05
Position 8562: 7.320018041022217e-05
Position 598: 7.168788942546671e-05
Position 7649: 6.983806645525164e-05
Position 8252: 6.915563732749327e-05
Position 576: 6.818190976268988e-05
Position 326: 6.57797505754357e-05
Position 9941: 6.441320018912277e-05
Position 8365: 6.209891223791866e-05
Position 4349: 6.117340989153527e-05
Position 473: 4.88990348451105e-05
Position 935: 4.8601353831178676e-05
Position 847: 4.692279850256118e-05
Position 8015: 4.156863042976216e-05
Position 1244: 3.7151227590148e-05
Position 3996: 3.380891013548659e-05
Position 854: 3.245717858534957e-05
Position 7548: 2.5329636722897986e-05
Position 8362: 2.3173059265170032e-05
Position 8066: 2.0726992252252125e-05
Position 259: 2.0460433860830472e-05
Position 299: 1.9502393466023994e-05
Position 2735: 1.926399127020152e-05
Position 3618: 1.9070129541232164e-05
Position 8106: 1.7722155712494504e-05
Position 10325: 1.753392309645727e-05
Position 7766: 1.715856759140427e-05
Position 686: 1.6954851915747575e-05
Position 8287: 1.0376945149276706e-05
Position 9916: 9.12992859268729e-06
Position 8175: 8.02834012928608e-06
Position 582: 6.895829805814035e-06
Position 10045: 6.796678010974481e-06
Position 470: 5.153979162284142e-06
Position 10331: 4.968760201496134e-06
Position 5761: 4.782478021871686e-06
Position 4392: 4.707968505098121e-06
Position 7862: 4.54474866274193e-06
Position 692: 3.614631205455951e-06
Position 10238: 3.1284621871342953e-06
Position 9999: 2.5869257922520763e-06
Position 9168: 2.2103397055118995e-06
Position 10062: 2.1844997294200235e-06
Position 8892: 2.1260280307723224e-06
Position 10196: 1.6519181964034729e-06
Position 216: 1.4272544017584125e-06
Position 2103: 1.3944143642560826e-06
Position 2165: 1.2972703981876174e-06
Position 159: 1.1795444814241964e-06
Position 150: 1.1220364207710367e-06
Position 219: 1.0281059139281187e-06
Position 9823: 1.0169795307193442e-06
Position 1728: 8.312087849867089e-07
Position 2198: 7.848878524396378e-07
Position 2144: 6.781463248872141e-07
Position 2285: 6.050369020359333e-07
Position 10211: 3.926829752787391e-07
Position 4046: 3.7818038191150276e-07
Position 1683: 3.7416684306922817e-07
Position 1028: 3.619595383542184e-07
Position 1199: 3.5331929942785634e-07
Position 2550: 3.428284215381114e-07
Position 564: 3.3365581507747715e-07
Position 2382: 3.2278230817193026e-07
Position 397: 3.0883818358964576e-07
Position 280: 2.4043249782720247e-07
Position 2959: 2.0940872141403888e-07
Position 10343: 1.347607608237998e-07
Position 2625: 8.929660814608109e-08
Position 2579: 8.232303877027455e-08
Position 308: 7.90703944841996e-08
Position 918: 7.063950993183603e-08
Position 1764: 5.5451184289046046e-08
Position 144: 4.830552765146355e-08
Position 2604: 3.791103985014853e-08
Position 318: 3.380266085945747e-08
Position 1520: 3.3598568471593796e-08
Position 2034: 2.8583668873812744e-08
Position 131: 2.593290696520253e-08
Position 2367: 1.1471429167663406e-08
Position 1688: 1.1253135508677413e-08
Position 2207: 1.0774887927147404e-08
Position 944: 4.572022302428409e-09
Position 229: 2.5154415301025854e-09
Position 57: 1.7735612043859327e-09
Position 478: 6.282101255394515e-11
Position 61: 3.1746318028415993e-12
Position 1816: 1.565341819263718e-12
Position 1490: 1.4706253124138913e-12
Position 1503: 1.400750088697786e-12
Position 1173: 3.2551887711403597e-13
Position 1319: 2.935191718578491e-13
