Gene = lilli
Position 5098: 7.594966287862133e-12
Position 12547: 1.7059663507001502e-12
Position 12114: 8.978891928793348e-13
Position 12052: 6.874217379373007e-13
Position 13390: 5.291206070859594e-13
Position 11286: 2.8024995761673675e-13
Position 10347: 2.5530928841645684e-13
Position 12334: 1.6823173747739438e-13
Position 6143: 7.143519720892067e-14
Position 6068: 4.122390494262975e-14
Position 3830: 2.4559630301020406e-14
Position 2005: 2.110168309169972e-14
Position 5791: 1.4555929998010086e-14
Position 5718: 1.2668279113990453e-14
Position 6627: 1.078799271536536e-14
Position 5904: 6.711459810869769e-15
Position 1993: 3.255702877004606e-15
Position 5878: 1.6873213466742053e-15
Position 5854: 1.155132491311674e-15
Position 1799: 8.42047113518907e-16
Position 9735: 4.046598399756467e-18
Position 7948: 1.900729494965888e-18
Position 6025: 5.157897143298351e-19
Position 9966: 3.386537584102448e-19
Position 7309: 8.742248118789118e-21
Position 996: 3.4872941854893533e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 38984: 0.9999366853608442
Position 39138: 0.8107544174495637
Position 4447: 0.673290586165464
Position 21146: 0.2893281218327514
Position 4871: 0.21079627187336797
Position 3744: 0.09169210652110558
Position 4749: 0.059124685738534646
Position 4520: 0.020772822576613316
Position 3995: 0.01239206548561471
Position 4488: 0.01064104501147904
Position 403: 0.01002473970709563
Position 4467: 0.008914302267810302
Position 460: 0.00808874688125648
Position 4831: 0.007710784604616487
Position 4666: 0.007571895314796786
Position 873: 0.007358203473556429
Position 609: 0.006594892995988197
Position 432: 0.00581808026090004
Position 4241: 0.003918610167684522
Position 20733: 0.003570502513202896
Position 603: 0.0032318986444254344
Position 4717: 0.0028836825101356835
Position 1934: 0.0027557863505060097
Position 491: 0.002464615462128246
Position 4207: 0.0021683503681352995
Position 3879: 0.0017098699030416878
Position 4182: 0.0016317684425014038
Position 4592: 0.0010861548073355866
Position 435: 0.001010203105631632
Position 4915: 0.0009682523670767614
Position 3637: 0.0009264365477034737
Position 2206: 0.0009097069450306455
Position 2175: 0.0007817361872199181
Position 4736: 0.0007811760532840231
Position 1065: 0.000688390107437977
Position 2053: 0.0006801874320027343
Position 2133: 0.0006042137061925807
Position 440: 0.0005438411290375237
Position 2820: 0.0005420679636853163
Position 4044: 0.00053754708216541
Position 4275: 0.00041251292581747474
Position 1523: 0.00039962189323927775
Position 4546: 0.0003474784101652398
Position 2776: 0.00033822625715678085
Position 1552: 0.0003326605107064021
Position 1130: 0.0003098645245431455
Position 3556: 0.0003085867294212298
Position 2849: 0.0002939127925759696
Position 1600: 0.00024604185976925174
Position 890: 0.00019558786236440655
Position 4168: 0.00017758071435598085
Position 3114: 0.00012911468360888694
Position 518: 0.00012402393813815553
Position 1102: 0.00011927487109027459
Position 619: 0.00011657851332453744
Position 1698: 0.00010478596922170025
Position 616: 8.065589311826293e-05
Position 1513: 6.828291141090148e-05
Position 33922: 6.075711735979077e-05
Position 696: 5.8603839017707254e-05
Position 2555: 5.17405759137918e-05
Position 236: 4.7110654190368985e-05
Position 1893: 4.625652252270672e-05
Position 1631: 4.500843651940583e-05
Position 1262: 4.218947046942987e-05
Position 345: 3.8570251162162606e-05
Position 1769: 3.771244380794092e-05
Position 1850: 2.773971503303789e-05
Position 239: 2.3360675538793432e-05
Position 2341: 2.172431188501799e-05
Position 496: 1.5427846366671965e-05
Position 1277: 1.1977465760267232e-05
Position 2516: 1.0366638716610401e-05
Position 2257: 9.542664778509114e-06
Position 2513: 8.858256634898407e-06
Position 107: 8.747510746098422e-06
Position 1086: 8.551938198223635e-06
Position 29762: 2.532805668319124e-06
Position 2139: 3.7235958321272005e-07
Position 903: 1.5775660899228227e-07
Position 5207: 2.9287020747730893e-08
Position 13030: 2.1813653139593413e-08
Position 25530: 2.1508915244254636e-08
Position 21410: 9.545511938511023e-09
Position 5114: 8.704024912862461e-09
Position 17756: 7.435932586182657e-09
Position 17107: 3.740069067448847e-09
Position 6582: 2.4144130359310163e-09
Position 18094: 1.9147439775620343e-09
Position 7146: 1.3854088747698884e-09
Position 5225: 1.046005369585792e-09
Position 5714: 9.29017918044695e-10
Position 21530: 8.853733952656695e-10
Position 23526: 8.189171358540212e-10
Position 5653: 7.171912726718792e-10
Position 5753: 6.371505062808113e-10
Position 5636: 6.148672003151956e-10
Position 13630: 5.85261364621908e-10
Position 16843: 4.5180616668808754e-10
Position 6718: 4.148310362241886e-10
Position 13571: 4.0009309089026303e-10
Position 5143: 3.3459134891113046e-10
Position 6696: 3.069172960647605e-10
Position 7168: 2.9332282474563374e-10
Position 6313: 2.6591048875869413e-10
Position 6568: 2.308853712058922e-10
Position 5172: 2.1121370456743986e-10
Position 5082: 2.0603288900742877e-10
Position 5945: 1.7431784250935035e-10
Position 6303: 1.7038817759665297e-10
Position 5465: 1.577252206240885e-10
Position 6903: 1.483135278733198e-10
Position 22961: 1.3441185695746755e-10
Position 23484: 9.320384777091996e-11
Position 21901: 8.885604082245117e-11
Position 6013: 7.299143408042395e-11
Position 5530: 6.787340433342391e-11
Position 5270: 5.3286334421890057e-11
Position 21568: 2.3655121887448753e-11
Position 20486: 1.2336687082790536e-11
Position 19448: 6.069922069402268e-12
Position 2715: 2.3691389578668818e-12
Position 19324: 2.166779674663989e-12
Position 11926: 1.843796761551266e-12
Position 3235: 1.2871934894740436e-12
Position 19650: 1.1116835894958111e-12
Position 3448: 9.730365064905794e-13
Position 13607: 9.157636296852897e-13
Position 12282: 5.440796431863549e-13
Position 13456: 5.295056323500805e-13
Position 4001: 5.173162643722421e-13
Position 11306: 4.646687365348679e-13
Position 16494: 4.5059716279675114e-13
Position 17690: 3.1033216592318164e-13
Position 10136: 3.02926142088798e-13
Position 11992: 2.910252554009114e-13
Position 16450: 2.830480017579423e-13
Position 18475: 2.1449801110637294e-13
Position 12247: 1.826768337411843e-13
Position 17713: 1.5573835043466512e-13
Position 11933: 1.4135921403636731e-13
Position 10855: 1.1749975440336443e-13
Position 17677: 9.95208924430104e-14
Position 17432: 8.224062742851249e-14
Position 17503: 7.725979511651503e-14
Position 10815: 6.199994754635474e-14
Position 17310: 4.873471578410662e-14
Position 16952: 3.826888736268452e-14
Position 16777: 3.678649207539672e-14
Position 15123: 3.620398815538594e-14
Position 10462: 3.028368249090754e-14
Position 11036: 2.5697375586524652e-14
Position 14753: 2.0590988366233827e-14
Position 14137: 1.6166075463861435e-14
Position 15079: 1.3508568432766827e-14
Position 16297: 1.214541606448923e-14
Position 14085: 1.0185182284190532e-14
Position 6088: 7.922907524939689e-15
Position 5561: 7.54690978241532e-15
Position 5786: 7.432523893168772e-15
Position 14342: 6.880417615279502e-15
Position 5331: 6.3829692247229235e-15
Position 14323: 2.6870882521995347e-15
Position 1350: 2.684410228624316e-15
Position 6025: 2.603446596935168e-15
Position 14586: 2.1307988697475283e-15
Position 12707: 1.4729387084782663e-15
Position 13051: 6.126460193093764e-16
Position 300: 5.665948719918983e-16
Position 1069: 4.435263259463945e-16
Position 12820: 4.0111604225680135e-16
Position 1146: 3.6879837211145425e-16
Position 647: 3.4983117697563305e-16
Position 12737: 3.3339312648635457e-16
Position 324: 3.1253025684881837e-16
Position 916: 2.9871348280029513e-16
Position 330: 2.7510153705420207e-16
Position 905: 1.8586118675695013e-16
Position 12880: 1.8223542648215884e-16
Position 530: 1.7473090115305727e-16
Position 937: 1.541587188472371e-16
Position 789: 1.4665756293485612e-16
Position 5578: 1.4159621570193542e-16
Position 5573: 1.138874978402832e-16
Position 1040: 1.1101605399024267e-16
Position 964: 1.0795635741882642e-16
Position 8962: 8.372995026359706e-17
Position 10879: 8.162474270850506e-17
Position 9651: 6.04327196186631e-17
Position 11207: 5.050941842282955e-17
Position 11781: 4.988252850402401e-17
Position 10433: 4.749011825807572e-17
Position 1138: 4.582028110374112e-17
Position 920: 4.4850483514324535e-17
Position 943: 4.446971112432813e-17
Position 1189: 4.045713382507805e-17
Position 1617: 3.951796634410386e-17
Position 10743: 3.5229224379942176e-17
Position 9792: 3.1372597436985593e-17
Position 11005: 2.978010408598753e-17
Position 649: 2.3582029651915647e-17
Position 5090: 2.064091258814003e-17
Position 209: 1.64314121079048e-17
Position 8259: 7.713609915483369e-18
Position 9996: 6.475309853547851e-18
Position 248: 5.6687694302036645e-18
Position 8576: 5.119997489412895e-18
Position 9290: 4.921032857656911e-18
Position 9582: 4.23316228437814e-18
Position 318: 3.9066616897944916e-18
Position 9459: 3.79985143168822e-18
Position 9014: 3.308873041841187e-18
Position 8005: 2.5101217231334606e-18
Position 8104: 2.424862506646488e-18
Position 7817: 2.149060532304509e-18
Position 8999: 2.077441740214176e-18
Position 635: 1.905492191076937e-18
Position 149: 1.5727153860070977e-18
Position 7394: 1.261126734724678e-18
Position 8218: 1.2589547928299981e-18
Position 6333: 6.808530629809234e-19
Position 7562: 6.541985749511015e-19
Position 7475: 5.649906673051131e-19
Position 7301: 4.983942062713214e-19
Position 5924: 4.713080796766044e-19
Position 7420: 4.617095532551995e-19
Position 6071: 3.1779450172002824e-19
Position 132: 1.1475754817191656e-19
Position 666: 9.528073571863338e-20
Position 6289: 9.07125706581426e-20
Position 6417: 8.07049136543329e-20
Position 6366: 6.576815113924279e-20
Position 7040: 4.801420933633436e-20
Position 5987: 3.6749514976090237e-20
Position 5893: 3.354991367738792e-20
