Gene = Snoo
Position 746: 1.4706045845014228e-05
Position 21027: 1.4505668251194583e-05
Position 680: 1.1734066575486509e-05
Position 1400: 1.0088680614243254e-05
Position 190: 6.987848939655751e-06
Position 1026: 5.970992633478868e-06
Position 466: 5.773100870214229e-06
Position 1554: 4.892274718551885e-06
Position 1377: 4.787287085295914e-06
Position 20388: 4.67091174937147e-06
Position 7171: 3.9082200851822155e-06
Position 18071: 3.680840319288162e-06
Position 370: 3.58773450790974e-06
Position 1566: 3.5742105007774746e-06
Position 3660: 3.5345124281675164e-06
Position 3663: 3.4795417981137223e-06
Position 20058: 3.0742886898340017e-06
Position 577: 3.0592185809112774e-06
Position 1753: 2.906172841874286e-06
Position 404: 2.651828458003812e-06
Position 1259: 2.6035096685206136e-06
Position 851: 2.483513747357248e-06
Position 1004: 2.429425907057317e-06
Position 224: 2.1416664303278278e-06
Position 1714: 2.0660768273409514e-06
Position 3796: 2.064517627863587e-06
Position 239: 1.8765174442997772e-06
Position 1981: 1.6597843813696405e-06
Position 3987: 1.6528137368238335e-06
Position 1367: 1.5750290239191522e-06
Position 2060: 1.449972576150671e-06
Position 1698: 1.4049624958721484e-06
Position 779: 1.4017844191208417e-06
Position 1020: 1.1769255448831443e-06
Position 2996: 1.1264859513043685e-06
Position 863: 1.0595839126151901e-06
Position 18211: 9.510761935869814e-07
Position 1956: 8.846445344650165e-07
Position 1104: 8.56673758002062e-07
Position 273: 7.389641508181264e-07
Position 409: 5.8546750367815e-07
Position 16286: 4.829801957191201e-07
Position 308: 4.232962348809337e-07
Position 493: 3.676311401517728e-07
Position 1859: 3.0713110979547873e-07
Position 1321: 1.906282799480445e-07
Position 1382: 1.6318675929171038e-07
Position 146: 1.553620890963928e-07
Position 428: 1.5323469620102934e-07
Position 342: 1.4757533909519648e-07
Position 15440: 1.1629386596794443e-07
Position 16696: 5.393880197040009e-08
Position 4577: 2.4862427815108416e-08
Position 4300: 2.1322046262477602e-08
Position 1215: 2.101860318298684e-08
Position 1638: 2.0561165757284884e-08
Position 4297: 1.900303716392933e-08
Position 1796: 1.3773324374013527e-08
Position 170: 1.0733411903944556e-08
Position 4523: 8.218868617305934e-09
Position 447: 6.452000854818845e-09
Position 4376: 5.8674984917542614e-09
Position 3626: 5.3705443717775795e-09
Position 9074: 4.865986742830071e-09
Position 732: 3.937330690637277e-09
Position 13100: 3.323156536794067e-09
Position 199: 2.6763161547168574e-09
Position 4256: 2.280387794226292e-09
Position 11062: 2.25444677952351e-09
Position 12184: 1.8244948988194748e-09
Position 10686: 1.8219591567175407e-09
Position 12123: 1.7737996523119484e-09
Position 416: 1.6073100437571088e-09
Position 12490: 1.5918174377621019e-09
Position 4561: 1.3067232956781817e-09
Position 574: 1.202568937127735e-09
Position 526: 1.1454396334050885e-09
Position 3731: 1.131692681625176e-09
Position 13302: 8.250794385551049e-10
Position 3817: 6.559107711708186e-10
Position 4193: 4.034258391744265e-10
Position 211: 3.4771547815226074e-10
Position 10273: 2.2061619419123001e-10
Position 11513: 2.1033091027158351e-10
Position 11596: 2.0015515620758356e-10
Position 3998: 1.546683225956816e-10
Position 3559: 1.4081592688841852e-10
Position 3944: 1.1469139499947322e-10
Position 11754: 1.1408263828917534e-10
Position 4237: 7.441705164851469e-11
Position 3166: 5.2866328970575164e-11
Position 2964: 5.133336907068619e-11
Position 11016: 4.7666934661057196e-11
Position 10630: 2.547467315248178e-11
Position 2387: 2.3899031623518017e-11
Position 9296: 1.0091799934124809e-11
Position 9632: 9.741748127294685e-12
Position 2527: 7.924682944742838e-12
Position 1959: 4.1681733500816985e-12
Position 4787: 2.6829490307835796e-12
Position 5906: 1.9505939607300095e-12
Position 3081: 1.232312952001713e-12
Position 5103: 7.065390719339956e-13
Position 6446: 6.557660142327454e-13
Position 6771: 2.720973821280583e-13
Position 4804: 2.1906922933021458e-13
Position 6605: 1.6540831969458464e-13
Position 5196: 2.8509259978983556e-14
Position 374: 2.8579304971047085e-20
Position 233: 2.2106872610109486e-20
Position 390: 4.0380858198443995e-21
Position 383: 3.0002813030115383e-21
Position 314: 2.779271491224849e-21
Position 608: 2.6478307159637596e-21
Position 305: 2.4790489245438324e-21
Position 495: 6.84180787585585e-22
Position 101: 1.305788926004923e-22
