Gene = Kr-h2
Position 940: 0.006229110907311586
Position 655: 0.004911606058532022
Position 84: 0.004332623690339096
Position 796: 0.004238527560971084
Position 691: 0.004085887343148349
Position 1753: 0.003911846017919504
Position 1175: 0.002644787126336933
Position 2103: 0.001805612270406048
Position 1616: 0.0016629115000406842
Position 2306: 0.0015983520425744957
Position 2229: 0.001576064623207846
Position 1300: 0.0013515780026403278
Position 1279: 0.0013416831778571856
Position 1570: 0.0013180987833992153
Position 634: 0.0012640441676367675
Position 1011: 0.0011367482013072419
Position 2594: 0.0011072860899734866
Position 310: 0.000843978071219433
Position 2061: 0.0006867489291068965
Position 2551: 0.0006324600935285877
Position 1054: 0.0005399614602494314
Position 1813: 0.0004811746066680806
Position 2563: 0.00047765127873966487
Position 1136: 0.000451054730006639
Position 1197: 0.00042838411194682716
Position 2109: 0.0003576559386300556
Position 1148: 0.00034142924523047804
Position 1836: 0.00030487091493227876
Position 2538: 0.0002546819566838838
Position 759: 0.0001971177381677605
Position 1352: 0.00016270399880941386
Position 1594: 0.0001603729200530976
Position 1443: 0.00014583798423766268
Position 1205: 0.00012810580902543944
Position 2643: 0.00010654053566766977
Position 948: 9.628170197531691e-05
Position 1603: 9.214636007829392e-05
Position 326: 8.953600148722879e-05
Position 1510: 8.491175669713686e-05
Position 168: 8.452005049634845e-05
Position 2699: 6.907528389858282e-05
Position 1537: 6.743723728454984e-05
Position 1518: 6.210114469398849e-05
Position 1768: 5.903924144122511e-05
Position 1665: 5.776033646522579e-05
Position 2445: 5.487882748958665e-05
Position 1119: 4.83128434474009e-05
Position 59: 4.5523237469680704e-05
Position 1378: 4.1764783238691246e-05
Position 994: 4.151795062133694e-05
Position 410: 3.931489074978121e-05
Position 395: 3.766095179795249e-05
Position 152: 3.31150736960035e-05
Position 801: 2.467006618777504e-05
Position 1764: 2.4272073751158562e-05
Position 722: 2.385455280672483e-05
Position 2522: 2.3088215034382194e-05
Position 2400: 2.1112769072612585e-05
Position 1222: 1.8116950380192676e-05
Position 2937: 1.6394369904062204e-05
Position 489: 1.6073847783032114e-05
Position 750: 1.452427440683363e-05
Position 1501: 1.2681355076198009e-05
Position 2661: 1.2555858675025197e-05
Position 1540: 1.2058036082281569e-05
Position 1304: 1.2018059569001476e-05
Position 2127: 9.312342298446718e-06
Position 1955: 9.01563414879177e-06
Position 1455: 8.314235342110698e-06
Position 1251: 7.140199749837575e-06
Position 2485: 6.324366856311808e-06
Position 1815: 5.031653785002037e-06
Position 1227: 4.8405448615672635e-06
Position 2868: 4.2989931612333185e-06
Position 2917: 4.266673933661082e-06
Position 1356: 4.041426365998993e-06
Position 2629: 3.893163431099226e-06
Position 1312: 3.6123102051408067e-06
Position 2620: 3.342794348520105e-06
Position 1359: 3.340031112867183e-06
Position 2566: 2.457118914873125e-06
Position 2942: 2.2701779867728954e-06
Position 2947: 2.1922117269815993e-06
Position 2908: 1.4766628433022487e-06
Position 971: 1.2920599364162231e-06
Position 2760: 1.244154527249173e-06
Position 2925: 1.2151627387611336e-06
Position 2966: 9.425976346239692e-07
Position 1755: 6.545528950636587e-07
Position 1984: 5.346693166896771e-07
Position 502: 4.87249257394699e-07
Position 446: 3.976506335201573e-07
Position 1971: 3.166444342299983e-07
Position 2364: 2.523582083106624e-07
Position 2881: 1.7773238746337244e-07
Position 2035: 1.3981044074976708e-07
Position 2346: 1.198097055204269e-07
Position 2482: 1.1090355455878273e-07
Position 233: 3.620978223460434e-08
Position 484: 1.2578189716200411e-08
Position 223: 1.0839981914585329e-08
Position 1998: 1.014403516069379e-08
Position 516: 6.716255472806392e-09
Position 129: 3.584890015586446e-09
Position 191: 3.1642460073543343e-09
Position 195: 2.290272832838164e-09
Position 96: 7.670082213767303e-12
Position 197: 1.7072785593448231e-12
Position 202: 1.464163389353793e-12
Position 391: 9.447206228857837e-14
