Gene = TMS1
Position 2206: 4.3363699271369435e-08
Position 1027: 3.8632978815023935e-08
Position 1300: 2.0612705131371716e-08
Position 2320: 2.0020465730886845e-09
Position 534: 1.3590212436107e-10
Position 525: 6.570011202406946e-11
Position 539: 5.0667595225513306e-11
Position 2071: 1.3731571695766459e-11
Position 1547: 3.9168572725327524e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9995209389575304
Position 1315: 0.9972978908177896
Position 1146: 0.9970470037410117
Position 525: 0.9914363987133211
Position 1561: 0.978543999475191
Position 1836: 0.4094602653835643
Position 2080: 0.21314493039692975
Position 2071: 0.20072596991178898
Position 2083: 0.19486384945532848
Position 84: 0.058450014963174
Position 2092: 0.03625016050224149
Position 897: 0.030564688147257622
Position 725: 0.008435881095015021
Position 675: 0.007594943201280644
Position 1563: 0.005639638702172093
Position 2655: 0.004223322945114542
Position 1579: 0.003301176152216588
Position 2098: 0.002970798703529053
Position 1816: 0.0028961882082346995
Position 867: 0.0018803431094860732
Position 1567: 0.0014774320504292431
Position 1627: 0.0013037260477909865
Position 2462: 0.0012246686010793134
Position 225: 0.0011582394301930408
Position 457: 0.0009704302819065311
Position 1032: 0.0007607720038229224
Position 2433: 0.0006803221786323368
Position 1150: 0.0003900739847120189
Position 553: 0.00031326440431618107
Position 1649: 0.00027754782166188816
Position 1901: 0.0002708473653762328
Position 1380: 0.0002664804143236933
Position 1162: 0.00019981664355815272
Position 1721: 0.00019434818398617808
Position 1400: 0.00018713721744461424
Position 799: 0.00015363361369494105
Position 107: 0.00014109553285466303
Position 1438: 0.00011318698331916668
Position 370: 0.00011246822606544319
Position 222: 0.0001116332249877414
Position 1912: 9.689458687979807e-05
Position 2117: 8.808234589851429e-05
Position 95: 8.714492744704788e-05
Position 308: 7.539888020954892e-05
Position 338: 5.700003655744525e-05
Position 150: 5.6066952174795656e-05
Position 875: 5.387986841194107e-05
Position 687: 4.942738132591589e-05
Position 806: 4.2621304799102865e-05
Position 581: 3.873672341595492e-05
Position 2100: 3.6051794147366084e-05
Position 2447: 3.279360820710655e-05
Position 474: 3.0405719035996055e-05
Position 1599: 2.9150993804967174e-05
Position 1295: 2.90055561458473e-05
Position 690: 2.6032613182944945e-05
Position 2279: 2.4599525412286286e-05
Position 1760: 1.772325226244069e-05
Position 1408: 1.6736909530298902e-05
Position 312: 1.2622486931091635e-05
Position 1317: 1.1909251193499497e-05
Position 2142: 1.0665091927121889e-05
Position 2538: 1.0371135917971044e-05
Position 2607: 9.939964337708685e-06
Position 2402: 7.511226609369683e-06
Position 2149: 7.077319500429114e-06
Position 1339: 4.626352243686951e-06
Position 2317: 4.4535416355059406e-06
Position 318: 4.296174944237048e-06
Position 557: 3.952923795211012e-06
Position 740: 3.2620756636019363e-06
Position 2353: 2.9546853685821506e-06
Position 2364: 2.556731893369825e-06
Position 461: 2.512076406333313e-06
Position 2124: 1.670834055464039e-06
Position 1081: 1.154138315455426e-06
Position 158: 9.182548164711976e-07
Position 754: 8.187376483791188e-07
Position 2438: 4.861759940713795e-07
Position 2263: 3.9981026941016814e-07
Position 766: 3.6068316343342693e-07
Position 1517: 3.5410858028357135e-07
Position 1764: 2.2161032793864367e-07
Position 544: 1.454851074340598e-07
Position 1484: 1.1660025544788635e-07
Position 129: 9.95849153356439e-08
Position 182: 9.344698857934587e-08
Position 58: 8.452411868120973e-08
Position 2480: 6.613505275812374e-08
Position 1503: 4.9987068037035256e-08
Position 1743: 4.971967653082466e-08
Position 2335: 4.886792915344307e-08
Position 777: 4.71894150579969e-08
Position 1440: 3.3302412382497906e-08
Position 2489: 2.1162457091189864e-08
Position 2520: 7.677681515921781e-09
Position 1767: 7.273621606122555e-09
Position 1261: 3.2032152403604724e-09
Position 163: 2.1815424537985253e-09
Position 331: 2.1103180273601717e-09
Position 246: 1.4050329878287838e-09
Position 186: 1.0124386904391634e-09
Position 174: 6.469915725222858e-13
